UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	2
0	0
0	0
3	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	2
0	2
0	0
0	0
0	0
2	1
0	1
1	1
0	0
1	0
0	1
0	0
0	0
3	0
0	0
0	0
2	1
0	1
2	0
0	0
0	0
0	0
1	1
1	0
1	0
0	0
0	0
0	0
0	0
0	0
1	1
0	1
2	2
2	0
0	0
1	0
0	0
1	2
0	2
0	1
0	1
1	0
1	0
0	0
0	0
0	2
4	0
2	0
0	2
0	0
0	0
0	1
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	1
0	1
0	7
0	7
0	2
0	2
0	0
0	1
0	0
0	1
0	2
0	0
1	0
0	2
0	1
0	0
0	0
1	0
0	0
0	2
1	0
0	1
0	1
1	1
5	1
3	4
2	0
6	14
0	13
6	0
18	3
6	0
3	1
0	0
3	1
2	1
6	2
13	1
0	0
0	0
0	0
0	0
0	5
0	5
2	0
0	1
0	1
0	0
0	0
1	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	1
0	0
0	0
0	0
0	1
2	0
0	0
1	0
0	0
0	0
0	1
0	7
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
12	2
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	73
0	2
0	73
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
222	40
0	0
0	0
6	2
0	2
0	0
0	0
1307	0
0	0
0	0
0	0
0	0
0	0
0	0
31	10
0	1
0	9
0	0
0	0
0	0
1	4
0	4
1	512
0	478
0	447
28	1
0	1
0	0
0	0
12	33
3	23
0	33
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	7
0	7
0	0
0	36
0	36
0	0
0	0
0	0
0	0
0	0
2	23
0	0
0	209
0	0
0	209
0	38
0	0
0	38
0	1
0	0
0	0
0	209
0	0
1	28
0	21
3	30
0	11
9	88
92	88
0	92
0	139
0	139
0	0
3	12
0	0
0	0
166	7
8	1
20	326
1	327
231	246
6	1
0	1
0	2
5	0
1	0
0	0
