"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSMUSG00000000167",21.8031564027541,0.518873211169621,0.278943851298304,1.86013496535091,0.0628664333540723,0.434904282190604,"Pih1d2"
"ENSMUSG00000000168",2423.23371508001,-0.218301300739099,0.108243054999061,-2.01676958157725,0.043719564718706,0.373576224270057,"Dlat"
"ENSMUSG00000000171",700.922836722234,-0.122405719889783,0.094215994729988,-1.29920317925405,0.193874210737534,0.648944685557521,"Sdhd"
"ENSMUSG00000000182",0,NA,NA,NA,NA,NA,"Fgf23"
"ENSMUSG00000000183",0.0807919526095405,0.301804267142093,3.14975185020746,0.0958184268142311,0.923664782215651,NA,"Fgf6"
"ENSMUSG00000000184",56.4305723435041,-0.236548939676725,0.326710004431579,-0.724033352110785,0.469045259560424,0.841173779648752,"Ccnd2"
"ENSMUSG00000000194",327.990577523547,0.0348467195644397,0.0778404404235394,0.447668581714523,0.654392399507334,0.917307026437588,"Gpr107"
"ENSMUSG00000000197",0.618593037365578,-0.127003789193533,1.83652852563761,-0.0691542698197075,0.944866823313689,NA,"Nalcn"
"ENSMUSG00000000202",1.05588436701393,1.19425347303363,1.40581703437073,0.849508466489879,0.395598421104213,NA,"Btbd17"
"ENSMUSG00000000204",13.5162138133483,-1.05088801269987,0.648721337005169,-1.6199374874138,0.10524570605153,0.530001982977281,"Slfn4"
"ENSMUSG00000000214",0.191368226064831,-0.274597749564815,3.14975185020746,-0.087180756651267,0.930527835077979,NA,"Th"
"ENSMUSG00000000215",0,NA,NA,NA,NA,NA,"Ins2"
"ENSMUSG00000000216",81.7471282922256,-0.0114162277239009,0.362521788024228,-0.0314911492247686,0.974877850541344,0.994667680434867,"Scnn1g"
"ENSMUSG00000000223",14.9784211211532,-0.314120527103926,0.478473015613493,-0.656506253965365,0.511498444967106,0.85889028070641,"Drp2"
"ENSMUSG00000000244",10.7078002493692,-1.80669892415128,0.835177974060887,-2.16325020566163,0.0305219406680065,0.325552067907023,"Tspan32"
"ENSMUSG00000000247",0.975082815680354,-0.105392206816862,1.55437264539968,-0.0678036937466576,0.945941903347048,NA,"Lhx2"
"ENSMUSG00000000248",17.2891221232234,0.60926662191946,0.499154910783064,1.22059626932981,0.22223891956078,0.675671091489332,"Clec2g"
"ENSMUSG00000000253",23.7601847854902,0.366714086481264,0.417288731155038,0.878801796219646,0.379508752200274,0.793472536287855,"Gmpr"
"ENSMUSG00000000263",0,NA,NA,NA,NA,NA,"Glra1"
"ENSMUSG00000000266",170.69870864234,0.439158179027516,0.221448491564098,1.98311659711803,0.0473544071112256,0.386371607523547,"Mid2"
"ENSMUSG00000000275",565.689574475877,0.181489277186903,0.109064039145099,1.66406157895408,0.0961001240979329,0.512898530236963,"Trim25"
"ENSMUSG00000000276",79.8488060650035,0.301845984791399,0.200902188975196,1.50245244380422,0.132980300962821,0.575791997652148,"Dgke"
"ENSMUSG00000000278",1052.76366777087,-0.0735551518491343,0.167500741355325,-0.439133291315405,0.660564957846116,0.919988523598779,"Scpep1"
"ENSMUSG00000000282",210.419074958494,0.0592739767481997,0.261767475513393,0.226437515325188,0.820861152542878,0.963376227372146,"Mnt"
"ENSMUSG00000000290",216.397146329443,-0.684522158688957,0.328334517795534,-2.08483154096894,0.0370845945907815,0.349910081598085,"Itgb2"
"ENSMUSG00000000295",482.529312877276,0.00173048041752827,0.0805474276644482,0.0214839935638573,0.982859571802813,0.996728834868505,"Hddc2"
"ENSMUSG00000000296",378.940946560691,0.127523308305758,0.122470606475185,1.04125644492172,0.297756545250675,0.738715346436879,"Tpd52l1"
"ENSMUSG00000000301",223.663149356739,-0.0015599006934862,0.156249437698653,-0.0099834003658603,0.992034531301417,0.998080880518935,"Pemt"
"ENSMUSG00000000303",2337.1100235106,0.416096123541333,0.177491214387799,2.34431954830287,0.0190618320758834,0.280800778638091,"Cdh1"
