"","external_gene_name","log2FC_TSC","pval_TSC","padj_TSC","log2FC_KD","pval_KD","padj_KD","Ratio"
"120","Mef2c",0.796593543042,7.72781588553544e-10,2.22210910275899e-08,1.01727345560413,0.0000167555379056222,0.000577747801606274,0.783067265398101
"121","Mrvi1",2.80736403760671,2.92507602844176e-76,1.23430895710171e-72,0.575908669890175,0.0184390688243639,0.0459179748797768,4.8746688223014
"122","Ctcf",-0.449354745238542,0.00333420724253782,0.0158080515454636,-0.893098537123052,0.000388641493082262,0.00315197266310072,0.503141284595598
"123","Reep5",0.887282229389112,8.55548038679282e-26,1.85138401857277e-23,1.60600635918941,4.09821870087252e-07,0.000139502629756882,0.552477407273121
"124","Ncoa2",-0.342547185905456,0.000956186441502187,0.00555385693790266,-1.03571624453873,0.000664129447136521,0.00445330095083322,0.330734588466375
"125","Snf8",0.509231045782108,0.00275259223793449,0.0135063345469341,0.382126254088266,0.0121322224532822,0.0334766206708767,1.33262512149841
"126","Fam131c",2.64163241234178,0.0261442506172679,NA,3.4857067388061,0.00160815108705647,0.00796062146606671,0.757847005008394
"127","Fblim1",1.84828698464502,3.36839857083217e-08,6.68884699730307e-07,0.952651201396396,0.0000411047577659531,0.000889656754874378,1.94015079384333
"128","Hspb7",1.41540253747922,0.0000810990142729028,0.000666765836294362,0.869814132660165,0.000206338789841085,0.00214449262851355,1.62724711445016
"129","Rps9",-0.263964115507508,0.0309329515329115,0.0942449980007243,-0.636071299090281,0.00461720779711975,0.016687175462222,0.414991394651879
"130","Crip2",0.839632576914782,1.14706991411348e-07,0.00000199601990518778,0.756643090858246,0.000449952465715622,0.00346894122328894,1.10968115226216
"131","Rnf114",-0.61893150694789,1.6686192209605e-10,5.37492821194509e-09,-0.885564628001681,0.000482877815203021,0.00363031711009693,0.69891173086321
"132","Nsmf",0.671082129965886,0.000474475823611304,0.00304281057246778,1.83268324662439,0.0000138278829639512,0.000533669028785655,0.366174641036278
"133","Sfmbt1",0.43796727032948,0.00271505713374782,0.0133680158172694,0.492060546872389,0.00762231323454986,0.0239714070979313,0.890067844522928
"134","Rundc3a",2.76142734460081,1.31036722633272e-07,0.00000225460636220896,1.5453669807638,0.00083278423210125,0.00512852059988317,1.7869071741367
"135","Slc4a3",1.20168013503322,0.000119834384221955,0.000935994711375466,1.11363827022359,0.000176931153726522,0.00195880869140781,1.07905786570352
"136","Cdt1",2.39808503022485,5.43838056430549e-07,0.0000080450854991159,1.93562710995344,0.000878551606988124,0.00530191582828887,1.23891891051398
"137","Gtf2h1",-0.476739803585381,0.0112237778585987,0.0425590612799907,-0.476835442663246,0.00675979767162689,0.0219254681616717,0.999799429594976
"138","Aplp1",2.31943405076121,4.1032864781697e-12,1.73148431162566e-10,0.715504734832817,0.0181842925696276,0.0454290023366074,3.24167533468966
