,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,external_gene_name
8392,ENSMUSG00000031616,16.24430328,-0.21976241,0.364507399,-0.602902468,0.546573574,0.709490203,Ednra
8393,ENSMUSG00000031617,60.42700737,0.093113568,0.203535434,0.457480874,0.647325446,0.785492897,Tmem184c
8394,ENSMUSG00000031618,101.8730209,0.077906018,0.154391312,0.504601049,0.613839073,0.761501522,Nr3c2
8395,ENSMUSG00000031620,0.152438045,-0.779611084,2.253685418,-0.345927199,0.729397427,NA,Iqcm
8396,ENSMUSG00000031621,0,NA,NA,NA,NA,NA,Isx
8397,ENSMUSG00000031622,367.27457,0.541728011,0.129463379,4.184411183,2.86E-05,0.000270202,Sin3b
8398,ENSMUSG00000031626,877.4885439,-0.939681168,0.218644974,-4.297748776,1.73E-05,0.000174287,Sorbs2
8399,ENSMUSG00000031627,71.51441779,-0.060854606,0.196700108,-0.309377594,0.757034312,0.861857586,Irf2
8400,ENSMUSG00000031628,2.773691696,1.793556183,0.448958228,3.99492886,6.47E-05,0.000547284,Casp3
8401,ENSMUSG00000031629,0.406962846,-0.965452974,1.410322996,-0.684561605,0.493620602,NA,Cenpu
8402,ENSMUSG00000031631,102.5685509,-0.198938321,0.171682489,-1.158757206,0.246555166,0.42370105,Cfap97
8403,ENSMUSG00000031633,16325.88251,-0.208668505,0.086578859,-2.410155407,0.015945727,0.055921031,Slc25a4
8404,ENSMUSG00000031634,267.4255589,-0.044118475,0.103017707,-0.428261088,0.668461045,0.802657323,Ufsp2
8405,ENSMUSG00000031635,0.035250946,0.404903003,3.697420426,0.109509592,0.912798314,NA,Anxa10
8406,ENSMUSG00000031636,4803.355015,0.291372469,0.141677936,2.056583245,0.039726331,0.11384393,Pdlim3
8407,ENSMUSG00000031637,50.81811527,0.12176822,0.211938181,0.574545932,0.565598427,0.724719947,Lrp2bp
8408,ENSMUSG00000031639,11.18993887,0.20558153,0.293651083,0.700087764,0.483872497,0.658492612,Tlr3
8409,ENSMUSG00000031640,0,NA,NA,NA,NA,NA,Gm45753
8410,ENSMUSG00000031641,17.39905645,0.214986749,0.228426787,0.941162602,0.346621539,0.533135133,Cbr4
8411,ENSMUSG00000031642,14.47448974,1.181957334,0.273069843,4.32840669,1.50E-05,0.000153828,Sh3rf1
8412,ENSMUSG00000031644,25.5356023,0.054993248,0.185770219,0.296028334,0.767208443,0.868035779,Nek1
8413,ENSMUSG00000031645,0,NA,NA,NA,NA,NA,F11
8414,ENSMUSG00000031647,83.30204425,1.112663521,0.243201774,4.575063335,4.76E-06,5.52E-05,Mfap3l
8415,ENSMUSG00000031651,0,NA,NA,NA,NA,NA,Triml1
8416,ENSMUSG00000031652,244.0136255,-0.338524113,0.113739202,-2.976318695,0.002917315,0.014176288,N4bp1
8417,ENSMUSG00000031654,0,NA,NA,NA,NA,NA,Cbln1
8418,ENSMUSG00000031657,209.4931847,-0.296716645,0.099492685,-2.982296091,0.002860952,0.013960683,Heatr3
8419,ENSMUSG00000031659,22.82775304,0.522386125,0.265060989,1.970814817,0.048745061,0.132704498,Adcy7
8420,ENSMUSG00000031660,697.6150909,-0.215932254,0.106404384,-2.029354862,0.042422159,0.119839937,Brd7
8421,ENSMUSG00000031661,6.958842727,-0.919081685,0.435850001,-2.108710985,0.034969536,0.103456649,Nkd1
8422,ENSMUSG00000031662,1.721523516,0.454463053,0.630338182,0.720982904,0.470920033,0.647495865,Snx20
8423,ENSMUSG00000031665,0.043486477,0.404903003,3.697420426,0.109509592,0.912798314,NA,Sall1
8424,ENSMUSG00000031666,576.7275686,-0.26442227,0.197808184,-1.336761019,0.181300657,0.342468775,Rbl2
8425,ENSMUSG00000031667,196.2170364,0.180494335,0.126546065,1.426313292,0.153777929,0.305942677,Aktip
8426,ENSMUSG00000031668,23.55604957,0.322278144,0.184840585,1.743546441,0.081238209,0.193320138,Eif2ak3
8427,ENSMUSG00000031669,3.229107392,0.902296159,0.455084766,1.982699106,0.04740105,0.130158177,Gins3
8428,ENSMUSG00000031671,62.48761427,0.001025541,0.14829682,0.006915461,0.994482304,0.997283013,Setd6
8429,ENSMUSG00000031672,1009.813104,0.105053527,0.136796274,0.767956061,0.44251329,0.623657222,Got2
8430,ENSMUSG00000031673,8.065340372,-0.12271482,0.391134571,-0.313740663,0.753718014,0.859653109,Cdh11
8431,ENSMUSG00000031681,82.054411,0.264849484,0.133802386,1.979407779,0.047770113,0.130937276,Smad1
8432,ENSMUSG00000031682,0.150927506,-0.050674304,2.25924367,-0.022429765,0.982105138,NA,1700011L22Rik
8433,ENSMUSG00000031683,131.7790232,0.40767317,0.164318628,2.480991813,0.013101738,0.047866718,Lsm6
8434,ENSMUSG00000031684,11.47732309,-0.60102376,0.316695088,-1.897799434,0.057722508,0.150401082,Slc10a7
8435,ENSMUSG00000031688,0,NA,NA,NA,NA,NA,Pou4f2
8436,ENSMUSG00000031691,194.8013613,-0.356619123,0.125477805,-2.842089256,0.004481894,0.02017118,Tnpo2
8437,ENSMUSG00000031696,441.3363248,-0.070111843,0.10205656,-0.686990072,0.492088985,0.66560325,Vps35
8438,ENSMUSG00000031697,10.0184884,0.210777057,0.306493503,0.687704811,0.49163869,0.665310955,Orc6
8439,ENSMUSG00000031698,2.874610016,2.842602079,0.63304294,4.490377979,7.11E-06,7.93E-05,Mylk3
8440,ENSMUSG00000031700,1549.215521,-0.592170624,0.164699504,-3.595460875,0.000323818,0.002206589,Gpt2
8441,ENSMUSG00000031701,1148.169556,-0.376273508,0.111336958,-3.379592153,0.000725935,0.004420293,Dnaja2
8442,ENSMUSG00000031703,505.8975758,-0.551398848,0.143647672,-3.838550544,0.000123763,0.000960014,Itfg1
8443,ENSMUSG00000031706,36.46587005,-0.711014015,0.222811137,-3.191106262,0.001417291,0.007759475,Rfx1
8444,ENSMUSG00000031708,1683.569961,-0.226390698,0.151173596,-1.4975545,0.134249036,0.277416654,Tecr
8445,ENSMUSG00000031709,8.197427559,0.834933036,0.367135554,2.274181911,0.022955051,0.074434986,Tbc1d9
8446,ENSMUSG00000031710,1.252452656,1.418349795,1.055490181,1.343783032,0.179018558,0.339804129,Ucp1
8447,ENSMUSG00000031711,43.11395223,0.136792646,0.165585806,0.826113361,0.408739789,0.592809666,Zfp330
8448,ENSMUSG00000031712,79.66221222,-0.472085259,0.305393401,-1.545826655,0.122146438,0.259726597,Il15
8449,ENSMUSG00000031714,146.0027296,-0.153656827,0.151774609,-1.012401403,0.311346168,0.496150993,Gab1
8450,ENSMUSG00000031715,73.37079896,-0.163818647,0.125083302,-1.309676388,0.190305334,0.353879447,Smarca5
8451,ENSMUSG00000031722,55.15291724,0.287981289,0.582914698,0.494036761,0.621280218,0.767798272,Hp
8452,ENSMUSG00000031723,41.68821553,-0.375389125,0.1697855,-2.210961038,0.027038535,0.084940152,Txnl4b
8453,ENSMUSG00000031725,4.391109906,-0.521346443,0.77750575,-0.67053709,0.502515471,0.674563276,Ces1f
8454,ENSMUSG00000031727,0.160898885,-0.779610495,2.558415291,-0.304723982,0.760576383,NA,Pmfbp1
8455,ENSMUSG00000031728,39.08273165,0.272721205,0.161671121,1.686888813,0.091624734,0.211604472,Zfp821
8456,ENSMUSG00000031729,206.3775295,0.208642886,0.126438429,1.650154059,0.09891143,0.223377848,Ist1
8457,ENSMUSG00000031730,28.580392,-0.540243458,0.197153459,-2.740218006,0.006139844,0.026042405,Dhodh
8458,ENSMUSG00000031731,261.6441553,0.167689206,0.094661389,1.771463616,0.076483638,0.184649395,Ap1g1
8459,ENSMUSG00000031732,25.27959973,-0.1938963,0.195400191,-0.992303533,0.32104948,0.506069684,Phlpp2
8460,ENSMUSG00000031734,14.75655798,-0.883815782,0.295669054,-2.989206241,0.002797033,0.013692318,Irx3
8461,ENSMUSG00000031737,7.208191923,-0.329884495,0.84718275,-0.389390005,0.696987665,0.821712286,Irx5
8462,ENSMUSG00000031738,0.036550054,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Irx6
8463,ENSMUSG00000031740,200.0118911,0.054266723,0.185149525,0.293096745,0.769448205,0.869602695,Mmp2
8464,ENSMUSG00000031748,32.06372476,-1.057892511,0.215888406,-4.900182129,9.57E-07,1.32E-05,Gnao1
8465,ENSMUSG00000031749,384.6092885,-0.074927562,0.123740407,-0.605522188,0.544832086,0.708164237,St3gal2
8466,ENSMUSG00000031750,14.724184,-0.604299492,0.282881471,-2.136228612,0.032660784,0.098219215,Il34
8467,ENSMUSG00000031751,792.0688872,-0.302674343,0.094438405,-3.204992107,0.001350662,0.007454458,Amfr
8468,ENSMUSG00000031753,315.4710276,0.184553874,0.085340873,2.162549635,0.030575836,0.093279334,Cog4
8469,ENSMUSG00000031754,9.339943826,-0.317021771,0.304261406,-1.041938822,0.297440044,0.481628022,Nudt21
8470,ENSMUSG00000031755,26.24539634,-0.537725367,0.206293635,-2.606601826,0.009144563,0.036097072,Bbs2
8471,ENSMUSG00000031756,5.485628809,-0.020204655,0.452823836,-0.04461924,0.964410807,0.98215452,Cenpn
8472,ENSMUSG00000031757,0.11500107,1.586772872,3.676231595,0.43163028,0.666010147,NA,Mt4
8473,ENSMUSG00000031758,30.47829256,-0.16814582,0.195178211,-0.861498931,0.388963309,0.574192033,Cdyl2
8474,ENSMUSG00000031760,45.82343546,4.306190151,0.31941397,13.48153355,2.01E-41,1.41E-38,Mt3
8475,ENSMUSG00000031762,630.3754926,3.068606898,0.538387378,5.699626376,1.20E-08,2.62E-07,Mt2
8476,ENSMUSG00000031765,131.7348759,2.095170958,0.526454987,3.979772266,6.90E-05,0.000578408,Mt1
8477,ENSMUSG00000031766,0.386883912,1.628129134,1.443885566,1.12760261,0.259487784,NA,Slc12a3
8478,ENSMUSG00000031767,380.9412923,0.652308495,0.203775133,3.201119223,0.001368949,0.007536362,Nudt7
8479,ENSMUSG00000031770,724.2496783,0.198304861,0.140057114,1.41588567,0.156808981,0.310256343,Herpud1
8480,ENSMUSG00000031772,2.740088142,2.974039266,0.602291564,4.93787302,7.90E-07,1.11E-05,Cntnap4
8481,ENSMUSG00000031774,132.4817256,0.227162549,0.095979265,2.366787755,0.01794322,0.061333253,Fam192a
8482,ENSMUSG00000031775,5.956775207,-0.038557502,0.453536166,-0.085015275,0.932249247,0.965919767,Pllp
8483,ENSMUSG00000031776,259.3856036,0.89533947,0.169855421,5.271185734,1.36E-07,2.32E-06,Arl2bp
8484,ENSMUSG00000031778,28.96517719,1.164642398,0.308351089,3.77700109,0.000158728,0.001199808,Cx3cl1
8485,ENSMUSG00000031779,1.013249986,-0.513624856,1.344747508,-0.381948918,0.702499254,0.824983296,Ccl22
8486,ENSMUSG00000031780,0.492805008,1.383193142,1.217192284,1.136380144,0.255797502,NA,Ccl17
8487,ENSMUSG00000031781,141.6783315,0.527295834,0.140813615,3.744636726,0.000180655,0.001345071,Ciapin1
8488,ENSMUSG00000031782,2553.441696,-0.273016868,0.093530304,-2.919020434,0.003511332,0.016486168,Coq9
8489,ENSMUSG00000031783,144.5099497,-0.477305932,0.133855842,-3.565820701,0.000362719,0.002420854,Polr2c
8490,ENSMUSG00000031785,136.6341384,-0.23688806,0.213007401,-1.112111873,0.266090052,0.446775425,Adgrg1
8491,ENSMUSG00000031786,0,NA,NA,NA,NA,NA,Drc7
8492,ENSMUSG00000031787,43.74502393,0.303352446,0.184076172,1.647972374,0.09935834,0.224134426,Katnb1
8493,ENSMUSG00000031788,42.42735784,-0.034794168,0.167841082,-0.207304239,0.835772264,0.911717188,Kifc3
8494,ENSMUSG00000031789,3.60295278,-0.37260797,0.527095297,-0.706908167,0.479623548,0.655246125,Cngb1
8495,ENSMUSG00000031790,113.7016278,-0.523695275,0.195025493,-2.685265734,0.007247216,0.029945106,Mmp15
8496,ENSMUSG00000031791,7850.549024,-0.636515492,0.081943964,-7.76769225,7.99E-15,5.09E-13,Tmem38a
8497,ENSMUSG00000031792,44.71603078,-0.022181923,0.160444528,-0.13825291,0.890040541,0.94378786,Usb1
8498,ENSMUSG00000031796,23.02161174,-0.33416232,0.197635428,-1.690801715,0.09087468,0.210379059,Cfap20
8499,ENSMUSG00000031799,88.80856454,-0.13889007,0.234623266,-0.591970576,0.553870292,0.715230408,Tpm4
8500,ENSMUSG00000031803,4.079128523,-0.844145021,0.596986096,-1.414011192,0.157358616,0.310904376,B3gnt3
8501,ENSMUSG00000031805,27.17922391,0.05097161,0.205523025,0.248009242,0.804127256,0.891311426,Jak3
8502,ENSMUSG00000031807,56.18371386,0.20131313,0.148220369,1.358201517,0.174399749,0.333752083,Pgls
8503,ENSMUSG00000031808,780.9558183,-0.505654631,0.201805103,-2.505658304,0.012222367,0.045490923,Slc27a1
8504,ENSMUSG00000031809,0,NA,NA,NA,NA,NA,1700018B08Rik
8505,ENSMUSG00000031812,820.4896587,-0.319919677,0.132630715,-2.41210851,0.01586056,0.055691783,Map1lc3b
8506,ENSMUSG00000031813,45.74154051,0.855152462,0.180780528,4.730335016,2.24E-06,2.82E-05,Mvb12a
8507,ENSMUSG00000031816,33.26189641,0.004426016,0.164769792,0.026861818,0.978569947,0.989267096,Mthfsd
8508,ENSMUSG00000031818,5618.850963,0.038691567,0.132874218,0.29118942,0.770906454,0.870148146,Cox4i1
8509,ENSMUSG00000031819,57.22600612,-0.036849428,0.142055083,-0.25940239,0.795324786,0.886150047,Emc8
8510,ENSMUSG00000031820,386.2254044,-0.076109145,0.150564456,-0.505492115,0.613213235,0.761134239,Babam1
8511,ENSMUSG00000031821,1.9689562,1.730520199,0.631070628,2.742197344,0.006102966,0.025914961,Gins2
8512,ENSMUSG00000031822,99.254922,-0.835932614,0.185543655,-4.505314996,6.63E-06,7.45E-05,Gse1
8513,ENSMUSG00000031823,100.3074479,0.258610526,0.121876798,2.121901217,0.033846034,0.10080946,Zdhhc7
8514,ENSMUSG00000031824,317.1026644,1.358117842,0.274222013,4.952621515,7.32E-07,1.04E-05,6430548M08Rik
8515,ENSMUSG00000031825,98.69029165,-0.579293803,0.144719428,-4.002875161,6.26E-05,0.000532649,Crispld2
8516,ENSMUSG00000031826,184.3846052,-0.265691803,0.099131012,-2.680208721,0.007357627,0.030297483,Usp10
8517,ENSMUSG00000031827,22.92625673,1.049251492,0.219505901,4.78006053,1.75E-06,2.27E-05,Cotl1
8518,ENSMUSG00000031828,5.321039277,-0.530890903,0.392650285,-1.352070591,0.176352734,0.336307513,Klhl36
8519,ENSMUSG00000031831,0.291061859,-0.354956184,1.610143294,-0.220450059,0.825520663,NA,Dnaaf1
8520,ENSMUSG00000031832,46.40709013,-0.03011341,0.208958625,-0.144111831,0.885412163,0.940783765,Taf1c
8521,ENSMUSG00000031833,27.54074165,-0.010210883,0.218531797,-0.046724932,0.962732459,0.981165347,Mast3
8522,ENSMUSG00000031834,103.596288,-0.349894061,0.139970854,-2.499763704,0.012427617,0.046041647,Pik3r2
8523,ENSMUSG00000031835,280.6285452,-0.30673161,0.073234129,-4.18836975,2.81E-05,0.00026598,Mbtps1
8524,ENSMUSG00000031837,0.798833816,-0.61729075,1.112003353,-0.555115907,0.578815383,0.734953881,Necab2
8525,ENSMUSG00000031839,480.5104314,0.133497762,0.089769639,1.487114833,0.136984485,0.281593121,Hsbp1
8526,ENSMUSG00000031840,56.25462119,0.044073871,0.174446215,0.252650198,0.800538536,0.889566116,Rab3a
8527,ENSMUSG00000031841,797.0646696,0.360254227,0.149033263,2.417273975,0.015637242,0.055102508,Cdh13
8528,ENSMUSG00000031842,19.92991515,-0.316164064,0.229868065,-1.375415346,0.169002714,0.326741416,Pde4c
8529,ENSMUSG00000031843,6.47290397,0.157674688,0.343740529,0.458702639,0.646447718,0.784841027,Mphosph6
8530,ENSMUSG00000031844,0,NA,NA,NA,NA,NA,Hsd17b2
8531,ENSMUSG00000031845,4.792551404,0.824006675,0.417745697,1.97250787,0.048551659,0.132370126,Bco1
8532,ENSMUSG00000031847,0.636092868,2.351953126,0.993685807,2.366898177,0.017937867,0.061333253,1700030J22Rik
8533,ENSMUSG00000031848,96.24433567,-0.361991963,0.172898475,-2.093667764,0.036289586,0.106342349,Lsm4
8534,ENSMUSG00000031849,31.52166356,-0.561238068,0.358219814,-1.566742111,0.117174983,0.252605808,Comp
8535,ENSMUSG00000031851,49.46871099,0.469461524,0.158854512,2.955292356,0.003123729,0.014978812,Ntpcr
8536,ENSMUSG00000031853,3.548098186,2.298752709,0.4294243,5.353103467,8.65E-08,1.55E-06,Map3k21
8537,ENSMUSG00000031858,237.776228,-0.29432412,0.122771898,-2.397324843,0.016515275,0.05746986,Mau2
8538,ENSMUSG00000031860,0.492872258,2.357794441,1.108710861,2.12660895,0.033452588,NA,Pbx4
8539,ENSMUSG00000031861,1.541354905,-0.210421786,0.751982272,-0.279822802,0.779613457,0.875988253,Lpar2
8540,ENSMUSG00000031862,107.6945656,-0.146645855,0.115468719,-1.270005036,0.204082836,0.371278397,Atp13a1
8541,ENSMUSG00000031864,133.8451303,-0.5543391,0.127152139,-4.359652171,1.30E-05,0.000136065,Ints10
8542,ENSMUSG00000031865,507.7747588,0.252537581,0.1007038,2.50772644,0.01215107,0.045285473,Dctn1
8543,ENSMUSG00000031870,0.028750267,0.404903003,3.697420426,0.109509592,0.912798314,NA,Pgr
8544,ENSMUSG00000031871,588.1196024,-0.44798394,0.168891589,-2.652494073,0.007989953,0.032412322,Cdh5
8545,ENSMUSG00000031872,1.096020934,2.36225521,0.81690729,2.891705385,0.003831571,0.017727307,Bean1
8546,ENSMUSG00000031875,22.8222742,-0.267927344,0.223747557,-1.197453715,0.231129758,0.40515715,Cmtm3
8547,ENSMUSG00000031876,0,NA,NA,NA,NA,NA,Gm45711
8548,ENSMUSG00000031877,5.397274177,-0.074396211,0.40219354,-0.184976147,0.853247745,0.921549058,Ces2g
8549,ENSMUSG00000031878,182.9049811,-0.171487767,0.120163144,-1.427124503,0.153544011,0.305657431,Nae1
8550,ENSMUSG00000031879,295.2227817,0.274107676,0.184221645,1.48792329,0.136771125,0.281257288,Ciao2b
8551,ENSMUSG00000031880,24.11357606,3.218029123,0.429144745,7.498703313,6.45E-14,3.59E-12,Rrad
8552,ENSMUSG00000031881,0.057500535,0.948440758,3.696469708,0.256580152,0.797502899,NA,Cdh16
8553,ENSMUSG00000031883,13.06420454,-0.073143323,0.330537442,-0.221286045,0.824869715,0.904206775,Car7
8554,ENSMUSG00000031885,240.8670016,-0.16807112,0.177444402,-0.947176232,0.343548984,0.529809347,Cbfb
8555,ENSMUSG00000031886,0.074671066,-0.475887389,3.658649673,-0.130071866,0.896509569,NA,Ces2e
8556,ENSMUSG00000031887,8.083021417,0.681131522,0.314553191,2.165393776,0.030357542,0.092776563,Tradd
8557,ENSMUSG00000031889,253.1944001,0.510319827,0.240219973,2.124385498,0.033637922,0.100331239,D230025D16Rik
8558,ENSMUSG00000031891,0.850711056,0.733380804,1.346797039,0.544536989,0.586072002,0.740276085,Hsd11b2
8559,ENSMUSG00000031893,0.507872442,-0.583707,1.460612626,-0.399631627,0.689427858,NA,Tsnaxip1
8560,ENSMUSG00000031896,0.283931196,0.95078298,1.608932647,0.5909402,0.554560489,NA,Ctrl
8561,ENSMUSG00000031897,26.93633043,0.995693023,0.209482326,4.753112319,2.00E-06,2.55E-05,Psmb10
8562,ENSMUSG00000031898,0.052025799,-0.475887379,3.697420426,-0.128707943,0.89758875,NA,Dpep3
8563,ENSMUSG00000031901,75.70384353,0.270017149,0.178836224,1.50985713,0.131079884,0.27294564,Dus2
8564,ENSMUSG00000031902,290.496276,-0.612330267,0.116771344,-5.243840207,1.57E-07,2.65E-06,Nfatc3
8565,ENSMUSG00000031903,38.0456216,0.165259211,0.223220313,0.740341275,0.459092942,0.637203336,Pla2g15
8566,ENSMUSG00000031904,73.24999596,0.62740352,0.148242485,4.232278751,2.31E-05,0.000225025,Slc7a6
8567,ENSMUSG00000031906,6.773325596,-1.253619215,0.469529201,-2.669949415,0.007586267,0.031079759,Smpd3
8568,ENSMUSG00000031907,0.875712316,1.722936459,0.841323513,2.047888157,0.04057096,0.115655671,Zfp90
8569,ENSMUSG00000031910,10.68714342,-1.02222392,0.408455373,-2.502657546,0.012326475,0.045757328,Has3
8570,ENSMUSG00000031913,560.9617299,-0.192514475,0.093314392,-2.063073782,0.039105619,0.112523651,Vps4a
8571,ENSMUSG00000031916,70.20714335,-0.180117117,0.149499265,-1.204802696,0.228279479,0.401663188,Cog8
8572,ENSMUSG00000031917,39.90483384,0.150225259,0.178797785,0.84019642,0.400798265,0.58556859,Nip7
8573,ENSMUSG00000031918,288.9676802,0.050206477,0.147431471,0.340541111,0.733449068,0.847009224,Mtmr2
8574,ENSMUSG00000031919,0.037208365,0.404903003,3.697420426,0.109509592,0.912798314,NA,Tmed6
8575,ENSMUSG00000031921,98.80268716,-0.160664628,0.146367979,-1.09767607,0.272345963,0.453480074,Terf2
8576,ENSMUSG00000031922,22.86804224,-0.243462406,0.213602098,-1.139794076,0.254372102,0.433166537,Cep57
8577,ENSMUSG00000031924,527.6724836,0.075598724,0.132648476,0.569917769,0.568733472,0.727191295,Cyb5b
8578,ENSMUSG00000031925,45.73567998,-0.324373494,0.185470532,-1.748922004,0.080304502,0.191800062,Maml2
8579,ENSMUSG00000031927,0,NA,NA,NA,NA,NA,1700012B09Rik
8580,ENSMUSG00000031928,129.9875797,-0.209015773,0.140641193,-1.48616325,0.137235946,0.281904043,Mre11a
8581,ENSMUSG00000031930,122.3593491,0.872974553,0.113630268,7.682588177,1.56E-14,9.30E-13,Wwp2
8582,ENSMUSG00000031931,21.21108172,-0.205868268,0.262059434,-0.785578542,0.43211444,0.614064276,Ankrd49
8583,ENSMUSG00000031932,0.078161203,0.253043345,3.608838866,0.070117662,0.944100009,NA,Gpr83
8584,ENSMUSG00000031933,0,NA,NA,NA,NA,NA,Izumo1r
8585,ENSMUSG00000031934,147.2142609,1.748837247,0.24199237,7.22682804,4.94E-13,2.36E-11,Panx1
8586,ENSMUSG00000031935,81.35342857,-0.010367035,0.132122654,-0.078465235,0.937457983,0.96928758,Med17
8587,ENSMUSG00000031936,4.696263829,5.45977228,0.616671181,8.853619966,8.47E-19,8.88E-17,Hephl1
8588,ENSMUSG00000031937,0.174937168,-0.929575333,2.20995754,-0.420630404,0.674024988,NA,Vstm5
8589,ENSMUSG00000031938,50.25704769,2.048334194,0.225367511,9.088861948,1.00E-19,1.13E-17,4931406C07Rik
8590,ENSMUSG00000031939,3.742604865,-0.189343504,0.498683179,-0.379686967,0.704177796,0.826207216,Taf1d
8591,ENSMUSG00000031948,818.5991767,0.347280801,0.11395015,3.047655505,0.002306342,0.01166579,Kars
8592,ENSMUSG00000031949,18.92191227,-0.430801984,0.23389396,-1.841868782,0.065494346,0.165317641,Adat1
8593,ENSMUSG00000031950,272.6691952,0.11441292,0.112067163,1.020931704,0.307286797,0.491956165,Gabarapl2
8594,ENSMUSG00000031951,13.25014936,-0.189596754,0.277155817,-0.68408001,0.493924644,0.666742967,Tmem231
8595,ENSMUSG00000031952,0.141704869,-0.627748445,3.060157192,-0.205136013,0.83746586,NA,Chst5
8596,ENSMUSG00000031953,25.18023192,-0.458031137,0.220328553,-2.078855106,0.03763067,0.109304437,Tmem170
8597,ENSMUSG00000031954,72.44026132,-0.183838264,0.131667872,-1.396227193,0.16264609,0.318406792,Cfdp1
8598,ENSMUSG00000031955,85.98853055,0.113485867,0.186790731,0.6075562,0.543481858,0.706926347,Bcar1
8599,ENSMUSG00000031957,0.037208365,0.404903003,3.697420426,0.109509592,0.912798314,NA,Ctrb1
8600,ENSMUSG00000031958,273.7425937,-0.481400318,0.134411948,-3.581529214,0.000341589,0.002303508,Ldhd
8601,ENSMUSG00000031959,53.18867928,0.321934041,0.181391019,1.774806946,0.075929769,0.183901912,Wdr59
8602,ENSMUSG00000031960,1300.678213,0.602701196,0.128078825,4.705705227,2.53E-06,3.14E-05,Aars
8603,ENSMUSG00000031962,80.51143185,0.042005436,0.180084171,0.233254459,0.81556382,0.898859556,Cdh15
8604,ENSMUSG00000031963,10.85569542,-0.340152686,0.330460468,-1.029329433,0.303324897,0.487587298,Bmper
8605,ENSMUSG00000031965,0.730272334,0.297962847,1.033426164,0.28832524,0.773097788,0.87168454,Tbx20
8606,ENSMUSG00000031966,0,NA,NA,NA,NA,NA,Glb1l3
8607,ENSMUSG00000031967,160.7787289,0.202115313,0.114436262,1.766182408,0.077365251,0.186071257,Afg3l1
8608,ENSMUSG00000031969,73.25492328,0.490481723,0.128780958,3.808651004,0.000139727,0.001069593,Acad8
8609,ENSMUSG00000031970,6.678499195,-0.779232507,0.394091479,-1.977288394,0.048009041,0.131314957,Dbndd1
8610,ENSMUSG00000031971,5.955362797,-0.052321655,0.382413236,-0.136819675,0.891173332,0.944294601,Ccsap
8611,ENSMUSG00000031972,176181.6786,-0.87382828,0.155169602,-5.631439846,1.79E-08,3.75E-07,Acta1
8612,ENSMUSG00000031974,90.86776721,0.404694109,0.11264626,3.592610271,0.000327382,0.002221907,Abcb10
8613,ENSMUSG00000031976,71.67650891,0.249709547,0.153053558,1.63151743,0.102781185,0.229871952,Urb2
8614,ENSMUSG00000031979,113.4257007,0.691236911,0.119505011,5.784166736,7.29E-09,1.66E-07,Cog2
8615,ENSMUSG00000031980,68.09132229,1.760835522,0.320805689,5.488791444,4.05E-08,7.89E-07,Agt
8616,ENSMUSG00000031981,0.5150505,1.846981885,1.288372016,1.433578083,0.151692702,NA,Capn9
8617,ENSMUSG00000031982,16.65333157,-0.136658309,0.231217851,-0.591037018,0.554495618,0.715656446,Arv1
8618,ENSMUSG00000031983,159.6051704,0.980602634,0.174049051,5.634059071,1.76E-08,3.70E-07,2310022B05Rik
8619,ENSMUSG00000031984,236.9935033,0.226548817,0.188156169,1.204046717,0.228571523,0.40209054,2810004N23Rik
8620,ENSMUSG00000031985,955.2209021,-0.171442327,0.107674369,-1.592229693,0.111333104,0.24326103,Gnpat
8621,ENSMUSG00000031986,35.35979435,0.492781025,0.176250361,2.795914982,0.005175301,0.022560411,Sprtn
8622,ENSMUSG00000031987,1521.602169,0.279727901,0.094023602,2.975081752,0.002929105,0.014211083,Egln1
8623,ENSMUSG00000031988,241.0675616,-0.057329321,0.088460202,-0.648080374,0.516932967,0.685521021,Vps26b
8624,ENSMUSG00000031990,52.63331418,0.596394707,0.228884773,2.605654795,0.009169883,0.036138281,Jam3
8625,ENSMUSG00000031991,0,NA,NA,NA,NA,NA,Spata19
8626,ENSMUSG00000031993,279.1187958,-0.192515459,0.094603225,-2.034977767,0.04185311,0.118609578,Snx19
8627,ENSMUSG00000031994,2.903153038,1.403657837,0.569242522,2.465834478,0.013669448,0.049480296,Adamts8
8628,ENSMUSG00000031995,1.393751321,2.199618591,0.75014456,2.932259604,0.003365053,0.015932449,St14
8629,ENSMUSG00000031996,1114.955541,0.23537969,0.128569356,1.830760433,0.067136308,0.168204505,Aplp2
8630,ENSMUSG00000031997,0.371259383,-1.410635073,1.492125631,-0.945386262,0.344461713,NA,Trpc6
8631,ENSMUSG00000032000,37.23159474,0.706476905,0.162996144,4.334316674,1.46E-05,0.000150392,Birc3
8632,ENSMUSG00000032002,295.1243753,-0.117590624,0.092411739,-1.27246414,0.203208257,0.370647052,Dcun1d5
8633,ENSMUSG00000032006,34.4380563,0.72603266,0.222757784,3.259291991,0.001116907,0.006336896,Pdgfd
8634,ENSMUSG00000032009,32.56414503,1.834581692,0.300867618,6.097637576,1.08E-09,2.99E-08,Sesn3
8635,ENSMUSG00000032010,978.0948585,-0.123148116,0.174671443,-0.705027185,0.480793318,0.655888663,Usp2
8636,ENSMUSG00000032011,23.61771741,-1.117176488,0.28580456,-3.908882655,9.27E-05,0.000747773,Thy1
