,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,external_gene_name
4361,ENSMUSG00000024251,63.66950496,-0.670712888,0.150384465,-4.459987843,8.20E-06,8.99E-05,Thada
4362,ENSMUSG00000024253,27.92280234,0.007567846,0.186260939,0.040630343,0.967590594,0.983438408,Dync2li1
4363,ENSMUSG00000024254,0.049271004,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Abcg8
4364,ENSMUSG00000024256,0,NA,NA,NA,NA,NA,Adcyap1
4365,ENSMUSG00000024258,35.46523135,0.356595198,0.169890788,2.098967235,0.035819789,0.105349751,Polr2d
4366,ENSMUSG00000024259,214.2555125,0.061771524,0.150623179,0.410106364,0.681727925,0.811773237,Slc25a46
4367,ENSMUSG00000024260,84.51867925,0.218257471,0.142148179,1.535422203,0.124680153,0.263983481,Sap130
4368,ENSMUSG00000024261,0,NA,NA,NA,NA,NA,Syt4
4369,ENSMUSG00000024266,0.315752259,-0.668642513,1.643924445,-0.40673555,0.684202227,NA,Adad2
4370,ENSMUSG00000024268,1.201979739,0.386346565,1.020919949,0.378429832,0.70511131,0.826801691,Celf4
4371,ENSMUSG00000024269,48.44859919,0.474398269,0.191279908,2.480125984,0.013133597,0.047972729,Tpgs2
4372,ENSMUSG00000024270,11.02300206,1.14231954,0.257007114,4.444700081,8.80E-06,9.58E-05,Slc39a6
4373,ENSMUSG00000024271,117.5943474,0.027007679,0.102535474,0.263398388,0.792243533,0.884468457,Elp2
4374,ENSMUSG00000024273,20.88464758,-0.334231152,0.260789173,-1.281614372,0.199977956,0.366575577,2700062C07Rik
4375,ENSMUSG00000024276,100.3309689,-0.827217669,0.160713222,-5.147166238,2.64E-07,4.21E-06,Zfp397
4376,ENSMUSG00000024277,447.8208217,-0.326835652,0.156056882,-2.094336679,0.036229999,0.106259975,Mapre2
4377,ENSMUSG00000024283,214.8794752,-0.362625809,0.109023358,-3.326129506,0.00088061,0.005193412,Wac
4378,ENSMUSG00000024286,454.409385,0.43952477,0.107326505,4.095211816,4.22E-05,0.000378886,Ccny
4379,ENSMUSG00000024287,233.3064508,-0.087906209,0.114597385,-0.767087391,0.443029558,0.624094134,Thoc1
4380,ENSMUSG00000024290,27.00917162,0.101202297,0.219006178,0.462097909,0.644011109,0.783160196,Rock1
4381,ENSMUSG00000024292,1.170189558,1.237112696,0.692527843,1.786372501,0.074038965,0.180514761,Cyp4f14
4382,ENSMUSG00000024293,22.94019167,0.317126844,0.189934163,1.669667211,0.094985225,0.217141325,Esco1
4383,ENSMUSG00000024294,628.0584394,0.235645666,0.22596476,1.042842551,0.29702122,0.481180649,Mib1
4384,ENSMUSG00000024298,44.27797754,-1.115343008,0.462499039,-2.411557464,0.015884549,0.055764412,Zfp871
4385,ENSMUSG00000024299,40.56374909,-0.619760119,0.224313188,-2.762923229,0.005728624,0.024529032,Adamts10
4386,ENSMUSG00000024300,5.986711176,1.226479993,0.357980942,3.426104159,0.000612306,0.0038151,Myo1f
4387,ENSMUSG00000024301,0.551332613,0.464763813,1.080753107,0.43003699,0.667168734,NA,Kifc5b
4388,ENSMUSG00000024302,528.079446,0.157357519,0.093663432,1.680031536,0.09295118,0.213807982,Dtna
4389,ENSMUSG00000024304,10.23370726,1.610185287,0.29965875,5.373396519,7.73E-08,1.40E-06,Cdh2
4390,ENSMUSG00000024306,0,NA,NA,NA,NA,NA,Ccdc178
4391,ENSMUSG00000024308,131.8322565,0.021101283,0.129418735,0.163046587,0.870481754,0.931519782,Tapbp
4392,ENSMUSG00000024309,76.30960766,-0.064275259,0.159167172,-0.403822332,0.686343373,0.814861044,Pfdn6
4393,ENSMUSG00000024312,49.09606624,0.154404727,0.157280443,0.981715995,0.326239783,0.511480708,Wdr46
4394,ENSMUSG00000024313,0,NA,NA,NA,NA,NA,Mep1b
4395,ENSMUSG00000024317,16.19087428,-0.155469906,0.26229118,-0.592737832,0.553356619,0.714949967,Rnf138
4396,ENSMUSG00000024319,253.6703208,-0.290900679,0.105389991,-2.760230606,0.005776057,0.024707063,Vps52
4397,ENSMUSG00000024325,74.51075459,-0.588528316,0.15914404,-3.698085801,0.000217231,0.001572951,Ring1
4398,ENSMUSG00000024327,10.30969078,0.251102614,0.29138816,0.861746112,0.388827245,0.574088758,Slc39a7
4399,ENSMUSG00000024330,11.40671519,-0.922040102,0.343604948,-2.683430805,0.007287105,0.030073117,Col11a2
4400,ENSMUSG00000024331,2.44816059,2.756083601,0.617014325,4.466806507,7.94E-06,8.74E-05,Dsc2
4401,ENSMUSG00000024334,0.286119213,-1.252662671,3.697069366,-0.33882585,0.734740926,NA,H2-Oa
4402,ENSMUSG00000024335,467.1615018,-0.141164037,0.106061014,-1.330970079,0.183198856,0.344920636,Brd2
4403,ENSMUSG00000024338,21.19133546,-0.047920146,0.213705698,-0.224234293,0.822575001,0.902570593,Psmb8
4404,ENSMUSG00000024339,23.91476831,-0.333358789,0.239034818,-1.394603478,0.163135446,0.318907064,Tap2
4405,ENSMUSG00000024340,1.314114219,0.405208268,0.758335124,0.534339312,0.593106798,0.745766521,Btnl2
4406,ENSMUSG00000024346,239.0763163,-0.250943316,0.127298278,-1.971301737,0.048689373,0.132595664,Pfdn1
4407,ENSMUSG00000024347,0.556783343,-0.315974861,1.421828579,-0.222231333,0.824133803,NA,Psd2
4408,ENSMUSG00000024349,15.08524877,0.191255575,0.328214152,0.582715811,0.560084628,0.7202795,Tmem173
4409,ENSMUSG00000024350,147.8242315,0.188299958,0.088225769,2.134296583,0.032818511,0.098513897,Dnajc18
4410,ENSMUSG00000024352,33.42526733,-0.599907736,0.225084878,-2.665251176,0.007693084,0.031456657,Spata24
4411,ENSMUSG00000024353,3.598052276,-0.96739707,0.577469723,-1.67523427,0.093888276,0.215230234,Mzb1
4412,ENSMUSG00000024354,2.447646671,-0.307006081,0.590122078,-0.520241646,0.602895162,0.753455255,Slc23a1
4413,ENSMUSG00000024357,61.49008097,-0.724458859,0.166835031,-4.342366559,1.41E-05,0.000145784,Sil1
4414,ENSMUSG00000024359,1579.492059,0.058836294,0.098435011,0.59771715,0.55002868,0.712526138,Hspa9
4415,ENSMUSG00000024360,326.9974072,0.08492447,0.10921613,0.777581756,0.43681562,0.618410763,Etf1
4416,ENSMUSG00000024365,0.241788147,-1.089799838,1.847437582,-0.589898056,0.555258998,NA,Cyp21a1
4417,ENSMUSG00000024366,0.932769268,-0.535897524,0.952469174,-0.562640282,0.573679857,0.730968695,Gfra3
4418,ENSMUSG00000024369,72.51490384,0.19290654,0.12507824,1.542286965,0.123003875,0.26115502,Nelfe
4419,ENSMUSG00000024370,56.84979706,-0.29402761,0.16496471,-1.782366729,0.074689447,0.181707002,Cdc23
4420,ENSMUSG00000024371,26.03637038,-0.478264396,0.319293091,-1.4978852,0.13416308,0.277313081,C2
4421,ENSMUSG00000024376,19.34272007,-0.069272249,0.255574967,-0.271044733,0.786356628,0.879792336,Epb41l4a
4422,ENSMUSG00000024378,13.77379214,-0.67339541,0.271630587,-2.479085358,0.013171978,0.048071312,Stard4
4423,ENSMUSG00000024379,1.697270411,0.557539627,0.882554216,0.631734138,0.527560617,0.694560008,Tslp
4424,ENSMUSG00000024381,3117.323242,0.339528548,0.128947006,2.63308594,0.008461293,0.033931616,Bin1
4425,ENSMUSG00000024382,81.14402107,0.526313376,0.118446157,4.443482071,8.85E-06,9.62E-05,Ercc3
4426,ENSMUSG00000024383,53.71751576,-0.230434742,0.171940003,-1.340204367,0.180178912,0.34123654,Map3k2
4427,ENSMUSG00000024384,317.3932509,-0.104931055,0.089044272,-1.178414438,0.238631425,0.413962982,Iws1
4428,ENSMUSG00000024386,0,NA,NA,NA,NA,NA,Proc
4429,ENSMUSG00000024387,446.0859383,-0.399256696,0.128852364,-3.098559334,0.00194464,0.010133863,Csnk2b
4430,ENSMUSG00000024388,0.430644308,0.540217025,1.274651413,0.423815499,0.671700374,NA,Myo7b
4431,ENSMUSG00000024391,0.41734359,-0.235376819,1.329424117,-0.177051714,0.859467769,NA,Apom
4432,ENSMUSG00000024392,968.7373561,-0.445175487,0.15687633,-2.837747972,0.004543304,0.020360899,Bag6
4433,ENSMUSG00000024393,835.7752689,-0.145348443,0.134882238,-1.077595128,0.281214477,0.463582299,Prrc2a
4434,ENSMUSG00000024395,103.1600907,-0.377494812,0.226017349,-1.670202812,0.094879244,0.217059739,Lims2
4435,ENSMUSG00000024397,1.127511255,0.080271312,0.769672737,0.104292784,0.916937004,0.958623704,Aif1
4436,ENSMUSG00000024399,0.485575461,-0.583352389,1.287160855,-0.453208616,0.650398529,NA,Ltb
4437,ENSMUSG00000024400,389.5794824,-0.013122197,0.081577538,-0.160855517,0.872207199,0.9325385,Wdr33
4438,ENSMUSG00000024401,0.844515406,0.456918455,0.970962846,0.470582842,0.637938663,0.779031015,Tnf
4439,ENSMUSG00000024402,0.964549079,-0.973768205,1.10357286,-0.882377811,0.377572531,0.562497248,Lta
4440,ENSMUSG00000024403,24.47570132,0.63354089,0.191706924,3.304736602,0.000950657,0.00553302,Atp6v1g2
4441,ENSMUSG00000024404,513.4698364,-0.104242849,0.107807367,-0.966936229,0.333575914,0.519508014,Riok3
4442,ENSMUSG00000024406,0,NA,NA,NA,NA,NA,Pou5f1
4443,ENSMUSG00000024409,0.041144711,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Psors1c2
4444,ENSMUSG00000024410,131.9784424,0.173586224,0.163206481,1.063598844,0.287510466,0.471017098,Rmc1
4445,ENSMUSG00000024411,53.0346721,-5.075401388,0.511527896,-9.922042237,3.34E-23,5.64E-21,Aqp4
4446,ENSMUSG00000024413,792.2291067,-0.200712617,0.226139063,-0.887562786,0.374775979,0.559890655,Npc1
4447,ENSMUSG00000024414,83.59244511,0.10356427,0.164062453,0.631249064,0.527877686,0.694903093,Mrpl27
4448,ENSMUSG00000024420,130.408099,-0.727588722,0.240818189,-3.021319625,0.002516755,0.01254587,Zfp521
4449,ENSMUSG00000024421,11.08180135,-0.549909891,0.335990897,-1.636680923,0.101697157,0.227930728,Lama3
4450,ENSMUSG00000024422,51.72633098,0.266211416,0.128405301,2.073212038,0.038152551,0.110516029,Dhx16
4451,ENSMUSG00000024423,96.07978972,0.237203743,0.161483296,1.468905753,0.141858354,0.288972624,Impact
4452,ENSMUSG00000024424,21.69945877,1.713934865,0.197828764,8.663729329,4.57E-18,4.23E-16,Ttc39c
4453,ENSMUSG00000024425,339.386398,0.130857613,0.150111372,0.871736844,0.383351955,0.568560012,Ndfip1
4454,ENSMUSG00000024426,48.08556897,0.813712423,0.207054228,3.929948348,8.50E-05,0.00069345,Atat1
4455,ENSMUSG00000024427,17.87955016,0.632997174,0.224439097,2.820351638,0.004797105,0.021257636,Spry4
4456,ENSMUSG00000024429,77.33151927,0.38492209,0.172782569,2.227783113,0.025894982,0.08209643,Gnl1
4457,ENSMUSG00000024430,1.990661177,0.43351319,0.57903199,0.748686079,0.454046436,0.633428366,Cabyr
4458,ENSMUSG00000024431,488.4772248,-0.482001458,0.128762443,-3.743338882,0.000181591,0.001351444,Nr3c1
4459,ENSMUSG00000024436,180.1976364,0.296474253,0.172784534,1.715861055,0.086187476,0.201881545,Mrps18b
4460,ENSMUSG00000024440,20.27621443,-0.342244003,0.259278339,-1.319986869,0.186839402,0.349312115,Pcdh12
4461,ENSMUSG00000024442,991.3657569,-0.620247727,0.094276508,-6.579027353,4.74E-11,1.63E-09,Dele1
4462,ENSMUSG00000024446,156.7873255,-0.639326189,0.153682466,-4.1600464,3.18E-05,0.000296391,Rpp21
4463,ENSMUSG00000024448,0,NA,NA,NA,NA,NA,H2-M10.1
4464,ENSMUSG00000024451,62.93271511,-0.4898584,0.185478038,-2.64105878,0.008264738,0.033280936,Arap3
4465,ENSMUSG00000024454,628.1953,-0.260481064,0.092093175,-2.828451346,0.004677381,0.020831006,Hdac3
4466,ENSMUSG00000024456,1011.734447,0.750733024,0.124235212,6.042836104,1.51E-09,4.04E-08,Diaph1
4467,ENSMUSG00000024457,125.3401535,-0.314307918,0.130363933,-2.411003657,0.015908689,0.05580875,Trim26
4468,ENSMUSG00000024459,0.181912652,-0.050674143,2.157606911,-0.023486272,0.981262389,NA,H2-M5
4469,ENSMUSG00000024462,92.89217833,0.416233912,0.201514424,2.065529127,0.038872962,0.112006954,Gabbr1
4470,ENSMUSG00000024471,15550.83655,-0.386783122,0.163365896,-2.367587917,0.017904466,0.0612504,Myot
4471,ENSMUSG00000024472,65.48782739,0.077459767,0.14388503,0.538344867,0.590338981,0.743717844,Dcp2
4472,ENSMUSG00000024474,388.569907,0.118319598,0.130007064,0.910101301,0.362769088,0.548671993,Ik
4473,ENSMUSG00000024477,46.75879986,-0.392970293,0.248279828,-1.582771732,0.113473502,0.246914946,Pggt1b
4474,ENSMUSG00000024479,0.212249355,-0.355132713,2.159390279,-0.164459717,0.869369256,NA,Mal2
4475,ENSMUSG00000024480,34.55967482,0.452514708,0.201741177,2.243045837,0.024893859,0.079535007,Ap3s1
4476,ENSMUSG00000024481,10.38888643,-0.555318289,0.331036102,-1.677515791,0.093441664,0.214556094,Lvrn
4477,ENSMUSG00000024483,291.2962509,-0.368110888,0.111460675,-3.302607748,0.000957903,0.005561899,Ankhd1
4478,ENSMUSG00000024485,0.086779171,-0.475887428,3.498008002,-0.136045266,0.891785497,NA,Slc4a9
4479,ENSMUSG00000024486,57.85173831,1.199561466,0.261497255,4.587281294,4.49E-06,5.26E-05,Hbegf
4480,ENSMUSG00000024487,44.7213183,0.073840918,0.165237474,0.446877552,0.654963473,0.792449185,Yipf5
4481,ENSMUSG00000024491,85.78943926,0.261661591,0.145219086,1.801840225,0.071570547,0.176124692,Rbm27
4482,ENSMUSG00000024493,295.2580213,0.599263541,0.114878568,5.216495581,1.82E-07,3.04E-06,Lars
4483,ENSMUSG00000024497,0,NA,NA,NA,NA,NA,Pou4f3
4484,ENSMUSG00000024498,242.8499154,-0.003850464,0.088181626,-0.043665156,0.965171315,0.982458486,Tcerg1
4485,ENSMUSG00000024500,1.444942061,-0.904167791,0.807080909,-1.120293865,0.262588556,0.442162034,Ppp2r2b
4486,ENSMUSG00000024501,59.44621174,0.048754546,0.232500667,0.209696372,0.833904658,0.910639432,Dpysl3
4487,ENSMUSG00000024502,0.438664133,-1.094387067,1.336659438,-0.818747869,0.412930279,NA,Jakmip2
4488,ENSMUSG00000024503,0.086587298,-0.475887428,3.50030834,-0.135955859,0.891856176,NA,Spink1
4489,ENSMUSG00000024505,33.84277989,-0.321844224,0.187260012,-1.718702357,0.085668583,0.20108469,Dtwd2
4490,ENSMUSG00000024507,275.8688102,0.277002914,0.16023888,1.728687282,0.083865079,0.198091053,Hsd17b4
4491,ENSMUSG00000024510,0,NA,NA,NA,NA,NA,Ftmt
4492,ENSMUSG00000024511,5.426176938,2.893814103,0.346621943,8.34861775,6.91E-17,5.60E-15,Rab27b
4493,ENSMUSG00000024512,0,NA,NA,NA,NA,NA,Dynap
4494,ENSMUSG00000024513,1085.836558,-0.443250587,0.133678815,-3.315787833,0.000913852,0.005348441,Mbd2
4495,ENSMUSG00000024515,199.169669,-0.373701592,0.143241374,-2.608894217,0.009083532,0.035923367,Smad4
4496,ENSMUSG00000024516,121.4688037,0.613990521,0.144558184,4.247359121,2.16E-05,0.000212268,Sec11c
4497,ENSMUSG00000024517,0.035250946,0.404903003,3.697420426,0.109509592,0.912798314,NA,Grp
4498,ENSMUSG00000024518,0.041144711,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Rax
4499,ENSMUSG00000024519,0.049274484,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Cplx4
4500,ENSMUSG00000024521,1.276776437,3.142492245,0.804647868,3.905425428,9.41E-05,0.000757098,Pmaip1
4501,ENSMUSG00000024524,28.59206334,0.801775104,0.328817829,2.438356538,0.014754214,0.05261876,Gnal
4502,ENSMUSG00000024525,32.45468935,0.355408152,0.291896705,1.217581926,0.223382886,0.395934026,Impa2
4503,ENSMUSG00000024526,29.04616355,1.683366216,0.349483274,4.816728981,1.46E-06,1.93E-05,Cidea
4504,ENSMUSG00000024527,221.314791,0.735110935,0.108650208,6.765849297,1.33E-11,5.00E-10,Afg3l2
4505,ENSMUSG00000024528,45.17951443,-0.222609514,0.171573127,-1.297461426,0.194472469,0.359489739,Srfbp1
4506,ENSMUSG00000024529,66.91560664,1.615636723,0.235065624,6.873130545,6.28E-12,2.51E-10,Lox
4507,ENSMUSG00000024530,2.039781012,1.639839561,0.657481258,2.49412366,0.012626855,0.046554976,Prelid3a
4508,ENSMUSG00000024532,0,NA,NA,NA,NA,NA,1700034E13Rik
4509,ENSMUSG00000024533,95.98812307,1.314570898,0.155413827,8.458519558,2.71E-17,2.34E-15,Spire1
4510,ENSMUSG00000024534,31.33386744,-0.395087272,0.237207307,-1.665578002,0.095797496,0.218361368,Sncaip
4511,ENSMUSG00000024535,43.65766637,0.26988454,0.15772684,1.71108824,0.087064825,0.203372153,Snx24
4512,ENSMUSG00000024537,72.78713241,-0.031596986,0.140138814,-0.225469195,0.821614287,0.90218777,Psmg2
4513,ENSMUSG00000024538,33.22507081,-0.258885398,0.169544349,-1.526947964,0.126773951,0.267410338,Ppic
4514,ENSMUSG00000024539,50.35258955,0.723973993,0.154972427,4.671630982,2.99E-06,3.64E-05,Ptpn2
4515,ENSMUSG00000024542,17.31546902,0.494512471,0.230198369,2.148201453,0.031697755,0.095986081,Cep192
4516,ENSMUSG00000024544,35.53242976,0.460409532,0.179144244,2.570049262,0.010168405,0.03926619,Ldlrad4
4517,ENSMUSG00000024546,0,NA,NA,NA,NA,NA,4930546C10Rik
4518,ENSMUSG00000024548,149.6193015,-0.804393579,0.198441793,-4.053549242,5.04E-05,0.000441641,Setbp1
4519,ENSMUSG00000024552,0.272934878,0.389668746,1.805332491,0.215843202,0.829109971,NA,Slc14a2
4520,ENSMUSG00000024553,0.187986243,-0.202535756,1.921978272,-0.105378796,0.916075241,NA,Galr1
4521,ENSMUSG00000024556,28.44817481,2.072757342,0.215592096,9.614254786,6.96E-22,9.96E-20,Me2
4522,ENSMUSG00000024558,2.493121231,0.874953642,0.550176481,1.590314513,0.111763929,0.244075994,Mapk4
4523,ENSMUSG00000024560,62.68385888,-0.465728848,0.156734383,-2.971452963,0.002963943,0.014356203,Cxxc1
4524,ENSMUSG00000024561,67.79747344,-0.061635227,0.170056339,-0.362440044,0.71702322,0.835240506,Mbd1
4525,ENSMUSG00000024563,58.52609901,0.324117591,0.150733273,2.15027236,0.031533677,0.095660845,Smad2
4526,ENSMUSG00000024565,0.186995615,1.752130649,1.831731323,0.956543477,0.33879773,NA,Sall3
4527,ENSMUSG00000024566,135.0486959,0.232381826,0.123667896,1.879079647,0.060233619,0.155506233,Atp9b
4528,ENSMUSG00000024570,107.2545438,0.445123789,0.146952369,3.029034453,0.002453367,0.012295244,Rbfa
4529,ENSMUSG00000024571,193.6080154,0.206192677,0.121450383,1.697752374,0.089554508,0.208007506,Gm16286
4530,ENSMUSG00000024575,1.027836398,0.819151685,0.91532773,0.894927203,0.370826004,0.556363202,Pde6a
4531,ENSMUSG00000024576,825.6559245,0.093444328,0.086570558,1.079400785,0.280409101,0.462842286,Csnk1a1
4532,ENSMUSG00000024578,0.147870952,1.445107259,3.038556576,0.475590045,0.634366469,NA,Il17b
4533,ENSMUSG00000024579,7.810321007,0.274295415,0.386484727,0.709718641,0.47787863,0.653795844,Pcyox1l
4534,ENSMUSG00000024580,91.646708,0.331170983,0.156474701,2.116450655,0.034306498,0.101965025,Grpel2
4535,ENSMUSG00000024581,199.0368521,0.213835305,0.117010412,1.827489548,0.067626196,0.169193507,Napg
4536,ENSMUSG00000024583,155.4392316,0.146524792,0.123919064,1.182423332,0.23703777,0.41197382,Txnl1
4537,ENSMUSG00000024587,748.723526,0.72951863,0.119460184,6.106793131,1.02E-09,2.85E-08,Nars
4538,ENSMUSG00000024588,2060.91498,-0.136588495,0.0751687,-1.817092676,0.069202924,0.172053536,Fech
4539,ENSMUSG00000024589,225.0541335,0.144652286,0.110389975,1.310375199,0.190068939,0.353570808,Nedd4l
4540,ENSMUSG00000024590,25.11711955,-0.675974343,0.234188519,-2.886453807,0.003896099,0.017962923,Lmnb1
4541,ENSMUSG00000024592,35.74532851,-0.227119125,0.220291157,-1.030995201,0.30254307,0.486901648,C330018D20Rik
4542,ENSMUSG00000024593,3.957783584,0.503583963,0.468721054,1.074378798,0.282652941,0.465135907,Megf10
4543,ENSMUSG00000024594,323.876482,0.22151047,0.156059264,1.419399688,0.155782523,0.308911327,Prrc1
4544,ENSMUSG00000024597,246.8936411,-0.173583811,0.166131233,-1.04485958,0.296087873,0.480354302,Slc12a2
4545,ENSMUSG00000024598,0.486711035,1.239773604,1.175223247,1.054926038,0.291459153,NA,Fbn2
4546,ENSMUSG00000024600,0.122293541,0.101184641,3.19098341,0.031709548,0.974703681,NA,Slc27a6
4547,ENSMUSG00000024601,141.7156968,-0.480777346,0.158936585,-3.024963368,0.002486632,0.012434463,Isoc1
4548,ENSMUSG00000024603,221.3076145,-0.200231706,0.153516999,-1.304296641,0.19213246,0.35610012,Dctn4
4549,ENSMUSG00000024604,99.77036032,-0.224580543,0.146976129,-1.528006926,0.126510818,0.26698876,Rbm22
4550,ENSMUSG00000024608,701.825905,-0.116025952,0.16781001,-0.691412582,0.4893063,0.66348016,Rps14
4551,ENSMUSG00000024610,339.2940938,0.905649478,0.30151282,3.003684811,0.002667315,0.013164213,Cd74
4552,ENSMUSG00000024613,211.3102343,-0.591411479,0.174154419,-3.395902792,0.000684026,0.004201486,Tcof1
4553,ENSMUSG00000024614,54.25515085,0.05488675,0.152580754,0.359722629,0.719054568,0.836855964,Tmx3
4554,ENSMUSG00000024617,2213.359634,-0.924069127,0.142027823,-6.506254228,7.70E-11,2.60E-09,Camk2a
4555,ENSMUSG00000024619,0.037208365,0.404903003,3.697420426,0.109509592,0.912798314,NA,Cdx1
4556,ENSMUSG00000024620,135.5725773,-0.312731656,0.178479743,-1.752196918,0.079739953,0.190722782,Pdgfrb
4557,ENSMUSG00000024621,82.12997316,0.482956289,0.250907869,1.924835161,0.054249984,0.14361637,Csf1r
4558,ENSMUSG00000024622,120.9585172,-0.466383437,0.148765966,-3.135014343,0.001718457,0.009115599,Hmgxb3
4559,ENSMUSG00000024639,93.77858953,-0.081424243,0.119497205,-0.681390358,0.495624522,0.668396158,Gnaq
4560,ENSMUSG00000024640,28.88259044,3.671192049,0.240203002,15.28370595,9.82E-53,1.10E-49,Psat1
4561,ENSMUSG00000024642,180.1373932,-0.111016662,0.111203433,-0.998320456,0.318123991,0.503076736,Tle4
4562,ENSMUSG00000024644,97.6788929,0.212613687,0.120331711,1.766896566,0.077245552,0.185889318,Cndp2
4563,ENSMUSG00000024645,60.87907254,-0.453804052,0.209219933,-2.169028762,0.0300805,0.092162232,Timm21
4564,ENSMUSG00000024646,129.0924524,0.27117125,0.152155948,1.782192895,0.074717781,0.181740223,Cyb5a
4565,ENSMUSG00000024647,1.123327032,-0.592785388,1.026079784,-0.577718611,0.563454112,0.722905287,Cbln2
4566,ENSMUSG00000024650,0,NA,NA,NA,NA,NA,Slc22a6
4567,ENSMUSG00000024653,0.573167444,-0.719203048,1.550312329,-0.463908488,0.642713311,NA,Scgb1a1
4568,ENSMUSG00000024654,215.2883501,-0.522773828,0.109313321,-4.782343289,1.73E-06,2.25E-05,Asrgl1
4569,ENSMUSG00000024659,219.4263054,0.425754363,0.176346895,2.414300306,0.015765462,0.055451707,Anxa1
4570,ENSMUSG00000024660,7.620722632,0.255447971,0.311910595,0.818978178,0.412798864,0.59666405,Incenp
4571,ENSMUSG00000024661,43807.71863,0.689265141,0.130310714,5.289397313,1.23E-07,2.12E-06,Fth1
4572,ENSMUSG00000024663,25.10804064,0.059475459,0.207679045,0.286381609,0.774585859,0.872488135,Rab3il1
4573,ENSMUSG00000024664,41.2762706,-0.020259973,0.386223612,-0.052456588,0.958164886,0.979077655,Fads3
4574,ENSMUSG00000024665,4.528790027,-0.834296094,0.500510685,-1.666889678,0.095536344,0.218001615,Fads2
4575,ENSMUSG00000024666,15.11804291,0.050101614,0.246287274,0.203427541,0.838800875,0.913211127,Tmem138
4576,ENSMUSG00000024667,9.586898785,0.202764478,0.311130025,0.651703345,0.514592564,0.68370654,Tmem216
4577,ENSMUSG00000024668,455.3708508,0.005702982,0.14917481,0.038230191,0.969504149,0.984138834,Sdhaf2
4578,ENSMUSG00000024669,0.362398592,-0.103048388,1.673077326,-0.061592125,0.950887648,NA,Cd5
4579,ENSMUSG00000024670,0.525539556,-0.690796984,1.40103635,-0.493061428,0.621969184,NA,Cd6
4580,ENSMUSG00000024672,2.396163691,-0.368791428,0.586945529,-0.62832309,0.529792309,0.696052143,Ms4a7
4581,ENSMUSG00000024673,0.612838562,-2.228012888,3.687452686,-0.604214638,0.54570095,NA,Ms4a1
4582,ENSMUSG00000024675,0.688944008,1.080050809,1.240595748,0.870590449,0.383977813,0.569122015,Ms4a4c
4583,ENSMUSG00000024677,3.705313371,0.06588992,0.517267965,0.127380631,0.898639146,0.948529997,Ms4a6b
4584,ENSMUSG00000024678,16.57050737,-0.341972544,0.334078867,-1.023628185,0.306010927,0.490512675,Ms4a4d
4585,ENSMUSG00000024679,4.878132595,1.01004227,0.440408931,2.293419135,0.021823886,0.071596138,Ms4a6d
4586,ENSMUSG00000024680,0.046771637,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Ms4a2
4587,ENSMUSG00000024681,0,NA,NA,NA,NA,NA,Ms4a3
4588,ENSMUSG00000024682,0,NA,NA,NA,NA,NA,Gif
4589,ENSMUSG00000024683,300.5641539,0.268171979,0.123360157,2.173894594,0.029713052,0.091302859,Mrpl16
4590,ENSMUSG00000024687,479.3307624,0.06467059,0.089600803,0.721763506,0.47043989,0.647179454,Osbp
4591,ENSMUSG00000024691,6.383697827,0.043102421,0.410045211,0.105116264,0.916283554,0.958477726,Fam111a
4592,ENSMUSG00000024694,0,NA,NA,NA,NA,NA,Keg1
4593,ENSMUSG00000024695,1429.620562,-0.112675475,0.119333751,-0.944204583,0.345065114,0.531467657,Zfp91
4594,ENSMUSG00000024696,4.144369499,0.93083503,0.399553803,2.329686322,0.019822736,0.066478832,Lpxn
4595,ENSMUSG00000024697,8.201287038,-1.647743964,0.435999002,-3.779237925,0.000157309,0.001190148,Gna14
4596,ENSMUSG00000024712,695.6368279,-0.142399465,0.107301782,-1.327093192,0.184477857,0.346439892,Rfk
4597,ENSMUSG00000024713,6.464323205,0.896664149,0.335230957,2.674765351,0.007478157,0.030723331,Pcsk5
4598,ENSMUSG00000024725,75.94534766,0.672774505,0.171021826,3.933851735,8.36E-05,0.000684622,Ostf1
4599,ENSMUSG00000024726,1151.907815,-0.131898716,0.201188496,-0.655597708,0.512083001,0.681767548,Carnmt1
4600,ENSMUSG00000024727,3.622056721,-0.388439274,0.647416786,-0.599983322,0.548517351,0.711201748,Trpm6
4601,ENSMUSG00000024728,0,NA,NA,NA,NA,NA,1700025F22Rik
4602,ENSMUSG00000024729,0,NA,NA,NA,NA,NA,1700017D01Rik
4603,ENSMUSG00000024730,1.905809167,0.872185935,0.578589698,1.507434264,0.131699382,0.273826579,Ms4a8a
4604,ENSMUSG00000024731,0.04563446,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Ms4a10
4605,ENSMUSG00000024732,207.3516219,-0.756209645,0.174409903,-4.335818274,1.45E-05,0.000149552,Ccdc86
4606,ENSMUSG00000024734,0.102195279,0.101185738,2.856527371,0.035422639,0.971742733,NA,Zp1
4607,ENSMUSG00000024735,1538.793275,0.272122303,0.147538521,1.844415277,0.065122643,0.164650252,Prpf19
