age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Mass,Diet,age.weeks
65,23584,9404,F,-/-,Total Fat Mass,2019-10-30,1.46,NA,9
65,23584,9404,F,-/-,Lean Mass,2019-10-30,15.17,NA,9
65,23585,9405,F,-/-,Body Weight,2019-10-30,17.9,NA,9
65,23585,9405,F,-/-,Total Fat Mass,2019-10-30,2.04,NA,9
65,23585,9405,F,-/-,Lean Mass,2019-10-30,14.02,NA,9
79,23580,9400,M,-/-,Plasma Glucose,2019-11-13,NA,NA,11
79,23581,9401,M,+/+,Plasma Glucose,2019-11-13,NA,NA,11
79,23582,9402,M,+/+,Plasma Glucose,2019-11-13,NA,NA,11
79,23583,9403,F,-/-,Plasma Glucose,2019-11-13,NA,NA,11
79,23584,9404,F,-/-,Plasma Glucose,2019-11-13,NA,NA,11
79,23585,9405,F,-/-,Plasma Glucose,2019-11-13,NA,NA,11
100,23486,9329,M,+/+,Body Weight,2019-11-20,24.9,NA,14
100,23486,9329,M,+/+,Total Fat Mass,2019-11-20,3.17,NA,14
100,23486,9329,M,+/+,Lean Mass,2019-11-20,19.62,NA,14
100,23492,9335,F,+/+,Body Weight,2019-11-20,19.8,NA,14
100,23492,9335,F,+/+,Total Fat Mass,2019-11-20,1.85,NA,14
100,23492,9335,F,+/+,Lean Mass,2019-11-20,15.68,NA,14
105,23493,9336,F,-/-,Body Weight,2019-11-20,19.6,NA,15
105,23493,9336,F,-/-,Total Fat Mass,2019-11-20,1.68,NA,15
105,23493,9336,F,-/-,Lean Mass,2019-11-20,15.51,NA,15
103,23494,9337,M,-/-,Body Weight,2019-11-20,24.1,NA,15
103,23494,9337,M,-/-,Total Fat Mass,2019-11-20,2.82,NA,15
103,23494,9337,M,-/-,Lean Mass,2019-11-20,19.12,NA,15
86,23580,9400,M,-/-,Body Weight,2019-11-20,23.5,NA,12
86,23580,9400,M,-/-,Total Fat Mass,2019-11-20,2.22,NA,12
86,23580,9400,M,-/-,Lean Mass,2019-11-20,18.91,NA,12
86,23581,9401,M,+/+,Body Weight,2019-11-20,23.9,NA,12
86,23581,9401,M,+/+,Total Fat Mass,2019-11-20,2.57,NA,12
86,23581,9401,M,+/+,Lean Mass,2019-11-20,19.04,NA,12
86,23582,9402,M,+/+,Body Weight,2019-11-20,23.2,NA,12
86,23582,9402,M,+/+,Total Fat Mass,2019-11-20,3.15,NA,12
86,23582,9402,M,+/+,Lean Mass,2019-11-20,18.03,NA,12
86,23583,9403,F,-/-,Total Fat Mass,2019-11-20,2.89,NA,12
86,23583,9403,F,-/-,Lean Mass,2019-11-20,16.06,NA,12
86,23584,9404,F,-/-,Body Weight,2019-11-20,19.9,NA,12
86,23584,9404,F,-/-,Total Fat Mass,2019-11-20,2.84,NA,12
86,23584,9404,F,-/-,Lean Mass,2019-11-20,14.92,NA,12
86,23585,9405,F,-/-,Body Weight,2019-11-20,19.5,NA,12
86,23585,9405,F,-/-,Total Fat Mass,2019-11-20,3.19,NA,12
86,23585,9405,F,-/-,Lean Mass,2019-11-20,14.66,NA,12
93,23580,9400,M,-/-,Body Weight,2019-11-27,23.9,NA,13
93,23580,9400,M,-/-,Total Fat Mass,2019-11-27,2.48,NA,13
93,23580,9400,M,-/-,Lean Mass,2019-11-27,19.55,NA,13
93,23581,9401,M,+/+,Lean Mass,2019-11-27,20.18,NA,13
93,23581,9401,M,+/+,Total Fat Mass,2019-11-27,2.47,NA,13
93,23581,9401,M,+/+,Body Weight,2019-11-27,24.7,NA,13
93,23582,9402,M,+/+,Body Weight,2019-11-27,23.8,NA,13
93,23582,9402,M,+/+,Total Fat Mass,2019-11-27,3.91,NA,13
93,23582,9402,M,+/+,Lean Mass,2019-11-27,17.34,NA,13
93,23583,9403,F,-/-,Lean Mass,2019-11-27,16.43,NA,13
93,23583,9403,F,-/-,Total Fat Mass,2019-11-27,2.58,NA,13
93,23583,9403,F,-/-,Body Weight,2019-11-27,21.4,NA,13
93,23584,9404,F,-/-,Body Weight,2019-11-27,20.1,NA,13
93,23584,9404,F,-/-,Total Fat Mass,2019-11-27,2.61,NA,13
93,23584,9404,F,-/-,Lean Mass,2019-11-27,15.4,NA,13
93,23585,9405,F,-/-,Lean Mass,2019-11-27,14.75,NA,13
93,23585,9405,F,-/-,Total Fat Mass,2019-11-27,3.04,NA,13
93,23585,9405,F,-/-,Body Weight,2019-11-27,19.8,NA,13
100,23580,9400,M,-/-,Body Weight,2019-12-04,24.1,NA,14
100,23580,9400,M,-/-,Total Fat Mass,2019-12-04,2.6,NA,14
100,23580,9400,M,-/-,Lean Mass,2019-12-04,19.37,NA,14
100,23581,9401,M,+/+,Body Weight,2019-12-04,25.5,NA,14
100,23581,9401,M,+/+,Total Fat Mass,2019-12-04,2.84,NA,14
100,23581,9401,M,+/+,Lean Mass,2019-12-04,20.19,NA,14
100,23582,9402,M,+/+,Body Weight,2019-12-04,24.7,NA,14
100,23582,9402,M,+/+,Total Fat Mass,2019-12-04,3.43,NA,14
100,23582,9402,M,+/+,Lean Mass,2019-12-04,19.05,NA,14
100,23583,9403,F,-/-,Body Weight,2019-12-04,21.2,NA,14
100,23583,9403,F,-/-,Total Fat Mass,2019-12-04,2.67,NA,14
100,23583,9403,F,-/-,Lean Mass,2019-12-04,15.99,NA,14
100,23584,9404,F,-/-,Body Weight,2019-12-04,20.2,NA,14
100,23584,9404,F,-/-,Total Fat Mass,2019-12-04,2.39,NA,14
100,23584,9404,F,-/-,Lean Mass,2019-12-04,15.39,NA,14
100,23585,9405,F,-/-,Body Weight,2019-12-04,20.1,NA,14
100,23585,9405,F,-/-,Total Fat Mass,2019-12-04,3.29,NA,14
100,23585,9405,F,-/-,Lean Mass,2019-12-04,14.79,NA,14
