age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Mass,Diet,age.weeks
59,23034,8901,M,+/+,Total Fat Mass,2019-08-07,1.4,NA,8
59,23034,8901,M,+/+,Lean Mass,2019-08-07,16.07,NA,8
59,23035,8902,F,+/+,Body Weight,2019-08-07,16.2,NA,8
59,23035,8902,F,+/+,Total Fat Mass,2019-08-07,1.74,NA,8
59,23035,8902,F,+/+,Lean Mass,2019-08-07,12.92,NA,8
57,23036,8905,M,+/+,Body Weight,2019-08-07,23.8,NA,8
57,23036,8905,M,+/+,Total Fat Mass,2019-08-07,1.8,NA,8
57,23036,8905,M,+/+,Lean Mass,2019-08-07,20.01,NA,8
57,23037,8906,F,+/+,Body Weight,2019-08-07,16.6,NA,8
57,23037,8906,F,+/+,Total Fat Mass,2019-08-07,1.71,NA,8
57,23037,8906,F,+/+,Lean Mass,2019-08-07,13.25,NA,8
57,23038,8907,F,-/-,Body Weight,2019-08-07,17.3,NA,8
57,23038,8907,F,-/-,Total Fat Mass,2019-08-07,2.03,NA,8
57,23038,8907,F,-/-,Lean Mass,2019-08-07,13.76,NA,8
57,23039,8908,F,-/-,Body Weight,2019-08-07,18.4,NA,8
57,23039,8908,F,-/-,Total Fat Mass,2019-08-07,1.61,NA,8
57,23039,8908,F,-/-,Lean Mass,2019-08-07,15.08,NA,8
57,23040,8903,M,+/+,Body Weight,2019-08-07,20.3,NA,8
57,23040,8903,M,+/+,Total Fat Mass,2019-08-07,1.22,NA,8
57,23040,8903,M,+/+,Lean Mass,2019-08-07,17.44,NA,8
57,23041,8904,M,+/+,Body Weight,2019-08-07,20.1,NA,8
57,23041,8904,M,+/+,Total Fat Mass,2019-08-07,1.78,NA,8
57,23041,8904,M,+/+,Lean Mass,2019-08-07,16.68,NA,8
42,23116,8981,F,+/+,Body Weight,2019-08-07,18.1,NA,6
42,23116,8981,F,+/+,Total Fat Mass,2019-08-07,1.49,NA,6
42,23116,8981,F,+/+,Lean Mass,2019-08-07,15.02,NA,6
87,22619,8651,M,-/-,Body Weight,2019-08-12,23.5,NA,12
87,22619,8651,M,-/-,Total Fat Mass,2019-08-12,2.8,NA,12
87,22619,8651,M,-/-,Lean Mass,2019-08-12,18.59,NA,12
87,22620,8652,M,-/-,Body Weight,2019-08-12,24.4,NA,12
87,22620,8652,M,-/-,Total Fat Mass,2019-08-12,3.39,NA,12
87,22620,8652,M,-/-,Lean Mass,2019-08-12,18.93,NA,12
87,22621,8653,M,-/-,Body Weight,2019-08-12,24,NA,12
87,22621,8653,M,-/-,Total Fat Mass,2019-08-12,2.59,NA,12
87,22621,8653,M,-/-,Lean Mass,2019-08-12,19.51,NA,12
87,22622,8654,F,+/+,Body Weight,2019-08-12,20.5,NA,12
87,22622,8654,F,+/+,Total Fat Mass,2019-08-12,1.95,NA,12
87,22622,8654,F,+/+,Lean Mass,2019-08-12,16.42,NA,12
87,22623,8655,F,-/-,Body Weight,2019-08-12,19.7,NA,12
87,22623,8655,F,-/-,Total Fat Mass,2019-08-12,3.07,NA,12
87,22623,8655,F,-/-,Lean Mass,2019-08-12,14.82,NA,12
87,22624,8656,F,-/-,Body Weight,2019-08-12,20.4,NA,12
87,22624,8656,F,-/-,Total Fat Mass,2019-08-12,2.71,NA,12
87,22624,8656,F,-/-,Lean Mass,2019-08-12,15.65,NA,12
87,22627,8659,F,-/-,Body Weight,2019-08-12,21.2,NA,12
87,22627,8659,F,-/-,Total Fat Mass,2019-08-12,3.18,NA,12
87,22627,8659,F,-/-,Lean Mass,2019-08-12,15.87,NA,12
86,22629,8661,M,-/-,Body Weight,2019-08-12,23,NA,12
86,22629,8661,M,-/-,Total Fat Mass,2019-08-12,3.28,NA,12
86,22629,8661,M,-/-,Lean Mass,2019-08-12,18.07,NA,12
86,22630,8662,M,-/-,Body Weight,2019-08-12,23.9,NA,12
86,22630,8662,M,-/-,Total Fat Mass,2019-08-12,2.93,NA,12
86,22630,8662,M,-/-,Lean Mass,2019-08-12,18.85,NA,12
66,23034,8901,M,+/+,Total Fat Mass,2019-08-14,0.96,NA,9
66,23034,8901,M,+/+,Lean Mass,2019-08-14,16.54,NA,9
66,23034,8901,M,+/+,Body Weight,2019-08-14,19.1,NA,9
66,23035,8902,F,+/+,Total Fat Mass,2019-08-14,1.62,NA,9
66,23035,8902,F,+/+,Lean Mass,2019-08-14,13.25,NA,9
66,23035,8902,F,+/+,Body Weight,2019-08-14,16.8,NA,9
64,23036,8905,M,+/+,Total Fat Mass,2019-08-14,1.75,NA,9
64,23036,8905,M,+/+,Lean Mass,2019-08-14,20.52,NA,9
64,23036,8905,M,+/+,Body Weight,2019-08-14,24.4,NA,9
64,23037,8906,F,+/+,Total Fat Mass,2019-08-14,1.57,NA,9
64,23037,8906,F,+/+,Lean Mass,2019-08-14,13.57,NA,9
64,23037,8906,F,+/+,Body Weight,2019-08-14,17.1,NA,9
64,23038,8907,F,-/-,Total Fat Mass,2019-08-14,1.47,NA,9
64,23038,8907,F,-/-,Lean Mass,2019-08-14,13.94,NA,9
64,23038,8907,F,-/-,Body Weight,2019-08-14,17.4,NA,9
64,23039,8908,F,-/-,Total Fat Mass,2019-08-14,1.48,NA,9
64,23039,8908,F,-/-,Lean Mass,2019-08-14,15.78,NA,9
64,23039,8908,F,-/-,Body Weight,2019-08-14,19.1,NA,9
64,23040,8903,M,+/+,Total Fat Mass,2019-08-14,1.09,NA,9
64,23040,8903,M,+/+,Lean Mass,2019-08-14,17.95,NA,9
64,23040,8903,M,+/+,Body Weight,2019-08-14,21.1,NA,9
64,23041,8904,M,+/+,Total Fat Mass,2019-08-14,1.9,NA,9
64,23041,8904,M,+/+,Lean Mass,2019-08-14,17.76,NA,9
64,23041,8904,M,+/+,Body Weight,2019-08-14,21.5,NA,9
49,23116,8981,F,+/+,Total Fat Mass,2019-08-14,1.23,NA,7
49,23116,8981,F,+/+,Lean Mass,2019-08-14,16.09,NA,7
49,23116,8981,F,+/+,Body Weight,2019-08-14,19.4,NA,7
23,23300,9153,M,-/-,Total Fat Mass,2019-08-14,0.59,NA,3
23,23300,9153,M,-/-,Lean Mass,2019-08-14,7.74,NA,3
23,23300,9153,M,-/-,Body Weight,2019-08-14,9.1,NA,3
23,23301,9154,M,+/+,Total Fat Mass,2019-08-14,0.42,NA,3
23,23301,9154,M,+/+,Lean Mass,2019-08-14,5.77,NA,3
23,23301,9154,M,+/+,Body Weight,2019-08-14,7.1,NA,3
23,23303,9156,M,-/-,Total Fat Mass,2019-08-14,0.47,NA,3
23,23303,9156,M,-/-,Lean Mass,2019-08-14,7.04,NA,3
23,23303,9156,M,-/-,Body Weight,2019-08-14,8.4,NA,3
23,23305,9158,F,+/+,Total Fat Mass,2019-08-14,0.59,NA,3
23,23305,9158,F,+/+,Lean Mass,2019-08-14,6.85,NA,3
23,23305,9158,F,+/+,Body Weight,2019-08-14,8.4,NA,3
23,23306,9159,F,-/-,Total Fat Mass,2019-08-14,0.54,NA,3
23,23306,9159,F,-/-,Lean Mass,2019-08-14,7.92,NA,3
23,23306,9159,F,-/-,Body Weight,2019-08-14,9.4,NA,3
23,23307,9160,F,+/+,Total Fat Mass,2019-08-14,0.67,NA,3
23,23307,9160,F,+/+,Lean Mass,2019-08-14,8.02,NA,3
23,23307,9160,F,+/+,Body Weight,2019-08-14,9.7,NA,3
94,22619,8651,M,-/-,Total Fat Mass,2019-08-19,2.83,NA,13
94,22619,8651,M,-/-,Lean Mass,2019-08-19,18.65,NA,13
94,22619,8651,M,-/-,Body Weight,2019-08-19,23.3,NA,13
94,22620,8652,M,-/-,Total Fat Mass,2019-08-19,3.7,NA,13
94,22620,8652,M,-/-,Lean Mass,2019-08-19,19.04,NA,13
94,22620,8652,M,-/-,Body Weight,2019-08-19,24.6,NA,13
94,22621,8653,M,-/-,Total Fat Mass,2019-08-19,3.09,NA,13
94,22621,8653,M,-/-,Lean Mass,2019-08-19,19.28,NA,13
94,22621,8653,M,-/-,Body Weight,2019-08-19,24.3,NA,13
94,22622,8654,F,+/+,Total Fat Mass,2019-08-19,2.37,NA,13
94,22622,8654,F,+/+,Lean Mass,2019-08-19,16.64,NA,13
94,22622,8654,F,+/+,Body Weight,2019-08-19,20.8,NA,13
94,22623,8655,F,-/-,Total Fat Mass,2019-08-19,3.17,NA,13
94,22623,8655,F,-/-,Lean Mass,2019-08-19,15.15,NA,13
94,22623,8655,F,-/-,Body Weight,2019-08-19,20,NA,13
94,22624,8656,F,-/-,Total Fat Mass,2019-08-19,3.34,NA,13
94,22624,8656,F,-/-,Lean Mass,2019-08-19,15.64,NA,13
94,22624,8656,F,-/-,Body Weight,2019-08-19,21,NA,13
94,22627,8659,F,-/-,Total Fat Mass,2019-08-19,3.21,NA,13
94,22627,8659,F,-/-,Lean Mass,2019-08-19,15.99,NA,13
94,22627,8659,F,-/-,Body Weight,2019-08-19,21.6,NA,13
93,22629,8661,M,-/-,Total Fat Mass,2019-08-19,3.13,NA,13
93,22629,8661,M,-/-,Lean Mass,2019-08-19,18.06,NA,13
93,22629,8661,M,-/-,Body Weight,2019-08-19,23,NA,13
93,22630,8662,M,-/-,Total Fat Mass,2019-08-19,3.3,NA,13
93,22630,8662,M,-/-,Lean Mass,2019-08-19,18.95,NA,13
93,22630,8662,M,-/-,Body Weight,2019-08-19,24.2,NA,13
73,23034,8901,M,+/+,Body Weight,2019-08-21,19.3,NA,10
73,23034,8901,M,+/+,Total Fat Mass,2019-08-21,1.2,NA,10
73,23034,8901,M,+/+,Lean Mass,2019-08-21,16.49,NA,10
73,23035,8902,F,+/+,Body Weight,2019-08-21,17.1,NA,10
73,23035,8902,F,+/+,Total Fat Mass,2019-08-21,1.81,NA,10
73,23035,8902,F,+/+,Lean Mass,2019-08-21,13.7,NA,10
71,23036,8905,M,+/+,Body Weight,2019-08-21,24.7,NA,10
71,23036,8905,M,+/+,Total Fat Mass,2019-08-21,1.79,NA,10
71,23036,8905,M,+/+,Lean Mass,2019-08-21,21.22,NA,10
71,23037,8906,F,+/+,Body Weight,2019-08-21,17.5,NA,10
71,23037,8906,F,+/+,Total Fat Mass,2019-08-21,1.6,NA,10
71,23037,8906,F,+/+,Lean Mass,2019-08-21,14.06,NA,10
71,23038,8907,F,-/-,Body Weight,2019-08-21,17.8,NA,10
71,23038,8907,F,-/-,Total Fat Mass,2019-08-21,1.57,NA,10
71,23038,8907,F,-/-,Lean Mass,2019-08-21,14.42,NA,10
71,23039,8908,F,-/-,Body Weight,2019-08-21,18.9,NA,10
71,23039,8908,F,-/-,Total Fat Mass,2019-08-21,1.14,NA,10
71,23039,8908,F,-/-,Lean Mass,2019-08-21,16.1,NA,10
71,23040,8903,M,+/+,Body Weight,2019-08-21,21.1,NA,10
71,23040,8903,M,+/+,Total Fat Mass,2019-08-21,1.14,NA,10
71,23040,8903,M,+/+,Lean Mass,2019-08-21,18.34,NA,10
71,23041,8904,M,+/+,Body Weight,2019-08-21,21.9,NA,10
71,23041,8904,M,+/+,Total Fat Mass,2019-08-21,1.92,NA,10
71,23041,8904,M,+/+,Lean Mass,2019-08-21,18.42,NA,10
30,23300,9153,M,-/-,Body Weight,2019-08-21,14.9,NA,4
30,23300,9153,M,-/-,Total Fat Mass,2019-08-21,1.03,NA,4
30,23300,9153,M,-/-,Lean Mass,2019-08-21,12.55,NA,4
30,23301,9154,M,+/+,Body Weight,2019-08-21,9.2,NA,4
30,23301,9154,M,+/+,Total Fat Mass,2019-08-21,0.7,NA,4
30,23301,9154,M,+/+,Lean Mass,2019-08-21,7.49,NA,4
30,23303,9156,M,-/-,Body Weight,2019-08-21,12.6,NA,4
30,23303,9156,M,-/-,Total Fat Mass,2019-08-21,0.83,NA,4
30,23303,9156,M,-/-,Lean Mass,2019-08-21,10.62,NA,4
30,23305,9158,F,+/+,Body Weight,2019-08-21,12.7,NA,4
30,23305,9158,F,+/+,Total Fat Mass,2019-08-21,1.14,NA,4
30,23305,9158,F,+/+,Lean Mass,2019-08-21,10.34,NA,4
30,23307,9160,F,+/+,Body Weight,2019-08-21,14.6,NA,4
30,23307,9160,F,+/+,Total Fat Mass,2019-08-21,1.23,NA,4
30,23307,9160,F,+/+,Lean Mass,2019-08-21,12.03,NA,4
24,23338,9184,M,+/+,Body Weight,2019-08-21,8.6,NA,3
24,23338,9184,M,+/+,Total Fat Mass,2019-08-21,0.44,NA,3
24,23338,9184,M,+/+,Lean Mass,2019-08-21,7.11,NA,3
24,23339,9185,M,-/-,Body Weight,2019-08-21,9.3,NA,3
24,23339,9185,M,-/-,Total Fat Mass,2019-08-21,0.46,NA,3
24,23339,9185,M,-/-,Lean Mass,2019-08-21,7.79,NA,3
24,23340,9186,F,-/-,Body Weight,2019-08-21,9.1,NA,3
24,23340,9186,F,-/-,Total Fat Mass,2019-08-21,0.43,NA,3
24,23340,9186,F,-/-,Lean Mass,2019-08-21,7.68,NA,3
24,23342,9188,F,+/+,Body Weight,2019-08-21,9.2,NA,3
24,23342,9188,F,+/+,Total Fat Mass,2019-08-21,0.59,NA,3
24,23342,9188,F,+/+,Lean Mass,2019-08-21,7.45,NA,3
24,23343,9189,F,-/-,Body Weight,2019-08-21,8.3,NA,3
24,23343,9189,F,-/-,Total Fat Mass,2019-08-21,0.62,NA,3
24,23343,9189,F,-/-,Lean Mass,2019-08-21,6.76,NA,3
24,23344,9190,F,-/-,Body Weight,2019-08-21,7.9,NA,3
24,23344,9190,F,-/-,Total Fat Mass,2019-08-21,0.58,NA,3
24,23344,9190,F,-/-,Lean Mass,2019-08-21,6.39,NA,3
24,23345,9191,F,-/-,Body Weight,2019-08-21,8.2,NA,3
24,23345,9191,F,-/-,Total Fat Mass,2019-08-21,0.45,NA,3
24,23345,9191,F,-/-,Lean Mass,2019-08-21,6.77,NA,3
101,22619,8651,M,-/-,Body Weight,2019-08-26,24.7,NA,14
101,22619,8651,M,-/-,Total Fat Mass,2019-08-26,3.68,NA,14
101,22619,8651,M,-/-,Lean Mass,2019-08-26,18.96,NA,14
101,22620,8652,M,-/-,Body Weight,2019-08-26,26.5,NA,14
101,22620,8652,M,-/-,Total Fat Mass,2019-08-26,5.52,NA,14
101,22620,8652,M,-/-,Lean Mass,2019-08-26,19.5,NA,14
101,22621,8653,M,-/-,Body Weight,2019-08-26,25.7,NA,14
101,22621,8653,M,-/-,Total Fat Mass,2019-08-26,4.75,NA,14
101,22621,8653,M,-/-,Lean Mass,2019-08-26,18.14,NA,14
101,22622,8654,F,+/+,Body Weight,2019-08-26,21.6,NA,14
101,22622,8654,F,+/+,Total Fat Mass,2019-08-26,2.74,NA,14
101,22622,8654,F,+/+,Lean Mass,2019-08-26,17.22,NA,14
101,22623,8655,F,-/-,Body Weight,2019-08-26,21.2,NA,14
101,22623,8655,F,-/-,Total Fat Mass,2019-08-26,3.15,NA,14
101,22623,8655,F,-/-,Lean Mass,2019-08-26,15.72,NA,14
101,22624,8656,F,-/-,Body Weight,2019-08-26,21.4,NA,14
101,22624,8656,F,-/-,Total Fat Mass,2019-08-26,3.91,NA,14
101,22624,8656,F,-/-,Lean Mass,2019-08-26,15.59,NA,14
101,22627,8659,F,-/-,Body Weight,2019-08-26,22.6,NA,14
101,22627,8659,F,-/-,Total Fat Mass,2019-08-26,3.7,NA,14
101,22627,8659,F,-/-,Lean Mass,2019-08-26,16.56,NA,14
100,22629,8661,M,-/-,Body Weight,2019-08-26,24.7,NA,14
100,22629,8661,M,-/-,Total Fat Mass,2019-08-26,4.22,NA,14
100,22629,8661,M,-/-,Lean Mass,2019-08-26,18.46,NA,14
100,22630,8662,M,-/-,Body Weight,2019-08-26,25,NA,14
100,22630,8662,M,-/-,Total Fat Mass,2019-08-26,4.46,NA,14
100,22630,8662,M,-/-,Lean Mass,2019-08-26,18.29,NA,14
103,22619,8651,M,-/-,Body Weight,2019-08-28,25.2,NA,15
103,22619,8651,M,-/-,Total Fat Mass,2019-08-28,4.19,NA,15
103,22619,8651,M,-/-,Body Weight,2019-08-28,25.2,NA,15
103,22619,8651,M,-/-,Total Fat Mass,2019-08-28,4.19,NA,15
103,22619,8651,M,-/-,Lean Mass,2019-08-28,19.2,NA,15
103,22619,8651,M,-/-,Body Weight,2019-08-28,25.2,NA,15
103,22619,8651,M,-/-,Total Fat Mass,2019-08-28,4.19,NA,15
103,22619,8651,M,-/-,Lean Mass,2019-08-28,19.2,NA,15
103,22620,8652,M,-/-,Body Weight,2019-08-28,26.7,NA,15
103,22620,8652,M,-/-,Total Fat Mass,2019-08-28,5.03,NA,15
103,22620,8652,M,-/-,Body Weight,2019-08-28,26.7,NA,15
103,22620,8652,M,-/-,Total Fat Mass,2019-08-28,5.03,NA,15
103,22620,8652,M,-/-,Lean Mass,2019-08-28,20.02,NA,15
103,22620,8652,M,-/-,Body Weight,2019-08-28,26.7,NA,15
103,22620,8652,M,-/-,Total Fat Mass,2019-08-28,5.03,NA,15
103,22620,8652,M,-/-,Lean Mass,2019-08-28,20.02,NA,15
103,22621,8653,M,-/-,Body Weight,2019-08-28,26.6,NA,15
103,22621,8653,M,-/-,Total Fat Mass,2019-08-28,4.54,NA,15
103,22621,8653,M,-/-,Body Weight,2019-08-28,26.6,NA,15
103,22621,8653,M,-/-,Total Fat Mass,2019-08-28,4.54,NA,15
103,22621,8653,M,-/-,Lean Mass,2019-08-28,19.95,NA,15
103,22621,8653,M,-/-,Body Weight,2019-08-28,26.6,NA,15
103,22621,8653,M,-/-,Total Fat Mass,2019-08-28,4.54,NA,15
103,22621,8653,M,-/-,Lean Mass,2019-08-28,19.95,NA,15
103,22622,8654,F,+/+,Body Weight,2019-08-28,21.4,NA,15
103,22622,8654,F,+/+,Total Fat Mass,2019-08-28,2.53,NA,15
103,22622,8654,F,+/+,Body Weight,2019-08-28,21.4,NA,15
103,22622,8654,F,+/+,Total Fat Mass,2019-08-28,2.53,NA,15
103,22622,8654,F,+/+,Lean Mass,2019-08-28,17.15,NA,15
103,22622,8654,F,+/+,Body Weight,2019-08-28,21.4,NA,15
103,22622,8654,F,+/+,Total Fat Mass,2019-08-28,2.53,NA,15
103,22622,8654,F,+/+,Lean Mass,2019-08-28,17.15,NA,15
103,22623,8655,F,-/-,Body Weight,2019-08-28,20.7,NA,15
103,22623,8655,F,-/-,Total Fat Mass,2019-08-28,3.08,NA,15
103,22623,8655,F,-/-,Body Weight,2019-08-28,20.7,NA,15
103,22623,8655,F,-/-,Total Fat Mass,2019-08-28,3.08,NA,15
103,22623,8655,F,-/-,Lean Mass,2019-08-28,16.1,NA,15
103,22623,8655,F,-/-,Body Weight,2019-08-28,20.7,NA,15
103,22623,8655,F,-/-,Total Fat Mass,2019-08-28,3.08,NA,15
103,22623,8655,F,-/-,Lean Mass,2019-08-28,16.1,NA,15
103,22624,8656,F,-/-,Body Weight,2019-08-28,21.5,NA,15
103,22624,8656,F,-/-,Total Fat Mass,2019-08-28,3.81,NA,15
103,22624,8656,F,-/-,Body Weight,2019-08-28,21.5,NA,15
103,22624,8656,F,-/-,Total Fat Mass,2019-08-28,3.81,NA,15
103,22624,8656,F,-/-,Lean Mass,2019-08-28,15.82,NA,15
103,22624,8656,F,-/-,Body Weight,2019-08-28,21.5,NA,15
103,22624,8656,F,-/-,Total Fat Mass,2019-08-28,3.81,NA,15
103,22624,8656,F,-/-,Lean Mass,2019-08-28,15.82,NA,15
103,22627,8659,F,-/-,Body Weight,2019-08-28,22.2,NA,15
103,22627,8659,F,-/-,Total Fat Mass,2019-08-28,3.62,NA,15
103,22627,8659,F,-/-,Body Weight,2019-08-28,22.2,NA,15
103,22627,8659,F,-/-,Total Fat Mass,2019-08-28,3.62,NA,15
103,22627,8659,F,-/-,Lean Mass,2019-08-28,16.64,NA,15
103,22627,8659,F,-/-,Body Weight,2019-08-28,22.2,NA,15
103,22627,8659,F,-/-,Total Fat Mass,2019-08-28,3.62,NA,15
103,22627,8659,F,-/-,Lean Mass,2019-08-28,16.64,NA,15
102,22629,8661,M,-/-,Body Weight,2019-08-28,25.5,NA,15
102,22629,8661,M,-/-,Total Fat Mass,2019-08-28,4.47,NA,15
102,22629,8661,M,-/-,Body Weight,2019-08-28,25.5,NA,15
102,22629,8661,M,-/-,Total Fat Mass,2019-08-28,4.47,NA,15
102,22629,8661,M,-/-,Lean Mass,2019-08-28,19.23,NA,15
102,22629,8661,M,-/-,Body Weight,2019-08-28,25.5,NA,15
102,22629,8661,M,-/-,Total Fat Mass,2019-08-28,4.47,NA,15
102,22629,8661,M,-/-,Lean Mass,2019-08-28,19.23,NA,15
102,22630,8662,M,-/-,Body Weight,2019-08-28,25.3,NA,15
102,22630,8662,M,-/-,Total Fat Mass,2019-08-28,3.99,NA,15
102,22630,8662,M,-/-,Body Weight,2019-08-28,25.3,NA,15
102,22630,8662,M,-/-,Total Fat Mass,2019-08-28,3.99,NA,15
102,22630,8662,M,-/-,Lean Mass,2019-08-28,19.83,NA,15
102,22630,8662,M,-/-,Body Weight,2019-08-28,25.3,NA,15
102,22630,8662,M,-/-,Total Fat Mass,2019-08-28,3.99,NA,15
102,22630,8662,M,-/-,Lean Mass,2019-08-28,19.83,NA,15
80,23034,8901,M,+/+,Body Weight,2019-08-28,19.6,NA,11
80,23034,8901,M,+/+,Total Fat Mass,2019-08-28,1.33,NA,11
80,23034,8901,M,+/+,Body Weight,2019-08-28,19.6,NA,11
80,23034,8901,M,+/+,Total Fat Mass,2019-08-28,1.33,NA,11
80,23034,8901,M,+/+,Lean Mass,2019-08-28,15.97,NA,11
80,23034,8901,M,+/+,Body Weight,2019-08-28,19.6,NA,11
80,23034,8901,M,+/+,Plasma Glucose,2019-08-28,NA,NA,11
80,23034,8901,M,+/+,Total Fat Mass,2019-08-28,1.33,NA,11
80,23034,8901,M,+/+,Lean Mass,2019-08-28,15.97,NA,11
80,23034,8901,M,+/+,Plasma Glucose,2019-08-28,NA,NA,11
80,23035,8902,F,+/+,Body Weight,2019-08-28,17.8,NA,11
80,23035,8902,F,+/+,Total Fat Mass,2019-08-28,2.12,NA,11
80,23035,8902,F,+/+,Body Weight,2019-08-28,17.8,NA,11
80,23035,8902,F,+/+,Total Fat Mass,2019-08-28,2.12,NA,11
80,23035,8902,F,+/+,Lean Mass,2019-08-28,14.05,NA,11
80,23035,8902,F,+/+,Body Weight,2019-08-28,17.8,NA,11
80,23035,8902,F,+/+,Plasma Glucose,2019-08-28,NA,NA,11
80,23035,8902,F,+/+,Total Fat Mass,2019-08-28,2.12,NA,11
80,23035,8902,F,+/+,Lean Mass,2019-08-28,14.05,NA,11
78,23036,8905,M,+/+,Body Weight,2019-08-28,26.2,NA,11
78,23036,8905,M,+/+,Total Fat Mass,2019-08-28,3.46,NA,11
78,23036,8905,M,+/+,Body Weight,2019-08-28,26.2,NA,11
78,23036,8905,M,+/+,Total Fat Mass,2019-08-28,3.46,NA,11
78,23036,8905,M,+/+,Lean Mass,2019-08-28,20.29,NA,11
78,23036,8905,M,+/+,Body Weight,2019-08-28,26.2,NA,11
78,23036,8905,M,+/+,Plasma Glucose,2019-08-28,NA,NA,11
78,23036,8905,M,+/+,Total Fat Mass,2019-08-28,3.46,NA,11
78,23036,8905,M,+/+,Lean Mass,2019-08-28,20.29,NA,11
78,23037,8906,F,+/+,Body Weight,2019-08-28,18.4,NA,11
78,23037,8906,F,+/+,Total Fat Mass,2019-08-28,1.95,NA,11
78,23037,8906,F,+/+,Body Weight,2019-08-28,18.4,NA,11
78,23037,8906,F,+/+,Total Fat Mass,2019-08-28,1.95,NA,11
78,23037,8906,F,+/+,Lean Mass,2019-08-28,14.7,NA,11
78,23037,8906,F,+/+,Body Weight,2019-08-28,18.4,NA,11
78,23037,8906,F,+/+,Plasma Glucose,2019-08-28,NA,NA,11
78,23037,8906,F,+/+,Total Fat Mass,2019-08-28,1.95,NA,11
78,23037,8906,F,+/+,Lean Mass,2019-08-28,14.7,NA,11
78,23038,8907,F,-/-,Body Weight,2019-08-28,18.8,NA,11
78,23038,8907,F,-/-,Total Fat Mass,2019-08-28,2.44,NA,11
78,23038,8907,F,-/-,Body Weight,2019-08-28,18.8,NA,11
78,23038,8907,F,-/-,Total Fat Mass,2019-08-28,2.44,NA,11
78,23038,8907,F,-/-,Lean Mass,2019-08-28,14.49,NA,11
78,23038,8907,F,-/-,Body Weight,2019-08-28,18.8,NA,11
78,23038,8907,F,-/-,Plasma Glucose,2019-08-28,NA,NA,11
78,23038,8907,F,-/-,Total Fat Mass,2019-08-28,2.44,NA,11
78,23038,8907,F,-/-,Lean Mass,2019-08-28,14.49,NA,11
78,23039,8908,F,-/-,Body Weight,2019-08-28,19.7,NA,11
78,23039,8908,F,-/-,Total Fat Mass,2019-08-28,2.21,NA,11
78,23039,8908,F,-/-,Body Weight,2019-08-28,19.7,NA,11
78,23039,8908,F,-/-,Total Fat Mass,2019-08-28,2.21,NA,11
78,23039,8908,F,-/-,Lean Mass,2019-08-28,15.53,NA,11
78,23039,8908,F,-/-,Body Weight,2019-08-28,19.7,NA,11
78,23039,8908,F,-/-,Plasma Glucose,2019-08-28,NA,NA,11
78,23039,8908,F,-/-,Total Fat Mass,2019-08-28,2.21,NA,11
78,23039,8908,F,-/-,Lean Mass,2019-08-28,15.53,NA,11
78,23040,8903,M,+/+,Body Weight,2019-08-28,21.6,NA,11
78,23040,8903,M,+/+,Total Fat Mass,2019-08-28,2.21,NA,11
78,23040,8903,M,+/+,Body Weight,2019-08-28,21.6,NA,11
78,23040,8903,M,+/+,Total Fat Mass,2019-08-28,2.21,NA,11
78,23040,8903,M,+/+,Lean Mass,2019-08-28,17.77,NA,11
78,23040,8903,M,+/+,Body Weight,2019-08-28,21.6,NA,11
78,23040,8903,M,+/+,Plasma Glucose,2019-08-28,NA,NA,11
78,23040,8903,M,+/+,Total Fat Mass,2019-08-28,2.21,NA,11
78,23040,8903,M,+/+,Lean Mass,2019-08-28,17.77,NA,11
78,23041,8904,M,+/+,Body Weight,2019-08-28,23.5,NA,11
78,23041,8904,M,+/+,Total Fat Mass,2019-08-28,3.42,NA,11
78,23041,8904,M,+/+,Body Weight,2019-08-28,23.5,NA,11
78,23041,8904,M,+/+,Total Fat Mass,2019-08-28,3.42,NA,11
78,23041,8904,M,+/+,Lean Mass,2019-08-28,17.97,NA,11
78,23041,8904,M,+/+,Body Weight,2019-08-28,23.5,NA,11
78,23041,8904,M,+/+,Plasma Glucose,2019-08-28,NA,NA,11
78,23041,8904,M,+/+,Total Fat Mass,2019-08-28,3.42,NA,11
78,23041,8904,M,+/+,Lean Mass,2019-08-28,17.97,NA,11
37,23300,9153,M,-/-,Body Weight,2019-08-28,18.9,NA,5
37,23300,9153,M,-/-,Total Fat Mass,2019-08-28,1.56,NA,5
37,23300,9153,M,-/-,Body Weight,2019-08-28,18.9,NA,5
37,23300,9153,M,-/-,Total Fat Mass,2019-08-28,1.56,NA,5
37,23300,9153,M,-/-,Lean Mass,2019-08-28,15.54,NA,5
37,23300,9153,M,-/-,Body Weight,2019-08-28,18.9,NA,5
37,23300,9153,M,-/-,Total Fat Mass,2019-08-28,1.56,NA,5
37,23300,9153,M,-/-,Lean Mass,2019-08-28,15.54,NA,5
37,23301,9154,M,+/+,Body Weight,2019-08-28,12.7,NA,5
37,23301,9154,M,+/+,Total Fat Mass,2019-08-28,0.93,NA,5
37,23301,9154,M,+/+,Body Weight,2019-08-28,12.7,NA,5
37,23301,9154,M,+/+,Total Fat Mass,2019-08-28,0.93,NA,5
37,23301,9154,M,+/+,Lean Mass,2019-08-28,10.42,NA,5
37,23301,9154,M,+/+,Body Weight,2019-08-28,12.7,NA,5
37,23301,9154,M,+/+,Total Fat Mass,2019-08-28,0.93,NA,5
37,23301,9154,M,+/+,Lean Mass,2019-08-28,10.42,NA,5
