age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Cohort,Mass,Diet,start.date,injection.days,diet.time,Mass.Change
93,16978,4111,F,+/+,Lean Mass,2017-07-20,1,15.88,Ketogenic Diet,2017-06-21,29,3,-0.22999999999999865
93,16979,4112,F,+/+,Body Weight,2017-07-20,1,20.3,Ketogenic Diet,2017-06-21,29,3,-0.5999999999999979
93,16979,4112,F,+/+,Total Fat Mass,2017-07-20,1,2.75,Ketogenic Diet,2017-06-21,29,3,-0.45999999999999996
93,16979,4112,F,+/+,Lean Mass,2017-07-20,1,15.8,Ketogenic Diet,2017-06-21,29,3,-0.23999999999999844
93,16980,4113,F,+/+,Body Weight,2017-07-20,1,20.9,Ketogenic Diet,2017-06-21,29,3,0.5
93,16980,4113,F,+/+,Total Fat Mass,2017-07-20,1,3.37,Ketogenic Diet,2017-06-21,29,3,0.43999999999999995
93,16980,4113,F,+/+,Lean Mass,2017-07-20,1,15.71,Ketogenic Diet,2017-06-21,29,3,0.1700000000000017
93,16981,4114,F,+/+,Body Weight,2017-07-20,1,23.6,Control Diet,2017-06-21,29,3,0.8000000000000007
93,16981,4114,F,+/+,Total Fat Mass,2017-07-20,1,4.22,Control Diet,2017-06-21,29,3,0.019999999999999574
93,16981,4114,F,+/+,Lean Mass,2017-07-20,1,17.66,Control Diet,2017-06-21,29,3,0.9299999999999997
93,16982,4115,F,+/+,Body Weight,2017-07-20,1,21,Control Diet,2017-06-21,29,3,0.8999999999999986
93,16982,4115,F,+/+,Total Fat Mass,2017-07-20,1,2.78,Control Diet,2017-06-21,29,3,0.8999999999999999
93,16982,4115,F,+/+,Lean Mass,2017-07-20,1,16.46,Control Diet,2017-06-21,29,3,0
93,16984,4116,F,+/+,Body Weight,2017-07-20,1,21.8,Control Diet,2017-06-21,29,3,1
93,16984,4116,F,+/+,Total Fat Mass,2017-07-20,1,3.43,Control Diet,2017-06-21,29,3,0.28000000000000025
93,16984,4116,F,+/+,Lean Mass,2017-07-20,1,16.5,Control Diet,2017-06-21,29,3,0.5999999999999996
93,16985,4117,F,+/+,Body Weight,2017-07-20,1,20.8,Control Diet,2017-06-21,29,3,2
93,16985,4117,F,+/+,Total Fat Mass,2017-07-20,1,3.33,Control Diet,2017-06-21,29,3,1.97
93,16985,4117,F,+/+,Lean Mass,2017-07-20,1,15.72,Control Diet,2017-06-21,29,3,0.07000000000000028
97,16951,4086,M,+/+,Body Weight,2017-07-24,1,29.1,Control Diet,2017-06-21,33,4,4.100000000000001
97,16951,4086,M,+/+,Total Fat Mass,2017-07-24,1,6.02,Control Diet,2017-06-21,33,4,2.7699999999999996
97,16951,4086,M,+/+,Lean Mass,2017-07-24,1,21.38,Control Diet,2017-06-21,33,4,1.5399999999999991
97,16952,4087,M,+/+,Body Weight,2017-07-24,1,27.8,Control Diet,2017-06-21,33,4,4.699999999999999
97,16952,4087,M,+/+,Total Fat Mass,2017-07-24,1,5.34,Control Diet,2017-06-21,33,4,2.58
97,16952,4087,M,+/+,Lean Mass,2017-07-24,1,20.59,Control Diet,2017-06-21,33,4,2
97,16953,4088,M,+/+,Body Weight,2017-07-24,1,25.9,Control Diet,2017-06-21,33,4,1.8999999999999986
97,16953,4088,M,+/+,Total Fat Mass,2017-07-24,1,4.74,Control Diet,2017-06-21,33,4,2.7600000000000002
97,16953,4088,M,+/+,Lean Mass,2017-07-24,1,19.36,Control Diet,2017-06-21,33,4,-0.75
97,16954,4089,M,+/+,Body Weight,2017-07-24,1,28.9,Control Diet,2017-06-21,33,4,5.199999999999999
97,16954,4089,M,+/+,Total Fat Mass,2017-07-24,1,6.81,Control Diet,2017-06-21,33,4,3.4399999999999995
97,16954,4089,M,+/+,Lean Mass,2017-07-24,1,20.49,Control Diet,2017-06-21,33,4,1.8199999999999967
97,16955,4090,M,+/+,Body Weight,2017-07-24,1,24.1,Ketogenic Diet,2017-06-21,33,4,-0.5
97,16955,4090,M,+/+,Total Fat Mass,2017-07-24,1,2.13,Ketogenic Diet,2017-06-21,33,4,-1.38
97,16955,4090,M,+/+,Lean Mass,2017-07-24,1,19.9,Ketogenic Diet,2017-06-21,33,4,0.639999999999997
97,16956,4091,M,+/+,Body Weight,2017-07-24,1,26,Ketogenic Diet,2017-06-21,33,4,-0.1999999999999993
97,16956,4091,M,+/+,Total Fat Mass,2017-07-24,1,3.4,Ketogenic Diet,2017-06-21,33,4,-0.7900000000000005
97,16956,4091,M,+/+,Lean Mass,2017-07-24,1,20.5,Ketogenic Diet,2017-06-21,33,4,0.3200000000000003
97,16957,4092,M,+/+,Body Weight,2017-07-24,1,21.6,Ketogenic Diet,2017-06-21,33,4,-1.0999999999999979
97,16957,4092,M,+/+,Total Fat Mass,2017-07-24,1,2.13,Ketogenic Diet,2017-06-21,33,4,-0.8700000000000001
97,16957,4092,M,+/+,Lean Mass,2017-07-24,1,17.88,Ketogenic Diet,2017-06-21,33,4,-0.2900000000000027
97,16958,4093,M,+/+,Body Weight,2017-07-24,1,22.2,Ketogenic Diet,2017-06-21,33,4,-0.1999999999999993
97,16958,4093,M,+/+,Total Fat Mass,2017-07-24,1,3.5,Ketogenic Diet,2017-06-21,33,4,0.43999999999999995
97,16958,4093,M,+/+,Lean Mass,2017-07-24,1,17.31,Ketogenic Diet,2017-06-21,33,4,-0.3000000000000007
97,16959,4094,M,+/+,Body Weight,2017-07-24,1,28.7,Control Diet,2017-06-21,33,4,2.1999999999999993
97,16959,4094,M,+/+,Total Fat Mass,2017-07-24,1,6.78,Control Diet,2017-06-21,33,4,2.4300000000000006
97,16959,4094,M,+/+,Lean Mass,2017-07-24,1,20,Control Diet,2017-06-21,33,4,-0.21999999999999886
97,16960,4095,M,+/+,Body Weight,2017-07-24,1,26.3,Control Diet,2017-06-21,33,4,3.3000000000000007
97,16960,4095,M,+/+,Total Fat Mass,2017-07-24,1,5.02,Control Diet,2017-06-21,33,4,2.1699999999999995
97,16960,4095,M,+/+,Lean Mass,2017-07-24,1,19.5,Control Diet,2017-06-21,33,4,1.0100000000000016
97,16961,4096,M,+/+,Body Weight,2017-07-24,1,28.3,Control Diet,2017-06-21,33,4,4.5
97,16961,4096,M,+/+,Total Fat Mass,2017-07-24,1,5.39,Control Diet,2017-06-21,33,4,3.38
97,16961,4096,M,+/+,Lean Mass,2017-07-24,1,21.25,Control Diet,2017-06-21,33,4,1.2300000000000004
97,16963,4097,M,+/+,Body Weight,2017-07-24,1,27.3,Control Diet,2017-06-21,33,4,1.9000000000000021
97,16963,4097,M,+/+,Total Fat Mass,2017-07-24,1,4.72,Control Diet,2017-06-21,33,4,2.15
97,16963,4097,M,+/+,Lean Mass,2017-07-24,1,20.92,Control Diet,2017-06-21,33,4,-0.08999999999999986
97,16964,4098,M,+/+,Body Weight,2017-07-24,1,22.7,Ketogenic Diet,2017-06-21,33,4,-1.6999999999999993
97,16964,4098,M,+/+,Total Fat Mass,2017-07-24,1,1.76,Ketogenic Diet,2017-06-21,33,4,-2.2700000000000005
97,16964,4098,M,+/+,Lean Mass,2017-07-24,1,19.14,Ketogenic Diet,2017-06-21,33,4,0.46999999999999886
97,16966,4100,M,+/+,Body Weight,2017-07-24,1,25,Ketogenic Diet,2017-06-21,33,4,1.3000000000000007
97,16966,4100,M,+/+,Total Fat Mass,2017-07-24,1,3.54,Ketogenic Diet,2017-06-21,33,4,1.0100000000000002
97,16966,4100,M,+/+,Lean Mass,2017-07-24,1,19.73,Ketogenic Diet,2017-06-21,33,4,0.6000000000000014
97,16968,4102,F,+/+,Body Weight,2017-07-24,1,20.7,Ketogenic Diet,2017-06-21,33,4,0.3999999999999986
97,16968,4102,F,+/+,Total Fat Mass,2017-07-24,1,4.13,Ketogenic Diet,2017-06-21,33,4,0.9499999999999997
97,16968,4102,F,+/+,Lean Mass,2017-07-24,1,15.03,Ketogenic Diet,2017-06-21,33,4,-0.3500000000000014
97,16969,4103,F,+/+,Body Weight,2017-07-24,1,21.5,Ketogenic Diet,2017-06-21,33,4,1.1999999999999993
97,16969,4103,F,+/+,Total Fat Mass,2017-07-24,1,2.97,Ketogenic Diet,2017-06-21,33,4,0.7400000000000002
97,16969,4103,F,+/+,Lean Mass,2017-07-24,1,17.13,Ketogenic Diet,2017-06-21,33,4,0.9899999999999984
97,16970,4104,F,+/+,Body Weight,2017-07-24,1,20.9,Ketogenic Diet,2017-06-21,33,4,0.29999999999999716
97,16970,4104,F,+/+,Total Fat Mass,2017-07-24,1,3.01,Ketogenic Diet,2017-06-21,33,4,0.9099999999999997
97,16970,4104,F,+/+,Lean Mass,2017-07-24,1,15.95,Ketogenic Diet,2017-06-21,33,4,-0.75
97,16971,4105,F,+/+,Body Weight,2017-07-24,1,19.9,Ketogenic Diet,2017-06-21,33,4,-0.7000000000000028
97,16971,4105,F,+/+,Total Fat Mass,2017-07-24,1,2.87,Ketogenic Diet,2017-06-21,33,4,0.040000000000000036
97,16971,4105,F,+/+,Lean Mass,2017-07-24,1,15.39,Ketogenic Diet,2017-06-21,33,4,-1.5899999999999999
97,16972,4106,F,+/+,Body Weight,2017-07-24,1,23.4,Control Diet,2017-06-21,33,4,3.6999999999999993
97,16972,4106,F,+/+,Total Fat Mass,2017-07-24,1,5.5,Control Diet,2017-06-21,33,4,2.5
97,16972,4106,F,+/+,Lean Mass,2017-07-24,1,16.3,Control Diet,2017-06-21,33,4,1.08
97,16973,4107,F,+/+,Body Weight,2017-07-24,1,21.7,Control Diet,2017-06-21,33,4,1.8999999999999986
97,16973,4107,F,+/+,Total Fat Mass,2017-07-24,1,3.62,Control Diet,2017-06-21,33,4,0.6299999999999999
97,16973,4107,F,+/+,Lean Mass,2017-07-24,1,16.18,Control Diet,2017-06-21,33,4,1.08
97,16974,4108,F,+/+,Body Weight,2017-07-24,1,20.2,Control Diet,2017-06-21,33,4,1.1999999999999993
97,16974,4108,F,+/+,Total Fat Mass,2017-07-24,1,2.95,Control Diet,2017-06-21,33,4,0.3700000000000001
97,16974,4108,F,+/+,Lean Mass,2017-07-24,1,15.74,Control Diet,2017-06-21,33,4,0.8200000000000003
97,16976,4109,F,+/+,Body Weight,2017-07-24,1,21.1,Control Diet,2017-06-21,33,4,3.5
97,16976,4109,F,+/+,Total Fat Mass,2017-07-24,1,4.1,Control Diet,2017-06-21,33,4,1.8799999999999994
97,16976,4109,F,+/+,Lean Mass,2017-07-24,1,15.55,Control Diet,2017-06-21,33,4,1.58
97,16977,4110,F,+/+,Body Weight,2017-07-24,1,19.2,Ketogenic Diet,2017-06-21,33,4,-0.40000000000000213
97,16977,4110,F,+/+,Total Fat Mass,2017-07-24,1,2.37,Ketogenic Diet,2017-06-21,33,4,-0.56
97,16977,4110,F,+/+,Lean Mass,2017-07-24,1,15.22,Ketogenic Diet,2017-06-21,33,4,0.45000000000000107
97,16978,4111,F,+/+,Body Weight,2017-07-24,1,20.4,Ketogenic Diet,2017-06-21,33,4,-0.8000000000000007
97,16978,4111,F,+/+,Total Fat Mass,2017-07-24,1,2.62,Ketogenic Diet,2017-06-21,33,4,-0.5
97,16978,4111,F,+/+,Lean Mass,2017-07-24,1,16.12,Ketogenic Diet,2017-06-21,33,4,0.010000000000001563
97,16979,4112,F,+/+,Body Weight,2017-07-24,1,20.3,Ketogenic Diet,2017-06-21,33,4,-0.5999999999999979
97,16979,4112,F,+/+,Total Fat Mass,2017-07-24,1,2.85,Ketogenic Diet,2017-06-21,33,4,-0.3599999999999999
97,16979,4112,F,+/+,Lean Mass,2017-07-24,1,15.85,Ketogenic Diet,2017-06-21,33,4,-0.1899999999999995
97,16980,4113,F,+/+,Body Weight,2017-07-24,1,20.8,Ketogenic Diet,2017-06-21,33,4,0.40000000000000213
97,16980,4113,F,+/+,Total Fat Mass,2017-07-24,1,3.51,Ketogenic Diet,2017-06-21,33,4,0.5799999999999996
97,16980,4113,F,+/+,Lean Mass,2017-07-24,1,15.67,Ketogenic Diet,2017-06-21,33,4,0.13000000000000078
97,16981,4114,F,+/+,Body Weight,2017-07-24,1,23.8,Control Diet,2017-06-21,33,4,1
97,16981,4114,F,+/+,Total Fat Mass,2017-07-24,1,4.22,Control Diet,2017-06-21,33,4,0.019999999999999574
97,16981,4114,F,+/+,Lean Mass,2017-07-24,1,17.76,Control Diet,2017-06-21,33,4,1.0300000000000011
97,16982,4115,F,+/+,Body Weight,2017-07-24,1,21.1,Control Diet,2017-06-21,33,4,1
97,16982,4115,F,+/+,Total Fat Mass,2017-07-24,1,2.72,Control Diet,2017-06-21,33,4,0.8400000000000003
97,16982,4115,F,+/+,Lean Mass,2017-07-24,1,16.74,Control Diet,2017-06-21,33,4,0.2799999999999976
97,16984,4116,F,+/+,Body Weight,2017-07-24,1,22.2,Control Diet,2017-06-21,33,4,1.3999999999999986
97,16984,4116,F,+/+,Total Fat Mass,2017-07-24,1,3.51,Control Diet,2017-06-21,33,4,0.3599999999999999
97,16984,4116,F,+/+,Lean Mass,2017-07-24,1,16.88,Control Diet,2017-06-21,33,4,0.97999999999999865
97,16985,4117,F,+/+,Body Weight,2017-07-24,1,20.7,Control Diet,2017-06-21,33,4,1.8999999999999986
97,16985,4117,F,+/+,Total Fat Mass,2017-07-24,1,2.97,Control Diet,2017-06-21,33,4,1.61
97,16985,4117,F,+/+,Lean Mass,2017-07-24,1,16.01,Control Diet,2017-06-21,33,4,0.3600000000000012
69,19606,1738,M,+/+,Total Fat Mass,2018-03-26,2,3.31,Control Diet,2018-03-26,0,-1,-0.6600000000000001
69,19606,1738,M,+/+,Lean Mass,2018-03-26,2,18.78,Control Diet,2018-03-26,0,-1,0.46000000000000085
69,19606,1738,M,+/+,Body Weight,2018-03-26,2,23.8,Control Diet,2018-03-26,0,-1,0.10000000000000142
69,19607,1739,M,+/+,Total Fat Mass,2018-03-26,2,2.91,Ketogenic Diet,2018-03-26,0,-1,-0.3999999999999999
69,19607,1739,M,+/+,Lean Mass,2018-03-26,2,20.08,Ketogenic Diet,2018-03-26,0,-1,1.1999999999999993
69,19607,1739,M,+/+,Body Weight,2018-03-26,2,24.8,Ketogenic Diet,2018-03-26,0,-1,0.8000000000000007
69,19608,1740,M,+/+,Total Fat Mass,2018-03-26,2,3.13,Ketogenic Diet,2018-03-26,0,-1,-1
69,19608,1740,M,+/+,Lean Mass,2018-03-26,2,20.66,Ketogenic Diet,2018-03-26,0,-1,1.1900000000000013
69,19608,1740,M,+/+,Body Weight,2018-03-26,2,25,Ketogenic Diet,2018-03-26,0,-1,-0.5
69,19609,1741,M,+/+,Total Fat Mass,2018-03-26,2,2.3,Ketogenic Diet,2018-03-26,0,-1,NaN
69,19609,1741,M,+/+,Lean Mass,2018-03-26,2,19.64,Ketogenic Diet,2018-03-26,0,-1,NaN
69,19609,1741,M,+/+,Body Weight,2018-03-26,2,23.4,Ketogenic Diet,2018-03-26,0,-1,NaN
69,19610,1742,M,+/+,Lean Mass,2018-03-26,2,20.69,Ketogenic Diet,2018-03-26,0,-1,1.240000000000002
69,19610,1742,M,+/+,Total Fat Mass,2018-03-26,2,2.61,Ketogenic Diet,2018-03-26,0,-1,-0.6600000000000001
69,19610,1742,M,+/+,Body Weight,2018-03-26,2,24.8,Ketogenic Diet,2018-03-26,0,-1,0.1999999999999993
69,19611,1743,M,+/+,Body Weight,2018-03-26,2,25.8,Ketogenic Diet,2018-03-26,0,-1,0.6000000000000014
69,19611,1743,M,+/+,Lean Mass,2018-03-26,2,20.78,Ketogenic Diet,2018-03-26,0,-1,1.5800000000000018
69,19611,1743,M,+/+,Total Fat Mass,2018-03-26,2,3.331,Ketogenic Diet,2018-03-26,0,-1,-0.8489999999999998
69,19612,1744,M,+/+,Lean Mass,2018-03-26,2,17.97,Ketogenic Diet,2018-03-26,0,-1,0.2699999999999996
69,19612,1744,M,+/+,Total Fat Mass,2018-03-26,2,2.54,Ketogenic Diet,2018-03-26,0,-1,-0.96
69,19612,1744,M,+/+,Body Weight,2018-03-26,2,22.2,Ketogenic Diet,2018-03-26,0,-1,-0.3000000000000007
69,19613,1745,M,+/+,Total Fat Mass,2018-03-26,2,2.68,Control Diet,2018-03-26,0,-1,1.2800000000000002
69,19613,1745,M,+/+,Lean Mass,2018-03-26,2,18.41,Control Diet,2018-03-26,0,-1,2.49
69,19613,1745,M,+/+,Body Weight,2018-03-26,2,22.8,Control Diet,2018-03-26,0,-1,3.8000000000000007
69,19614,1746,M,+/+,Total Fat Mass,2018-03-26,2,3.18,Ketogenic Diet,2018-03-26,0,-1,-1.4099999999999997
69,19614,1746,M,+/+,Lean Mass,2018-03-26,2,19.09,Ketogenic Diet,2018-03-26,0,-1,0.6099999999999994
69,19614,1746,M,+/+,Body Weight,2018-03-26,2,24,Ketogenic Diet,2018-03-26,0,-1,-0.6999999999999993
69,19615,1747,M,+/+,Body Weight,2018-03-26,2,23.6,Ketogenic Diet,2018-03-26,0,-1,-0.5
69,19615,1747,M,+/+,Total Fat Mass,2018-03-26,2,3.59,Ketogenic Diet,2018-03-26,0,-1,-0.8799999999999999
69,19615,1747,M,+/+,Lean Mass,2018-03-26,2,18.57,Ketogenic Diet,2018-03-26,0,-1,0.5
69,19616,1748,M,+/+,Total Fat Mass,2018-03-26,2,2.86,Ketogenic Diet,2018-03-26,0,-1,-2.3300000000000005
69,19616,1748,M,+/+,Lean Mass,2018-03-26,2,20.21,Ketogenic Diet,2018-03-26,0,-1,0.5700000000000003
69,19616,1748,M,+/+,Body Weight,2018-03-26,2,24.6,Ketogenic Diet,2018-03-26,0,-1,-2
69,19617,1749,M,+/+,Total Fat Mass,2018-03-26,2,2.08,Control Diet,2018-03-26,0,-1,-1.0299999999999998
69,19617,1749,M,+/+,Lean Mass,2018-03-26,2,20.2,Control Diet,2018-03-26,0,-1,1.0700000000000003
69,19617,1749,M,+/+,Body Weight,2018-03-26,2,23.8,Control Diet,2018-03-26,0,-1,-0.1999999999999993
69,19618,1750,M,+/+,Total Fat Mass,2018-03-26,2,2.97,Control Diet,2018-03-26,0,-1,-0.6499999999999999
69,19618,1750,M,+/+,Lean Mass,2018-03-26,2,19.36,Control Diet,2018-03-26,0,-1,0.05000000000000071
69,19618,1750,M,+/+,Body Weight,2018-03-26,2,24,Control Diet,2018-03-26,0,-1,-0.3999999999999986
69,19619,1751,M,+/+,Body Weight,2018-03-26,2,24.4,Ketogenic Diet,2018-03-26,0,-1,-0.7000000000000028
69,19619,1751,M,+/+,Lean Mass,2018-03-26,2,20.55,Ketogenic Diet,2018-03-26,0,-1,1.2100000000000009
69,19619,1751,M,+/+,Lean Mass,2018-03-26,2,20.55,Ketogenic Diet,2018-03-26,0,-1,1.2100000000000009
69,19620,1752,M,+/+,Body Weight,2018-03-26,2,23.2,Ketogenic Diet,2018-03-26,0,-1,0.09999999999999787
69,19620,1752,M,+/+,Total Fat Mass,2018-03-26,2,3.73,Ketogenic Diet,2018-03-26,0,-1,-0.7899999999999996
69,19620,1752,M,+/+,Lean Mass,2018-03-26,2,17.9,Ketogenic Diet,2018-03-26,0,-1,0.7299999999999969
69,19621,1753,M,+/+,Total Fat Mass,2018-03-26,2,2.22,Ketogenic Diet,2018-03-26,0,-1,-0.44999999999999973
69,19621,1753,M,+/+,Lean Mass,2018-03-26,2,18.58,Ketogenic Diet,2018-03-26,0,-1,0.6599999999999966
69,19621,1753,M,+/+,Body Weight,2018-03-26,2,22.8,Ketogenic Diet,2018-03-26,0,-1,0.40000000000000213
76,19606,1738,M,+/+,Body Weight,2018-04-02,2,23.7,Control Diet,2018-03-26,7,0,0
76,19606,1738,M,+/+,Total Fat Mass,2018-04-02,2,3.97,Control Diet,2018-03-26,7,0,0
76,19606,1738,M,+/+,Lean Mass,2018-04-02,2,18.32,Control Diet,2018-03-26,7,0,0
76,19607,1739,M,+/+,Body Weight,2018-04-02,2,24,Ketogenic Diet,2018-03-26,7,0,0
76,19607,1739,M,+/+,Total Fat Mass,2018-04-02,2,3.31,Ketogenic Diet,2018-03-26,7,0,0
76,19607,1739,M,+/+,Lean Mass,2018-04-02,2,18.88,Ketogenic Diet,2018-03-26,7,0,0
76,19608,1740,M,+/+,Body Weight,2018-04-02,2,25.5,Ketogenic Diet,2018-03-26,7,0,0
76,19608,1740,M,+/+,Total Fat Mass,2018-04-02,2,4.13,Ketogenic Diet,2018-03-26,7,0,0
76,19608,1740,M,+/+,Lean Mass,2018-04-02,2,19.47,Ketogenic Diet,2018-03-26,7,0,0
76,19610,1742,M,+/+,Body Weight,2018-04-02,2,24.6,Ketogenic Diet,2018-03-26,7,0,0
76,19610,1742,M,+/+,Total Fat Mass,2018-04-02,2,3.27,Ketogenic Diet,2018-03-26,7,0,0
76,19610,1742,M,+/+,Lean Mass,2018-04-02,2,19.45,Ketogenic Diet,2018-03-26,7,0,0
76,19611,1743,M,+/+,Body Weight,2018-04-02,2,25.2,Ketogenic Diet,2018-03-26,7,0,0
76,19611,1743,M,+/+,Total Fat Mass,2018-04-02,2,4.18,Ketogenic Diet,2018-03-26,7,0,0
76,19611,1743,M,+/+,Lean Mass,2018-04-02,2,19.2,Ketogenic Diet,2018-03-26,7,0,0
76,19612,1744,M,+/+,Body Weight,2018-04-02,2,22.5,Ketogenic Diet,2018-03-26,7,0,0
76,19612,1744,M,+/+,Total Fat Mass,2018-04-02,2,3.5,Ketogenic Diet,2018-03-26,7,0,0
76,19612,1744,M,+/+,Lean Mass,2018-04-02,2,17.7,Ketogenic Diet,2018-03-26,7,0,0
76,19613,1745,M,+/+,Body Weight,2018-04-02,2,19,Control Diet,2018-03-26,7,0,0
76,19613,1745,M,+/+,Total Fat Mass,2018-04-02,2,1.4,Control Diet,2018-03-26,7,0,0
76,19613,1745,M,+/+,Lean Mass,2018-04-02,2,15.92,Control Diet,2018-03-26,7,0,0
76,19614,1746,M,+/+,Body Weight,2018-04-02,2,24.7,Ketogenic Diet,2018-03-26,7,0,0
76,19614,1746,M,+/+,Total Fat Mass,2018-04-02,2,4.59,Ketogenic Diet,2018-03-26,7,0,0
76,19614,1746,M,+/+,Lean Mass,2018-04-02,2,18.48,Ketogenic Diet,2018-03-26,7,0,0
76,19615,1747,M,+/+,Body Weight,2018-04-02,2,24.1,Ketogenic Diet,2018-03-26,7,0,0
76,19615,1747,M,+/+,Total Fat Mass,2018-04-02,2,4.47,Ketogenic Diet,2018-03-26,7,0,0
76,19615,1747,M,+/+,Lean Mass,2018-04-02,2,18.07,Ketogenic Diet,2018-03-26,7,0,0
76,19616,1748,M,+/+,Body Weight,2018-04-02,2,26.6,Ketogenic Diet,2018-03-26,7,0,0
76,19616,1748,M,+/+,Total Fat Mass,2018-04-02,2,5.19,Ketogenic Diet,2018-03-26,7,0,0
76,19616,1748,M,+/+,Lean Mass,2018-04-02,2,19.64,Ketogenic Diet,2018-03-26,7,0,0
76,19617,1749,M,+/+,Body Weight,2018-04-02,2,24,Control Diet,2018-03-26,7,0,0
76,19617,1749,M,+/+,Total Fat Mass,2018-04-02,2,3.11,Control Diet,2018-03-26,7,0,0
76,19617,1749,M,+/+,Lean Mass,2018-04-02,2,19.13,Control Diet,2018-03-26,7,0,0
76,19618,1750,M,+/+,Body Weight,2018-04-02,2,24.4,Control Diet,2018-03-26,7,0,0
76,19618,1750,M,+/+,Total Fat Mass,2018-04-02,2,3.62,Control Diet,2018-03-26,7,0,0
76,19618,1750,M,+/+,Lean Mass,2018-04-02,2,19.31,Control Diet,2018-03-26,7,0,0
76,19619,1751,M,+/+,Body Weight,2018-04-02,2,25.1,Ketogenic Diet,2018-03-26,7,0,0
76,19619,1751,M,+/+,Total Fat Mass,2018-04-02,2,4.04,Ketogenic Diet,2018-03-26,7,0,0
76,19619,1751,M,+/+,Lean Mass,2018-04-02,2,19.34,Ketogenic Diet,2018-03-26,7,0,0
76,19620,1752,M,+/+,Body Weight,2018-04-02,2,23.1,Ketogenic Diet,2018-03-26,7,0,0
76,19620,1752,M,+/+,Total Fat Mass,2018-04-02,2,4.52,Ketogenic Diet,2018-03-26,7,0,0
76,19620,1752,M,+/+,Lean Mass,2018-04-02,2,17.17,Ketogenic Diet,2018-03-26,7,0,0
76,19621,1753,M,+/+,Body Weight,2018-04-02,2,22.4,Ketogenic Diet,2018-03-26,7,0,0
76,19621,1753,M,+/+,Total Fat Mass,2018-04-02,2,2.67,Ketogenic Diet,2018-03-26,7,0,0
76,19621,1753,M,+/+,Lean Mass,2018-04-02,2,17.92,Ketogenic Diet,2018-03-26,7,0,0
83,19606,1738,M,+/+,Body Weight,2018-04-09,2,25.4,Control Diet,2018-03-26,14,1,1.6999999999999993
83,19606,1738,M,+/+,Total Fat Mass,2018-04-09,2,5.52,Control Diet,2018-03-26,14,1,1.5499999999999994
83,19606,1738,M,+/+,Lean Mass,2018-04-09,2,18.15,Control Diet,2018-03-26,14,1,-0.1700000000000017
83,19607,1739,M,+/+,Body Weight,2018-04-09,2,24.4,Ketogenic Diet,2018-03-26,14,1,0.3999999999999986
83,19607,1739,M,+/+,Total Fat Mass,2018-04-09,2,3.94,Ketogenic Diet,2018-03-26,14,1,0.6299999999999999
83,19607,1739,M,+/+,Lean Mass,2018-04-09,2,18.73,Ketogenic Diet,2018-03-26,14,1,-0.14999999999999858
83,19608,1740,M,+/+,Body Weight,2018-04-09,2,24.4,Ketogenic Diet,2018-03-26,14,1,-1.1000000000000014
83,19608,1740,M,+/+,Total Fat Mass,2018-04-09,2,4.23,Ketogenic Diet,2018-03-26,14,1,0.10000000000000053
83,19608,1740,M,+/+,Lean Mass,2018-04-09,2,18.41,Ketogenic Diet,2018-03-26,14,1,-1.0599999999999987
83,19610,1742,M,+/+,Body Weight,2018-04-09,2,26.4,Ketogenic Diet,2018-03-26,14,1,1.7999999999999972
83,19610,1742,M,+/+,Total Fat Mass,2018-04-09,2,4.37,Ketogenic Diet,2018-03-26,14,1,1.1
83,19610,1742,M,+/+,Lean Mass,2018-04-09,2,20.39,Ketogenic Diet,2018-03-26,14,1,0.9400000000000013
83,19611,1743,M,+/+,Body Weight,2018-04-09,2,26.4,Ketogenic Diet,2018-03-26,14,1,1.1999999999999993
83,19611,1743,M,+/+,Total Fat Mass,2018-04-09,2,5.18,Ketogenic Diet,2018-03-26,14,1,1
83,19611,1743,M,+/+,Lean Mass,2018-04-09,2,19.25,Ketogenic Diet,2018-03-26,14,1,0.05000000000000071
83,19612,1744,M,+/+,Body Weight,2018-04-09,2,24.8,Ketogenic Diet,2018-03-26,14,1,2.3000000000000007
83,19612,1744,M,+/+,Total Fat Mass,2018-04-09,2,4.41,Ketogenic Diet,2018-03-26,14,1,0.9100000000000001
83,19612,1744,M,+/+,Lean Mass,2018-04-09,2,18.69,Ketogenic Diet,2018-03-26,14,1,0.990000000000002
83,19614,1746,M,+/+,Body Weight,2018-04-09,2,27.4,Ketogenic Diet,2018-03-26,14,1,2.6999999999999993
83,19614,1746,M,+/+,Total Fat Mass,2018-04-09,2,6.21,Ketogenic Diet,2018-03-26,14,1,1.62
83,19614,1746,M,+/+,Lean Mass,2018-04-09,2,19.65,Ketogenic Diet,2018-03-26,14,1,1.1699999999999982
83,19615,1747,M,+/+,Body Weight,2018-04-09,2,26.4,Ketogenic Diet,2018-03-26,14,1,2.299999999999997
83,19615,1747,M,+/+,Total Fat Mass,2018-04-09,2,5.88,Ketogenic Diet,2018-03-26,14,1,1.4100000000000001
83,19615,1747,M,+/+,Lean Mass,2018-04-09,2,18.71,Ketogenic Diet,2018-03-26,14,1,0.6400000000000006
83,19616,1748,M,+/+,Body Weight,2018-04-09,2,28.8,Ketogenic Diet,2018-03-26,14,1,2.1999999999999993
83,19616,1748,M,+/+,Total Fat Mass,2018-04-09,2,6.79,Ketogenic Diet,2018-03-26,14,1,1.5999999999999996
