age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Cohort,Mass,Diet,start.date,injection.days,diet.time,Mass.Change
79,16964,4098,M,+/+,Lean Mass,2017-07-06,1,17.53,Ketogenic Diet,2017-06-21,15,1,-1.1400000000000006
79,16965,4099,M,+/+,Body Weight,2017-07-06,1,23.4,Ketogenic Diet,2017-06-21,15,1,-1.3000000000000007
79,16965,4099,M,+/+,Total Fat Mass,2017-07-06,1,3.11,Ketogenic Diet,2017-06-21,15,1,0.5
79,16965,4099,M,+/+,Lean Mass,2017-07-06,1,18.25,Ketogenic Diet,2017-06-21,15,1,-1.8500000000000014
79,16966,4100,M,+/+,Body Weight,2017-07-06,1,24.1,Ketogenic Diet,2017-06-21,15,1,0.40000000000000213
79,16966,4100,M,+/+,Total Fat Mass,2017-07-06,1,3.58,Ketogenic Diet,2017-06-21,15,1,1.0500000000000003
79,16966,4100,M,+/+,Lean Mass,2017-07-06,1,18.31,Ketogenic Diet,2017-06-21,15,1,-0.8200000000000003
79,16967,4101,M,+/+,Body Weight,2017-07-06,1,21.3,Ketogenic Diet,2017-06-21,15,1,-1.1999999999999993
79,16967,4101,M,+/+,Total Fat Mass,2017-07-06,1,3.25,Ketogenic Diet,2017-06-21,15,1,0.8199999999999998
79,16967,4101,M,+/+,Lean Mass,2017-07-06,1,16.28,Ketogenic Diet,2017-06-21,15,1,-1.759999999999998
79,16968,4102,F,+/+,Body Weight,2017-07-06,1,19.5,Ketogenic Diet,2017-06-21,15,1,-0.8000000000000007
79,16968,4102,F,+/+,Total Fat Mass,2017-07-06,1,3.33,Ketogenic Diet,2017-06-21,15,1,0.1499999999999999
79,16968,4102,F,+/+,Lean Mass,2017-07-06,1,14.48,Ketogenic Diet,2017-06-21,15,1,-0.9000000000000004
79,16969,4103,F,+/+,Body Weight,2017-07-06,1,19.2,Ketogenic Diet,2017-06-21,15,1,-1.1000000000000014
79,16969,4103,F,+/+,Total Fat Mass,2017-07-06,1,2.39,Ketogenic Diet,2017-06-21,15,1,0.16000000000000014
79,16969,4103,F,+/+,Lean Mass,2017-07-06,1,15.08,Ketogenic Diet,2017-06-21,15,1,-1.0600000000000005
79,16970,4104,F,+/+,Body Weight,2017-07-06,1,20,Ketogenic Diet,2017-06-21,15,1,-0.6000000000000014
79,16970,4104,F,+/+,Total Fat Mass,2017-07-06,1,2.34,Ketogenic Diet,2017-06-21,15,1,0.23999999999999977
79,16970,4104,F,+/+,Lean Mass,2017-07-06,1,15.78,Ketogenic Diet,2017-06-21,15,1,-0.9199999999999999
79,16971,4105,F,+/+,Body Weight,2017-07-06,1,18.5,Ketogenic Diet,2017-06-21,15,1,-2.1000000000000014
79,16971,4105,F,+/+,Total Fat Mass,2017-07-06,1,2.49,Ketogenic Diet,2017-06-21,15,1,-0.33999999999999986
79,16971,4105,F,+/+,Lean Mass,2017-07-06,1,14.21,Ketogenic Diet,2017-06-21,15,1,-2.7699999999999996
79,16972,4106,F,+/+,Body Weight,2017-07-06,1,21.3,Control Diet,2017-06-21,15,1,1.6000000000000014
79,16972,4106,F,+/+,Total Fat Mass,2017-07-06,1,3.76,Control Diet,2017-06-21,15,1,0.7599999999999998
79,16972,4106,F,+/+,Lean Mass,2017-07-06,1,15.64,Control Diet,2017-06-21,15,1,0.41999999999999993
79,16973,4107,F,+/+,Body Weight,2017-07-06,1,20.4,Control Diet,2017-06-21,15,1,0.5999999999999979
79,16973,4107,F,+/+,Total Fat Mass,2017-07-06,1,3.08,Control Diet,2017-06-21,15,1,0.08999999999999986
79,16973,4107,F,+/+,Lean Mass,2017-07-06,1,15.5,Control Diet,2017-06-21,15,1,0.40000000000000036
79,16974,4108,F,+/+,Body Weight,2017-07-06,1,20.3,Control Diet,2017-06-21,15,1,1.3000000000000007
79,16974,4108,F,+/+,Total Fat Mass,2017-07-06,1,2.64,Control Diet,2017-06-21,15,1,0.06000000000000005
79,16974,4108,F,+/+,Lean Mass,2017-07-06,1,15.73,Control Diet,2017-06-21,15,1,0.8100000000000005
79,16976,4109,F,+/+,Body Weight,2017-07-06,1,19.1,Control Diet,2017-06-21,15,1,1.5
79,16976,4109,F,+/+,Total Fat Mass,2017-07-06,1,2.72,Control Diet,2017-06-21,15,1,0.5
79,16976,4109,F,+/+,Lean Mass,2017-07-06,1,14.59,Control Diet,2017-06-21,15,1,0.6199999999999992
79,16977,4110,F,+/+,Body Weight,2017-07-06,1,18.2,Ketogenic Diet,2017-06-21,15,1,-1.4000000000000021
79,16977,4110,F,+/+,Total Fat Mass,2017-07-06,1,2.76,Ketogenic Diet,2017-06-21,15,1,-0.17000000000000037
79,16977,4110,F,+/+,Lean Mass,2017-07-06,1,13.7,Ketogenic Diet,2017-06-21,15,1,-1.0700000000000003
79,16978,4111,F,+/+,Body Weight,2017-07-06,1,17.7,Ketogenic Diet,2017-06-21,15,1,-3.5
79,16978,4111,F,+/+,Total Fat Mass,2017-07-06,1,2.28,Ketogenic Diet,2017-06-21,15,1,-0.8400000000000003
79,16978,4111,F,+/+,Lean Mass,2017-07-06,1,13.61,Ketogenic Diet,2017-06-21,15,1,-2.5
79,16979,4112,F,+/+,Body Weight,2017-07-06,1,19.8,Ketogenic Diet,2017-06-21,15,1,-1.0999999999999979
79,16979,4112,F,+/+,Total Fat Mass,2017-07-06,1,2.42,Ketogenic Diet,2017-06-21,15,1,-0.79
79,16979,4112,F,+/+,Lean Mass,2017-07-06,1,15.58,Ketogenic Diet,2017-06-21,15,1,-0.4599999999999991
79,16980,4113,F,+/+,Body Weight,2017-07-06,1,19.6,Ketogenic Diet,2017-06-21,15,1,-0.7999999999999972
79,16980,4113,F,+/+,Total Fat Mass,2017-07-06,1,3.22,Ketogenic Diet,2017-06-21,15,1,0.29000000000000004
79,16980,4113,F,+/+,Lean Mass,2017-07-06,1,14.2,Ketogenic Diet,2017-06-21,15,1,-1.3399999999999999
79,16981,4114,F,+/+,Body Weight,2017-07-06,1,22.9,Control Diet,2017-06-21,15,1,0.09999999999999787
79,16981,4114,F,+/+,Total Fat Mass,2017-07-06,1,3.92,Control Diet,2017-06-21,15,1,-0.28000000000000025
79,16981,4114,F,+/+,Lean Mass,2017-07-06,1,16.8,Control Diet,2017-06-21,15,1,0.07000000000000028
79,16982,4115,F,+/+,Body Weight,2017-07-06,1,20.1,Control Diet,2017-06-21,15,1,0
79,16982,4115,F,+/+,Total Fat Mass,2017-07-06,1,1.88,Control Diet,2017-06-21,15,1,0
79,16982,4115,F,+/+,Lean Mass,2017-07-06,1,16.39,Control Diet,2017-06-21,15,1,-0.07000000000000028
79,16984,4116,F,+/+,Body Weight,2017-07-06,1,19.4,Control Diet,2017-06-21,15,1,-1.4000000000000021
79,16984,4116,F,+/+,Total Fat Mass,2017-07-06,1,2.22,Control Diet,2017-06-21,15,1,-0.9299999999999997
79,16984,4116,F,+/+,Lean Mass,2017-07-06,1,15.26,Control Diet,2017-06-21,15,1,-0.6400000000000006
79,16985,4117,F,+/+,Body Weight,2017-07-06,1,19.3,Control Diet,2017-06-21,15,1,0.5
79,16985,4117,F,+/+,Total Fat Mass,2017-07-06,1,1.91,Control Diet,2017-06-21,15,1,0.5499999999999998
79,16985,4117,F,+/+,Lean Mass,2017-07-06,1,15.45,Control Diet,2017-06-21,15,1,-0.20000000000000107
86,16951,4086,M,+/+,Body Weight,2017-07-13,1,27.9,Control Diet,2017-06-21,22,2,2.8999999999999986
86,16951,4086,M,+/+,Total Fat Mass,2017-07-13,1,5.48,Control Diet,2017-06-21,22,2,2.2300000000000004
86,16951,4086,M,+/+,Lean Mass,2017-07-13,1,20.34,Control Diet,2017-06-21,22,2,0.5
86,16952,4087,M,+/+,Body Weight,2017-07-13,1,26,Control Diet,2017-06-21,22,2,2.8999999999999986
86,16952,4087,M,+/+,Total Fat Mass,2017-07-13,1,5,Control Diet,2017-06-21,22,2,2.24
86,16952,4087,M,+/+,Lean Mass,2017-07-13,1,19.23,Control Diet,2017-06-21,22,2,0.6400000000000006
86,16953,4088,M,+/+,Body Weight,2017-07-13,1,25.7,Control Diet,2017-06-21,22,2,1.6999999999999993
86,16953,4088,M,+/+,Total Fat Mass,2017-07-13,1,4.28,Control Diet,2017-06-21,22,2,2.3000000000000003
86,16953,4088,M,+/+,Lean Mass,2017-07-13,1,19.49,Control Diet,2017-06-21,22,2,-0.620000000000001
86,16954,4089,M,+/+,Body Weight,2017-07-13,1,28.1,Control Diet,2017-06-21,22,2,4.400000000000002
86,16954,4089,M,+/+,Total Fat Mass,2017-07-13,1,5.92,Control Diet,2017-06-21,22,2,2.55
86,16954,4089,M,+/+,Lean Mass,2017-07-13,1,20.15,Control Diet,2017-06-21,22,2,1.4799999999999969
86,16955,4090,M,+/+,Body Weight,2017-07-13,1,24.4,Ketogenic Diet,2017-06-21,22,2,-0.20000000000000284
86,16955,4090,M,+/+,Total Fat Mass,2017-07-13,1,3.8,Ketogenic Diet,2017-06-21,22,2,0.29000000000000004
86,16955,4090,M,+/+,Lean Mass,2017-07-13,1,18.73,Ketogenic Diet,2017-06-21,22,2,-0.5300000000000011
86,16956,4091,M,+/+,Body Weight,2017-07-13,1,24.6,Ketogenic Diet,2017-06-21,22,2,-1.5999999999999979
86,16956,4091,M,+/+,Total Fat Mass,2017-07-13,1,3.08,Ketogenic Diet,2017-06-21,22,2,-1.1100000000000003
86,16956,4091,M,+/+,Lean Mass,2017-07-13,1,19.53,Ketogenic Diet,2017-06-21,22,2,-0.6499999999999986
86,16957,4092,M,+/+,Body Weight,2017-07-13,1,21.8,Ketogenic Diet,2017-06-21,22,2,-0.8999999999999986
86,16957,4092,M,+/+,Total Fat Mass,2017-07-13,1,3.02,Ketogenic Diet,2017-06-21,22,2,0.020000000000000018
86,16957,4092,M,+/+,Lean Mass,2017-07-13,1,17.2,Ketogenic Diet,2017-06-21,22,2,-0.9700000000000024
86,16958,4093,M,+/+,Body Weight,2017-07-13,1,21.2,Ketogenic Diet,2017-06-21,22,2,-1.1999999999999993
86,16958,4093,M,+/+,Total Fat Mass,2017-07-13,1,3.25,Ketogenic Diet,2017-06-21,22,2,0.18999999999999995
86,16958,4093,M,+/+,Lean Mass,2017-07-13,1,16.23,Ketogenic Diet,2017-06-21,22,2,-1.379999999999999
86,16959,4094,M,+/+,Body Weight,2017-07-13,1,28.5,Control Diet,2017-06-21,22,2,2
86,16959,4094,M,+/+,Total Fat Mass,2017-07-13,1,6.3,Control Diet,2017-06-21,22,2,1.9500000000000002
86,16959,4094,M,+/+,Lean Mass,2017-07-13,1,20.21,Control Diet,2017-06-21,22,2,-0.00999999999999801
86,16960,4095,M,+/+,Body Weight,2017-07-13,1,24.6,Control Diet,2017-06-21,22,2,1.6000000000000014
86,16960,4095,M,+/+,Total Fat Mass,2017-07-13,1,3.88,Control Diet,2017-06-21,22,2,1.0299999999999998
86,16960,4095,M,+/+,Lean Mass,2017-07-13,1,18.77,Control Diet,2017-06-21,22,2,0.28000000000000114
86,16961,4096,M,+/+,Body Weight,2017-07-13,1,27.4,Control Diet,2017-06-21,22,2,3.599999999999998
86,16961,4096,M,+/+,Total Fat Mass,2017-07-13,1,4.66,Control Diet,2017-06-21,22,2,2.6500000000000004
86,16961,4096,M,+/+,Lean Mass,2017-07-13,1,20.81,Control Diet,2017-06-21,22,2,0.7899999999999991
86,16963,4097,M,+/+,Body Weight,2017-07-13,1,25.9,Control Diet,2017-06-21,22,2,0.5
86,16963,4097,M,+/+,Total Fat Mass,2017-07-13,1,3.56,Control Diet,2017-06-21,22,2,0.9900000000000002
86,16963,4097,M,+/+,Lean Mass,2017-07-13,1,20.36,Control Diet,2017-06-21,22,2,-0.6500000000000021
86,16964,4098,M,+/+,Body Weight,2017-07-13,1,21.9,Ketogenic Diet,2017-06-21,22,2,-2.5
86,16964,4098,M,+/+,Total Fat Mass,2017-07-13,1,2.81,Ketogenic Diet,2017-06-21,22,2,-1.2200000000000002
86,16964,4098,M,+/+,Lean Mass,2017-07-13,1,17.33,Ketogenic Diet,2017-06-21,22,2,-1.3400000000000034
86,16965,4099,M,+/+,Body Weight,2017-07-13,1,16.4,Ketogenic Diet,2017-06-21,22,2,-8.3
86,16965,4099,M,+/+,Total Fat Mass,2017-07-13,1,0.25,Ketogenic Diet,2017-06-21,22,2,-2.36
86,16965,4099,M,+/+,Lean Mass,2017-07-13,1,14.55,Ketogenic Diet,2017-06-21,22,2,-5.550000000000001
86,16966,4100,M,+/+,Body Weight,2017-07-13,1,22.6,Ketogenic Diet,2017-06-21,22,2,-1.0999999999999979
86,16966,4100,M,+/+,Total Fat Mass,2017-07-13,1,2.63,Ketogenic Diet,2017-06-21,22,2,0.10000000000000009
86,16966,4100,M,+/+,Lean Mass,2017-07-13,1,18.26,Ketogenic Diet,2017-06-21,22,2,-0.8699999999999974
86,16967,4101,M,+/+,Body Weight,2017-07-13,1,21.3,Ketogenic Diet,2017-06-21,22,2,-1.1999999999999993
86,16967,4101,M,+/+,Total Fat Mass,2017-07-13,1,4.09,Ketogenic Diet,2017-06-21,22,2,1.6599999999999997
86,16967,4101,M,+/+,Lean Mass,2017-07-13,1,15.66,Ketogenic Diet,2017-06-21,22,2,-2.379999999999999
86,16968,4102,F,+/+,Body Weight,2017-07-13,1,19.2,Ketogenic Diet,2017-06-21,22,2,-1.1000000000000014
86,16968,4102,F,+/+,Total Fat Mass,2017-07-13,1,2.84,Ketogenic Diet,2017-06-21,22,2,-0.3400000000000003
86,16968,4102,F,+/+,Lean Mass,2017-07-13,1,14.47,Ketogenic Diet,2017-06-21,22,2,-0.9100000000000001
86,16969,4103,F,+/+,Body Weight,2017-07-13,1,18.9,Ketogenic Diet,2017-06-21,22,2,-1.4000000000000021
86,16969,4103,F,+/+,Total Fat Mass,2017-07-13,1,2.12,Ketogenic Diet,2017-06-21,22,2,-0.10999999999999988
86,16969,4103,F,+/+,Lean Mass,2017-07-13,1,15.24,Ketogenic Diet,2017-06-21,22,2,-0.9000000000000004
86,16970,4104,F,+/+,Body Weight,2017-07-13,1,20.7,Ketogenic Diet,2017-06-21,22,2,0.09999999999999787
86,16970,4104,F,+/+,Total Fat Mass,2017-07-13,1,2.52,Ketogenic Diet,2017-06-21,22,2,0.41999999999999993
86,16970,4104,F,+/+,Lean Mass,2017-07-13,1,16.17,Ketogenic Diet,2017-06-21,22,2,-0.5299999999999976
86,16971,4105,F,+/+,Body Weight,2017-07-13,1,18.5,Ketogenic Diet,2017-06-21,22,2,-2.1000000000000014
86,16971,4105,F,+/+,Total Fat Mass,2017-07-13,1,2.22,Ketogenic Diet,2017-06-21,22,2,-0.6099999999999999
86,16971,4105,F,+/+,Lean Mass,2017-07-13,1,14.51,Ketogenic Diet,2017-06-21,22,2,-2.4700000000000006
86,16972,4106,F,+/+,Body Weight,2017-07-13,1,21.4,Control Diet,2017-06-21,22,2,1.6999999999999993
86,16972,4106,F,+/+,Total Fat Mass,2017-07-13,1,3.96,Control Diet,2017-06-21,22,2,0.96
86,16972,4106,F,+/+,Lean Mass,2017-07-13,1,15.74,Control Diet,2017-06-21,22,2,0.5199999999999996
86,16973,4107,F,+/+,Body Weight,2017-07-13,1,22,Control Diet,2017-06-21,22,2,2.1999999999999993
86,16973,4107,F,+/+,Total Fat Mass,2017-07-13,1,3.61,Control Diet,2017-06-21,22,2,0.6199999999999997
86,16973,4107,F,+/+,Lean Mass,2017-07-13,1,16.42,Control Diet,2017-06-21,22,2,1.320000000000002
86,16974,4108,F,+/+,Body Weight,2017-07-13,1,20.6,Control Diet,2017-06-21,22,2,1.6000000000000014
86,16974,4108,F,+/+,Total Fat Mass,2017-07-13,1,2.47,Control Diet,2017-06-21,22,2,-0.10999999999999988
86,16974,4108,F,+/+,Lean Mass,2017-07-13,1,16.47,Control Diet,2017-06-21,22,2,1.549999999999999
86,16976,4109,F,+/+,Body Weight,2017-07-13,1,19.8,Control Diet,2017-06-21,22,2,2.1999999999999993
86,16976,4109,F,+/+,Total Fat Mass,2017-07-13,1,2.88,Control Diet,2017-06-21,22,2,0.6599999999999997
86,16976,4109,F,+/+,Lean Mass,2017-07-13,1,15.23,Control Diet,2017-06-21,22,2,1.2599999999999998
86,16977,4110,F,+/+,Body Weight,2017-07-13,1,18.6,Ketogenic Diet,2017-06-21,22,2,-1
86,16977,4110,F,+/+,Total Fat Mass,2017-07-13,1,2.69,Ketogenic Diet,2017-06-21,22,2,-0.2400000000000002
86,16977,4110,F,+/+,Lean Mass,2017-07-13,1,14.27,Ketogenic Diet,2017-06-21,22,2,-0.5
86,16978,4111,F,+/+,Body Weight,2017-07-13,1,18.8,Ketogenic Diet,2017-06-21,22,2,-2.3999999999999986
86,16978,4111,F,+/+,Total Fat Mass,2017-07-13,1,2.06,Ketogenic Diet,2017-06-21,22,2,-1.06
86,16978,4111,F,+/+,Lean Mass,2017-07-13,1,14.84,Ketogenic Diet,2017-06-21,22,2,-1.2699999999999996
86,16979,4112,F,+/+,Body Weight,2017-07-13,1,19.5,Ketogenic Diet,2017-06-21,22,2,-1.3999999999999986
86,16979,4112,F,+/+,Total Fat Mass,2017-07-13,1,2.24,Ketogenic Diet,2017-06-21,22,2,-0.9699999999999998
86,16979,4112,F,+/+,Lean Mass,2017-07-13,1,15.23,Ketogenic Diet,2017-06-21,22,2,-0.8099999999999987
86,16980,4113,F,+/+,Body Weight,2017-07-13,1,19.7,Ketogenic Diet,2017-06-21,22,2,-0.6999999999999993
86,16980,4113,F,+/+,Total Fat Mass,2017-07-13,1,2.91,Ketogenic Diet,2017-06-21,22,2,-0.020000000000000018
86,16980,4113,F,+/+,Lean Mass,2017-07-13,1,15.19,Ketogenic Diet,2017-06-21,22,2,-0.34999999999999964
86,16981,4114,F,+/+,Body Weight,2017-07-13,1,23.9,Control Diet,2017-06-21,22,2,1.0999999999999979
86,16981,4114,F,+/+,Total Fat Mass,2017-07-13,1,4.31,Control Diet,2017-06-21,22,2,0.10999999999999943
86,16981,4114,F,+/+,Lean Mass,2017-07-13,1,17.6,Control Diet,2017-06-21,22,2,0.870000000000001
86,16982,4115,F,+/+,Body Weight,2017-07-13,1,20.3,Control Diet,2017-06-21,22,2,0.1999999999999993
86,16982,4115,F,+/+,Total Fat Mass,2017-07-13,1,2.15,Control Diet,2017-06-21,22,2,0.27
86,16982,4115,F,+/+,Lean Mass,2017-07-13,1,16.25,Control Diet,2017-06-21,22,2,-0.21000000000000085
86,16984,4116,F,+/+,Body Weight,2017-07-13,1,21,Control Diet,2017-06-21,22,2,0.1999999999999993
86,16984,4116,F,+/+,Total Fat Mass,2017-07-13,1,2.88,Control Diet,2017-06-21,22,2,-0.27
86,16984,4116,F,+/+,Lean Mass,2017-07-13,1,16.26,Control Diet,2017-06-21,22,2,0.3600000000000012
86,16985,4117,F,+/+,Body Weight,2017-07-13,1,20.2,Control Diet,2017-06-21,22,2,1.3999999999999986
86,16985,4117,F,+/+,Total Fat Mass,2017-07-13,1,2.56,Control Diet,2017-06-21,22,2,1.2
86,16985,4117,F,+/+,Lean Mass,2017-07-13,1,15.86,Control Diet,2017-06-21,22,2,0.20999999999999908
93,16951,4086,M,+/+,Body Weight,2017-07-20,1,29,Control Diet,2017-06-21,29,3,4
93,16951,4086,M,+/+,Total Fat Mass,2017-07-20,1,6.03,Control Diet,2017-06-21,29,3,2.7800000000000002
93,16951,4086,M,+/+,Lean Mass,2017-07-20,1,20.58,Control Diet,2017-06-21,29,3,0.7399999999999984
93,16952,4087,M,+/+,Body Weight,2017-07-20,1,27.2,Control Diet,2017-06-21,29,3,4.099999999999998
93,16952,4087,M,+/+,Total Fat Mass,2017-07-20,1,5.15,Control Diet,2017-06-21,29,3,2.3900000000000006
93,16952,4087,M,+/+,Lean Mass,2017-07-20,1,20.11,Control Diet,2017-06-21,29,3,1.5199999999999996
93,16953,4088,M,+/+,Body Weight,2017-07-20,1,25.7,Control Diet,2017-06-21,29,3,1.6999999999999993
93,16953,4088,M,+/+,Total Fat Mass,2017-07-20,1,4.68,Control Diet,2017-06-21,29,3,2.6999999999999997
93,16953,4088,M,+/+,Lean Mass,2017-07-20,1,18.99,Control Diet,2017-06-21,29,3,-1.120000000000001
93,16954,4089,M,+/+,Body Weight,2017-07-20,1,29,Control Diet,2017-06-21,29,3,5.300000000000001
93,16954,4089,M,+/+,Total Fat Mass,2017-07-20,1,6.8,Control Diet,2017-06-21,29,3,3.4299999999999997
93,16954,4089,M,+/+,Lean Mass,2017-07-20,1,20.15,Control Diet,2017-06-21,29,3,1.4799999999999969
93,16955,4090,M,+/+,Body Weight,2017-07-20,1,24.2,Ketogenic Diet,2017-06-21,29,3,-0.40000000000000213
93,16955,4090,M,+/+,Total Fat Mass,2017-07-20,1,3.25,Ketogenic Diet,2017-06-21,29,3,-0.2599999999999998
93,16955,4090,M,+/+,Lean Mass,2017-07-20,1,19.11,Ketogenic Diet,2017-06-21,29,3,-0.15000000000000213
93,16956,4091,M,+/+,Body Weight,2017-07-20,1,25.8,Ketogenic Diet,2017-06-21,29,3,-0.3999999999999986
93,16956,4091,M,+/+,Total Fat Mass,2017-07-20,1,3.34,Ketogenic Diet,2017-06-21,29,3,-0.8500000000000005
93,16956,4091,M,+/+,Lean Mass,2017-07-20,1,20.49,Ketogenic Diet,2017-06-21,29,3,0.3099999999999987
93,16957,4092,M,+/+,Body Weight,2017-07-20,1,22.4,Ketogenic Diet,2017-06-21,29,3,-0.3000000000000007
93,16957,4092,M,+/+,Total Fat Mass,2017-07-20,1,2.69,Ketogenic Diet,2017-06-21,29,3,-0.31000000000000005
93,16957,4092,M,+/+,Lean Mass,2017-07-20,1,18.05,Ketogenic Diet,2017-06-21,29,3,-0.120000000000001
93,16958,4093,M,+/+,Body Weight,2017-07-20,1,22.1,Ketogenic Diet,2017-06-21,29,3,-0.29999999999999716
93,16958,4093,M,+/+,Total Fat Mass,2017-07-20,1,3.42,Ketogenic Diet,2017-06-21,29,3,0.3599999999999999
93,16958,4093,M,+/+,Lean Mass,2017-07-20,1,16.96,Ketogenic Diet,2017-06-21,29,3,-0.6499999999999986
93,16959,4094,M,+/+,Body Weight,2017-07-20,1,28.7,Control Diet,2017-06-21,29,3,2.1999999999999993
93,16959,4094,M,+/+,Total Fat Mass,2017-07-20,1,6.52,Control Diet,2017-06-21,29,3,2.17
93,16959,4094,M,+/+,Lean Mass,2017-07-20,1,19.88,Control Diet,2017-06-21,29,3,-0.33999999999999986
93,16960,4095,M,+/+,Body Weight,2017-07-20,1,25.4,Control Diet,2017-06-21,29,3,2.3999999999999986
93,16960,4095,M,+/+,Total Fat Mass,2017-07-20,1,4.37,Control Diet,2017-06-21,29,3,1.52
93,16960,4095,M,+/+,Lean Mass,2017-07-20,1,19.17,Control Diet,2017-06-21,29,3,0.6800000000000033
93,16961,4096,M,+/+,Body Weight,2017-07-20,1,27.8,Control Diet,2017-06-21,29,3,4
93,16961,4096,M,+/+,Total Fat Mass,2017-07-20,1,5.05,Control Diet,2017-06-21,29,3,3.04
93,16961,4096,M,+/+,Lean Mass,2017-07-20,1,20.79,Control Diet,2017-06-21,29,3,0.7699999999999996
93,16963,4097,M,+/+,Body Weight,2017-07-20,1,26.6,Control Diet,2017-06-21,29,3,1.2000000000000028
93,16963,4097,M,+/+,Total Fat Mass,2017-07-20,1,3.84,Control Diet,2017-06-21,29,3,1.27
93,16963,4097,M,+/+,Lean Mass,2017-07-20,1,20.49,Control Diet,2017-06-21,29,3,-0.5200000000000031
93,16964,4098,M,+/+,Body Weight,2017-07-20,1,21.6,Ketogenic Diet,2017-06-21,29,3,-2.799999999999997
93,16964,4098,M,+/+,Total Fat Mass,2017-07-20,1,1.61,Ketogenic Diet,2017-06-21,29,3,-2.42
93,16964,4098,M,+/+,Lean Mass,2017-07-20,1,18.25,Ketogenic Diet,2017-06-21,29,3,-0.4200000000000017
93,16966,4100,M,+/+,Body Weight,2017-07-20,1,23.9,Ketogenic Diet,2017-06-21,29,3,0.1999999999999993
93,16966,4100,M,+/+,Total Fat Mass,2017-07-20,1,3.55,Ketogenic Diet,2017-06-21,29,3,1.02
93,16966,4100,M,+/+,Lean Mass,2017-07-20,1,18.72,Ketogenic Diet,2017-06-21,29,3,-0.41000000000000014
93,16968,4102,F,+/+,Body Weight,2017-07-20,1,20.8,Ketogenic Diet,2017-06-21,29,3,0.5
93,16968,4102,F,+/+,Total Fat Mass,2017-07-20,1,3.96,Ketogenic Diet,2017-06-21,29,3,0.7799999999999998
93,16968,4102,F,+/+,Lean Mass,2017-07-20,1,15.16,Ketogenic Diet,2017-06-21,29,3,-0.22000000000000064
93,16969,4103,F,+/+,Body Weight,2017-07-20,1,21.5,Ketogenic Diet,2017-06-21,29,3,1.1999999999999993
93,16969,4103,F,+/+,Total Fat Mass,2017-07-20,1,2.99,Ketogenic Diet,2017-06-21,29,3,0.7600000000000002
93,16969,4103,F,+/+,Lean Mass,2017-07-20,1,16.85,Ketogenic Diet,2017-06-21,29,3,0.7100000000000009
93,16970,4104,F,+/+,Body Weight,2017-07-20,1,21.2,Ketogenic Diet,2017-06-21,29,3,0.5999999999999979
93,16970,4104,F,+/+,Total Fat Mass,2017-07-20,1,2.94,Ketogenic Diet,2017-06-21,29,3,0.8399999999999999
93,16970,4104,F,+/+,Lean Mass,2017-07-20,1,16.42,Ketogenic Diet,2017-06-21,29,3,-0.2799999999999976
93,16971,4105,F,+/+,Body Weight,2017-07-20,1,19.4,Ketogenic Diet,2017-06-21,29,3,-1.2000000000000028
93,16971,4105,F,+/+,Total Fat Mass,2017-07-20,1,2.4,Ketogenic Diet,2017-06-21,29,3,-0.43000000000000016
93,16971,4105,F,+/+,Lean Mass,2017-07-20,1,15.27,Ketogenic Diet,2017-06-21,29,3,-1.7100000000000009
93,16972,4106,F,+/+,Body Weight,2017-07-20,1,22.9,Control Diet,2017-06-21,29,3,3.1999999999999993
93,16972,4106,F,+/+,Total Fat Mass,2017-07-20,1,5.11,Control Diet,2017-06-21,29,3,2.1100000000000003
93,16972,4106,F,+/+,Lean Mass,2017-07-20,1,15.99,Control Diet,2017-06-21,29,3,0.7699999999999996
93,16973,4107,F,+/+,Body Weight,2017-07-20,1,21.6,Control Diet,2017-06-21,29,3,1.8000000000000007
93,16973,4107,F,+/+,Total Fat Mass,2017-07-20,1,3.64,Control Diet,2017-06-21,29,3,0.6499999999999999
93,16973,4107,F,+/+,Lean Mass,2017-07-20,1,16.16,Control Diet,2017-06-21,29,3,1.0600000000000005
93,16974,4108,F,+/+,Body Weight,2017-07-20,1,20,Control Diet,2017-06-21,29,3,1
93,16974,4108,F,+/+,Total Fat Mass,2017-07-20,1,2.64,Control Diet,2017-06-21,29,3,0.06000000000000005
93,16974,4108,F,+/+,Lean Mass,2017-07-20,1,15.63,Control Diet,2017-06-21,29,3,0.7100000000000009
93,16976,4109,F,+/+,Body Weight,2017-07-20,1,20.8,Control Diet,2017-06-21,29,3,3.1999999999999993
93,16976,4109,F,+/+,Total Fat Mass,2017-07-20,1,3.79,Control Diet,2017-06-21,29,3,1.5699999999999998
93,16976,4109,F,+/+,Lean Mass,2017-07-20,1,15.44,Control Diet,2017-06-21,29,3,1.4699999999999989
93,16977,4110,F,+/+,Body Weight,2017-07-20,1,19.6,Ketogenic Diet,2017-06-21,29,3,0
93,16977,4110,F,+/+,Total Fat Mass,2017-07-20,1,2.42,Ketogenic Diet,2017-06-21,29,3,-0.5100000000000002
93,16977,4110,F,+/+,Lean Mass,2017-07-20,1,14.97,Ketogenic Diet,2017-06-21,29,3,0.20000000000000107
93,16978,4111,F,+/+,Body Weight,2017-07-20,1,20.5,Ketogenic Diet,2017-06-21,29,3,-0.6999999999999993
93,16978,4111,F,+/+,Total Fat Mass,2017-07-20,1,2.68,Ketogenic Diet,2017-06-21,29,3,-0.43999999999999995
