"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","KetogenicDiet","Diet"
"295",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Body Weight","2017-06-21","fed",96249,"20400",TRUE,"Ketogenic Diet"
"296",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Total Fat Mass","2017-06-21","fed",96281,"3020",TRUE,"Ketogenic Diet"
"297",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Lean Mass","2017-06-21","fed",96313,"15560",TRUE,"Ketogenic Diet"
"298",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Body Weight","2017-07-13","fed",96369,"18900",TRUE,"Ketogenic Diet"
"299",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Total Fat Mass","2017-07-13","fed",96411,"2120",TRUE,"Ketogenic Diet"
"300",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Lean Mass","2017-07-13","fed",96444,"15240",TRUE,"Ketogenic Diet"
"301",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Body Weight","2017-07-06","fed",96492,"19200",TRUE,"Ketogenic Diet"
"302",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Total Fat Mass","2017-07-06","fed",96525,"2390",TRUE,"Ketogenic Diet"
"303",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Lean Mass","2017-07-06","fed",96560,"15080",TRUE,"Ketogenic Diet"
"304",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Body Weight","2017-06-28","fed",96650,"20300",TRUE,"Ketogenic Diet"
"305",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Total Fat Mass","2017-06-28","fed",96682,"2230",TRUE,"Ketogenic Diet"
"306",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Lean Mass","2017-06-28","fed",96714,"16140",TRUE,"Ketogenic Diet"
"307",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Body Weight","2017-07-20","fed",97124,"21500",TRUE,"Ketogenic Diet"
"308",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Total Fat Mass","2017-07-20","fed",97154,"2990",TRUE,"Ketogenic Diet"
"309",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Lean Mass","2017-07-20","fed",97184,"16850",TRUE,"Ketogenic Diet"
"310",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Body Weight","2017-07-24","fed",97213,"21500",TRUE,"Ketogenic Diet"
"311",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Total Fat Mass","2017-07-24","fed",97242,"2970",TRUE,"Ketogenic Diet"
"312",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4103,101,16969,"A/J","Lean Mass","2017-07-24","fed",97274,"17130",TRUE,"Ketogenic Diet"
"313",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Body Weight","2017-06-21","fed",96250,"21800",TRUE,"Ketogenic Diet"
"314",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Total Fat Mass","2017-06-21","fed",96282,"3030",TRUE,"Ketogenic Diet"
"315",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Lean Mass","2017-06-21","fed",96314,"17170",TRUE,"Ketogenic Diet"
"316",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Body Weight","2017-07-13","fed",96370,"20700",TRUE,"Ketogenic Diet"
"317",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Total Fat Mass","2017-07-13","fed",96412,"2520",TRUE,"Ketogenic Diet"
"318",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Lean Mass","2017-07-13","fed",96445,"16170",TRUE,"Ketogenic Diet"
"319",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Body Weight","2017-07-06","fed",96491,"20000",TRUE,"Ketogenic Diet"
"320",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Total Fat Mass","2017-07-06","fed",96523,"2340",TRUE,"Ketogenic Diet"
"321",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Lean Mass","2017-07-06","fed",96559,"15780",TRUE,"Ketogenic Diet"
"322",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Body Weight","2017-06-28","fed",96653,"20600",TRUE,"Ketogenic Diet"
"323",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Total Fat Mass","2017-06-28","fed",96685,"2100",TRUE,"Ketogenic Diet"
"324",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Lean Mass","2017-06-28","fed",96717,"16700",TRUE,"Ketogenic Diet"
"325",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Body Weight","2017-07-20","fed",97123,"21200",TRUE,"Ketogenic Diet"
"326",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Total Fat Mass","2017-07-20","fed",97153,"2940",TRUE,"Ketogenic Diet"
"327",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Lean Mass","2017-07-20","fed",97183,"16420",TRUE,"Ketogenic Diet"
"328",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Body Weight","2017-07-24","fed",97210,"20900",TRUE,"Ketogenic Diet"
"329",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Total Fat Mass","2017-07-24","fed",97239,"3010",TRUE,"Ketogenic Diet"
"330",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4104,101,16970,"A/J","Lean Mass","2017-07-24","fed",97271,"15950",TRUE,"Ketogenic Diet"
"331",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Body Weight","2017-06-21","fed",96248,"21700",TRUE,"Ketogenic Diet"
"332",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Total Fat Mass","2017-06-21","fed",96280,"3900",TRUE,"Ketogenic Diet"
"333",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Lean Mass","2017-06-21","fed",96312,"16170",TRUE,"Ketogenic Diet"
"334",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Body Weight","2017-07-13","fed",96373,"18500",TRUE,"Ketogenic Diet"
"335",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Total Fat Mass","2017-07-13","fed",96414,"2220",TRUE,"Ketogenic Diet"
"336",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Lean Mass","2017-07-13","fed",96447,"14510",TRUE,"Ketogenic Diet"
"337",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Body Weight","2017-07-06","fed",96489,"18500",TRUE,"Ketogenic Diet"
"338",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Total Fat Mass","2017-07-06","fed",96521,"2490",TRUE,"Ketogenic Diet"
"339",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Lean Mass","2017-07-06","fed",96555,"14210",TRUE,"Ketogenic Diet"
"340",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Body Weight","2017-06-28","fed",96651,"20600",TRUE,"Ketogenic Diet"
"341",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Total Fat Mass","2017-06-28","fed",96683,"2830",TRUE,"Ketogenic Diet"
"342",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Lean Mass","2017-06-28","fed",96715,"16980",TRUE,"Ketogenic Diet"
"343",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Body Weight","2017-07-20","fed",97121,"19400",TRUE,"Ketogenic Diet"
"344",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Total Fat Mass","2017-07-20","fed",97151,"2400",TRUE,"Ketogenic Diet"
"345",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Lean Mass","2017-07-20","fed",97181,"15270",TRUE,"Ketogenic Diet"
"346",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Body Weight","2017-07-24","fed",97211,"19900",TRUE,"Ketogenic Diet"
"347",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Total Fat Mass","2017-07-24","fed",97240,"2870",TRUE,"Ketogenic Diet"
"348",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4105,101,16971,"A/J","Lean Mass","2017-07-24","fed",97272,"15390",TRUE,"Ketogenic Diet"
"349",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Body Weight","2017-06-21","fed",96252,"21100",FALSE,"Control Diet"
"350",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Total Fat Mass","2017-06-21","fed",96284,"3580",FALSE,"Control Diet"
"351",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Lean Mass","2017-06-21","fed",96316,"14610",FALSE,"Control Diet"
"352",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Body Weight","2017-07-13","fed",96346,"21400",FALSE,"Control Diet"
"353",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Total Fat Mass","2017-07-13","fed",96392,"3960",FALSE,"Control Diet"
"354",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Lean Mass","2017-07-13","fed",96427,"15740",FALSE,"Control Diet"
"355",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Body Weight","2017-07-06","fed",96472,"21300",FALSE,"Control Diet"
"356",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Total Fat Mass","2017-07-06","fed",96505,"3760",FALSE,"Control Diet"
"357",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Lean Mass","2017-07-06","fed",96539,"15640",FALSE,"Control Diet"
"358",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Body Weight","2017-06-28","fed",96654,"19700",FALSE,"Control Diet"
"359",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Total Fat Mass","2017-06-28","fed",96686,"3000",FALSE,"Control Diet"
"360",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Lean Mass","2017-06-28","fed",96718,"15220",FALSE,"Control Diet"
"361",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Body Weight","2017-07-20","fed",97109,"22900",FALSE,"Control Diet"
"362",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Total Fat Mass","2017-07-20","fed",97139,"5110",FALSE,"Control Diet"
"363",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Lean Mass","2017-07-20","fed",97169,"15990",FALSE,"Control Diet"
"364",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Body Weight","2017-07-24","fed",97198,"23400",FALSE,"Control Diet"
"365",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Total Fat Mass","2017-07-24","fed",97227,"5500",FALSE,"Control Diet"
"366",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4106,101,16972,"A/J","Lean Mass","2017-07-24","fed",97256,"16300",FALSE,"Control Diet"
"367",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Body Weight","2017-06-21","fed",96255,"20900",FALSE,"Control Diet"
"368",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Total Fat Mass","2017-06-21","fed",96287,"3930",FALSE,"Control Diet"
"369",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Lean Mass","2017-06-21","fed",96319,"15370",FALSE,"Control Diet"
"370",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Body Weight","2017-07-13","fed",96350,"22000",FALSE,"Control Diet"
"371",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Total Fat Mass","2017-07-13","fed",96395,"3610",FALSE,"Control Diet"
"372",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Lean Mass","2017-07-13","fed",96430,"16420",FALSE,"Control Diet"
"373",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Body Weight","2017-07-06","fed",96476,"20400",FALSE,"Control Diet"
"374",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Total Fat Mass","2017-07-06","fed",96508,"3080",FALSE,"Control Diet"
"375",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Lean Mass","2017-07-06","fed",96542,"15500",FALSE,"Control Diet"
"376",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Body Weight","2017-06-28","fed",96656,"19800",FALSE,"Control Diet"
"377",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Total Fat Mass","2017-06-28","fed",96688,"2990",FALSE,"Control Diet"
"378",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Lean Mass","2017-06-28","fed",96720,"15100",FALSE,"Control Diet"
"379",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Body Weight","2017-07-20","fed",97110,"21600",FALSE,"Control Diet"
"380",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Total Fat Mass","2017-07-20","fed",97140,"3640",FALSE,"Control Diet"
"381",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Lean Mass","2017-07-20","fed",97170,"16160",FALSE,"Control Diet"
"382",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Body Weight","2017-07-24","fed",97200,"21700",FALSE,"Control Diet"
"383",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Total Fat Mass","2017-07-24","fed",97229,"3620",FALSE,"Control Diet"
"384",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4107,101,16973,"A/J","Lean Mass","2017-07-24","fed",97258,"16180",FALSE,"Control Diet"
"385",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Body Weight","2017-06-21","fed",96254,"19800",FALSE,"Control Diet"
"386",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Total Fat Mass","2017-06-21","fed",96286,"3040",FALSE,"Control Diet"
"387",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Lean Mass","2017-06-21","fed",96318,"15170",FALSE,"Control Diet"
"388",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Body Weight","2017-07-13","fed",96347,"20600",FALSE,"Control Diet"
"389",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Total Fat Mass","2017-07-13","fed",96393,"2470",FALSE,"Control Diet"
"390",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Lean Mass","2017-07-13","fed",96428,"16470",FALSE,"Control Diet"
"391",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Body Weight","2017-07-06","fed",96474,"20300",FALSE,"Control Diet"
"392",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Total Fat Mass","2017-07-06","fed",96507,"2640",FALSE,"Control Diet"
"393",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Lean Mass","2017-07-06","fed",96541,"15730",FALSE,"Control Diet"
"394",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Body Weight","2017-06-28","fed",96657,"19000",FALSE,"Control Diet"
"395",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Total Fat Mass","2017-06-28","fed",96689,"2580",FALSE,"Control Diet"
"396",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Lean Mass","2017-06-28","fed",96721,"14920",FALSE,"Control Diet"
"397",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Body Weight","2017-07-20","fed",97107,"20000",FALSE,"Control Diet"
"398",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Total Fat Mass","2017-07-20","fed",97137,"2640",FALSE,"Control Diet"
"399",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Lean Mass","2017-07-20","fed",97167,"15630",FALSE,"Control Diet"
"400",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Body Weight","2017-07-24","fed",97197,"20200",FALSE,"Control Diet"
"401",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Total Fat Mass","2017-07-24","fed",97226,"2950",FALSE,"Control Diet"
"402",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4108,101,16974,"A/J","Lean Mass","2017-07-24","fed",97255,"15740",FALSE,"Control Diet"
"403",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Body Weight","2017-06-21","fed",96253,"19600",FALSE,"Control Diet"
"404",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Total Fat Mass","2017-06-21","fed",96285,"3410",FALSE,"Control Diet"
"405",64,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Lean Mass","2017-06-21","fed",96317,"14610",FALSE,"Control Diet"
"406",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Body Weight","2017-07-13","fed",96349,"19800",FALSE,"Control Diet"
"407",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Total Fat Mass","2017-07-13","fed",96394,"2880",FALSE,"Control Diet"
"408",86,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Lean Mass","2017-07-13","fed",96429,"15230",FALSE,"Control Diet"
"409",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Body Weight","2017-07-06","fed",96473,"19100",FALSE,"Control Diet"
"410",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Total Fat Mass","2017-07-06","fed",96506,"2720",FALSE,"Control Diet"
"411",79,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Lean Mass","2017-07-06","fed",96540,"14590",FALSE,"Control Diet"
"412",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Body Weight","2017-06-28","fed",96655,"17600",FALSE,"Control Diet"
"413",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Total Fat Mass","2017-06-28","fed",96687,"2220",FALSE,"Control Diet"
"414",71,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Lean Mass","2017-06-28","fed",96719,"13970",FALSE,"Control Diet"
"415",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Body Weight","2017-07-20","fed",97108,"20800",FALSE,"Control Diet"
"416",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Total Fat Mass","2017-07-20","fed",97138,"3790",FALSE,"Control Diet"
"417",93,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Lean Mass","2017-07-20","fed",97168,"15440",FALSE,"Control Diet"
"418",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Body Weight","2017-07-24","fed",97199,"21100",FALSE,"Control Diet"
"419",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Total Fat Mass","2017-07-24","fed",97228,"4100",FALSE,"Control Diet"
"420",97,FALSE,"Mixed",852212,"Sacrificed","2017-07-28","F","+/+",4109,101,16976,"A/J","Lean Mass","2017-07-24","fed",97257,"15550",FALSE,"Control Diet"
"421",64,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Body Weight","2017-06-21","fed",96257,"20300",TRUE,"Ketogenic Diet"
"422",64,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Total Fat Mass","2017-06-21","fed",96289,"3360",TRUE,"Ketogenic Diet"
"423",64,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Lean Mass","2017-06-21","fed",96323,"15120",TRUE,"Ketogenic Diet"
"424",86,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Body Weight","2017-07-13","fed",96377,"18600",TRUE,"Ketogenic Diet"
"425",86,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Total Fat Mass","2017-07-13","fed",96416,"2690",TRUE,"Ketogenic Diet"
"426",86,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Lean Mass","2017-07-13","fed",96449,"14270",TRUE,"Ketogenic Diet"
"427",79,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Body Weight","2017-07-06","fed",96496,"18200",TRUE,"Ketogenic Diet"
"428",79,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Total Fat Mass","2017-07-06","fed",96530,"2760",TRUE,"Ketogenic Diet"
"429",79,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Lean Mass","2017-07-06","fed",96567,"13700",TRUE,"Ketogenic Diet"
"430",71,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Body Weight","2017-06-28","fed",96659,"19600",TRUE,"Ketogenic Diet"
"431",71,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Total Fat Mass","2017-06-28","fed",96691,"2930",TRUE,"Ketogenic Diet"
"432",71,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Lean Mass","2017-06-28","fed",96723,"14770",TRUE,"Ketogenic Diet"
"433",93,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Body Weight","2017-07-20","fed",97125,"19600",TRUE,"Ketogenic Diet"
"434",93,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Total Fat Mass","2017-07-20","fed",97155,"2420",TRUE,"Ketogenic Diet"
"435",93,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Lean Mass","2017-07-20","fed",97185,"14970",TRUE,"Ketogenic Diet"
"436",97,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Body Weight","2017-07-24","fed",97217,"19200",TRUE,"Ketogenic Diet"
"437",97,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Total Fat Mass","2017-07-24","fed",97246,"2370",TRUE,"Ketogenic Diet"
"438",97,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4110,101,16977,"A/J","Lean Mass","2017-07-24","fed",97278,"15220",TRUE,"Ketogenic Diet"
"439",64,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4111,101,16978,"A/J","Body Weight","2017-06-21","fed",96256,"21600",TRUE,"Ketogenic Diet"
"440",64,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4111,101,16978,"A/J","Total Fat Mass","2017-06-21","fed",96288,"4150",TRUE,"Ketogenic Diet"
"441",64,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4111,101,16978,"A/J","Lean Mass","2017-06-21","fed",96321,"15740",TRUE,"Ketogenic Diet"
"442",86,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4111,101,16978,"A/J","Body Weight","2017-07-13","fed",96375,"18800",TRUE,"Ketogenic Diet"
"443",86,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4111,101,16978,"A/J","Total Fat Mass","2017-07-13","fed",96415,"2060",TRUE,"Ketogenic Diet"
"444",86,FALSE,"Mixed",852213,"Sacrificed","2017-07-28","F","+/+",4111,101,16978,"A/J","Lean Mass","2017-07-13","fed",96448,"14840",TRUE,"Ketogenic Diet"
