"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","KetogenicDiet","Diet"
"145",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Body Weight","2017-06-21","fed",96241,"26700",FALSE,"Control Diet"
"146",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Total Fat Mass","2017-06-21","fed",96273,"4930",FALSE,"Control Diet"
"147",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Lean Mass","2017-06-21","fed",96305,"20160",FALSE,"Control Diet"
"148",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Body Weight","2017-07-13","fed",96340,"28500",FALSE,"Control Diet"
"149",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Total Fat Mass","2017-07-13","fed",96386,"6300",FALSE,"Control Diet"
"150",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Lean Mass","2017-07-13","fed",96422,"20210",FALSE,"Control Diet"
"151",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Body Weight","2017-07-06","fed",96468,"27500",FALSE,"Control Diet"
"152",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Total Fat Mass","2017-07-06","fed",96502,"5510",FALSE,"Control Diet"
"153",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Lean Mass","2017-07-06","fed",96536,"19730",FALSE,"Control Diet"
"154",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Body Weight","2017-06-28","fed",96638,"26500",FALSE,"Control Diet"
"155",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Total Fat Mass","2017-06-28","fed",96670,"4350",FALSE,"Control Diet"
"156",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Lean Mass","2017-06-28","fed",96702,"20220",FALSE,"Control Diet"
"157",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Body Weight","2017-07-20","fed",97100,"28700",FALSE,"Control Diet"
"158",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Total Fat Mass","2017-07-20","fed",97130,"6520",FALSE,"Control Diet"
"159",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Lean Mass","2017-07-20","fed",97160,"19880",FALSE,"Control Diet"
"160",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Body Weight","2017-07-24","fed",97189,"28700",FALSE,"Control Diet"
"161",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Total Fat Mass","2017-07-24","fed",97218,"6780",FALSE,"Control Diet"
"162",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4094,101,16959,"A/J","Lean Mass","2017-07-24","fed",97247,"20000",FALSE,"Control Diet"
"163",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Body Weight","2017-06-21","fed",96243,"23600",FALSE,"Control Diet"
"164",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Total Fat Mass","2017-06-21","fed",96275,"3290",FALSE,"Control Diet"
"165",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Lean Mass","2017-06-21","fed",96307,"18860",FALSE,"Control Diet"
"166",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Body Weight","2017-07-13","fed",96337,"24600",FALSE,"Control Diet"
"167",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Total Fat Mass","2017-07-13","fed",96383,"3880",FALSE,"Control Diet"
"168",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Lean Mass","2017-07-13","fed",96420,"18770",FALSE,"Control Diet"
"169",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Body Weight","2017-07-06","fed",96469,"23700",FALSE,"Control Diet"
"170",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Total Fat Mass","2017-07-06","fed",96503,"3480",FALSE,"Control Diet"
"171",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Lean Mass","2017-07-06","fed",96537,"18270",FALSE,"Control Diet"
"172",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Body Weight","2017-06-28","fed",96640,"23000",FALSE,"Control Diet"
"173",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Total Fat Mass","2017-06-28","fed",96672,"2850",FALSE,"Control Diet"
"174",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Lean Mass","2017-06-28","fed",96704,"18490",FALSE,"Control Diet"
"175",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Body Weight","2017-07-20","fed",97101,"25400",FALSE,"Control Diet"
"176",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Total Fat Mass","2017-07-20","fed",97131,"4370",FALSE,"Control Diet"
"177",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Lean Mass","2017-07-20","fed",97161,"19170",FALSE,"Control Diet"
"178",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Body Weight","2017-07-24","fed",97191,"26300",FALSE,"Control Diet"
"179",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Total Fat Mass","2017-07-24","fed",97220,"5020",FALSE,"Control Diet"
"180",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4095,101,16960,"A/J","Lean Mass","2017-07-24","fed",97249,"19500",FALSE,"Control Diet"
"181",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Body Weight","2017-06-21","fed",96242,"25300",FALSE,"Control Diet"
"182",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Total Fat Mass","2017-06-21","fed",96274,"2860",FALSE,"Control Diet"
"183",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Lean Mass","2017-06-21","fed",96306,"20600",FALSE,"Control Diet"
"184",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Body Weight","2017-07-13","fed",96339,"27400",FALSE,"Control Diet"
"185",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Total Fat Mass","2017-07-13","fed",96385,"4660",FALSE,"Control Diet"
"186",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Lean Mass","2017-07-13","fed",96421,"20810",FALSE,"Control Diet"
"187",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Body Weight","2017-07-06","fed",96471,"26400",FALSE,"Control Diet"
"188",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Total Fat Mass","2017-07-06","fed",96504,"3770",FALSE,"Control Diet"
"189",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Lean Mass","2017-07-06","fed",96538,"20480",FALSE,"Control Diet"
"190",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Body Weight","2017-06-28","fed",96641,"23800",FALSE,"Control Diet"
"191",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Total Fat Mass","2017-06-28","fed",96673,"2010",FALSE,"Control Diet"
"192",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Lean Mass","2017-06-28","fed",96705,"20020",FALSE,"Control Diet"
"193",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Body Weight","2017-07-20","fed",97102,"27800",FALSE,"Control Diet"
"194",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Total Fat Mass","2017-07-20","fed",97132,"5050",FALSE,"Control Diet"
"195",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Lean Mass","2017-07-20","fed",97162,"20790",FALSE,"Control Diet"
"196",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Body Weight","2017-07-24","fed",97190,"28300",FALSE,"Control Diet"
"197",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Total Fat Mass","2017-07-24","fed",97219,"5390",FALSE,"Control Diet"
"198",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4096,101,16961,"A/J","Lean Mass","2017-07-24","fed",97248,"21250",FALSE,"Control Diet"
"199",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Body Weight","2017-06-21","fed",96240,"25500",FALSE,"Control Diet"
"200",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Total Fat Mass","2017-06-21","fed",96272,"3270",FALSE,"Control Diet"
"201",64,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Lean Mass","2017-06-21","fed",96304,"20410",FALSE,"Control Diet"
"202",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Body Weight","2017-07-13","fed",96336,"25900",FALSE,"Control Diet"
"203",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Total Fat Mass","2017-07-13","fed",96382,"3560",FALSE,"Control Diet"
"204",86,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Lean Mass","2017-07-13","fed",96419,"20360",FALSE,"Control Diet"
"205",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Body Weight","2017-07-06","fed",96466,"27600",FALSE,"Control Diet"
"206",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Total Fat Mass","2017-07-06","fed",96501,"3840",FALSE,"Control Diet"
"207",79,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Lean Mass","2017-07-06","fed",96535,"21500",FALSE,"Control Diet"
"208",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Body Weight","2017-06-28","fed",96639,"25400",FALSE,"Control Diet"
"209",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Total Fat Mass","2017-06-28","fed",96671,"2570",FALSE,"Control Diet"
"210",71,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Lean Mass","2017-06-28","fed",96703,"21010",FALSE,"Control Diet"
"211",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Body Weight","2017-07-20","fed",97099,"26600",FALSE,"Control Diet"
"212",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Total Fat Mass","2017-07-20","fed",97129,"3840",FALSE,"Control Diet"
"213",93,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Lean Mass","2017-07-20","fed",97159,"20490",FALSE,"Control Diet"
"214",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Body Weight","2017-07-24","fed",97192,"27300",FALSE,"Control Diet"
"215",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Total Fat Mass","2017-07-24","fed",97221,"4720",FALSE,"Control Diet"
"216",97,FALSE,"Mixed",852002,"Sacrificed","2017-07-28","M","+/+",4097,101,16963,"A/J","Lean Mass","2017-07-24","fed",97250,"20920",FALSE,"Control Diet"
"217",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Body Weight","2017-06-21","fed",96245,"23300",TRUE,"Ketogenic Diet"
"218",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Total Fat Mass","2017-06-21","fed",96277,"4260",TRUE,"Ketogenic Diet"
"219",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Lean Mass","2017-06-21","fed",96309,"17570",TRUE,"Ketogenic Diet"
"220",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Body Weight","2017-07-13","fed",96365,"21900",TRUE,"Ketogenic Diet"
"221",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Total Fat Mass","2017-07-13","fed",96407,"2810",TRUE,"Ketogenic Diet"
"222",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Lean Mass","2017-07-13","fed",96442,"17330",TRUE,"Ketogenic Diet"
"223",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Body Weight","2017-07-06","fed",96485,"24300",TRUE,"Ketogenic Diet"
"224",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Total Fat Mass","2017-07-06","fed",96517,"4740",TRUE,"Ketogenic Diet"
"225",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Lean Mass","2017-07-06","fed",96551,"17530",TRUE,"Ketogenic Diet"
"226",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Body Weight","2017-06-28","fed",96634,"24400",TRUE,"Ketogenic Diet"
"227",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Total Fat Mass","2017-06-28","fed",96666,"4030",TRUE,"Ketogenic Diet"
"228",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Lean Mass","2017-06-28","fed",96698,"18670",TRUE,"Ketogenic Diet"
"229",93,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Body Weight","2017-07-20","fed",97119,"21600",TRUE,"Ketogenic Diet"
"230",93,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Total Fat Mass","2017-07-20","fed",97149,"1610",TRUE,"Ketogenic Diet"
"231",93,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Lean Mass","2017-07-20","fed",97179,"18250",TRUE,"Ketogenic Diet"
"232",97,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Body Weight","2017-07-24","fed",97209,"22700",TRUE,"Ketogenic Diet"
"233",97,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Total Fat Mass","2017-07-24","fed",97238,"1760",TRUE,"Ketogenic Diet"
"234",97,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4098,101,16964,"A/J","Lean Mass","2017-07-24","fed",97270,"19140",TRUE,"Ketogenic Diet"
"235",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Body Weight","2017-06-21","fed",96246,"23800",TRUE,"Ketogenic Diet"
"236",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Total Fat Mass","2017-06-21","fed",96278,"3110",TRUE,"Ketogenic Diet"
"237",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Lean Mass","2017-06-21","fed",96310,"18990",TRUE,"Ketogenic Diet"
"238",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Body Weight","2017-07-13","fed",96362,"16400",TRUE,"Ketogenic Diet"
"239",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Total Fat Mass","2017-07-13","fed",96405,"250",TRUE,"Ketogenic Diet"
"240",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Lean Mass","2017-07-13","fed",96440,"14550",TRUE,"Ketogenic Diet"
"241",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Body Weight","2017-07-06","fed",96486,"23400",TRUE,"Ketogenic Diet"
"242",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Total Fat Mass","2017-07-06","fed",96518,"3110",TRUE,"Ketogenic Diet"
"243",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Lean Mass","2017-07-06","fed",96552,"18250",TRUE,"Ketogenic Diet"
"244",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Body Weight","2017-06-28","fed",96635,"24700",TRUE,"Ketogenic Diet"
"245",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Total Fat Mass","2017-06-28","fed",96667,"2610",TRUE,"Ketogenic Diet"
"246",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4099,101,16965,"A/J","Lean Mass","2017-06-28","fed",96699,"20100",TRUE,"Ketogenic Diet"
"247",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Body Weight","2017-06-21","fed",96244,"23400",TRUE,"Ketogenic Diet"
"248",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Total Fat Mass","2017-06-21","fed",96276,"2950",TRUE,"Ketogenic Diet"
"249",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Lean Mass","2017-06-21","fed",96308,"18670",TRUE,"Ketogenic Diet"
"250",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Body Weight","2017-07-13","fed",96364,"22600",TRUE,"Ketogenic Diet"
"251",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Total Fat Mass","2017-07-13","fed",96406,"2630",TRUE,"Ketogenic Diet"
"252",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Lean Mass","2017-07-13","fed",96441,"18260",TRUE,"Ketogenic Diet"
"253",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Body Weight","2017-07-06","fed",96487,"24100",TRUE,"Ketogenic Diet"
"254",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Total Fat Mass","2017-07-06","fed",96519,"3580",TRUE,"Ketogenic Diet"
"255",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Lean Mass","2017-07-06","fed",96553,"18310",TRUE,"Ketogenic Diet"
"256",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Body Weight","2017-06-28","fed",96636,"23700",TRUE,"Ketogenic Diet"
"257",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Total Fat Mass","2017-06-28","fed",96668,"2530",TRUE,"Ketogenic Diet"
"258",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Lean Mass","2017-06-28","fed",96700,"19130",TRUE,"Ketogenic Diet"
"259",93,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Body Weight","2017-07-20","fed",97120,"23900",TRUE,"Ketogenic Diet"
"260",93,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Total Fat Mass","2017-07-20","fed",97150,"3550",TRUE,"Ketogenic Diet"
"261",93,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Lean Mass","2017-07-20","fed",97180,"18720",TRUE,"Ketogenic Diet"
"262",97,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Body Weight","2017-07-24","fed",97208,"25000",TRUE,"Ketogenic Diet"
"263",97,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Total Fat Mass","2017-07-24","fed",97237,"3540",TRUE,"Ketogenic Diet"
"264",97,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4100,101,16966,"A/J","Lean Mass","2017-07-24","fed",97269,"19730",TRUE,"Ketogenic Diet"
"265",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Body Weight","2017-06-21","fed",96247,"20700",TRUE,"Ketogenic Diet"
"266",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Total Fat Mass","2017-06-21","fed",96279,"2910",TRUE,"Ketogenic Diet"
"267",64,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Lean Mass","2017-06-21","fed",96311,"16450",TRUE,"Ketogenic Diet"
"268",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Body Weight","2017-07-13","fed",96367,"21300",TRUE,"Ketogenic Diet"
"269",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Total Fat Mass","2017-07-13","fed",96408,"4090",TRUE,"Ketogenic Diet"
"270",86,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Lean Mass","2017-07-13","fed",96443,"15660",TRUE,"Ketogenic Diet"
"271",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Body Weight","2017-07-06","fed",96488,"21300",TRUE,"Ketogenic Diet"
"272",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Total Fat Mass","2017-07-06","fed",96520,"3250",TRUE,"Ketogenic Diet"
"273",79,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Lean Mass","2017-07-06","fed",96554,"16280",TRUE,"Ketogenic Diet"
"274",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Body Weight","2017-06-28","fed",96637,"22500",TRUE,"Ketogenic Diet"
"275",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Total Fat Mass","2017-06-28","fed",96669,"2430",TRUE,"Ketogenic Diet"
"276",71,FALSE,"Mixed",852001,"Sacrificed","2017-07-28","M","+/+",4101,101,16967,"A/J","Lean Mass","2017-06-28","fed",96701,"18040",TRUE,"Ketogenic Diet"
"277",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Body Weight","2017-06-21","fed",96251,"21700",TRUE,"Ketogenic Diet"
"278",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Total Fat Mass","2017-06-21","fed",96283,"4400",TRUE,"Ketogenic Diet"
"279",64,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Lean Mass","2017-06-21","fed",96315,"15460",TRUE,"Ketogenic Diet"
"280",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Body Weight","2017-07-13","fed",96372,"19200",TRUE,"Ketogenic Diet"
"281",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Total Fat Mass","2017-07-13","fed",96413,"2840",TRUE,"Ketogenic Diet"
"282",86,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Lean Mass","2017-07-13","fed",96446,"14470",TRUE,"Ketogenic Diet"
"283",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Body Weight","2017-07-06","fed",96490,"19500",TRUE,"Ketogenic Diet"
"284",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Total Fat Mass","2017-07-06","fed",96522,"3330",TRUE,"Ketogenic Diet"
"285",79,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Lean Mass","2017-07-06","fed",96557,"14480",TRUE,"Ketogenic Diet"
"286",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Body Weight","2017-06-28","fed",96652,"20300",TRUE,"Ketogenic Diet"
"287",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Total Fat Mass","2017-06-28","fed",96684,"3180",TRUE,"Ketogenic Diet"
"288",71,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Lean Mass","2017-06-28","fed",96716,"15380",TRUE,"Ketogenic Diet"
"289",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Body Weight","2017-07-20","fed",97122,"20800",TRUE,"Ketogenic Diet"
"290",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Total Fat Mass","2017-07-20","fed",97152,"3960",TRUE,"Ketogenic Diet"
"291",93,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Lean Mass","2017-07-20","fed",97182,"15160",TRUE,"Ketogenic Diet"
"292",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Body Weight","2017-07-24","fed",97212,"20700",TRUE,"Ketogenic Diet"
"293",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Total Fat Mass","2017-07-24","fed",97241,"4130",TRUE,"Ketogenic Diet"
"294",97,FALSE,"Mixed",852214,"Sacrificed","2017-07-28","F","+/+",4102,101,16968,"A/J","Lean Mass","2017-07-24","fed",97273,"15030",TRUE,"Ketogenic Diet"
