age,animal.id,MouseID,Sex,Genotype,values,assay,experiment.date
79,23305,9158,F,+/+,15500,Lean Mass,2019-10-09
79,23305,9158,F,+/+,"220,108,77,51,55,44,47,49,48",Plasma Glucose,2019-10-09
86,23305,9158,F,+/+,21900,Body Weight,2019-10-16
86,23305,9158,F,+/+,2740,Total Fat Mass,2019-10-16
86,23305,9158,F,+/+,17060,Lean Mass,2019-10-16
93,23305,9158,F,+/+,21900,Body Weight,2019-10-23
93,23305,9158,F,+/+,2650,Total Fat Mass,2019-10-23
93,23305,9158,F,+/+,17570,Lean Mass,2019-10-23
100,23305,9158,F,+/+,22700,Body Weight,2019-10-30
100,23305,9158,F,+/+,2910,Total Fat Mass,2019-10-30
100,23305,9158,F,+/+,17760,Lean Mass,2019-10-30
37,23306,9159,F,-/-,14400,Body Weight,2019-08-28
37,23306,9159,F,-/-,1760,Total Fat Mass,2019-08-28
23,23306,9159,F,-/-,540,Total Fat Mass,2019-08-14
23,23306,9159,F,-/-,7920,Lean Mass,2019-08-14
23,23306,9159,F,-/-,9400,Body Weight,2019-08-14
37,23306,9159,F,-/-,14400,Body Weight,2019-08-28
37,23306,9159,F,-/-,1760,Total Fat Mass,2019-08-28
37,23306,9159,F,-/-,11620,Lean Mass,2019-08-28
37,23306,9159,F,-/-,14400,Body Weight,2019-08-28
37,23306,9159,F,-/-,1760,Total Fat Mass,2019-08-28
37,23306,9159,F,-/-,11620,Lean Mass,2019-08-28
44,23306,9159,F,-/-,16100,Body Weight,2019-09-04
44,23306,9159,F,-/-,1670,Total Fat Mass,2019-09-04
44,23306,9159,F,-/-,12990,Lean Mass,2019-09-04
51,23306,9159,F,-/-,17800,Body Weight,2019-09-11
51,23306,9159,F,-/-,1710,Total Fat Mass,2019-09-11
58,23306,9159,F,-/-,17600,Body Weight,2019-09-18
58,23306,9159,F,-/-,1460,Total Fat Mass,2019-09-18
58,23306,9159,F,-/-,14470,Lean Mass,2019-09-18
72,23306,9159,F,-/-,19000,Body Weight,2019-10-02
72,23306,9159,F,-/-,2020,Total Fat Mass,2019-10-02
65,23306,9159,F,-/-,18600,Body Weight,2019-09-25
65,23306,9159,F,-/-,1940,Total Fat Mass,2019-09-25
65,23306,9159,F,-/-,14790,Lean Mass,2019-09-25
51,23306,9159,F,-/-,14430,Lean Mass,2019-09-11
79,23306,9159,F,-/-,19100,Body Weight,2019-10-09
79,23306,9159,F,-/-,2210,Total Fat Mass,2019-10-09
79,23306,9159,F,-/-,14970,Lean Mass,2019-10-09
79,23306,9159,F,-/-,"205,167,77,84,40,52,52,46,60",Plasma Glucose,2019-10-09
86,23306,9159,F,-/-,22800,Body Weight,2019-10-16
86,23306,9159,F,-/-,1820,Total Fat Mass,2019-10-16
86,23306,9159,F,-/-,17720,Lean Mass,2019-10-16
93,23306,9159,F,-/-,23600,Body Weight,2019-10-23
93,23306,9159,F,-/-,2040,Total Fat Mass,2019-10-23
93,23306,9159,F,-/-,18150,Lean Mass,2019-10-23
100,23306,9159,F,-/-,23900,Body Weight,2019-10-30
100,23306,9159,F,-/-,2240,Total Fat Mass,2019-10-30
100,23306,9159,F,-/-,18770,Lean Mass,2019-10-30
37,23307,9160,F,+/+,17000,Body Weight,2019-08-28
37,23307,9160,F,+/+,1470,Total Fat Mass,2019-08-28
23,23307,9160,F,+/+,670,Total Fat Mass,2019-08-14
23,23307,9160,F,+/+,8020,Lean Mass,2019-08-14
23,23307,9160,F,+/+,9700,Body Weight,2019-08-14
30,23307,9160,F,+/+,14600,Body Weight,2019-08-21
30,23307,9160,F,+/+,1230,Total Fat Mass,2019-08-21
30,23307,9160,F,+/+,12030,Lean Mass,2019-08-21
37,23307,9160,F,+/+,17000,Body Weight,2019-08-28
37,23307,9160,F,+/+,1470,Total Fat Mass,2019-08-28
37,23307,9160,F,+/+,14200,Lean Mass,2019-08-28
37,23307,9160,F,+/+,17000,Body Weight,2019-08-28
37,23307,9160,F,+/+,1470,Total Fat Mass,2019-08-28
37,23307,9160,F,+/+,14200,Lean Mass,2019-08-28
44,23307,9160,F,+/+,18000,Body Weight,2019-09-04
44,23307,9160,F,+/+,1300,Total Fat Mass,2019-09-04
44,23307,9160,F,+/+,14780,Lean Mass,2019-09-04
51,23307,9160,F,+/+,18300,Body Weight,2019-09-11
51,23307,9160,F,+/+,1390,Total Fat Mass,2019-09-11
58,23307,9160,F,+/+,19400,Body Weight,2019-09-18
58,23307,9160,F,+/+,1350,Total Fat Mass,2019-09-18
58,23307,9160,F,+/+,15910,Lean Mass,2019-09-18
72,23307,9160,F,+/+,20700,Body Weight,2019-10-02
72,23307,9160,F,+/+,1160,Total Fat Mass,2019-10-02
72,23307,9160,F,+/+,17540,Lean Mass,2019-10-02
65,23307,9160,F,+/+,19300,Body Weight,2019-09-25
65,23307,9160,F,+/+,910,Total Fat Mass,2019-09-25
65,23307,9160,F,+/+,16590,Lean Mass,2019-09-25
51,23307,9160,F,+/+,15170,Lean Mass,2019-09-11
79,23307,9160,F,+/+,20800,Body Weight,2019-10-09
79,23307,9160,F,+/+,2840,Total Fat Mass,2019-10-09
79,23307,9160,F,+/+,15280,Lean Mass,2019-10-09
79,23307,9160,F,+/+,"288,94,95,77,45,50,50,49,52",Plasma Glucose,2019-10-09
86,23307,9160,F,+/+,20700,Body Weight,2019-10-16
86,23307,9160,F,+/+,2140,Total Fat Mass,2019-10-16
86,23307,9160,F,+/+,16640,Lean Mass,2019-10-16
93,23307,9160,F,+/+,22200,Body Weight,2019-10-23
93,23307,9160,F,+/+,3800,Total Fat Mass,2019-10-23
93,23307,9160,F,+/+,16260,Lean Mass,2019-10-23
100,23307,9160,F,+/+,22400,Body Weight,2019-10-30
100,23307,9160,F,+/+,2500,Total Fat Mass,2019-10-30
100,23307,9160,F,+/+,17640,Lean Mass,2019-10-30
31,23338,9184,M,+/+,14700,Body Weight,2019-08-28
31,23338,9184,M,+/+,1000,Total Fat Mass,2019-08-28
24,23338,9184,M,+/+,8600,Body Weight,2019-08-21
24,23338,9184,M,+/+,440,Total Fat Mass,2019-08-21
24,23338,9184,M,+/+,7110,Lean Mass,2019-08-21
31,23338,9184,M,+/+,14700,Body Weight,2019-08-28
31,23338,9184,M,+/+,1000,Total Fat Mass,2019-08-28
31,23338,9184,M,+/+,12780,Lean Mass,2019-08-28
31,23338,9184,M,+/+,14700,Body Weight,2019-08-28
31,23338,9184,M,+/+,1000,Total Fat Mass,2019-08-28
31,23338,9184,M,+/+,12780,Lean Mass,2019-08-28
38,23338,9184,M,+/+,20200,Body Weight,2019-09-04
38,23338,9184,M,+/+,1350,Total Fat Mass,2019-09-04
38,23338,9184,M,+/+,17430,Lean Mass,2019-09-04
45,23338,9184,M,+/+,20900,Body Weight,2019-09-11
45,23338,9184,M,+/+,990,Total Fat Mass,2019-09-11
52,23338,9184,M,+/+,22300,Body Weight,2019-09-18
52,23338,9184,M,+/+,820,Total Fat Mass,2019-09-18
52,23338,9184,M,+/+,20370,Lean Mass,2019-09-18
66,23338,9184,M,+/+,23300,Body Weight,2019-10-02
66,23338,9184,M,+/+,1100,Total Fat Mass,2019-10-02
66,23338,9184,M,+/+,20670,Lean Mass,2019-10-02
59,23338,9184,M,+/+,22700,Body Weight,2019-09-25
59,23338,9184,M,+/+,1220,Total Fat Mass,2019-09-25
59,23338,9184,M,+/+,20000,Lean Mass,2019-09-25
45,23338,9184,M,+/+,18490,Lean Mass,2019-09-11
73,23338,9184,M,+/+,24100,Body Weight,2019-10-09
73,23338,9184,M,+/+,1420,Total Fat Mass,2019-10-09
73,23338,9184,M,+/+,20630,Lean Mass,2019-10-09
80,23338,9184,M,+/+,24200,Body Weight,2019-10-16
80,23338,9184,M,+/+,3030,Total Fat Mass,2019-10-16
80,23338,9184,M,+/+,19680,Lean Mass,2019-10-16
87,23338,9184,M,+/+,25300,Body Weight,2019-10-23
87,23338,9184,M,+/+,3400,Total Fat Mass,2019-10-23
87,23338,9184,M,+/+,19840,Lean Mass,2019-10-23
94,23338,9184,M,+/+,26000,Body Weight,2019-10-30
94,23338,9184,M,+/+,3480,Total Fat Mass,2019-10-30
94,23338,9184,M,+/+,20330,Lean Mass,2019-10-30
80,23338,9184,M,+/+,"225,75,115,73,55,34,24,30,31",Plasma Glucose,2019-10-16
31,23339,9185,M,-/-,14500,Body Weight,2019-08-28
31,23339,9185,M,-/-,950,Total Fat Mass,2019-08-28
24,23339,9185,M,-/-,9300,Body Weight,2019-08-21
24,23339,9185,M,-/-,460,Total Fat Mass,2019-08-21
24,23339,9185,M,-/-,7790,Lean Mass,2019-08-21
31,23339,9185,M,-/-,14500,Body Weight,2019-08-28
31,23339,9185,M,-/-,950,Total Fat Mass,2019-08-28
31,23339,9185,M,-/-,12460,Lean Mass,2019-08-28
31,23339,9185,M,-/-,14500,Body Weight,2019-08-28
31,23339,9185,M,-/-,950,Total Fat Mass,2019-08-28
31,23339,9185,M,-/-,12460,Lean Mass,2019-08-28
38,23339,9185,M,-/-,19400,Body Weight,2019-09-04
38,23339,9185,M,-/-,1340,Total Fat Mass,2019-09-04
38,23339,9185,M,-/-,16420,Lean Mass,2019-09-04
45,23339,9185,M,-/-,19800,Body Weight,2019-09-11
45,23339,9185,M,-/-,1650,Total Fat Mass,2019-09-11
52,23339,9185,M,-/-,20400,Body Weight,2019-09-18
52,23339,9185,M,-/-,1680,Total Fat Mass,2019-09-18
52,23339,9185,M,-/-,16690,Lean Mass,2019-09-18
66,23339,9185,M,-/-,22000,Body Weight,2019-10-02
66,23339,9185,M,-/-,1900,Total Fat Mass,2019-10-02
66,23339,9185,M,-/-,18720,Lean Mass,2019-10-02
59,23339,9185,M,-/-,21200,Body Weight,2019-09-25
59,23339,9185,M,-/-,1830,Total Fat Mass,2019-09-25
59,23339,9185,M,-/-,17740,Lean Mass,2019-09-25
73,23339,9185,M,-/-,22400,Body Weight,2019-10-09
73,23339,9185,M,-/-,2210,Total Fat Mass,2019-10-09
73,23339,9185,M,-/-,18270,Lean Mass,2019-10-09
80,23339,9185,M,-/-,22700,Body Weight,2019-10-16
80,23339,9185,M,-/-,3030,Total Fat Mass,2019-10-16
80,23339,9185,M,-/-,17860,Lean Mass,2019-10-16
87,23339,9185,M,-/-,24700,Body Weight,2019-10-23
87,23339,9185,M,-/-,3730,Total Fat Mass,2019-10-23
87,23339,9185,M,-/-,18890,Lean Mass,2019-10-23
94,23339,9185,M,-/-,25800,Body Weight,2019-10-30
94,23339,9185,M,-/-,4540,Total Fat Mass,2019-10-30
94,23339,9185,M,-/-,19300,Lean Mass,2019-10-30
80,23339,9185,M,-/-,"160,123,139,73,54,34,35,39,47",Plasma Glucose,2019-10-16
31,23340,9186,F,-/-,14000,Body Weight,2019-08-28
31,23340,9186,F,-/-,1100,Total Fat Mass,2019-08-28
24,23340,9186,F,-/-,9100,Body Weight,2019-08-21
24,23340,9186,F,-/-,430,Total Fat Mass,2019-08-21
24,23340,9186,F,-/-,7680,Lean Mass,2019-08-21
31,23340,9186,F,-/-,14000,Body Weight,2019-08-28
31,23340,9186,F,-/-,1100,Total Fat Mass,2019-08-28
31,23340,9186,F,-/-,11650,Lean Mass,2019-08-28
31,23340,9186,F,-/-,14000,Body Weight,2019-08-28
31,23340,9186,F,-/-,1100,Total Fat Mass,2019-08-28
31,23340,9186,F,-/-,11650,Lean Mass,2019-08-28
38,23340,9186,F,-/-,16600,Body Weight,2019-09-04
38,23340,9186,F,-/-,1430,Total Fat Mass,2019-09-04
38,23340,9186,F,-/-,13790,Lean Mass,2019-09-04
45,23340,9186,F,-/-,17500,Body Weight,2019-09-11
45,23340,9186,F,-/-,1390,Total Fat Mass,2019-09-11
52,23340,9186,F,-/-,17700,Body Weight,2019-09-18
52,23340,9186,F,-/-,1430,Total Fat Mass,2019-09-18
52,23340,9186,F,-/-,14460,Lean Mass,2019-09-18
66,23340,9186,F,-/-,19000,Body Weight,2019-10-02
66,23340,9186,F,-/-,1540,Total Fat Mass,2019-10-02
66,23340,9186,F,-/-,15770,Lean Mass,2019-10-02
59,23340,9186,F,-/-,18100,Body Weight,2019-09-25
59,23340,9186,F,-/-,1380,Total Fat Mass,2019-09-25
59,23340,9186,F,-/-,14970,Lean Mass,2019-09-25
45,23340,9186,F,-/-,14360,Lean Mass,2019-09-11
73,23340,9186,F,-/-,19300,Body Weight,2019-10-09
73,23340,9186,F,-/-,1750,Total Fat Mass,2019-10-09
73,23340,9186,F,-/-,15790,Lean Mass,2019-10-09
80,23340,9186,F,-/-,19900,Body Weight,2019-10-16
80,23340,9186,F,-/-,850,Total Fat Mass,2019-10-16
80,23340,9186,F,-/-,16730,Lean Mass,2019-10-16
87,23340,9186,F,-/-,21700,Body Weight,2019-10-23
87,23340,9186,F,-/-,3230,Total Fat Mass,2019-10-23
87,23340,9186,F,-/-,15810,Lean Mass,2019-10-23
94,23340,9186,F,-/-,20800,Body Weight,2019-10-30
94,23340,9186,F,-/-,2880,Total Fat Mass,2019-10-30
94,23340,9186,F,-/-,15990,Lean Mass,2019-10-30
80,23340,9186,F,-/-,"170,83,94,59,44,30,39,44,45",Plasma Glucose,2019-10-16
31,23342,9188,F,+/+,13000,Body Weight,2019-08-28
31,23342,9188,F,+/+,447,Total Fat Mass,2019-08-28
31,23342,9188,F,+/+,1040,Total Fat Mass,2019-08-28
24,23342,9188,F,+/+,9200,Body Weight,2019-08-21
24,23342,9188,F,+/+,590,Total Fat Mass,2019-08-21
24,23342,9188,F,+/+,7450,Lean Mass,2019-08-21
31,23342,9188,F,+/+,13000,Body Weight,2019-08-28
31,23342,9188,F,+/+,1040,Total Fat Mass,2019-08-28
31,23342,9188,F,+/+,10920,Lean Mass,2019-08-28
31,23342,9188,F,+/+,13000,Body Weight,2019-08-28
31,23342,9188,F,+/+,1040,Total Fat Mass,2019-08-28
31,23342,9188,F,+/+,10920,Lean Mass,2019-08-28
45,23342,9188,F,+/+,16000,Body Weight,2019-09-11
45,23342,9188,F,+/+,1620,Total Fat Mass,2019-09-11
45,23342,9188,F,+/+,13000,Lean Mass,2019-09-11
52,23342,9188,F,+/+,17600,Body Weight,2019-09-18
52,23342,9188,F,+/+,1770,Total Fat Mass,2019-09-18
52,23342,9188,F,+/+,14000,Lean Mass,2019-09-18
66,23342,9188,F,+/+,18800,Body Weight,2019-10-02
66,23342,9188,F,+/+,1380,Total Fat Mass,2019-10-02
66,23342,9188,F,+/+,15400,Lean Mass,2019-10-02
59,23342,9188,F,+/+,17700,Body Weight,2019-09-25
59,23342,9188,F,+/+,1150,Total Fat Mass,2019-09-25
59,23342,9188,F,+/+,14940,Lean Mass,2019-09-25
73,23342,9188,F,+/+,19600,Body Weight,2019-10-09
73,23342,9188,F,+/+,1430,Total Fat Mass,2019-10-09
73,23342,9188,F,+/+,15810,Lean Mass,2019-10-09
80,23342,9188,F,+/+,19700,Body Weight,2019-10-16
80,23342,9188,F,+/+,1130,Total Fat Mass,2019-10-16
80,23342,9188,F,+/+,16070,Lean Mass,2019-10-16
87,23342,9188,F,+/+,20100,Body Weight,2019-10-23
87,23342,9188,F,+/+,1110,Total Fat Mass,2019-10-23
87,23342,9188,F,+/+,17120,Lean Mass,2019-10-23
94,23342,9188,F,+/+,20000,Body Weight,2019-10-30
94,23342,9188,F,+/+,510,Total Fat Mass,2019-10-30
94,23342,9188,F,+/+,17210,Lean Mass,2019-10-30
80,23342,9188,F,+/+,"259,245,108,97,62,39,43,40,31",Plasma Glucose,2019-10-16
31,23343,9189,F,-/-,12300,Body Weight,2019-08-28
31,23343,9189,F,-/-,950,Total Fat Mass,2019-08-28
24,23343,9189,F,-/-,8300,Body Weight,2019-08-21
24,23343,9189,F,-/-,620,Total Fat Mass,2019-08-21
24,23343,9189,F,-/-,6760,Lean Mass,2019-08-21
31,23343,9189,F,-/-,12300,Body Weight,2019-08-28
31,23343,9189,F,-/-,950,Total Fat Mass,2019-08-28
31,23343,9189,F,-/-,10220,Lean Mass,2019-08-28
31,23343,9189,F,-/-,12300,Body Weight,2019-08-28
31,23343,9189,F,-/-,950,Total Fat Mass,2019-08-28
31,23343,9189,F,-/-,10220,Lean Mass,2019-08-28
38,23343,9189,F,-/-,15000,Body Weight,2019-09-04
38,23343,9189,F,-/-,1310,Total Fat Mass,2019-09-04
38,23343,9189,F,-/-,12580,Lean Mass,2019-09-04
45,23343,9189,F,-/-,15900,Body Weight,2019-09-11
45,23343,9189,F,-/-,1300,Total Fat Mass,2019-09-11
52,23343,9189,F,-/-,17200,Body Weight,2019-09-18
52,23343,9189,F,-/-,1610,Total Fat Mass,2019-09-18
52,23343,9189,F,-/-,13910,Lean Mass,2019-09-18
66,23343,9189,F,-/-,18100,Body Weight,2019-10-02
66,23343,9189,F,-/-,1580,Total Fat Mass,2019-10-02
66,23343,9189,F,-/-,14800,Lean Mass,2019-10-02
59,23343,9189,F,-/-,17400,Body Weight,2019-09-25
59,23343,9189,F,-/-,1520,Total Fat Mass,2019-09-25
59,23343,9189,F,-/-,14050,Lean Mass,2019-09-25
73,23343,9189,F,-/-,18400,Body Weight,2019-10-09
73,23343,9189,F,-/-,2340,Total Fat Mass,2019-10-09
73,23343,9189,F,-/-,14440,Lean Mass,2019-10-09
80,23343,9189,F,-/-,18400,Body Weight,2019-10-16
80,23343,9189,F,-/-,2540,Total Fat Mass,2019-10-16
80,23343,9189,F,-/-,14170,Lean Mass,2019-10-16
87,23343,9189,F,-/-,19400,Body Weight,2019-10-23
87,23343,9189,F,-/-,2300,Total Fat Mass,2019-10-23
87,23343,9189,F,-/-,15130,Lean Mass,2019-10-23
94,23343,9189,F,-/-,19300,Body Weight,2019-10-30
94,23343,9189,F,-/-,2600,Total Fat Mass,2019-10-30
94,23343,9189,F,-/-,14530,Lean Mass,2019-10-30
80,23343,9189,F,-/-,"135,114,77,46,29,38,46,41,46",Plasma Glucose,2019-10-16
31,23344,9190,F,-/-,11700,Body Weight,2019-08-28
31,23344,9190,F,-/-,830,Total Fat Mass,2019-08-28
24,23344,9190,F,-/-,7900,Body Weight,2019-08-21
24,23344,9190,F,-/-,580,Total Fat Mass,2019-08-21
24,23344,9190,F,-/-,6390,Lean Mass,2019-08-21
31,23344,9190,F,-/-,11700,Body Weight,2019-08-28
31,23344,9190,F,-/-,830,Total Fat Mass,2019-08-28
31,23344,9190,F,-/-,9850,Lean Mass,2019-08-28
31,23344,9190,F,-/-,11700,Body Weight,2019-08-28
31,23344,9190,F,-/-,830,Total Fat Mass,2019-08-28
31,23344,9190,F,-/-,9850,Lean Mass,2019-08-28
38,23344,9190,F,-/-,14600,Body Weight,2019-09-04
38,23344,9190,F,-/-,1100,Total Fat Mass,2019-09-04
38,23344,9190,F,-/-,12160,Lean Mass,2019-09-04
45,23344,9190,F,-/-,15300,Body Weight,2019-09-11
45,23344,9190,F,-/-,860,Total Fat Mass,2019-09-11
52,23344,9190,F,-/-,16900,Body Weight,2019-09-18
52,23344,9190,F,-/-,1360,Total Fat Mass,2019-09-18
52,23344,9190,F,-/-,13720,Lean Mass,2019-09-18
66,23344,9190,F,-/-,17900,Body Weight,2019-10-02
66,23344,9190,F,-/-,2460,Total Fat Mass,2019-10-02
66,23344,9190,F,-/-,14090,Lean Mass,2019-10-02
59,23344,9190,F,-/-,17300,Body Weight,2019-09-25
59,23344,9190,F,-/-,1410,Total Fat Mass,2019-09-25
59,23344,9190,F,-/-,14280,Lean Mass,2019-09-25
45,23344,9190,F,-/-,12920,Lean Mass,2019-09-11
73,23344,9190,F,-/-,18500,Body Weight,2019-10-09
73,23344,9190,F,-/-,1360,Total Fat Mass,2019-10-09
73,23344,9190,F,-/-,15200,Lean Mass,2019-10-09
80,23344,9190,F,-/-,18700,Body Weight,2019-10-16
80,23344,9190,F,-/-,1730,Total Fat Mass,2019-10-16
80,23344,9190,F,-/-,14970,Lean Mass,2019-10-16
87,23344,9190,F,-/-,19400,Body Weight,2019-10-23
87,23344,9190,F,-/-,1990,Total Fat Mass,2019-10-23
87,23344,9190,F,-/-,15520,Lean Mass,2019-10-23
94,23344,9190,F,-/-,19300,Body Weight,2019-10-30
94,23344,9190,F,-/-,2150,Total Fat Mass,2019-10-30
94,23344,9190,F,-/-,15280,Lean Mass,2019-10-30
80,23344,9190,F,-/-,"193,175,79,47,30,29,29,29,28",Plasma Glucose,2019-10-16
31,23345,9191,F,-/-,12400,Body Weight,2019-08-28
31,23345,9191,F,-/-,1060,Total Fat Mass,2019-08-28
24,23345,9191,F,-/-,8200,Body Weight,2019-08-21
24,23345,9191,F,-/-,450,Total Fat Mass,2019-08-21
24,23345,9191,F,-/-,6770,Lean Mass,2019-08-21
31,23345,9191,F,-/-,12400,Body Weight,2019-08-28
31,23345,9191,F,-/-,1060,Total Fat Mass,2019-08-28
31,23345,9191,F,-/-,10600,Lean Mass,2019-08-28
31,23345,9191,F,-/-,12400,Body Weight,2019-08-28
31,23345,9191,F,-/-,1060,Total Fat Mass,2019-08-28
31,23345,9191,F,-/-,10600,Lean Mass,2019-08-28
38,23345,9191,F,-/-,15500,Body Weight,2019-09-04
38,23345,9191,F,-/-,1170,Total Fat Mass,2019-09-04
38,23345,9191,F,-/-,12970,Lean Mass,2019-09-04
45,23345,9191,F,-/-,16200,Body Weight,2019-09-11
45,23345,9191,F,-/-,1390,Total Fat Mass,2019-09-11
52,23345,9191,F,-/-,17000,Body Weight,2019-09-18
52,23345,9191,F,-/-,1470,Total Fat Mass,2019-09-18
52,23345,9191,F,-/-,13690,Lean Mass,2019-09-18
66,23345,9191,F,-/-,18000,Body Weight,2019-10-02
66,23345,9191,F,-/-,2390,Total Fat Mass,2019-10-02
66,23345,9191,F,-/-,14140,Lean Mass,2019-10-02
59,23345,9191,F,-/-,17000,Body Weight,2019-09-25
59,23345,9191,F,-/-,1450,Total Fat Mass,2019-09-25
59,23345,9191,F,-/-,13910,Lean Mass,2019-09-25
45,23345,9191,F,-/-,13210,Lean Mass,2019-09-11
73,23345,9191,F,-/-,18500,Body Weight,2019-10-09
73,23345,9191,F,-/-,1910,Total Fat Mass,2019-10-09
73,23345,9191,F,-/-,14750,Lean Mass,2019-10-09
80,23345,9191,F,-/-,18400,Body Weight,2019-10-16
80,23345,9191,F,-/-,1570,Total Fat Mass,2019-10-16
80,23345,9191,F,-/-,15590,Lean Mass,2019-10-16
87,23345,9191,F,-/-,19500,Body Weight,2019-10-23
87,23345,9191,F,-/-,2620,Total Fat Mass,2019-10-23
87,23345,9191,F,-/-,15220,Lean Mass,2019-10-23
94,23345,9191,F,-/-,19300,Body Weight,2019-10-30
94,23345,9191,F,-/-,1370,Total Fat Mass,2019-10-30
94,23345,9191,F,-/-,16640,Lean Mass,2019-10-30
80,23345,9191,F,-/-,"191,97,89,48,44,43,46,49,51",Plasma Glucose,2019-10-16
23,23486,9329,M,+/+,7600,Body Weight,2019-09-04
23,23486,9329,M,+/+,410,Total Fat Mass,2019-09-04
23,23486,9329,M,+/+,6340,Lean Mass,2019-09-04
30,23486,9329,M,+/+,11600,Body Weight,2019-09-11
30,23486,9329,M,+/+,1020,Total Fat Mass,2019-09-11
37,23486,9329,M,+/+,17300,Body Weight,2019-09-18
37,23486,9329,M,+/+,1280,Total Fat Mass,2019-09-18
37,23486,9329,M,+/+,14690,Lean Mass,2019-09-18
51,23486,9329,M,+/+,20900,Body Weight,2019-10-02
51,23486,9329,M,+/+,1440,Total Fat Mass,2019-10-02
51,23486,9329,M,+/+,17450,Lean Mass,2019-10-02
44,23486,9329,M,+/+,19200,Body Weight,2019-09-25
44,23486,9329,M,+/+,1290,Total Fat Mass,2019-09-25
44,23486,9329,M,+/+,16390,Lean Mass,2019-09-25
30,23486,9329,M,+/+,9760,Lean Mass,2019-09-11
58,23486,9329,M,+/+,22200,Body Weight,2019-10-09
58,23486,9329,M,+/+,1570,Total Fat Mass,2019-10-09
58,23486,9329,M,+/+,18750,Lean Mass,2019-10-09
65,23486,9329,M,+/+,22500,Body Weight,2019-10-16
65,23486,9329,M,+/+,1220,Total Fat Mass,2019-10-16
65,23486,9329,M,+/+,19240,Lean Mass,2019-10-16
72,23486,9329,M,+/+,22300,Body Weight,2019-10-23
72,23486,9329,M,+/+,1810,Total Fat Mass,2019-10-23
72,23486,9329,M,+/+,18950,Lean Mass,2019-10-23
79,23486,9329,M,+/+,22900,Body Weight,2019-10-30
79,23486,9329,M,+/+,1880,Total Fat Mass,2019-10-30
79,23486,9329,M,+/+,19140,Lean Mass,2019-10-30
79,23486,9329,M,+/+,"194,103,71,55,30,26,29,42,40",Plasma Glucose,2019-10-30
100,23486,9329,M,+/+,24900,Body Weight,2019-11-20
100,23486,9329,M,+/+,3170,Total Fat Mass,2019-11-20
100,23486,9329,M,+/+,19620,Lean Mass,2019-11-20
23,23492,9335,F,+/+,6700,Body Weight,2019-09-04
23,23492,9335,F,+/+,470,Total Fat Mass,2019-09-04
23,23492,9335,F,+/+,5780,Lean Mass,2019-09-04
30,23492,9335,F,+/+,9600,Body Weight,2019-09-11
30,23492,9335,F,+/+,590,Total Fat Mass,2019-09-11
37,23492,9335,F,+/+,12100,Body Weight,2019-09-18
37,23492,9335,F,+/+,750,Total Fat Mass,2019-09-18
37,23492,9335,F,+/+,10400,Lean Mass,2019-09-18
51,23492,9335,F,+/+,17000,Body Weight,2019-10-02
51,23492,9335,F,+/+,1230,Total Fat Mass,2019-10-02
51,23492,9335,F,+/+,14060,Lean Mass,2019-10-02
44,23492,9335,F,+/+,15500,Body Weight,2019-09-25
44,23492,9335,F,+/+,1590,Total Fat Mass,2019-09-25
44,23492,9335,F,+/+,12420,Lean Mass,2019-09-25
30,23492,9335,F,+/+,8450,Lean Mass,2019-09-11
58,23492,9335,F,+/+,17700,Body Weight,2019-10-09
58,23492,9335,F,+/+,1170,Total Fat Mass,2019-10-09
58,23492,9335,F,+/+,14690,Lean Mass,2019-10-09
65,23492,9335,F,+/+,18300,Body Weight,2019-10-16
65,23492,9335,F,+/+,1880,Total Fat Mass,2019-10-16
65,23492,9335,F,+/+,13850,Lean Mass,2019-10-16
72,23492,9335,F,+/+,18000,Body Weight,2019-10-23
72,23492,9335,F,+/+,1590,Total Fat Mass,2019-10-23
72,23492,9335,F,+/+,14630,Lean Mass,2019-10-23
79,23492,9335,F,+/+,18100,Body Weight,2019-10-30
79,23492,9335,F,+/+,1400,Total Fat Mass,2019-10-30
79,23492,9335,F,+/+,14780,Lean Mass,2019-10-30
79,23492,9335,F,+/+,"193,179,104,71,45,37,35,37,36",Plasma Glucose,2019-10-30
100,23492,9335,F,+/+,19800,Body Weight,2019-11-20
100,23492,9335,F,+/+,1850,Total Fat Mass,2019-11-20
100,23492,9335,F,+/+,15680,Lean Mass,2019-11-20
28,23493,9336,F,-/-,8700,Body Weight,2019-09-04
28,23493,9336,F,-/-,620,Total Fat Mass,2019-09-04
28,23493,9336,F,-/-,7540,Lean Mass,2019-09-04
35,23493,9336,F,-/-,13200,Body Weight,2019-09-11
35,23493,9336,F,-/-,1250,Total Fat Mass,2019-09-11
42,23493,9336,F,-/-,16100,Body Weight,2019-09-18
42,23493,9336,F,-/-,1330,Total Fat Mass,2019-09-18
42,23493,9336,F,-/-,13450,Lean Mass,2019-09-18
56,23493,9336,F,-/-,17400,Body Weight,2019-10-02
56,23493,9336,F,-/-,1160,Total Fat Mass,2019-10-02
56,23493,9336,F,-/-,14690,Lean Mass,2019-10-02
49,23493,9336,F,-/-,17400,Body Weight,2019-09-25
49,23493,9336,F,-/-,1760,Total Fat Mass,2019-09-25
49,23493,9336,F,-/-,14300,Lean Mass,2019-09-25
35,23493,9336,F,-/-,10800,Lean Mass,2019-09-11
63,23493,9336,F,-/-,18400,Body Weight,2019-10-09
63,23493,9336,F,-/-,1790,Total Fat Mass,2019-10-09
