age,animal.id,MouseID,Sex,Genotype,values,assay,experiment.date
66,22620,8652,M,-/-,22000,Body Weight,2019-07-22
66,22620,8652,M,-/-,1350,Total Fat Mass,2019-07-22
66,22620,8652,M,-/-,19060,Lean Mass,2019-07-22
73,22620,8652,M,-/-,22800,Body Weight,2019-07-29
73,22620,8652,M,-/-,1100,Total Fat Mass,2019-07-29
73,22620,8652,M,-/-,19490,Lean Mass,2019-07-29
80,22620,8652,M,-/-,23300,Body Weight,2019-08-05
80,22620,8652,M,-/-,2610,Total Fat Mass,2019-08-05
80,22620,8652,M,-/-,19130,Lean Mass,2019-08-05
103,22620,8652,M,-/-,26700,Body Weight,2019-08-28
103,22620,8652,M,-/-,5030,Total Fat Mass,2019-08-28
82,22620,8652,M,-/-,"200,230,141,115,149,117,159,177,184",Plasma Glucose,2019-08-07
94,22620,8652,M,-/-,3700,Total Fat Mass,2019-08-19
94,22620,8652,M,-/-,19040,Lean Mass,2019-08-19
94,22620,8652,M,-/-,24600,Body Weight,2019-08-19
87,22620,8652,M,-/-,24400,Body Weight,2019-08-12
87,22620,8652,M,-/-,3390,Total Fat Mass,2019-08-12
87,22620,8652,M,-/-,18930,Lean Mass,2019-08-12
101,22620,8652,M,-/-,26500,Body Weight,2019-08-26
101,22620,8652,M,-/-,5520,Total Fat Mass,2019-08-26
101,22620,8652,M,-/-,19500,Lean Mass,2019-08-26
103,22620,8652,M,-/-,26700,Body Weight,2019-08-28
103,22620,8652,M,-/-,5030,Total Fat Mass,2019-08-28
103,22620,8652,M,-/-,20020,Lean Mass,2019-08-28
103,22620,8652,M,-/-,26700,Body Weight,2019-08-28
103,22620,8652,M,-/-,5030,Total Fat Mass,2019-08-28
103,22620,8652,M,-/-,20020,Lean Mass,2019-08-28
24,22621,8653,M,-/-,9700,Body Weight,2019-06-10
24,22621,8653,M,-/-,1030,Total Fat Mass,2019-06-10
24,22621,8653,M,-/-,7860,Lean Mass,2019-06-10
31,22621,8653,M,-/-,13400,Body Weight,2019-06-17
31,22621,8653,M,-/-,1230,Total Fat Mass,2019-06-17
31,22621,8653,M,-/-,10440,Lean Mass,2019-06-17
38,22621,8653,M,-/-,19000,Body Weight,2019-06-24
38,22621,8653,M,-/-,1770,Total Fat Mass,2019-06-24
38,22621,8653,M,-/-,15760,Lean Mass,2019-06-24
45,22621,8653,M,-/-,20300,Body Weight,2019-07-01
45,22621,8653,M,-/-,1580,Total Fat Mass,2019-07-01
45,22621,8653,M,-/-,16780,Lean Mass,2019-07-01
52,22621,8653,M,-/-,21400,Body Weight,2019-07-08
52,22621,8653,M,-/-,2010,Total Fat Mass,2019-07-08
52,22621,8653,M,-/-,17650,Lean Mass,2019-07-08
59,22621,8653,M,-/-,23200,Body Weight,2019-07-15
59,22621,8653,M,-/-,1170,Total Fat Mass,2019-07-15
59,22621,8653,M,-/-,19270,Lean Mass,2019-07-15
66,22621,8653,M,-/-,23800,Body Weight,2019-07-22
66,22621,8653,M,-/-,1280,Total Fat Mass,2019-07-22
66,22621,8653,M,-/-,1380,Total Fat Mass,2019-07-22
66,22621,8653,M,-/-,14810,Lean Mass,2019-07-22
73,22621,8653,M,-/-,24100,Body Weight,2019-07-29
73,22621,8653,M,-/-,1480,Total Fat Mass,2019-07-29
73,22621,8653,M,-/-,19980,Lean Mass,2019-07-29
80,22621,8653,M,-/-,24000,Body Weight,2019-08-05
80,22621,8653,M,-/-,2320,Total Fat Mass,2019-08-05
80,22621,8653,M,-/-,19710,Lean Mass,2019-08-05
103,22621,8653,M,-/-,26600,Body Weight,2019-08-28
103,22621,8653,M,-/-,4540,Total Fat Mass,2019-08-28
82,22621,8653,M,-/-,"249,191,111,130,102,147,149,156,177",Plasma Glucose,2019-08-07
94,22621,8653,M,-/-,3090,Total Fat Mass,2019-08-19
94,22621,8653,M,-/-,19280,Lean Mass,2019-08-19
94,22621,8653,M,-/-,24300,Body Weight,2019-08-19
87,22621,8653,M,-/-,24000,Body Weight,2019-08-12
87,22621,8653,M,-/-,2590,Total Fat Mass,2019-08-12
87,22621,8653,M,-/-,19510,Lean Mass,2019-08-12
101,22621,8653,M,-/-,25700,Body Weight,2019-08-26
101,22621,8653,M,-/-,4750,Total Fat Mass,2019-08-26
101,22621,8653,M,-/-,18140,Lean Mass,2019-08-26
103,22621,8653,M,-/-,26600,Body Weight,2019-08-28
103,22621,8653,M,-/-,4540,Total Fat Mass,2019-08-28
103,22621,8653,M,-/-,19950,Lean Mass,2019-08-28
103,22621,8653,M,-/-,26600,Body Weight,2019-08-28
103,22621,8653,M,-/-,4540,Total Fat Mass,2019-08-28
103,22621,8653,M,-/-,19950,Lean Mass,2019-08-28
24,22622,8654,F,+/+,9000,Body Weight,2019-06-10
24,22622,8654,F,+/+,620,Total Fat Mass,2019-06-10
24,22622,8654,F,+/+,7400,Lean Mass,2019-06-10
31,22622,8654,F,+/+,12500,Body Weight,2019-06-17
31,22622,8654,F,+/+,820,Total Fat Mass,2019-06-17
31,22622,8654,F,+/+,11400,Lean Mass,2019-06-17
38,22622,8654,F,+/+,15900,Body Weight,2019-06-24
38,22622,8654,F,+/+,1490,Total Fat Mass,2019-06-24
38,22622,8654,F,+/+,12880,Lean Mass,2019-06-24
45,22622,8654,F,+/+,17600,Body Weight,2019-07-01
45,22622,8654,F,+/+,1780,Total Fat Mass,2019-07-01
45,22622,8654,F,+/+,14060,Lean Mass,2019-07-01
52,22622,8654,F,+/+,17500,Body Weight,2019-07-08
52,22622,8654,F,+/+,1160,Total Fat Mass,2019-07-08
52,22622,8654,F,+/+,14330,Lean Mass,2019-07-08
59,22622,8654,F,+/+,18000,Body Weight,2019-07-15
59,22622,8654,F,+/+,1330,Total Fat Mass,2019-07-15
59,22622,8654,F,+/+,14610,Lean Mass,2019-07-15
66,22622,8654,F,+/+,18800,Body Weight,2019-07-22
66,22622,8654,F,+/+,1080,Total Fat Mass,2019-07-22
66,22622,8654,F,+/+,15700,Lean Mass,2019-07-22
73,22622,8654,F,+/+,19700,Body Weight,2019-07-29
73,22622,8654,F,+/+,930,Total Fat Mass,2019-07-29
73,22622,8654,F,+/+,16290,Lean Mass,2019-07-29
80,22622,8654,F,+/+,20000,Body Weight,2019-08-05
80,22622,8654,F,+/+,1810,Total Fat Mass,2019-08-05
80,22622,8654,F,+/+,16450,Lean Mass,2019-08-05
103,22622,8654,F,+/+,21400,Body Weight,2019-08-28
103,22622,8654,F,+/+,2530,Total Fat Mass,2019-08-28
82,22622,8654,F,+/+,"149,164,114,69,84,100,146,193,238",Plasma Glucose,2019-08-07
94,22622,8654,F,+/+,2370,Total Fat Mass,2019-08-19
94,22622,8654,F,+/+,16640,Lean Mass,2019-08-19
94,22622,8654,F,+/+,20800,Body Weight,2019-08-19
87,22622,8654,F,+/+,20500,Body Weight,2019-08-12
87,22622,8654,F,+/+,1950,Total Fat Mass,2019-08-12
87,22622,8654,F,+/+,16420,Lean Mass,2019-08-12
101,22622,8654,F,+/+,21600,Body Weight,2019-08-26
101,22622,8654,F,+/+,2740,Total Fat Mass,2019-08-26
101,22622,8654,F,+/+,17220,Lean Mass,2019-08-26
103,22622,8654,F,+/+,21400,Body Weight,2019-08-28
103,22622,8654,F,+/+,2530,Total Fat Mass,2019-08-28
103,22622,8654,F,+/+,17150,Lean Mass,2019-08-28
103,22622,8654,F,+/+,21400,Body Weight,2019-08-28
103,22622,8654,F,+/+,2530,Total Fat Mass,2019-08-28
103,22622,8654,F,+/+,17150,Lean Mass,2019-08-28
24,22623,8655,F,-/-,7800,Body Weight,2019-06-10
24,22623,8655,F,-/-,650,Total Fat Mass,2019-06-10
24,22623,8655,F,-/-,6390,Lean Mass,2019-06-10
31,22623,8655,F,-/-,10600,Body Weight,2019-06-17
31,22623,8655,F,-/-,1350,Total Fat Mass,2019-06-17
31,22623,8655,F,-/-,8460,Lean Mass,2019-06-17
38,22623,8655,F,-/-,14100,Body Weight,2019-06-24
38,22623,8655,F,-/-,1690,Total Fat Mass,2019-06-24
38,22623,8655,F,-/-,11300,Lean Mass,2019-06-24
45,22623,8655,F,-/-,15400,Body Weight,2019-07-01
45,22623,8655,F,-/-,1460,Total Fat Mass,2019-07-01
45,22623,8655,F,-/-,12610,Lean Mass,2019-07-01
52,22623,8655,F,-/-,16400,Body Weight,2019-07-08
52,22623,8655,F,-/-,1390,Total Fat Mass,2019-07-08
52,22623,8655,F,-/-,13360,Lean Mass,2019-07-08
59,22623,8655,F,-/-,17600,Body Weight,2019-07-15
59,22623,8655,F,-/-,1450,Total Fat Mass,2019-07-15
59,22623,8655,F,-/-,14520,Lean Mass,2019-07-15
66,22623,8655,F,-/-,18000,Body Weight,2019-07-22
73,22623,8655,F,-/-,18700,Body Weight,2019-07-29
73,22623,8655,F,-/-,1420,Total Fat Mass,2019-07-29
73,22623,8655,F,-/-,15260,Lean Mass,2019-07-29
80,22623,8655,F,-/-,19400,Body Weight,2019-08-05
80,22623,8655,F,-/-,2800,Total Fat Mass,2019-08-05
80,22623,8655,F,-/-,15000,Lean Mass,2019-08-05
103,22623,8655,F,-/-,20700,Body Weight,2019-08-28
103,22623,8655,F,-/-,3080,Total Fat Mass,2019-08-28
82,22623,8655,F,-/-,"172,178,144,96,102,92,113,107,110",Plasma Glucose,2019-08-07
94,22623,8655,F,-/-,3170,Total Fat Mass,2019-08-19
94,22623,8655,F,-/-,15150,Lean Mass,2019-08-19
94,22623,8655,F,-/-,20000,Body Weight,2019-08-19
87,22623,8655,F,-/-,19700,Body Weight,2019-08-12
87,22623,8655,F,-/-,3070,Total Fat Mass,2019-08-12
87,22623,8655,F,-/-,14820,Lean Mass,2019-08-12
101,22623,8655,F,-/-,21200,Body Weight,2019-08-26
101,22623,8655,F,-/-,3150,Total Fat Mass,2019-08-26
101,22623,8655,F,-/-,15720,Lean Mass,2019-08-26
103,22623,8655,F,-/-,20700,Body Weight,2019-08-28
103,22623,8655,F,-/-,3080,Total Fat Mass,2019-08-28
103,22623,8655,F,-/-,16100,Lean Mass,2019-08-28
103,22623,8655,F,-/-,20700,Body Weight,2019-08-28
103,22623,8655,F,-/-,3080,Total Fat Mass,2019-08-28
103,22623,8655,F,-/-,16100,Lean Mass,2019-08-28
24,22624,8656,F,-/-,7900,Body Weight,2019-06-10
24,22624,8656,F,-/-,680,Total Fat Mass,2019-06-10
24,22624,8656,F,-/-,6260,Lean Mass,2019-06-10
31,22624,8656,F,-/-,11600,Body Weight,2019-06-17
31,22624,8656,F,-/-,2170,Total Fat Mass,2019-06-17
31,22624,8656,F,-/-,8340,Lean Mass,2019-06-17
38,22624,8656,F,-/-,15300,Body Weight,2019-06-24
38,22624,8656,F,-/-,1590,Total Fat Mass,2019-06-24
38,22624,8656,F,-/-,12910,Lean Mass,2019-06-24
45,22624,8656,F,-/-,16900,Body Weight,2019-07-01
45,22624,8656,F,-/-,1780,Total Fat Mass,2019-07-01
45,22624,8656,F,-/-,13830,Lean Mass,2019-07-01
52,22624,8656,F,-/-,17400,Body Weight,2019-07-08
52,22624,8656,F,-/-,1730,Total Fat Mass,2019-07-08
52,22624,8656,F,-/-,13380,Lean Mass,2019-07-08
59,22624,8656,F,-/-,17800,Body Weight,2019-07-15
59,22624,8656,F,-/-,1630,Total Fat Mass,2019-07-15
59,22624,8656,F,-/-,14390,Lean Mass,2019-07-15
66,22624,8656,F,-/-,18900,Body Weight,2019-07-22
66,22624,8656,F,-/-,1470,Total Fat Mass,2019-07-22
66,22624,8656,F,-/-,15420,Lean Mass,2019-07-22
73,22624,8656,F,-/-,19300,Body Weight,2019-07-29
73,22624,8656,F,-/-,1220,Total Fat Mass,2019-07-29
73,22624,8656,F,-/-,16040,Lean Mass,2019-07-29
80,22624,8656,F,-/-,20200,Body Weight,2019-08-05
80,22624,8656,F,-/-,2260,Total Fat Mass,2019-08-05
80,22624,8656,F,-/-,16030,Lean Mass,2019-08-05
103,22624,8656,F,-/-,21500,Body Weight,2019-08-28
103,22624,8656,F,-/-,3810,Total Fat Mass,2019-08-28
82,22624,8656,F,-/-,"154,151,138,134,177,150,205,217,222",Plasma Glucose,2019-08-07
94,22624,8656,F,-/-,3340,Total Fat Mass,2019-08-19
94,22624,8656,F,-/-,15640,Lean Mass,2019-08-19
94,22624,8656,F,-/-,21000,Body Weight,2019-08-19
87,22624,8656,F,-/-,20400,Body Weight,2019-08-12
87,22624,8656,F,-/-,2710,Total Fat Mass,2019-08-12
87,22624,8656,F,-/-,15650,Lean Mass,2019-08-12
101,22624,8656,F,-/-,21400,Body Weight,2019-08-26
101,22624,8656,F,-/-,3910,Total Fat Mass,2019-08-26
101,22624,8656,F,-/-,15590,Lean Mass,2019-08-26
103,22624,8656,F,-/-,21500,Body Weight,2019-08-28
103,22624,8656,F,-/-,3810,Total Fat Mass,2019-08-28
103,22624,8656,F,-/-,15820,Lean Mass,2019-08-28
103,22624,8656,F,-/-,21500,Body Weight,2019-08-28
103,22624,8656,F,-/-,3810,Total Fat Mass,2019-08-28
103,22624,8656,F,-/-,15820,Lean Mass,2019-08-28
24,22627,8659,F,-/-,8600,Body Weight,2019-06-10
24,22627,8659,F,-/-,620,Total Fat Mass,2019-06-10
24,22627,8659,F,-/-,7110,Lean Mass,2019-06-10
31,22627,8659,F,-/-,12500,Body Weight,2019-06-17
31,22627,8659,F,-/-,1680,Total Fat Mass,2019-06-17
31,22627,8659,F,-/-,10440,Lean Mass,2019-06-17
38,22627,8659,F,-/-,15900,Body Weight,2019-06-24
38,22627,8659,F,-/-,1480,Total Fat Mass,2019-06-24
38,22627,8659,F,-/-,12960,Lean Mass,2019-06-24
45,22627,8659,F,-/-,16900,Body Weight,2019-07-01
45,22627,8659,F,-/-,1820,Total Fat Mass,2019-07-01
45,22627,8659,F,-/-,13250,Lean Mass,2019-07-01
52,22627,8659,F,-/-,17500,Body Weight,2019-07-08
52,22627,8659,F,-/-,1760,Total Fat Mass,2019-07-08
52,22627,8659,F,-/-,13640,Lean Mass,2019-07-08
59,22627,8659,F,-/-,18200,Body Weight,2019-07-15
59,22627,8659,F,-/-,1840,Total Fat Mass,2019-07-15
59,22627,8659,F,-/-,14710,Lean Mass,2019-07-15
66,22627,8659,F,-/-,18800,Body Weight,2019-07-22
66,22627,8659,F,-/-,1840,Total Fat Mass,2019-07-22
66,22627,8659,F,-/-,15150,Lean Mass,2019-07-22
73,22627,8659,F,-/-,19700,Body Weight,2019-07-29
73,22627,8659,F,-/-,1750,Total Fat Mass,2019-07-29
73,22627,8659,F,-/-,15790,Lean Mass,2019-07-29
80,22627,8659,F,-/-,20400,Body Weight,2019-08-05
80,22627,8659,F,-/-,3010,Total Fat Mass,2019-08-05
80,22627,8659,F,-/-,15460,Lean Mass,2019-08-05
103,22627,8659,F,-/-,22200,Body Weight,2019-08-28
103,22627,8659,F,-/-,3620,Total Fat Mass,2019-08-28
82,22627,8659,F,-/-,"141,163,147,132,98,138,139,157,131",Plasma Glucose,2019-08-07
94,22627,8659,F,-/-,3210,Total Fat Mass,2019-08-19
94,22627,8659,F,-/-,15990,Lean Mass,2019-08-19
94,22627,8659,F,-/-,21600,Body Weight,2019-08-19
87,22627,8659,F,-/-,21200,Body Weight,2019-08-12
87,22627,8659,F,-/-,3180,Total Fat Mass,2019-08-12
87,22627,8659,F,-/-,15870,Lean Mass,2019-08-12
101,22627,8659,F,-/-,22600,Body Weight,2019-08-26
101,22627,8659,F,-/-,3700,Total Fat Mass,2019-08-26
101,22627,8659,F,-/-,16560,Lean Mass,2019-08-26
103,22627,8659,F,-/-,22200,Body Weight,2019-08-28
103,22627,8659,F,-/-,3620,Total Fat Mass,2019-08-28
103,22627,8659,F,-/-,16640,Lean Mass,2019-08-28
103,22627,8659,F,-/-,22200,Body Weight,2019-08-28
103,22627,8659,F,-/-,3620,Total Fat Mass,2019-08-28
103,22627,8659,F,-/-,16640,Lean Mass,2019-08-28
23,22629,8661,M,-/-,7500,Body Weight,2019-06-10
23,22629,8661,M,-/-,390,Total Fat Mass,2019-06-10
23,22629,8661,M,-/-,6410,Lean Mass,2019-06-10
30,22629,8661,M,-/-,12800,Body Weight,2019-06-17
30,22629,8661,M,-/-,1180,Total Fat Mass,2019-06-17
30,22629,8661,M,-/-,10470,Lean Mass,2019-06-17
37,22629,8661,M,-/-,17400,Body Weight,2019-06-24
37,22629,8661,M,-/-,1390,Total Fat Mass,2019-06-24
37,22629,8661,M,-/-,15100,Lean Mass,2019-06-24
44,22629,8661,M,-/-,19200,Body Weight,2019-07-01
44,22629,8661,M,-/-,1290,Total Fat Mass,2019-07-01
44,22629,8661,M,-/-,16440,Lean Mass,2019-07-01
51,22629,8661,M,-/-,19700,Body Weight,2019-07-08
51,22629,8661,M,-/-,1140,Total Fat Mass,2019-07-08
51,22629,8661,M,-/-,16970,Lean Mass,2019-07-08
58,22629,8661,M,-/-,20700,Body Weight,2019-07-15
58,22629,8661,M,-/-,1130,Total Fat Mass,2019-07-15
58,22629,8661,M,-/-,17800,Lean Mass,2019-07-15
65,22629,8661,M,-/-,21300,Body Weight,2019-07-22
65,22629,8661,M,-/-,1280,Total Fat Mass,2019-07-22
65,22629,8661,M,-/-,18170,Lean Mass,2019-07-22
72,22629,8661,M,-/-,21800,Body Weight,2019-07-29
72,22629,8661,M,-/-,1260,Total Fat Mass,2019-07-29
72,22629,8661,M,-/-,18560,Lean Mass,2019-07-29
79,22629,8661,M,-/-,22600,Body Weight,2019-08-05
79,22629,8661,M,-/-,2590,Total Fat Mass,2019-08-05
79,22629,8661,M,-/-,18330,Lean Mass,2019-08-05
102,22629,8661,M,-/-,25500,Body Weight,2019-08-28
102,22629,8661,M,-/-,4470,Total Fat Mass,2019-08-28
81,22629,8661,M,-/-,"207,165,134,108,119,211,167,261,171",Plasma Glucose,2019-08-07
93,22629,8661,M,-/-,3130,Total Fat Mass,2019-08-19
93,22629,8661,M,-/-,18060,Lean Mass,2019-08-19
93,22629,8661,M,-/-,23000,Body Weight,2019-08-19
86,22629,8661,M,-/-,23000,Body Weight,2019-08-12
86,22629,8661,M,-/-,3280,Total Fat Mass,2019-08-12
86,22629,8661,M,-/-,18070,Lean Mass,2019-08-12
100,22629,8661,M,-/-,24700,Body Weight,2019-08-26
100,22629,8661,M,-/-,4220,Total Fat Mass,2019-08-26
100,22629,8661,M,-/-,18460,Lean Mass,2019-08-26
102,22629,8661,M,-/-,25500,Body Weight,2019-08-28
102,22629,8661,M,-/-,4470,Total Fat Mass,2019-08-28
102,22629,8661,M,-/-,19230,Lean Mass,2019-08-28
102,22629,8661,M,-/-,25500,Body Weight,2019-08-28
102,22629,8661,M,-/-,4470,Total Fat Mass,2019-08-28
102,22629,8661,M,-/-,19230,Lean Mass,2019-08-28
23,22630,8662,M,-/-,7900,Body Weight,2019-06-10
23,22630,8662,M,-/-,420,Total Fat Mass,2019-06-10
23,22630,8662,M,-/-,6560,Lean Mass,2019-06-10
30,22630,8662,M,-/-,11300,Body Weight,2019-06-17
30,22630,8662,M,-/-,750,Total Fat Mass,2019-06-17
30,22630,8662,M,-/-,9640,Lean Mass,2019-06-17
37,22630,8662,M,-/-,16500,Body Weight,2019-06-24
37,22630,8662,M,-/-,1350,Total Fat Mass,2019-06-24
37,22630,8662,M,-/-,14190,Lean Mass,2019-06-24
44,22630,8662,M,-/-,20100,Body Weight,2019-07-01
44,22630,8662,M,-/-,1530,Total Fat Mass,2019-07-01
44,22630,8662,M,-/-,17380,Lean Mass,2019-07-01
51,22630,8662,M,-/-,20900,Body Weight,2019-07-08
51,22630,8662,M,-/-,1400,Total Fat Mass,2019-07-08
51,22630,8662,M,-/-,17920,Lean Mass,2019-07-08
58,22630,8662,M,-/-,22100,Body Weight,2019-07-15
58,22630,8662,M,-/-,1490,Total Fat Mass,2019-07-15
58,22630,8662,M,-/-,18860,Lean Mass,2019-07-15
65,22630,8662,M,-/-,23000,Body Weight,2019-07-22
65,22630,8662,M,-/-,1610,Total Fat Mass,2019-07-22
65,22630,8662,M,-/-,19630,Lean Mass,2019-07-22
72,22630,8662,M,-/-,23600,Body Weight,2019-07-29
72,22630,8662,M,-/-,1650,Total Fat Mass,2019-07-29
72,22630,8662,M,-/-,19970,Lean Mass,2019-07-29
79,22630,8662,M,-/-,23700,Body Weight,2019-08-05
79,22630,8662,M,-/-,2350,Total Fat Mass,2019-08-05
79,22630,8662,M,-/-,19430,Lean Mass,2019-08-05
102,22630,8662,M,-/-,25300,Body Weight,2019-08-28
102,22630,8662,M,-/-,3990,Total Fat Mass,2019-08-28
93,22630,8662,M,-/-,3300,Total Fat Mass,2019-08-19
93,22630,8662,M,-/-,18950,Lean Mass,2019-08-19
93,22630,8662,M,-/-,24200,Body Weight,2019-08-19
86,22630,8662,M,-/-,23900,Body Weight,2019-08-12
86,22630,8662,M,-/-,2930,Total Fat Mass,2019-08-12
86,22630,8662,M,-/-,18850,Lean Mass,2019-08-12
100,22630,8662,M,-/-,25000,Body Weight,2019-08-26
100,22630,8662,M,-/-,4460,Total Fat Mass,2019-08-26
100,22630,8662,M,-/-,18290,Lean Mass,2019-08-26
102,22630,8662,M,-/-,25300,Body Weight,2019-08-28
102,22630,8662,M,-/-,3990,Total Fat Mass,2019-08-28
102,22630,8662,M,-/-,19830,Lean Mass,2019-08-28
102,22630,8662,M,-/-,25300,Body Weight,2019-08-28
102,22630,8662,M,-/-,3990,Total Fat Mass,2019-08-28
102,22630,8662,M,-/-,19830,Lean Mass,2019-08-28
31,23034,8901,M,+/+,8300,Body Weight,2019-07-10
31,23034,8901,M,+/+,770,Total Fat Mass,2019-07-10
31,23034,8901,M,+/+,6920,Lean Mass,2019-07-10
45,23034,8901,M,+/+,13600,Body Weight,2019-07-24
45,23034,8901,M,+/+,1040,Total Fat Mass,2019-07-24
45,23034,8901,M,+/+,11090,Lean Mass,2019-07-24
52,23034,8901,M,+/+,17000,Body Weight,2019-07-31
52,23034,8901,M,+/+,1610,Total Fat Mass,2019-07-31
52,23034,8901,M,+/+,13920,Lean Mass,2019-07-31
80,23034,8901,M,+/+,19600,Body Weight,2019-08-28
80,23034,8901,M,+/+,1330,Total Fat Mass,2019-08-28
66,23034,8901,M,+/+,960,Total Fat Mass,2019-08-14
66,23034,8901,M,+/+,16540,Lean Mass,2019-08-14
66,23034,8901,M,+/+,19100,Body Weight,2019-08-14
59,23034,8901,M,+/+,18800,Body Weight,2019-08-07
59,23034,8901,M,+/+,1400,Total Fat Mass,2019-08-07
59,23034,8901,M,+/+,16070,Lean Mass,2019-08-07
73,23034,8901,M,+/+,19300,Body Weight,2019-08-21
73,23034,8901,M,+/+,1200,Total Fat Mass,2019-08-21
73,23034,8901,M,+/+,16490,Lean Mass,2019-08-21
80,23034,8901,M,+/+,19600,Body Weight,2019-08-28
80,23034,8901,M,+/+,1330,Total Fat Mass,2019-08-28
80,23034,8901,M,+/+,15970,Lean Mass,2019-08-28
80,23034,8901,M,+/+,19600,Body Weight,2019-08-28
80,23034,8901,M,+/+,"194,211,102,103,157,0,131,138,219",Plasma Glucose,2019-08-28
80,23034,8901,M,+/+,1330,Total Fat Mass,2019-08-28
80,23034,8901,M,+/+,15970,Lean Mass,2019-08-28
87,23034,8901,M,+/+,19500,Body Weight,2019-09-04
87,23034,8901,M,+/+,1220,Total Fat Mass,2019-09-04
87,23034,8901,M,+/+,16610,Lean Mass,2019-09-04
94,23034,8901,M,+/+,20000,Body Weight,2019-09-11
94,23034,8901,M,+/+,1130,Total Fat Mass,2019-09-11
94,23034,8901,M,+/+,16890,Lean Mass,2019-09-11
101,23034,8901,M,+/+,20300,Body Weight,2019-09-18
101,23034,8901,M,+/+,1240,Total Fat Mass,2019-09-18
101,23034,8901,M,+/+,17420,Lean Mass,2019-09-18
108,23034,8901,M,+/+,20700,Body Weight,2019-09-25
108,23034,8901,M,+/+,1060,Total Fat Mass,2019-09-25
108,23034,8901,M,+/+,17990,Lean Mass,2019-09-25
80,23034,8901,M,+/+,"194,211,102,103,157,0,131,138,219",Plasma Glucose,2019-08-28
24,23035,8902,F,+/+,6800,Body Weight,2019-07-03
24,23035,8902,F,+/+,830,Total Fat Mass,2019-07-03
24,23035,8902,F,+/+,5860,Lean Mass,2019-07-03
31,23035,8902,F,+/+,10900,Body Weight,2019-07-10
31,23035,8902,F,+/+,1140,Total Fat Mass,2019-07-10
31,23035,8902,F,+/+,9050,Lean Mass,2019-07-10
38,23035,8902,F,+/+,14000,Body Weight,2019-07-17
38,23035,8902,F,+/+,1470,Total Fat Mass,2019-07-17
38,23035,8902,F,+/+,11410,Lean Mass,2019-07-17
45,23035,8902,F,+/+,14600,Body Weight,2019-07-24
45,23035,8902,F,+/+,1150,Total Fat Mass,2019-07-24
45,23035,8902,F,+/+,11960,Lean Mass,2019-07-24
52,23035,8902,F,+/+,16000,Body Weight,2019-07-31
52,23035,8902,F,+/+,1610,Total Fat Mass,2019-07-31
52,23035,8902,F,+/+,13040,Lean Mass,2019-07-31
80,23035,8902,F,+/+,17800,Body Weight,2019-08-28
80,23035,8902,F,+/+,2120,Total Fat Mass,2019-08-28
66,23035,8902,F,+/+,1620,Total Fat Mass,2019-08-14
66,23035,8902,F,+/+,13250,Lean Mass,2019-08-14
66,23035,8902,F,+/+,16800,Body Weight,2019-08-14
59,23035,8902,F,+/+,16200,Body Weight,2019-08-07
59,23035,8902,F,+/+,1740,Total Fat Mass,2019-08-07
59,23035,8902,F,+/+,12920,Lean Mass,2019-08-07
73,23035,8902,F,+/+,17100,Body Weight,2019-08-21
73,23035,8902,F,+/+,1810,Total Fat Mass,2019-08-21
73,23035,8902,F,+/+,13700,Lean Mass,2019-08-21
80,23035,8902,F,+/+,17800,Body Weight,2019-08-28
80,23035,8902,F,+/+,2120,Total Fat Mass,2019-08-28
80,23035,8902,F,+/+,14050,Lean Mass,2019-08-28
80,23035,8902,F,+/+,17800,Body Weight,2019-08-28
80,23035,8902,F,+/+,"226,118,102,92,98,102,123,139,146",Plasma Glucose,2019-08-28
80,23035,8902,F,+/+,2120,Total Fat Mass,2019-08-28
80,23035,8902,F,+/+,14050,Lean Mass,2019-08-28
87,23035,8902,F,+/+,17900,Body Weight,2019-09-04
87,23035,8902,F,+/+,2180,Total Fat Mass,2019-09-04
87,23035,8902,F,+/+,14160,Lean Mass,2019-09-04
94,23035,8902,F,+/+,18100,Body Weight,2019-09-11
94,23035,8902,F,+/+,1630,Total Fat Mass,2019-09-11
94,23035,8902,F,+/+,14730,Lean Mass,2019-09-11
101,23035,8902,F,+/+,18500,Body Weight,2019-09-18
101,23035,8902,F,+/+,2040,Total Fat Mass,2019-09-18
101,23035,8902,F,+/+,14400,Lean Mass,2019-09-18
108,23035,8902,F,+/+,18500,Body Weight,2019-09-25
108,23035,8902,F,+/+,1380,Total Fat Mass,2019-09-25
108,23035,8902,F,+/+,15060,Lean Mass,2019-09-25
22,23036,8905,M,+/+,8400,Body Weight,2019-07-03
22,23036,8905,M,+/+,860,Total Fat Mass,2019-07-03
22,23036,8905,M,+/+,7130,Lean Mass,2019-07-03
29,23036,8905,M,+/+,14400,Body Weight,2019-07-10
29,23036,8905,M,+/+,1230,Total Fat Mass,2019-07-10
29,23036,8905,M,+/+,12200,Lean Mass,2019-07-10
36,23036,8905,M,+/+,19200,Body Weight,2019-07-17
36,23036,8905,M,+/+,1380,Total Fat Mass,2019-07-17
36,23036,8905,M,+/+,16360,Lean Mass,2019-07-17
43,23036,8905,M,+/+,20800,Body Weight,2019-07-24
43,23036,8905,M,+/+,1230,Total Fat Mass,2019-07-24
43,23036,8905,M,+/+,17790,Lean Mass,2019-07-24
50,23036,8905,M,+/+,22800,Body Weight,2019-07-31
50,23036,8905,M,+/+,1820,Total Fat Mass,2019-07-31
50,23036,8905,M,+/+,19320,Lean Mass,2019-07-31
