h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
7.065173e-01	9.669490e-02	9.650213e-01	0.000000e+00	3.030876e-04	0	
4.001191e-01	3.435555e-01	1.957871e-01	0.000000e+00	2.143176e-04	0	
3.297912e-01	3.313826e-01	2.546424e-01	4.169337e-01	2.510644e-04	5	
1.225879e-01	5.072220e-02	6.593644e-01	0.000000e+00	1.373726e-04	0	
5.247265e-01	5.003132e-02	9.404437e-01	5.099939e-02	1.613839e-04	1	
3.589630e-01	3.676290e-01	5.120276e-02	4.473162e-04	1.719314e-04	1	
4.145660e-01	3.858731e-01	1.233122e-01	2.210240e-02	1.424926e-04	1	
5.678761e-01	6.608562e-02	9.364454e-01	5.370286e-02	1.880227e-04	1	
4.139244e-01	3.924225e-01	2.533403e-01	0.000000e+00	1.391047e-04	0	
5.594234e-01	1.943295e-01	8.047102e-01	0.000000e+00	1.659032e-04	0	
3.816533e-01	2.616213e-01	5.233496e-01	3.587894e-01	1.788950e-04	3	
4.658169e-01	3.855279e-01	8.245383e-01	7.005720e-01	2.077119e-04	1	
6.996815e-01	2.673982e-01	8.000293e-01	1.319253e-02	1.579964e-04	1	
3.768393e-01	3.029175e-01	8.684402e-01	7.751607e-01	2.086862e-04	1	
1.736981e-01	2.461767e-01	5.606719e-01	7.814769e-01	3.025905e-04	4	
4.255541e-01	2.736807e-01	4.609623e-01	0.000000e+00	1.494915e-04	0	
6.351658e-01	2.797741e-01	5.872524e-01	5.676219e-02	1.890880e-04	1	
5.755922e-01	5.625254e-01	9.837910e-02	7.238833e-02	2.132335e-04	2	
5.590434e-01	6.519856e-01	2.237070e-01	4.587216e-01	2.967722e-04	4	
1.089821e-01	5.461051e-02	4.156686e-01	0.000000e+00	1.451744e-04	0	
1.316147e-01	2.128706e-01	7.961758e-01	8.859495e-01	1.572938e-04	1	
4.490813e-01	3.607928e-01	3.835301e-01	3.308660e-02	2.162550e-04	1	
1.551412e-01	4.177696e-02	7.869934e-01	0.000000e+00	1.795577e-04	0	
1.596489e-01	1.022691e-01	6.336993e-01	5.738639e-01	3.035096e-04	2	
3.591600e-01	3.284405e-01	4.375026e-01	2.731805e-01	2.120928e-04	3	
4.755386e-02	5.637315e-02	7.999855e-02	1.410301e-02	3.460763e-04	2	
3.115907e-01	2.411101e-01	7.518127e-02	0.000000e+00	2.051419e-04	0	
4.481515e-01	5.552494e-01	3.042067e-01	5.424256e-01	2.438749e-04	3	
4.560487e-01	6.738729e-02	9.249830e-01	0.000000e+00	2.403542e-04	0	
4.863189e-02	4.304676e-02	3.685327e-01	2.252202e-01	2.998344e-04	4	
2.283325e-01	2.737578e-01	3.455964e-01	6.081638e-01	3.547155e-04	5	
1.981874e-01	1.343454e-01	9.030908e-02	4.054617e-03	3.715975e-04	2	
2.878298e-01	2.371639e-01	3.610599e-01	3.540853e-01	1.964636e-04	1	
5.486095e-01	2.847676e-01	7.085504e-01	0.000000e+00	1.797602e-04	0	
2.897074e-01	8.284475e-02	8.648031e-01	3.757899e-01	2.211175e-04	3	
1.200002e-01	7.540856e-02	4.746897e-01	0.000000e+00	2.114285e-04	0	
3.545596e-01	3.389544e-01	7.570423e-02	8.052451e-03	4.398572e-04	2	
3.440642e-01	3.790648e-01	1.311887e-02	3.082994e-02	2.761210e-04	2	
1.430122e-01	6.287239e-02	4.738032e-01	0.000000e+00	1.767667e-04	0	
3.419876e-01	1.791758e-01	6.479950e-01	0.000000e+00	1.694461e-04	0	
3.892884e-01	3.241126e-01	2.419001e-01	7.881672e-02	1.702845e-04	1	
4.944751e-01	4.489100e-01	4.013667e-01	3.369841e-01	2.244785e-04	1	
7.554384e-01	1.007275e-01	9.709947e-01	0.000000e+00	1.793277e-04	0	
6.480771e-02	3.985942e-02	8.498780e-01	8.259124e-01	1.414864e-04	1	
1.819780e-01	1.225165e-01	4.458968e-01	2.468306e-03	2.218686e-04	1	
3.431066e-01	1.346476e-01	8.249152e-01	1.439683e-01	2.118167e-04	1	
1.356291e-01	1.178767e-01	2.406450e-01	5.785309e-03	1.623161e-04	1	
2.056933e-01	1.325696e-01	7.638952e-01	6.523155e-01	1.417338e-04	2	
1.965558e-01	1.872043e-01	5.406731e-02	6.981744e-02	2.059596e-04	2	
6.028099e-01	2.995349e-01	6.070030e-01	0.000000e+00	2.200460e-04	0	
6.532637e-02	5.662792e-02	9.826774e-01	9.767695e-01	1.532499e-04	3	
3.339940e-01	3.391981e-01	2.113858e-01	1.472582e-01	3.072314e-04	2	
1.383750e-02	2.180881e-02	2.128178e-01	4.599509e-01	4.349161e-04	7	
2.015887e-01	6.797284e-02	8.086085e-01	3.873653e-01	5.119023e-04	3	
7.228448e-02	5.880560e-02	4.346493e-02	2.433444e-02	4.474500e-04	2	
5.218814e-01	4.142453e-01	1.243558e-01	2.171898e-02	5.408951e-04	4	
5.605347e-02	3.540572e-02	6.441917e-01	5.221844e-01	7.226470e-04	5	
3.800562e-01	2.051826e-01	8.206491e-01	2.243640e-01	5.364815e-04	3	
1.873798e-01	2.119227e-01	6.344241e-01	6.822227e-01	7.042878e-04	4	
6.155924e-01	1.598043e-01	8.990441e-01	0.000000e+00	4.766909e-04	0	
3.795126e-01	2.079707e-01	3.086838e-01	1.932985e-02	6.081080e-04	3	
6.331361e-01	3.106597e-01	6.730913e-01	0.000000e+00	4.237277e-04	0	
4.775597e-02	4.162436e-02	5.638768e-02	1.491271e-02	3.647977e-04	4	
3.961276e-01	3.958249e-01	4.542825e-02	3.167733e-02	3.609247e-04	4	
4.729813e-01	4.692092e-03	9.937037e-01	8.431888e-02	3.793119e-04	1	
2.529636e-02	9.739182e-03	6.180061e-01	1.490461e-01	3.783226e-04	1	
5.700868e-02	1.257663e-02	8.289584e-01	0.000000e+00	1.759561e-04	0	
2.314839e-01	1.890392e-01	1.685268e-01	1.982956e-02	1.477273e-04	1	
8.186392e-01	5.239398e-01	7.779830e-01	0.000000e+00	2.296248e-04	0	
2.432930e-01	2.404316e-01	5.393989e-02	3.538205e-02	1.984577e-04	3	
1.169346e-02	9.582848e-03	1.108604e-01	2.091137e-01	2.196808e-04	4	
1.887493e-01	2.736523e-01	3.709379e-01	6.388648e-01	3.287049e-04	4	
8.484718e-01	4.461200e-01	8.155860e-01	0.000000e+00	3.416467e-04	0	
4.258626e-01	3.185717e-01	3.289799e-01	1.868495e-01	2.437487e-04	3	
4.529643e-01	3.976007e-01	3.088053e-01	3.605174e-01	2.487855e-04	3	
2.920601e-01	2.073893e-01	3.447210e-01	0.000000e+00	1.477865e-04	0	
1.031323e-02	4.677957e-03	5.136382e-01	5.844859e-03	1.905914e-04	1	
3.491868e-01	3.439481e-01	1.573746e-01	7.626804e-02	3.900042e-04	6	
5.333497e-03	7.633831e-03	5.110235e-01	7.688595e-01	5.008930e-04	5	
4.379579e-01	3.474022e-01	6.672175e-01	4.625978e-01	6.328307e-04	2	
5.032263e-01	5.011571e-01	1.050508e-01	0.000000e+00	2.723224e-04	0	
5.494964e-02	2.741880e-02	3.100042e-01	4.430542e-02	2.423797e-04	1	
3.427830e-01	2.509659e-01	6.925487e-01	4.055799e-01	2.886682e-04	1	
4.343366e-01	4.364585e-01	8.879793e-01	8.709537e-01	4.166256e-04	3	
5.457038e-01	2.798541e-01	4.992710e-01	0.000000e+00	2.891946e-04	0	
4.077798e-01	5.569728e-02	9.016754e-01	0.000000e+00	1.722504e-04	0	
1.865558e-02	1.015654e-02	1.628925e-01	0.000000e+00	1.923440e-04	0	
4.499042e-01	2.053182e-01	6.064289e-01	0.000000e+00	1.795346e-04	0	
1.709647e-01	1.536956e-01	1.159533e-01	1.306147e-01	1.969810e-04	4	
6.696133e-01	4.257480e-01	5.186741e-01	0.000000e+00	1.530865e-04	0	
7.716953e-01	5.300330e-01	6.496911e-01	1.872500e-01	1.956497e-04	1	
3.928765e-01	2.520787e-01	7.136660e-01	0.000000e+00	1.675808e-04	0	
1.452692e-01	1.811799e-01	7.142397e-02	3.078396e-01	1.814748e-04	3	
5.582776e-01	2.220101e-01	7.550111e-01	0.000000e+00	1.496376e-04	0	
3.346351e-01	4.441298e-01	3.386472e-01	4.004100e-01	2.565205e-04	2	
2.135656e-01	1.258372e-01	4.392199e-01	7.455140e-02	2.946736e-04	2	
2.798347e-01	2.651398e-01	5.735055e-01	1.822583e-01	1.980922e-04	1	
2.784050e-01	3.717566e-01	4.308566e-03	2.368154e-06	1.537585e-04	1	
5.584614e-01	2.464171e-01	8.788088e-01	5.694373e-01	1.610168e-04	3	
2.584821e-01	1.471707e-01	4.125096e-01	0.000000e+00	1.430263e-04	0	
3.140683e-01	1.248008e-01	5.248572e-01	0.000000e+00	1.784362e-04	0	
6.357023e-02	7.315805e-02	9.776761e-02	1.185288e-02	2.071472e-04	1	
1.976215e-01	2.331823e-01	9.122613e-01	9.119764e-01	2.007942e-04	2	
3.064685e-02	1.577700e-02	5.591539e-01	5.360097e-03	1.672444e-04	1	
1.388724e-01	1.916645e-02	8.820539e-01	0.000000e+00	3.243172e-04	0	
3.052852e-01	1.272574e-01	5.627404e-01	0.000000e+00	1.698786e-04	0	
5.203304e-01	4.439957e-01	1.949027e-01	0.000000e+00	1.409842e-04	0	
6.814147e-01	6.322819e-01	6.272379e-02	0.000000e+00	1.692201e-04	0	
4.892988e-01	2.222669e-01	7.735744e-01	0.000000e+00	1.663549e-04	0	
2.963305e-01	2.338425e-01	3.805407e-02	8.510383e-02	2.148489e-04	2	
4.959344e-01	3.902949e-01	4.285914e-01	0.000000e+00	2.353864e-04	0	
5.679712e-02	5.308699e-02	2.674422e-01	3.685803e-01	1.559292e-04	1	
2.571009e-01	5.773319e-02	8.589469e-01	0.000000e+00	2.688941e-04	0	
3.207919e-01	2.809952e-01	5.725531e-03	1.263746e-03	3.414277e-04	2	
1.114962e-01	1.017238e-01	3.773674e-01	3.525873e-01	2.852500e-04	2	
9.795475e-02	5.972114e-02	5.527361e-01	6.498251e-01	3.557343e-04	3	
3.806708e-01	3.758932e-01	1.061269e-01	7.042849e-04	1.900240e-04	1	
1.776170e-01	1.568747e-01	1.528956e-01	4.408252e-02	2.753637e-04	4	
6.548585e-01	2.184536e-01	8.106229e-01	0.000000e+00	2.813960e-04	0	
1.959191e-03	8.441456e-04	4.970536e-01	0.000000e+00	1.373916e-04	0	
4.061235e-01	1.596061e-01	4.704194e-01	9.600951e-02	2.801176e-04	1	
1.359229e-01	8.527723e-02	4.878348e-02	6.242593e-02	3.262774e-04	2	
2.097898e-01	1.562192e-01	4.479339e-01	3.750839e-01	4.126848e-04	3	
9.338497e-01	7.010618e-01	9.398674e-01	4.572667e-01	2.251083e-04	1	
5.485531e-01	3.298549e-01	7.091904e-01	4.224888e-01	1.566245e-04	2	
4.062236e-01	7.292515e-02	8.646838e-01	0.000000e+00	2.062024e-04	0	
1.388079e-01	2.006625e-01	3.610178e-01	6.640869e-01	2.139682e-04	2	
3.539003e-01	2.468164e-01	6.082028e-01	3.760726e-01	2.570809e-04	2	
3.431409e-01	2.709582e-01	9.470869e-02	0.000000e+00	2.586640e-04	0	
6.271322e-02	5.190720e-02	2.801470e-01	7.026331e-02	2.431681e-04	1	
4.238822e-01	3.249033e-01	3.448561e-02	0.000000e+00	1.436348e-04	0	
4.194896e-01	7.338152e-02	9.348524e-01	0.000000e+00	1.408617e-04	0	
3.591305e-01	2.767810e-01	2.869316e-01	4.272625e-01	1.922029e-04	3	
3.780944e-01	3.715256e-01	2.243725e-02	5.366153e-02	2.577935e-04	2	
3.815009e-01	2.053926e-01	5.664070e-01	0.000000e+00	1.640993e-04	0	
2.631760e-01	1.650047e-01	5.536824e-01	0.000000e+00	1.651377e-04	0	
1.989831e-01	7.228974e-02	9.450594e-01	7.337418e-01	2.206392e-04	2	
3.922873e-01	1.986894e-01	8.098724e-01	4.384488e-01	1.822435e-04	1	
2.544657e-01	4.154480e-02	8.595292e-01	0.000000e+00	1.408526e-04	0	
2.348369e-01	6.486569e-02	6.950882e-01	0.000000e+00	1.483281e-04	0	
2.149223e-02	1.627017e-02	2.366642e-01	0.000000e+00	1.519484e-04	0	
6.882531e-02	3.532289e-02	3.664251e-01	0.000000e+00	1.488114e-04	0	
1.692565e-01	1.376032e-01	1.506375e-01	1.219987e-01	2.300807e-04	1	
2.242036e-02	2.313928e-02	3.844731e-01	1.169174e-01	2.170207e-04	2	
1.669391e-01	1.247168e-01	6.189261e-02	0.000000e+00	1.477871e-04	0	
1.848072e-01	4.172694e-02	7.562700e-01	6.971883e-02	1.782811e-04	1	
5.711112e-01	4.444613e-01	4.748384e-01	1.376836e-01	2.047556e-04	1	
6.580451e-01	4.487912e-01	7.147889e-01	4.916025e-01	1.434402e-04	1	
1.577517e-01	5.916457e-02	6.289675e-01	0.000000e+00	2.540412e-04	0	
3.691689e-01	3.121079e-01	2.250075e-01	1.010335e-01	5.035062e-04	5	
6.994452e-01	3.148389e-01	9.139156e-01	6.324087e-01	5.116719e-04	2	
5.192125e-01	5.179094e-01	2.259405e-02	5.954246e-02	4.727458e-04	5	
2.089896e-02	2.946673e-02	6.200233e-01	7.130283e-01	6.035928e-04	5	
3.639509e-02	9.657413e-03	6.850316e-01	6.241418e-02	4.162250e-04	1	
5.164117e-01	5.136857e-01	4.562378e-01	5.192399e-01	2.388684e-04	1	
8.759801e-02	3.733369e-02	5.004602e-01	1.322575e-01	4.781633e-04	3	
3.180931e-01	2.281359e-01	4.161785e-01	6.684230e-02	3.632419e-04	1	
4.532724e-02	6.863166e-02	8.682026e-01	9.127227e-01	4.860660e-04	4	
6.138434e-02	7.198833e-02	1.655528e-01	9.644411e-02	3.621033e-04	3	
2.797173e-01	2.645814e-01	2.407140e-01	4.482958e-01	2.486926e-04	3	
5.738683e-01	3.760641e-01	5.250958e-01	0.000000e+00	1.800858e-04	0	
2.679386e-01	2.003635e-01	6.978366e-01	4.723811e-01	1.648068e-04	1	
1.768173e-01	6.351907e-03	9.602212e-01	0.000000e+00	1.806151e-04	0	
1.211146e-01	1.060201e-01	3.354944e-01	2.924501e-01	1.790684e-04	2	
7.108867e-02	5.603755e-02	8.905481e-01	9.043323e-01	2.139366e-04	1	
6.058161e-01	3.477269e-01	7.489640e-01	3.133227e-01	2.952588e-04	1	
3.198127e-01	2.115096e-01	8.964339e-01	7.526852e-01	1.649790e-04	1	
1.932435e-01	1.477256e-01	5.052713e-01	0.000000e+00	1.774652e-04	0	
6.565911e-01	5.992598e-01	2.715691e-01	9.545767e-02	2.030916e-04	1	
2.793513e-01	2.484052e-01	6.795254e-02	0.000000e+00	1.885355e-04	0	
9.946289e-02	1.113931e-01	8.333171e-01	8.461373e-01	1.366331e-04	1	
7.611823e-02	1.323138e-02	8.200839e-01	0.000000e+00	2.000668e-04	0	
9.211840e-02	5.592404e-02	4.370593e-01	0.000000e+00	1.668243e-04	0	
3.935770e-01	2.699360e-01	3.026815e-01	6.914831e-02	2.381837e-04	1	
4.325684e-01	2.918043e-01	3.671684e-01	1.662200e-01	2.688316e-04	3	
2.474512e-01	2.165132e-01	8.834284e-03	1.719200e-02	3.390349e-04	1	
2.145451e-01	1.243023e-01	1.404381e-01	0.000000e+00	3.724413e-04	0	
1.599398e-01	8.040197e-02	5.928156e-01	3.388868e-01	3.721300e-04	3	
9.735896e-01	3.526962e-01	9.887488e-01	0.000000e+00	2.563022e-04	0	
1.354209e-01	1.117761e-01	4.150060e-01	2.220914e-01	2.860490e-04	5	
4.500514e-01	1.675931e-01	8.597650e-01	1.478501e-05	3.874253e-04	1	
3.462681e-01	3.984910e-01	4.340404e-02	8.812948e-02	3.210546e-04	4	
2.952141e-01	3.533486e-01	5.681720e-02	4.179974e-02	5.565557e-04	4	
1.998261e-01	3.839626e-02	8.560963e-01	0.000000e+00	5.119271e-04	0	
2.394023e-01	1.135569e-01	6.674359e-01	2.312740e-01	3.267231e-04	2	
1.936662e-01	5.750597e-02	6.043868e-01	0.000000e+00	2.151127e-04	0	
3.198534e-01	2.875314e-01	2.714851e-02	3.824335e-02	2.167276e-04	2	
1.952780e-01	1.921068e-01	3.245768e-01	0.000000e+00	1.716040e-04	0	
1.548794e-01	9.070409e-02	5.610884e-01	1.830060e-01	1.557541e-04	1	
9.678036e-02	1.073236e-01	9.745799e-01	9.838271e-01	1.758369e-04	1	
2.693755e-01	2.484016e-01	1.112389e-01	0.000000e+00	4.047567e-04	0	
3.819743e-01	3.215991e-01	2.220803e-01	1.783396e-01	2.489819e-04	2	
2.624561e-02	2.417511e-02	3.473342e-01	1.333633e-01	2.134504e-04	2	
4.303762e-01	4.124469e-01	6.233300e-01	4.533384e-01	1.514586e-04	2	
5.549562e-01	4.799828e-01	4.305583e-01	2.538494e-01	1.411638e-04	2	
6.615066e-02	8.911069e-02	3.694593e-01	3.185690e-01	2.386479e-04	1	
1.861215e-01	2.052839e-01	7.271507e-01	6.748050e-01	3.038585e-04	6	
1.834044e-01	1.034011e-01	4.802444e-01	2.157126e-02	4.244663e-04	2	
2.026802e-01	1.849121e-01	2.816085e-01	1.819331e-01	4.468328e-04	3	
2.379553e-01	2.199749e-01	1.358667e-01	9.877984e-03	2.538034e-04	1	
8.744847e-02	3.047864e-02	8.861896e-01	7.142698e-01	2.200978e-04	1	
4.611877e-01	3.725889e-01	6.431287e-02	7.100423e-02	2.269042e-04	2	
1.572978e-01	1.135084e-01	3.675084e-01	6.159378e-02	1.441078e-04	1	
2.130349e-01	1.930364e-01	2.858015e-01	4.774478e-04	1.593695e-04	1	
2.789433e-01	1.692069e-01	3.058985e-01	0.000000e+00	1.863469e-04	0	
1.540915e-01	3.536878e-02	5.533291e-01	0.000000e+00	1.453736e-04	0	
8.771462e-01	5.249046e-01	8.595423e-01	0.000000e+00	1.570324e-04	0	
5.834466e-03	1.030676e-02	5.209868e-01	8.113927e-01	1.453697e-04	2	
2.435547e-01	8.049107e-02	7.755832e-01	5.469885e-02	1.656639e-04	1	
3.711615e-01	1.644480e-01	8.798464e-01	6.385025e-01	1.430896e-04	2	
6.191782e-02	4.944107e-02	3.503854e-01	8.605781e-02	1.370366e-04	1	
6.910054e-01	6.360953e-01	4.175258e-01	2.930597e-01	2.449612e-04	2	
1.515952e-01	5.040249e-02	6.621641e-01	3.113318e-01	5.042323e-04	2	
4.147714e-02	4.688114e-02	4.103227e-01	1.510268e-01	4.439531e-04	2	
4.610523e-01	3.890938e-01	9.588248e-02	2.412820e-01	3.578676e-04	2	
1.347475e-01	7.745682e-02	3.388792e-01	0.000000e+00	2.127159e-04	0	
7.267609e-01	2.329613e-01	8.916992e-01	4.726251e-03	1.650968e-04	1	
7.970738e-01	6.280805e-01	5.706013e-01	0.000000e+00	1.481169e-04	0	
2.439850e-02	1.026632e-01	7.211733e-01	9.433003e-01	1.649231e-04	2	
6.382435e-03	3.871799e-03	2.775516e-01	0.000000e+00	3.284813e-04	0	
2.191832e-02	1.799684e-02	4.680553e-01	4.151621e-01	2.950947e-04	1	
5.829284e-01	5.669904e-01	1.572873e-01	8.855131e-02	2.070354e-04	1	
8.574315e-03	6.504458e-03	7.332481e-02	1.661667e-01	2.024328e-04	3	
6.142715e-02	4.026185e-02	3.403027e-01	1.097750e-01	1.833404e-04	1	
2.139477e-01	1.930436e-01	2.632930e-01	0.000000e+00	1.719140e-04	0	
4.771324e-02	3.352621e-02	8.906058e-01	8.769698e-01	2.159555e-04	2	
6.851666e-01	1.366992e-01	9.457420e-01	0.000000e+00	3.099625e-04	0	
1.176037e-01	9.726458e-02	1.764816e-01	6.554951e-03	2.740650e-04	2	
5.107344e-01	7.073336e-02	8.824083e-01	0.000000e+00	1.856819e-04	0	
2.826216e-01	3.507936e-02	9.723134e-01	7.142916e-01	1.402837e-04	1	
4.395361e-03	3.527743e-03	8.632697e-01	8.932856e-01	2.215281e-04	3	
2.380260e-01	3.390209e-01	4.746746e-01	5.360767e-01	2.454485e-04	1	
2.999299e-01	1.226177e-01	3.663283e-01	0.000000e+00	1.574238e-04	0	
1.266308e-01	1.036167e-01	6.869199e-01	6.076881e-01	1.739069e-04	2	
5.803544e-01	5.319412e-01	1.957907e-01	9.850026e-02	3.121043e-04	3	
1.499969e-01	1.380499e-01	2.951729e-01	1.010992e-01	4.300676e-04	1	
2.685161e-01	3.180490e-01	4.236575e-01	4.693709e-01	3.597256e-04	3	
4.087180e-01	3.115232e-01	1.523159e-01	1.983628e-01	4.485544e-04	4	
4.567796e-01	4.502940e-01	3.834735e-01	4.118887e-01	7.163769e-04	7	
1.481385e-01	1.679278e-01	3.807182e-01	1.374824e-01	7.281443e-04	5	
3.247384e-01	2.664727e-01	5.970689e-01	6.208958e-01	7.119429e-04	6	
2.344105e-01	1.858236e-01	6.122557e-01	5.914713e-01	6.360750e-04	7	
1.264229e-01	1.144313e-01	5.784767e-01	6.054703e-01	7.561928e-04	5	
1.483066e-01	1.623317e-01	2.677946e-01	6.469559e-02	1.228257e-03	12	
1.928034e-01	1.754277e-01	2.380248e-02	4.564053e-02	1.131170e-03	7	
9.153484e-02	9.920346e-02	8.307685e-01	8.600497e-01	1.150688e-03	6	
6.789738e-03	1.526185e-02	6.839919e-01	8.372416e-01	1.319685e-03	14	
7.409801e-01	6.685494e-01	9.313420e-01	9.029867e-01	2.718113e-03	19	
3.014698e-01	2.870115e-01	5.533911e-01	4.246556e-01	2.406309e-03	11	
3.637805e-01	2.883621e-01	7.537868e-01	6.863555e-01	2.023445e-03	14	
2.533778e-01	2.018432e-01	4.700548e-02	3.324270e-02	1.969850e-03	16	
1.002380e-01	9.277972e-02	6.117575e-01	6.960816e-01	1.119258e-03	7	
3.291290e-01	2.357985e-01	3.898174e-01	1.184985e-01	9.743489e-04	9	
4.705217e-01	4.737260e-01	6.596227e-01	6.588700e-01	1.284363e-03	9	
1.584636e-03	1.539683e-03	6.060584e-02	7.433140e-02	3.122035e-03	21	
1.398365e-01	1.171916e-01	4.895060e-01	3.886710e-01	3.403676e-03	29	
2.446281e-01	2.635346e-01	6.601417e-01	4.412788e-01	4.526849e-03	33	
1.515456e-01	1.316078e-01	4.456935e-02	6.688888e-02	3.438565e-03	35	
5.223171e-01	5.136390e-01	1.784934e-01	1.790231e-01	5.350615e-03	42	
2.619690e-01	2.698817e-01	4.413904e-01	4.664347e-01	4.476736e-03	37	
7.138974e-01	7.083966e-01	9.415734e-01	9.523553e-01	5.289610e-03	32	
1.442767e-01	9.043706e-02	6.474473e-01	5.261894e-01	4.793933e-03	34	
2.383207e-01	2.233063e-01	5.460283e-01	4.982527e-01	4.308234e-03	32	
1.254483e-01	1.308534e-01	1.660748e-01	1.498837e-01	3.727670e-03	30	
9.599263e-02	5.495570e-02	7.116401e-01	5.001118e-01	3.469046e-03	18	
1.975013e-01	1.325516e-01	8.494214e-01	8.428621e-01	2.593219e-03	23	
9.772185e-02	1.014366e-01	8.047564e-01	8.107164e-01	2.741660e-03	17	
1.568849e-01	1.524455e-01	1.144806e-01	1.890487e-01	2.428185e-03	17	
2.463555e-01	1.996284e-01	5.634994e-01	4.839520e-01	2.481146e-03	9	
2.652712e-02	2.408342e-02	4.405528e-01	4.301171e-01	2.245904e-03	12	
2.192687e-01	2.990346e-01	6.553966e-01	7.965633e-01	3.736046e-03	30	
3.624273e-02	3.531154e-02	5.248867e-01	6.578114e-01	4.007959e-03	26	
5.533273e-01	5.311115e-01	2.332033e-01	1.900901e-01	3.956144e-03	23	
3.076164e-02	1.919855e-02	1.047284e-01	6.281822e-02	4.126819e-03	25	
3.078907e-01	2.859386e-01	4.063972e-01	3.356242e-01	4.088079e-03	29	
2.275896e-01	2.263491e-01	5.748722e-02	6.514748e-02	4.553681e-03	30	
1.438653e-01	7.622976e-02	6.656665e-01	4.685421e-01	3.924117e-03	26	
3.313284e-01	3.060178e-01	2.580150e-01	4.700600e-01	4.518718e-03	28	
1.946316e-01	1.642918e-01	2.230233e-01	2.053742e-01	4.137211e-03	30	
1.474299e-02	1.363869e-02	7.040060e-01	7.269811e-01	2.972839e-03	25	
1.573771e-01	1.927171e-01	1.331025e-01	8.062866e-02	2.488343e-03	15	
3.620812e-01	3.103278e-01	5.361157e-02	3.018799e-02	3.116500e-03	20	
1.418780e-03	1.694874e-03	7.180347e-02	2.888372e-02	2.024668e-03	14	
6.883282e-04	4.011024e-04	1.150094e-01	1.977926e-01	2.328558e-03	18	
1.472500e-01	1.449629e-01	1.627413e-01	9.871302e-02	1.818873e-03	16	
1.140480e-01	1.076394e-01	3.654284e-01	5.162669e-01	1.708853e-03	15	
2.378132e-01	1.739908e-01	7.665820e-01	6.952194e-01	1.921810e-03	9	
4.452125e-01	4.207361e-01	5.038627e-01	5.427431e-01	3.294939e-03	23	
7.540146e-01	7.089928e-01	2.892598e-01	2.748019e-01	2.742180e-03	22	
1.018936e-01	1.004894e-01	8.600079e-01	8.398625e-01	2.804990e-03	19	
5.688715e-02	5.000620e-02	1.325046e-01	1.460738e-01	2.938074e-03	22	
3.259819e-01	3.304188e-01	3.529050e-01	3.234787e-01	3.649335e-03	19	
1.399329e-01	1.613265e-01	3.829736e-01	3.045640e-01	2.483689e-03	13	
3.076579e-01	3.325213e-01	6.305469e-01	6.957373e-01	2.123096e-03	11	
1.040703e-02	1.217077e-02	6.896468e-01	6.469665e-01	1.733560e-03	16	
3.382578e-01	3.338861e-01	5.957981e-01	7.563671e-01	2.067028e-03	12	
2.536163e-01	2.237450e-01	3.504918e-01	4.629729e-01	1.515777e-03	13	
4.476871e-01	5.092477e-01	7.340440e-03	5.942138e-03	1.207451e-03	5	
3.654325e-01	3.519547e-01	8.809627e-02	1.123315e-01	9.950635e-04	9	
2.286446e-01	7.141507e-02	9.833972e-01	9.410754e-01	6.666961e-04	2	
5.575450e-01	3.971121e-01	5.821428e-01	5.050144e-01	4.200296e-04	2	
1.357942e-01	1.323356e-01	1.521938e-01	9.980881e-02	6.812140e-04	7	
7.617049e-02	9.708565e-02	4.570858e-02	5.924744e-02	9.875528e-04	8	
2.838077e-01	2.740296e-01	3.913607e-01	3.227298e-01	7.700726e-04	9	
1.423434e-01	1.951229e-01	7.825122e-02	1.018329e-01	1.016054e-03	8	
9.876507e-02	7.174284e-02	6.857623e-01	5.297547e-01	1.167893e-03	5	
1.055951e-01	1.012152e-01	2.954276e-01	1.529506e-01	1.033617e-03	7	
2.224008e-01	2.045403e-01	3.049755e-01	1.725154e-01	8.372327e-04	6	
1.125968e-01	1.240275e-01	5.411358e-01	5.669724e-01	4.996670e-04	7	
8.041816e-03	8.671138e-03	1.704498e-01	5.388406e-02	4.515120e-04	1	
3.544892e-01	3.243016e-01	1.832627e-01	1.479490e-01	6.311243e-04	3	
1.800526e-01	1.112070e-01	2.900784e-01	2.690575e-01	7.829858e-04	4	
3.886302e-01	2.989577e-01	4.323574e-01	2.599888e-01	8.817100e-04	4	
3.243121e-01	3.426670e-01	3.570009e-02	2.730701e-02	1.028180e-03	10	
5.270075e-01	4.369668e-01	6.059393e-01	5.356064e-01	9.691421e-04	7	
5.550850e-01	6.244282e-01	1.702441e-01	2.040688e-01	1.096360e-03	11	
7.690273e-01	7.008057e-01	7.254997e-01	6.890430e-01	1.268711e-03	13	
4.559293e-01	3.892216e-01	1.096844e-01	1.881777e-01	9.617959e-04	6	
2.230868e-01	2.356066e-01	8.403733e-02	1.225730e-01	8.714404e-04	5	
3.737399e-01	2.552885e-01	4.954990e-01	3.729451e-01	8.425825e-04	6	
2.887598e-01	1.922483e-01	2.861915e-01	2.514440e-02	1.283073e-03	2	
7.250483e-01	2.406404e-01	9.322942e-01	6.269315e-01	1.133732e-03	6	
2.924029e-01	3.917715e-01	1.815761e-01	3.295910e-01	9.898498e-04	5	
3.782843e-01	1.803617e-01	8.597629e-01	6.364880e-01	9.278853e-04	4	
