h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
2.930961e-01	3.045072e-01	6.334252e-03	7.236134e-03	2.193401e-02	164	
6.104579e-01	4.959807e-01	9.935326e-01	9.869634e-01	2.093391e-02	150	
6.124850e-01	5.587741e-01	5.749103e-01	4.606744e-01	2.082929e-02	145	
1.689100e-02	2.204389e-02	6.954975e-01	7.644905e-01	1.850131e-02	144	
1.442259e-02	1.501470e-02	2.522842e-01	1.566341e-01	2.320367e-02	147	
1.480688e-01	1.621717e-01	9.089762e-01	9.338441e-01	2.035081e-02	145	
1.037618e-01	1.040356e-01	8.343339e-01	8.501922e-01	2.147995e-02	149	
1.596213e-01	1.458517e-01	7.745274e-01	8.526647e-01	1.876822e-02	147	
6.535060e-01	6.558460e-01	1.641770e-01	1.710681e-01	2.160363e-02	150	
2.160001e-01	1.719117e-01	6.304147e-01	5.870559e-01	2.238255e-02	162	
1.019300e-01	7.365739e-02	1.271052e-01	1.571954e-01	1.976868e-02	155	
6.607302e-02	4.187941e-02	8.564203e-01	7.631178e-01	2.082485e-02	163	
2.637333e-01	2.700188e-01	3.647086e-01	4.429757e-01	2.282138e-02	169	
4.083215e-01	4.348719e-01	9.024313e-02	7.423451e-02	2.076707e-02	176	
2.361078e-02	2.810542e-02	7.488301e-01	7.829242e-01	2.918161e-02	183	
3.050803e-03	2.124007e-03	1.950634e-01	3.029356e-01	2.304458e-02	170	
4.451005e-01	4.710092e-01	4.186222e-01	3.903227e-01	2.476587e-02	178	
5.161583e-01	3.905316e-01	8.985660e-01	8.130971e-01	2.528355e-02	180	
4.223917e-01	4.534433e-01	2.075370e-01	9.368300e-02	2.174293e-02	168	
7.418717e-01	6.849740e-01	6.247655e-01	5.753456e-01	2.375387e-02	154	
4.257214e-01	4.910485e-01	7.670901e-01	8.369278e-01	1.780268e-02	142	
2.978764e-01	3.773612e-01	5.716142e-01	5.531137e-01	1.656691e-02	136	
6.501584e-02	8.492344e-02	4.833684e-01	6.328146e-01	1.764133e-02	125	
8.811431e-02	9.566377e-02	8.873880e-01	9.207989e-01	1.716343e-02	134	
2.414039e-02	1.856075e-02	6.641818e-01	7.108308e-01	1.685911e-02	119	
9.625007e-02	8.750437e-02	5.584491e-01	6.167910e-01	1.664048e-02	119	
8.953533e-03	9.837216e-03	6.321998e-01	7.327170e-01	1.550289e-02	114	
2.301335e-01	2.129939e-01	6.210963e-01	4.718200e-01	1.568725e-02	113	
6.469571e-02	8.379673e-02	6.299969e-01	7.680210e-01	1.596636e-02	119	
4.911525e-01	4.474588e-01	2.187463e-01	2.225393e-01	1.738252e-02	107	
3.627130e-01	3.808815e-01	5.036816e-01	3.853901e-01	1.338154e-02	106	
4.113613e-01	4.096270e-01	2.497110e-01	2.525760e-01	1.317346e-02	109	
2.528645e-01	2.902098e-01	2.495986e-01	1.051263e-01	1.516665e-02	116	
2.494775e-01	2.309609e-01	7.643100e-01	8.208154e-01	1.508185e-02	111	
8.982269e-04	9.075294e-04	4.859046e-01	5.496184e-01	1.353646e-02	121	
8.463960e-02	9.045846e-02	7.073930e-01	7.315054e-01	1.511673e-02	120	
3.808139e-01	3.741241e-01	2.516285e-01	4.108754e-01	1.580755e-02	116	
6.811063e-01	5.888326e-01	3.766588e-01	5.246660e-01	1.776884e-02	112	
1.016401e-01	7.227895e-02	8.964088e-01	7.895627e-01	1.953259e-02	111	
7.759891e-02	7.438400e-02	7.595985e-01	6.996034e-01	1.605897e-02	119	
1.051727e-01	1.224815e-01	5.999593e-01	6.943870e-01	1.342777e-02	114	
2.755012e-01	2.311559e-01	4.100898e-01	1.904268e-01	1.420653e-02	108	
1.037270e-01	7.386801e-02	8.224443e-01	7.629642e-01	1.221110e-02	99	
3.779324e-01	4.392460e-01	7.211476e-01	8.272778e-01	1.396015e-02	99	
2.245419e-02	1.816621e-02	5.325038e-01	5.507545e-01	1.639930e-02	108	
1.205211e-01	1.179869e-01	2.906748e-01	2.865569e-01	1.537791e-02	113	
1.546692e-01	1.387821e-01	5.179376e-01	4.383543e-01	1.578965e-02	112	
1.968070e-01	2.744456e-01	9.882437e-01	9.916414e-01	1.387584e-02	109	
2.338598e-02	3.728543e-02	9.366657e-01	9.647782e-01	1.284895e-02	102	
2.100878e-01	2.472645e-01	6.147331e-01	6.891018e-01	1.242005e-02	88	
3.726321e-01	4.047996e-01	6.848001e-02	4.578532e-02	9.887846e-03	69	
4.441160e-01	4.635675e-01	5.944582e-01	4.534415e-01	9.497199e-03	67	
1.918272e-01	1.504931e-01	5.571020e-01	5.051186e-01	1.047812e-02	76	
4.553333e-01	4.174504e-01	5.662784e-01	4.964410e-01	1.231840e-02	87	
5.182668e-01	4.640537e-01	4.821394e-01	4.548404e-01	1.291500e-02	82	
9.149015e-02	1.180008e-01	7.794145e-01	7.862957e-01	1.016280e-02	73	
2.327599e-02	2.087943e-02	3.801001e-01	3.659120e-01	8.897883e-03	63	
1.563341e-02	1.225276e-02	9.695760e-01	9.517552e-01	9.898964e-03	62	
1.859326e-01	1.992619e-01	7.165260e-01	7.270941e-01	7.623296e-03	60	
4.532940e-01	4.659340e-01	7.741032e-01	7.504431e-01	7.644564e-03	55	
4.594884e-02	2.787352e-02	7.814399e-01	6.987260e-01	8.206422e-03	48	
3.066973e-01	2.327983e-01	1.065716e-01	1.389357e-01	6.729237e-03	45	
4.492652e-01	4.514425e-01	7.741996e-01	8.391281e-01	6.034945e-03	49	
6.108134e-01	4.900152e-01	6.267431e-02	9.131365e-02	1.045094e-02	83	
5.986322e-01	5.470096e-01	3.128617e-01	3.667407e-01	1.223397e-02	79	
3.835741e-01	3.697416e-01	1.699955e-01	1.731278e-01	9.455592e-03	61	
3.140830e-01	3.454999e-01	7.780170e-01	8.683513e-01	7.770420e-03	65	
7.726719e-02	7.617225e-02	4.028637e-01	5.207759e-01	6.079886e-03	55	
4.981809e-01	4.555294e-01	2.970724e-01	2.815976e-01	1.035706e-02	61	
9.549094e-02	8.778065e-02	1.920815e-01	1.865550e-01	8.340264e-03	65	
1.399636e-01	1.037026e-01	1.762298e-01	2.204685e-01	8.254670e-03	61	
3.397075e-01	3.741025e-01	2.487999e-01	2.208587e-01	6.721827e-03	53	
2.985124e-01	2.365087e-01	5.391807e-01	3.903128e-01	8.057613e-03	49	
4.737037e-01	4.606960e-01	3.986564e-01	5.957152e-01	6.718988e-03	56	
4.072399e-01	3.393361e-01	7.415214e-02	6.470925e-02	6.784769e-03	48	
6.629264e-01	6.500431e-01	8.875833e-01	8.939552e-01	7.272103e-03	54	
1.186731e-01	9.347012e-02	1.257853e-01	1.158048e-01	6.055568e-03	40	
2.429348e-01	2.324010e-01	8.086484e-01	8.291620e-01	3.946497e-03	33	
2.611723e-01	2.114301e-01	1.746754e-01	1.233396e-01	3.816129e-03	22	
2.900539e-01	2.577147e-01	4.173002e-01	4.997839e-01	3.923250e-03	19	
3.652519e-01	3.691697e-01	4.540601e-01	3.394087e-01	1.775753e-03	11	
5.230321e-01	5.859163e-01	4.533553e-02	3.080385e-02	2.647043e-03	19	
2.400841e-01	2.401725e-01	9.260949e-01	9.500926e-01	4.306233e-03	26	
6.514821e-02	6.611904e-02	2.136700e-01	1.864255e-01	3.264932e-03	25	
1.921383e-01	1.882769e-01	8.750585e-01	8.557203e-01	2.106350e-03	19	
3.789071e-01	3.806607e-01	6.631520e-01	8.006665e-01	1.979825e-03	22	
1.526242e-01	8.804780e-02	9.641261e-01	9.512489e-01	1.617505e-03	10	
1.746054e-02	2.742950e-02	4.494800e-01	6.886147e-01	1.780656e-03	15	
9.186569e-02	8.544714e-02	7.082691e-01	5.672495e-01	1.615092e-03	12	
1.783763e-01	1.759937e-01	6.267769e-02	7.888864e-02	1.539449e-03	11	
3.988739e-01	3.836266e-01	2.231308e-01	2.267803e-01	1.956209e-03	18	
2.126704e-01	1.801893e-01	5.492051e-01	5.043875e-01	2.313317e-03	18	
2.928443e-01	3.358369e-01	7.199664e-01	7.291492e-01	2.070579e-03	13	
2.091789e-01	2.665752e-01	2.166846e-01	2.729643e-01	1.689157e-03	8	
5.025081e-01	5.295002e-01	9.770675e-02	1.121881e-01	1.023566e-03	9	
3.487475e-01	1.429490e-01	7.969020e-01	3.546207e-01	8.394493e-04	3	
4.064421e-01	3.446211e-01	2.283847e-01	1.403093e-01	9.028173e-04	3	
7.410705e-01	5.718956e-01	7.090210e-01	5.600616e-01	1.511870e-03	11	
7.606527e-02	8.859166e-02	3.449596e-01	3.113342e-01	1.634567e-03	19	
1.594965e-01	1.834860e-01	5.032029e-01	6.456276e-01	2.021347e-03	16	
3.615459e-01	3.581809e-01	2.493786e-01	1.785451e-01	1.801726e-03	12	
2.073610e-01	1.979883e-01	3.504201e-01	3.492584e-01	1.380877e-03	8	
2.314909e-01	2.193518e-01	9.955056e-01	9.967799e-01	1.781664e-03	16	
2.191191e-01	1.497578e-01	3.801388e-01	4.363239e-01	1.967722e-03	15	
1.063091e-02	9.984559e-03	2.019120e-01	2.836367e-01	1.813075e-03	20	
1.182218e-01	1.467575e-01	3.717765e-02	3.324991e-02	2.706812e-03	20	
3.045287e-02	3.470517e-02	8.932816e-01	9.355015e-01	2.133419e-03	16	
1.564311e-01	1.424914e-01	7.380420e-01	8.353840e-01	2.024496e-03	19	
9.032074e-02	1.547523e-01	8.440295e-01	9.317171e-01	1.827317e-03	15	
2.492154e-01	1.690667e-01	8.846251e-01	8.127059e-01	2.037395e-03	12	
4.106664e-01	3.835901e-01	1.119733e-01	2.445572e-02	2.580368e-03	9	
4.870015e-01	4.510683e-01	8.111073e-01	7.264113e-01	2.139678e-03	15	
3.609026e-01	3.687446e-01	4.192728e-01	2.698398e-01	3.552006e-03	24	
4.821571e-01	5.152344e-01	5.107030e-01	3.920022e-01	2.114625e-03	16	
1.303472e-01	1.234321e-01	1.627168e-01	1.166575e-01	2.063199e-03	14	
6.180434e-02	6.293366e-02	2.352049e-01	7.430472e-02	1.859644e-03	10	
4.410362e-02	7.386895e-02	8.661480e-01	9.183557e-01	1.311349e-03	17	
1.162737e-01	9.230158e-02	5.442751e-01	3.422155e-01	1.775966e-03	14	
3.014738e-01	1.973301e-01	7.425987e-01	6.972538e-01	8.932677e-04	9	
6.806170e-01	4.109346e-01	6.354778e-01	1.513152e-01	9.900771e-04	4	
6.100302e-02	5.091507e-02	3.688682e-01	2.294446e-01	7.438878e-04	2	
2.965285e-01	3.060311e-01	4.850424e-01	6.329276e-01	6.197219e-04	6	
3.743979e-01	2.806226e-01	1.514076e-01	2.834214e-01	6.572406e-04	11	
4.894368e-01	4.844263e-01	3.100773e-02	3.796567e-02	8.370885e-04	9	
4.567517e-01	2.961706e-01	3.622144e-01	6.055157e-02	8.919104e-04	4	
2.217528e-01	1.445737e-01	5.498312e-01	1.385934e-01	5.805333e-04	1	
3.588946e-01	4.752098e-01	9.883783e-01	9.933856e-01	4.966476e-04	7	
6.032957e-01	6.211696e-01	2.788147e-01	4.396783e-01	5.825273e-04	6	
2.009212e-01	1.801329e-01	2.441722e-01	5.938474e-02	4.459668e-04	2	
1.538792e-01	1.814108e-01	1.382496e-03	1.117687e-03	3.961174e-04	5	
1.681180e-01	1.746262e-01	6.527594e-01	5.307546e-01	3.390218e-04	4	
5.846311e-01	5.853737e-01	8.183411e-02	2.694114e-01	3.415854e-04	5	
2.155047e-01	1.845354e-01	2.799395e-01	2.655720e-02	6.673651e-04	3	
1.784382e-01	2.076916e-01	8.997028e-02	2.513175e-02	6.314634e-04	4	
2.221683e-01	1.434922e-01	7.705732e-01	4.738692e-01	7.154480e-04	3	
3.136071e-01	2.522171e-01	5.242654e-01	6.827133e-01	3.684125e-04	4	
3.685170e-01	4.544545e-01	3.480171e-01	3.755277e-01	5.004269e-04	5	
3.210085e-01	2.852874e-01	3.521519e-01	3.221683e-01	5.664780e-04	3	
1.062190e-02	1.542340e-02	3.670816e-01	3.806256e-01	4.957934e-04	1	
6.258850e-02	5.792069e-02	8.738023e-01	8.680878e-01	1.869279e-04	2	
1.253061e-02	9.774042e-03	1.749170e-01	0.000000e+00	1.829737e-04	0	
3.764131e-01	8.610395e-02	9.005470e-01	5.648129e-01	2.375892e-04	1	
2.922093e-01	2.629127e-01	3.850043e-01	3.667130e-01	2.327403e-04	1	
9.143239e-02	9.520020e-02	7.472600e-01	8.091233e-01	1.929676e-04	1	
1.539707e-01	2.363565e-01	5.063625e-01	6.657502e-01	2.750636e-04	1	
2.353099e-01	9.626112e-02	6.937882e-01	1.538910e-01	3.792111e-04	2	
2.460432e-01	2.844813e-01	5.116375e-01	5.108829e-01	3.096951e-04	5	
3.605579e-01	6.995352e-02	8.497335e-01	5.205792e-03	2.349555e-04	1	
2.559857e-01	2.384302e-01	4.727393e-01	2.665316e-01	3.435982e-04	1	
1.734376e-01	1.553451e-01	3.403425e-01	1.317816e-01	3.821798e-04	6	
3.035098e-01	3.437752e-01	3.323390e-01	3.735328e-01	4.683663e-04	5	
5.530214e-01	3.964001e-01	4.107202e-01	2.224507e-01	4.030128e-04	1	
6.172019e-01	4.501273e-01	9.614755e-01	9.587313e-01	3.327926e-04	4	
2.060188e-01	2.360683e-01	7.752016e-01	8.515867e-01	3.521807e-04	6	
6.182915e-01	4.339545e-01	3.922731e-01	0.000000e+00	2.751824e-04	0	
3.994352e-01	3.534054e-01	7.242011e-01	4.032409e-01	2.808890e-04	4	
7.365866e-01	6.953738e-02	9.586095e-01	0.000000e+00	1.751585e-04	0	
3.772235e-01	2.079735e-01	4.950683e-01	1.595979e-01	1.660068e-04	1	
5.411116e-02	3.557927e-02	1.949668e-01	1.251248e-02	2.836950e-04	1	
3.618559e-02	1.371505e-02	6.622303e-01	5.402014e-01	3.993206e-04	3	
1.211000e-01	8.233178e-02	3.152040e-03	1.834303e-03	5.271091e-04	2	
3.678847e-01	1.052707e-01	9.487212e-01	5.954265e-01	7.452881e-04	1	
6.741856e-01	9.753880e-02	9.836773e-01	6.712055e-01	6.713278e-04	2	
8.797615e-01	6.733985e-01	7.493938e-01	1.425858e-01	4.041921e-04	3	
2.450691e-01	3.433674e-02	9.018939e-01	0.000000e+00	4.382420e-04	0	
5.924108e-01	5.729641e-01	2.922571e-01	3.697281e-02	3.868196e-04	3	
6.350362e-01	3.966098e-01	7.549406e-01	5.498164e-01	2.668272e-04	1	
2.478466e-01	2.983188e-01	6.991402e-01	7.693356e-01	2.833643e-04	2	
5.734678e-01	2.177612e-01	8.093050e-01	0.000000e+00	1.646417e-04	0	
4.820326e-01	4.840607e-01	7.455101e-02	4.450244e-02	4.797360e-04	2	
1.679345e-01	1.011803e-01	4.876680e-01	3.289581e-01	4.064867e-04	2	
2.079949e-01	2.238813e-01	4.598136e-01	4.381281e-01	5.367571e-04	5	
1.382211e-01	1.105679e-01	6.546743e-01	5.870383e-01	8.088928e-04	2	
4.091534e-01	4.911511e-01	1.544228e-01	7.994350e-02	9.346843e-04	5	
4.866594e-01	5.059465e-01	2.674861e-01	3.242055e-01	4.793060e-04	4	
1.157560e-01	1.234466e-01	7.390946e-01	7.731880e-01	3.551404e-04	4	
8.483448e-01	2.052630e-01	9.468510e-01	0.000000e+00	2.068484e-04	0	
2.778670e-01	2.615141e-01	2.790392e-01	3.301893e-01	3.842096e-04	4	
5.711696e-01	4.926609e-01	1.184927e-02	7.826745e-03	5.714259e-04	3	
2.289796e-01	2.850761e-01	1.245988e-01	2.064807e-01	3.211553e-04	3	
5.178198e-02	1.094049e-01	7.987279e-01	9.137943e-01	2.857783e-04	7	
3.285607e-01	1.582317e-01	7.199952e-01	3.111507e-01	2.869448e-04	2	
3.592428e-01	1.781415e-01	8.485409e-01	5.848895e-01	3.212312e-04	2	
1.542249e-01	2.797468e-02	8.798688e-01	8.628081e-04	4.769478e-04	1	
4.343767e-01	4.734628e-01	9.065965e-02	7.536208e-02	8.563461e-04	4	
9.835942e-02	1.544349e-01	7.311770e-01	8.749758e-01	8.329267e-04	8	
5.674408e-02	3.181290e-02	8.064616e-01	6.013757e-01	6.978469e-04	4	
1.962534e-01	2.159743e-01	9.292738e-03	3.829522e-03	5.467578e-04	4	
3.368537e-01	1.099969e-01	8.156005e-01	0.000000e+00	3.265473e-04	0	
7.357255e-02	6.803664e-02	1.068755e-02	1.835561e-02	4.151548e-04	7	
4.663417e-01	2.373932e-01	8.586141e-01	5.842628e-01	4.038645e-04	1	
3.596892e-01	3.680261e-01	2.971832e-01	4.060361e-01	6.247854e-04	5	
2.836252e-01	1.039732e-01	8.407672e-01	4.715483e-01	5.674511e-04	3	
1.855098e-01	1.552837e-01	8.143298e-01	8.206975e-01	6.365292e-04	4	
1.204456e-01	1.686327e-01	3.346174e-01	5.595608e-01	3.232313e-04	6	
3.144601e-01	8.849327e-02	9.204238e-01	6.607829e-01	4.475417e-04	3	
3.529584e-01	1.611919e-01	9.426272e-01	8.621522e-01	6.731393e-04	5	
1.481175e-01	3.876669e-02	6.461146e-01	1.805041e-01	4.022017e-04	1	
1.710523e-01	2.111507e-03	9.814484e-01	0.000000e+00	3.311435e-04	0	
1.773802e-02	1.138666e-02	7.510156e-01	5.394819e-01	2.198715e-04	1	
2.496752e-01	2.328333e-01	5.135453e-01	5.887851e-01	2.732208e-04	1	
4.339586e-01	3.061110e-01	3.157322e-01	0.000000e+00	2.262731e-04	0	
2.988875e-01	1.446746e-01	5.016810e-01	1.223130e-02	1.840220e-04	1	
7.264532e-01	6.700416e-01	4.216837e-01	5.014887e-01	1.540358e-04	4	
3.078433e-01	2.398200e-01	9.354021e-02	3.612233e-04	2.208985e-04	1	
7.283506e-01	5.019507e-01	6.775290e-01	3.529741e-01	3.166198e-04	1	
5.450704e-02	6.624330e-02	2.050817e-01	4.887911e-01	2.253225e-04	3	
4.624069e-02	1.833686e-03	9.633796e-01	0.000000e+00	1.414438e-04	0	
5.927347e-01	4.368060e-01	1.593685e-01	0.000000e+00	1.476059e-04	0	
6.786001e-02	7.227556e-02	2.780816e-01	2.344796e-02	1.444435e-04	1	
6.079156e-01	4.324106e-01	6.712417e-01	2.949920e-01	2.528122e-04	2	
1.538694e-01	9.896793e-02	2.268093e-01	0.000000e+00	1.702985e-04	0	
2.462849e-01	1.742008e-01	2.685369e-01	3.130851e-01	1.447057e-04	3	
1.073836e-02	1.016956e-02	1.245125e-01	8.175417e-02	2.559599e-04	3	
2.003993e-01	1.471928e-01	4.753467e-01	0.000000e+00	1.666514e-04	0	
4.768480e-01	3.555935e-01	3.497609e-01	0.000000e+00	1.475783e-04	0	
5.481638e-01	3.028139e-01	5.253040e-01	0.000000e+00	3.190107e-04	0	
5.910925e-02	4.862646e-02	3.989755e-01	1.137784e-01	3.921951e-04	3	
4.288633e-01	4.242650e-01	4.285973e-02	3.020244e-02	5.643643e-04	2	
3.515260e-02	2.710793e-02	2.758891e-01	5.013330e-02	9.360054e-04	3	
2.515534e-01	2.425452e-01	3.960004e-01	3.668945e-01	1.443401e-03	7	
1.528831e-01	1.144752e-01	5.262614e-03	7.315529e-03	1.094084e-03	9	
1.850667e-01	2.188170e-01	4.693321e-01	3.279476e-01	9.423523e-04	8	
3.780174e-01	4.582064e-01	7.704097e-01	7.902377e-01	1.303727e-03	13	
7.047817e-02	6.863340e-02	8.210452e-01	7.909188e-01	1.398197e-03	8	
3.669533e-01	2.545064e-01	6.476126e-01	4.383847e-01	1.125917e-03	4	
1.201832e-01	9.262803e-02	2.483194e-01	3.945298e-01	8.231889e-04	9	
5.822452e-03	4.024632e-03	3.347075e-01	1.507490e-01	5.369680e-04	4	
3.365769e-01	1.246357e-01	9.427051e-01	7.949180e-01	6.255669e-04	3	
5.047646e-01	4.123681e-01	4.265886e-01	4.008537e-01	6.317609e-04	4	
1.997121e-01	1.647051e-01	5.276525e-01	5.893711e-01	9.941800e-04	10	
7.639973e-02	4.285806e-02	5.965451e-01	1.712687e-01	1.541905e-03	7	
1.287021e-01	1.361306e-01	8.711165e-01	8.204959e-01	1.906254e-03	10	
3.525537e-01	2.914976e-01	5.481589e-02	1.060420e-01	1.996247e-03	13	
3.956126e-01	4.302666e-01	4.109570e-01	5.451248e-01	2.616021e-03	16	
3.374929e-01	3.719394e-01	2.392639e-01	3.160082e-01	1.062391e-03	8	
2.024368e-01	1.501638e-01	5.751132e-01	4.873671e-01	1.117235e-03	8	
4.003675e-02	4.693624e-02	5.590300e-01	5.878119e-01	1.029608e-03	9	
1.089669e-01	1.045263e-01	5.318122e-01	2.744565e-01	1.709832e-03	11	
2.509787e-01	2.229739e-01	3.163613e-01	4.491050e-01	2.247979e-03	22	
1.517800e-02	1.632911e-02	4.744312e-01	6.310268e-01	2.306696e-03	23	
2.944134e-01	3.137750e-01	3.697612e-01	5.589953e-01	1.320581e-03	16	
1.628087e-02	2.489972e-02	8.247278e-01	8.984582e-01	1.654864e-03	11	
4.690445e-01	4.303546e-01	2.181291e-01	1.645443e-01	1.682411e-03	9	
7.673082e-01	6.607672e-01	5.467513e-01	4.070949e-01	1.509353e-03	12	
2.028996e-01	1.130457e-01	1.558024e-01	1.263883e-01	9.571618e-04	5	
1.613106e-01	7.305134e-02	5.592550e-01	1.163334e-01	5.425798e-04	3	
1.624062e-01	2.606969e-01	1.875514e-01	4.134636e-01	4.116211e-04	5	
1.004583e-01	3.015030e-02	7.661463e-01	0.000000e+00	2.278539e-04	0	
2.208267e-01	1.389180e-01	2.231479e-01	2.061105e-01	2.820340e-04	3	
6.255573e-02	7.558224e-02	4.161406e-02	8.918158e-02	2.537121e-04	2	
4.671610e-01	7.510884e-02	9.212082e-01	0.000000e+00	1.670319e-04	0	
2.293802e-01	1.536359e-01	4.070440e-01	4.770546e-02	1.981327e-04	1	
7.677173e-02	2.336359e-02	5.362669e-01	0.000000e+00	1.534335e-04	0	
4.877664e-01	3.399091e-01	5.019139e-01	6.641265e-02	1.600871e-04	1	
3.709315e-02	5.116015e-02	2.843548e-01	4.970377e-01	1.422654e-04	2	
2.976687e-03	4.018601e-03	7.525067e-01	8.004724e-01	1.483691e-04	1	
3.444098e-01	3.239422e-01	4.410491e-01	5.220221e-01	1.418090e-04	2	
5.816196e-02	4.526262e-02	7.008144e-02	2.083107e-04	1.380351e-04	1	
6.764850e-01	6.152590e-01	3.530398e-01	3.516920e-01	1.909330e-04	1	
4.579212e-02	6.496527e-02	8.532146e-01	8.767419e-01	3.032680e-04	2	
6.522667e-01	2.446678e-01	9.402423e-01	6.005190e-01	1.468242e-04	1	
4.853004e-01	2.170139e-01	5.561127e-01	0.000000e+00	2.351547e-04	0	
3.343129e-01	3.340248e-01	9.829824e-02	8.429514e-02	2.892827e-04	4	
4.915499e-01	3.905831e-01	2.233075e-03	0.000000e+00	3.888035e-04	0	
2.474259e-01	2.371804e-03	9.957965e-01	4.742319e-01	3.406165e-04	1	
5.876092e-02	5.736836e-02	6.113954e-02	3.605970e-01	1.791177e-04	1	
2.247701e-01	2.922925e-01	3.595000e-01	4.268503e-01	2.349789e-04	4	
2.717780e-01	7.782853e-02	7.065638e-01	0.000000e+00	1.628731e-04	0	
1.874429e-01	1.086657e-01	4.962926e-01	1.327703e-02	1.930945e-04	1	
4.797564e-01	4.119597e-01	3.658873e-01	3.980956e-01	2.835278e-04	4	
1.643321e-01	1.448064e-01	5.410813e-02	2.818331e-02	2.583279e-04	4	
1.845903e-01	7.912962e-02	4.319087e-01	0.000000e+00	2.199182e-04	0	
1.087207e-02	6.688808e-03	3.846937e-01	7.732386e-02	3.230982e-04	1	
5.376416e-02	3.553902e-02	3.795635e-01	0.000000e+00	3.914603e-04	0	
5.632568e-01	7.127673e-02	9.347511e-01	0.000000e+00	3.084804e-04	0	
4.541307e-02	4.706185e-02	3.104033e-01	3.484735e-01	4.287637e-04	3	
1.897933e-01	3.870603e-02	8.141812e-01	1.595176e-01	5.212191e-04	3	
7.012110e-02	6.452172e-02	5.836001e-01	5.560412e-01	3.568819e-04	4	
5.638832e-01	8.745820e-02	9.050647e-01	0.000000e+00	3.188734e-04	0	
2.646042e-03	4.682292e-03	6.462218e-01	8.461457e-01	2.355132e-04	2	
2.924065e-01	1.358248e-02	9.601193e-01	0.000000e+00	1.801885e-04	0	
2.809567e-01	1.053112e-01	5.523281e-01	0.000000e+00	2.525439e-04	0	
2.670158e-01	1.047411e-01	8.660725e-01	5.997558e-01	5.510245e-04	2	
3.946829e-01	3.571316e-01	3.571146e-01	2.920302e-01	1.681533e-03	16	
2.819668e-01	2.402437e-01	2.723244e-01	1.735531e-01	1.410127e-03	6	
1.618568e-01	1.924421e-01	4.899827e-01	3.825672e-01	1.258690e-03	10	
8.378679e-02	9.235728e-02	3.994153e-01	3.214545e-01	1.355630e-03	8	
1.480350e-01	2.080447e-01	4.741776e-02	2.569477e-02	1.017189e-03	7	
4.678701e-02	3.693213e-02	2.415577e-01	1.712523e-01	1.010955e-03	4	
4.388956e-02	4.582623e-02	4.582944e-01	2.822166e-01	1.002604e-03	7	
7.933949e-02	5.463145e-02	6.891793e-01	4.546131e-01	1.298181e-03	8	
4.290733e-01	3.606633e-01	6.288902e-01	4.865713e-01	1.079660e-03	10	
5.202808e-02	2.214915e-02	7.401140e-01	5.232888e-01	1.001876e-03	5	
2.506243e-01	2.376110e-01	5.933102e-01	3.774912e-01	1.192221e-03	10	
5.250209e-02	6.637969e-02	7.562799e-01	8.024407e-01	1.545404e-03	15	
4.054577e-01	3.367486e-01	8.254485e-01	8.101656e-01	1.052089e-03	8	
3.848778e-02	3.368410e-02	8.235512e-01	8.111012e-01	7.136378e-04	7	
2.390468e-01	2.522657e-01	3.199905e-01	4.375374e-01	8.793139e-04	7	
6.177272e-02	5.563442e-02	5.933314e-01	6.350104e-01	1.449624e-03	10	
6.579351e-02	5.335476e-02	5.771690e-01	5.494972e-01	1.804849e-03	12	
2.792838e-01	2.588713e-01	7.175777e-01	5.876686e-01	1.415131e-03	15	
2.312389e-01	3.134295e-01	4.713496e-01	5.644915e-01	1.779263e-03	16	
1.585999e-01	2.118823e-01	6.726590e-01	8.012437e-01	1.885306e-03	13	
4.157477e-02	3.848654e-02	6.449351e-01	6.352870e-01	1.912732e-03	12	
6.079219e-01	4.233110e-01	3.741923e-01	3.379671e-01	2.390868e-03	14	
3.297816e-01	2.377849e-01	2.160334e-01	4.818539e-01	1.562534e-03	12	
1.690556e-01	1.874753e-01	3.697416e-01	3.380818e-01	1.522580e-03	8	
8.741208e-02	1.740120e-01	6.113463e-01	8.765520e-01	1.254646e-03	16	
3.957568e-01	4.111836e-01	1.057913e-01	4.685034e-02	1.056022e-03	5	
1.021454e-01	9.386535e-02	3.278220e-01	7.324290e-02	8.559672e-04	3	
1.335592e-01	1.204214e-01	6.375006e-01	6.385134e-01	6.595515e-04	5	
1.112059e-01	7.338899e-02	2.156801e-01	2.577504e-01	6.929266e-04	6	
2.218056e-01	9.887441e-02	9.246124e-01	7.650518e-01	8.098018e-04	4	
6.741651e-02	4.212710e-02	6.361766e-01	3.093178e-01	7.274055e-04	5	
3.101838e-01	1.191744e-01	6.198115e-01	4.463347e-02	1.169138e-03	3	
2.323796e-01	1.912966e-01	6.129208e-01	5.634302e-01	1.911162e-03	14	
3.473703e-01	1.922588e-01	9.980973e-01	9.951196e-01	4.892298e-03	32	
1.409441e-01	1.516656e-01	7.426455e-01	8.562672e-01	6.521222e-03	54	
7.828376e-01	7.590625e-01	1.796078e-01	3.102461e-01	6.969297e-03	60	
2.323486e-01	2.330402e-01	6.583731e-01	8.159251e-01	6.954712e-03	52	
2.912457e-02	2.812463e-02	3.048777e-01	3.387815e-01	7.113058e-03	49	
3.156626e-01	2.622169e-01	4.430318e-01	4.113351e-01	6.562011e-03	46	
3.308517e-01	3.101949e-01	2.244396e-01	1.987644e-01	6.141534e-03	47	
