h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
5.962853e-01	5.247986e-01	6.525938e-01	4.333593e-01	5.009090e-04	4	
6.289415e-01	4.688931e-01	4.177549e-01	1.057203e-01	4.318746e-04	2	
3.370138e-01	2.689781e-01	3.073565e-02	4.140044e-02	4.454838e-04	2	
3.400128e-01	3.988009e-01	5.166995e-02	6.985066e-02	2.207387e-04	4	
1.973930e-01	1.779140e-01	7.919551e-02	1.466221e-02	2.277869e-04	1	
7.783954e-01	2.124762e-01	9.979294e-01	9.777562e-01	2.088218e-04	2	
5.746375e-01	4.557351e-01	2.242021e-02	1.420717e-02	3.603992e-04	2	
4.846133e-01	3.625877e-01	1.505469e-01	0.000000e+00	1.878992e-04	0	
1.943840e-01	3.356133e-01	2.784864e-01	7.241728e-01	2.255356e-04	2	
7.145984e-01	5.808431e-01	5.209363e-01	1.198933e-01	2.056880e-04	1	
5.905613e-01	6.354323e-01	1.160320e-01	5.222263e-02	2.527157e-04	3	
2.849743e-01	1.198766e-01	9.194118e-01	7.862733e-01	3.019332e-04	3	
6.470565e-01	4.295620e-01	7.543435e-01	2.589920e-01	5.007994e-04	2	
7.548615e-01	7.501105e-01	3.722532e-01	5.091617e-01	9.535926e-04	7	
2.796177e-01	2.410462e-01	5.265181e-03	3.096492e-03	1.100249e-03	7	
3.110978e-01	3.774052e-01	7.758983e-01	8.277840e-01	8.527246e-04	6	
6.557929e-01	3.825784e-01	6.516703e-01	2.818248e-01	1.165599e-03	7	
3.566788e-01	3.455258e-01	9.718796e-01	9.666828e-01	1.101736e-03	9	
2.565817e-01	2.469536e-01	9.206215e-01	9.169431e-01	1.801040e-03	14	
5.719856e-01	5.896000e-01	1.700407e-01	1.348304e-01	1.302255e-03	8	
2.865765e-01	2.823420e-01	6.020678e-01	6.956140e-01	8.740260e-04	9	
5.031156e-01	4.805801e-01	1.110937e-01	2.187434e-02	9.238454e-04	2	
5.508704e-01	4.278421e-01	7.719213e-01	5.670572e-01	1.430196e-03	11	
7.315995e-01	7.300762e-01	5.083511e-01	5.851000e-01	1.737061e-03	16	
5.509827e-01	3.932088e-01	3.864610e-01	2.479306e-01	1.456615e-03	9	
2.164335e-01	2.076457e-01	4.469449e-01	3.072813e-01	1.454236e-03	11	
3.940738e-01	4.113546e-01	2.848614e-01	2.315353e-01	1.576691e-03	9	
3.520264e-01	2.980201e-01	7.088778e-01	4.968828e-01	1.495424e-03	10	
7.348250e-01	5.454971e-01	7.803091e-01	3.307485e-01	1.138279e-03	2	
3.878439e-01	2.364547e-01	8.552870e-01	5.974180e-01	1.081925e-03	7	
6.485442e-01	5.302045e-01	4.760279e-01	5.008986e-01	1.385869e-03	12	
4.415527e-01	5.090825e-01	1.300076e-01	6.088961e-02	2.115783e-03	10	
5.235243e-01	5.251057e-01	7.851591e-01	8.234579e-01	2.603945e-03	20	
8.185523e-01	6.853457e-01	8.715620e-01	7.348926e-01	1.769150e-03	14	
1.109888e-01	1.197827e-01	6.827716e-01	8.749281e-01	1.464490e-03	9	
7.727499e-01	5.658830e-01	9.566328e-01	8.675513e-01	1.413962e-03	8	
4.896335e-01	5.300458e-01	8.080758e-01	7.782705e-01	1.417419e-03	13	
5.365903e-01	5.183622e-01	4.645352e-01	5.610502e-01	2.103409e-03	11	
1.672875e-01	2.162721e-01	5.458480e-01	7.031646e-01	1.612645e-03	15	
1.738908e-01	1.767448e-01	7.585762e-01	6.966235e-01	1.984510e-03	14	
1.212404e-01	1.343132e-01	1.336104e-01	1.029619e-01	1.868926e-03	12	
5.326283e-01	4.345875e-01	1.412634e-01	2.810749e-01	2.383389e-03	15	
2.384517e-01	3.616501e-01	4.112040e-02	4.881077e-02	2.571094e-03	26	
6.150518e-01	6.675122e-01	1.791546e-01	2.334688e-01	1.746278e-03	20	
5.909884e-01	6.294946e-01	2.971091e-01	4.689098e-01	1.808674e-03	26	
6.505638e-01	6.403763e-01	2.941873e-01	2.585127e-01	1.918747e-03	13	
4.119340e-01	5.154802e-01	8.153519e-01	8.593373e-01	1.273858e-03	10	
4.030496e-01	4.301636e-01	3.587373e-01	3.087939e-01	1.014401e-03	6	
3.087201e-01	2.849103e-01	5.343987e-02	2.238123e-02	1.175621e-03	10	
5.414235e-01	6.675766e-01	6.114119e-01	8.052127e-01	1.903803e-03	18	
2.630061e-01	1.823447e-01	1.719137e-01	1.466209e-01	2.017659e-03	16	
5.661473e-01	6.523343e-01	8.370442e-01	9.195003e-01	2.053639e-03	16	
2.320841e-01	2.501362e-01	4.469016e-01	4.789802e-01	2.215844e-03	16	
3.893166e-01	4.278318e-01	2.619852e-01	1.658604e-01	1.728316e-03	15	
4.755428e-01	4.728832e-01	7.737601e-01	8.728114e-01	2.192965e-03	16	
5.125718e-01	5.944707e-01	3.295269e-01	3.694066e-01	1.586070e-03	16	
5.538281e-01	5.191154e-01	5.091710e-01	3.737676e-01	8.581991e-04	6	
7.629162e-01	7.172615e-01	1.345014e-01	2.727959e-02	1.388953e-03	7	
8.555323e-01	8.448605e-01	4.306820e-01	4.696037e-01	1.332026e-03	10	
3.612583e-01	3.499580e-01	4.325998e-01	1.787016e-01	8.974583e-04	9	
3.173737e-01	4.014049e-01	8.897813e-01	9.412425e-01	1.338766e-03	12	
2.356169e-01	2.032084e-01	2.445488e-01	2.079696e-01	1.924199e-03	11	
2.341401e-01	3.354672e-01	9.741450e-01	9.819270e-01	2.514803e-03	20	
3.366813e-01	3.700935e-01	7.481512e-02	8.037578e-02	2.515167e-03	20	
5.165487e-01	4.983309e-01	2.198002e-01	9.993564e-02	2.968576e-03	13	
5.376352e-01	5.754736e-01	5.027082e-01	4.960463e-01	3.533712e-03	25	
6.787679e-01	6.694776e-01	3.248228e-01	4.034165e-01	4.835088e-03	22	
1.015721e-01	8.206274e-02	8.248771e-02	5.928431e-02	2.098799e-03	18	
6.248690e-01	6.048649e-01	3.815797e-01	3.695153e-01	1.784071e-03	20	
6.287567e-01	5.699431e-01	6.866371e-02	8.441591e-02	1.481036e-03	11	
7.752350e-01	7.885928e-01	4.245806e-01	4.930314e-01	1.609311e-03	16	
3.362724e-01	3.368323e-01	9.240701e-01	9.229310e-01	1.256500e-03	12	
6.862537e-01	5.978885e-01	8.053677e-01	7.794147e-01	1.893507e-03	10	
4.495103e-01	3.899611e-01	3.936431e-01	1.660243e-01	1.914328e-03	11	
5.351027e-01	5.538672e-01	3.896535e-01	4.554160e-01	1.372779e-03	12	
9.982450e-02	1.030146e-01	3.461156e-01	5.755772e-01	1.853208e-03	10	
2.153790e-01	2.536909e-01	2.847012e-01	3.739940e-01	1.015884e-03	12	
2.133522e-01	1.888864e-01	2.531719e-01	2.533047e-01	8.389923e-04	4	
7.025168e-01	5.489360e-01	2.684048e-01	8.488772e-02	6.146871e-04	3	
3.110257e-01	3.089729e-01	3.589646e-02	4.575653e-02	4.101157e-04	3	
3.807837e-01	3.789653e-01	6.599353e-01	5.599416e-01	5.079633e-04	3	
2.208026e-01	1.868801e-01	4.659694e-01	1.823734e-01	4.126212e-04	3	
6.535852e-01	6.285790e-01	5.063188e-01	4.319698e-01	3.470976e-04	3	
3.842242e-01	4.014000e-01	5.060512e-01	6.419283e-01	4.069036e-04	5	
4.795218e-01	5.224660e-01	8.950282e-02	4.353578e-04	5.150841e-04	1	
4.222407e-01	5.002707e-01	8.220895e-01	8.076154e-01	6.211868e-04	5	
7.677517e-01	4.521437e-01	8.973899e-01	6.261114e-01	5.387201e-04	2	
7.998982e-01	3.524574e-01	9.529307e-01	4.945558e-01	6.527564e-04	2	
1.433916e-01	2.593067e-01	6.061133e-01	8.046295e-01	7.778825e-04	8	
3.518458e-01	4.337217e-01	2.652084e-01	1.513779e-01	1.013491e-03	7	
6.651637e-01	4.742821e-01	7.156926e-01	4.049195e-01	7.678078e-04	4	
5.512062e-01	5.822720e-01	1.636892e-01	9.833941e-02	6.080972e-04	5	
4.027083e-01	4.772171e-01	3.937037e-01	2.826613e-01	8.433774e-04	4	
4.929216e-01	5.025330e-01	9.629451e-02	6.771042e-02	7.786006e-04	4	
1.165446e-01	3.960451e-01	9.723392e-01	9.943292e-01	7.764834e-04	17	
3.310686e-01	3.174008e-01	1.571374e-01	8.102925e-02	6.695117e-04	3	
4.832480e-01	5.035838e-01	2.184262e-01	5.640614e-02	2.217469e-04	1	
4.056481e-01	1.629100e-01	9.198219e-01	7.814795e-01	2.191693e-04	1	
3.599627e-01	3.929061e-01	1.800817e-01	6.088057e-02	2.183135e-04	2	
7.023122e-02	5.476619e-02	3.730897e-01	6.699406e-02	2.854312e-04	2	
2.447935e-01	3.922855e-01	5.996867e-01	7.495536e-01	4.486202e-04	4	
2.409201e-01	1.961046e-01	2.945943e-01	6.067561e-02	4.497675e-04	2	
9.357836e-02	1.888731e-02	7.403701e-01	2.519169e-01	2.556044e-04	1	
1.554521e-01	1.659452e-01	1.494454e-01	9.889827e-02	2.703917e-04	2	
6.156868e-01	3.799877e-01	5.620991e-01	7.922735e-02	1.703352e-04	2	
2.574156e-01	4.070565e-01	3.682199e-01	7.048785e-01	1.692195e-04	2	
5.252433e-01	8.527017e-02	8.759429e-01	0.000000e+00	1.471974e-04	0	
2.617239e-01	2.869486e-01	7.311096e-01	7.584703e-01	2.075059e-04	3	
4.390979e-01	4.220321e-01	3.100299e-01	3.752986e-01	2.717935e-04	3	
4.815767e-02	7.104766e-02	6.133591e-01	6.747150e-01	2.189429e-04	2	
7.217007e-01	6.061937e-01	2.907282e-01	1.148014e-01	2.219802e-04	1	
1.909763e-01	2.199071e-01	6.202646e-01	6.721389e-01	3.759782e-04	3	
1.790347e-01	1.726662e-01	3.161071e-01	1.961241e-01	3.344866e-04	3	
5.732260e-01	5.770574e-01	9.729827e-03	8.604607e-03	2.550609e-04	2	
6.731887e-01	6.096220e-01	4.947267e-01	1.090479e-03	1.681240e-04	1	
3.875775e-01	3.895442e-01	2.595386e-01	1.624818e-01	2.628090e-04	4	
1.422100e-01	1.175826e-01	2.082904e-01	3.589828e-01	5.592204e-04	2	
7.745143e-01	7.040774e-01	5.475490e-01	2.724601e-01	4.001293e-04	4	
3.147985e-01	3.028837e-01	3.878392e-01	4.034695e-01	4.605909e-04	2	
5.006027e-01	6.417782e-01	1.582202e-01	1.625173e-01	5.101493e-04	3	
4.413181e-01	4.310050e-01	3.424145e-01	3.467499e-01	5.089571e-04	6	
2.530626e-01	2.986642e-01	1.164083e-01	1.386601e-01	3.215236e-04	3	
6.792043e-01	2.035486e-01	9.212410e-01	3.331118e-01	2.758199e-04	1	
8.502074e-01	6.449143e-01	7.929604e-01	3.095468e-01	1.479595e-04	2	
4.337413e-01	5.382739e-01	4.799747e-01	6.562758e-01	1.489954e-04	3	
6.322535e-01	5.908755e-01	1.697074e-01	2.741961e-02	2.013098e-04	2	
4.394702e-01	3.688375e-01	7.178550e-02	4.797613e-02	3.496426e-04	3	
5.664325e-01	5.328137e-01	1.502171e-01	1.491280e-01	8.108915e-04	9	
2.601881e-01	2.722565e-01	2.599817e-01	1.462692e-01	1.134479e-03	9	
4.295208e-01	4.136359e-01	1.426806e-01	1.801138e-01	4.124514e-04	2	
2.183770e-01	2.329708e-01	9.862370e-01	9.900660e-01	3.991482e-04	6	
3.948876e-01	2.350357e-01	4.368510e-01	0.000000e+00	3.527490e-04	0	
7.691780e-01	5.872894e-01	4.334114e-01	3.911921e-02	1.954920e-04	1	
3.903285e-01	4.397557e-01	1.158029e-01	2.601705e-01	1.868734e-04	1	
8.173640e-01	6.880159e-01	3.592350e-01	0.000000e+00	2.317075e-04	0	
5.157187e-01	2.294341e-01	8.393338e-01	5.528539e-01	3.297889e-04	1	
3.128760e-01	4.047700e-01	1.803938e-01	2.237791e-01	1.575912e-04	1	
8.403145e-01	7.028693e-01	6.990149e-01	3.447432e-01	1.607988e-04	1	
5.281069e-01	5.204993e-02	9.651991e-01	0.000000e+00	1.490331e-04	0	
3.691182e-01	3.318999e-01	2.230274e-01	1.780178e-01	1.881438e-04	2	
7.508147e-01	6.607017e-01	5.110543e-01	0.000000e+00	2.063040e-04	0	
4.059327e-01	3.609817e-01	2.497378e-02	0.000000e+00	1.799861e-04	0	
4.242235e-01	4.339691e-01	7.318848e-01	7.922616e-01	1.791874e-04	4	
5.068640e-01	4.628414e-01	5.124035e-02	9.208776e-03	2.714759e-04	2	
9.487903e-02	9.356156e-02	6.641225e-01	7.935355e-01	3.728200e-04	2	
7.089839e-01	4.510731e-01	9.221935e-01	7.655655e-01	3.492393e-04	2	
5.601639e-01	6.538816e-01	1.121879e-01	1.426109e-01	2.042110e-04	1	
3.213811e-01	1.406703e-01	7.048860e-01	0.000000e+00	1.846649e-04	0	
7.715319e-01	6.908763e-01	4.754191e-01	1.543016e-02	2.448393e-04	1	
4.175066e-01	4.808160e-01	9.407769e-02	2.524813e-03	1.949395e-04	1	
6.697786e-01	1.771616e-01	9.079271e-01	0.000000e+00	3.334266e-04	0	
5.299523e-01	2.655937e-01	9.845784e-01	9.417165e-01	2.405954e-04	3	
1.439108e-02	1.042356e-02	7.777468e-01	6.502494e-01	2.824157e-04	1	
5.780495e-04	9.464472e-05	8.499263e-01	2.818557e-01	4.045527e-04	1	
4.653231e-01	3.370820e-01	9.027009e-01	7.584678e-01	6.412300e-04	3	
5.898236e-01	4.006564e-01	5.484403e-01	1.829599e-01	4.732915e-04	3	
7.877506e-01	6.865059e-01	5.416847e-01	6.972260e-02	4.119789e-04	2	
4.001426e-01	4.417845e-01	6.321883e-01	5.579422e-01	3.763885e-04	3	
1.741642e-01	2.088585e-01	2.601180e-01	4.651619e-01	3.820880e-04	4	
5.785873e-01	6.089668e-01	3.999411e-01	3.817908e-01	4.459622e-04	5	
7.629591e-01	3.134553e-01	9.042210e-01	1.722812e-01	3.056589e-04	2	
5.524415e-01	5.686981e-01	2.562670e-01	1.417822e-01	2.624988e-04	4	
2.026726e-01	1.424910e-01	4.463305e-01	1.610033e-01	2.182216e-04	1	
2.191931e-01	1.208378e-01	1.579018e-01	0.000000e+00	1.532421e-04	0	
1.521403e-01	9.471376e-02	7.217464e-01	4.091008e-01	2.598770e-04	3	
5.687190e-01	5.789283e-01	1.836549e-01	4.738601e-02	2.998234e-04	2	
4.573537e-01	3.902271e-01	2.150707e-01	0.000000e+00	1.792168e-04	0	
3.642851e-01	4.564189e-01	1.021580e-01	2.280232e-01	4.263970e-04	2	
5.234308e-01	4.735419e-01	3.246588e-02	7.815721e-02	3.810141e-04	4	
7.249404e-01	3.965090e-01	6.014136e-01	1.417470e-03	3.519194e-04	1	
7.121075e-01	6.134846e-01	3.409291e-01	7.830186e-02	1.712226e-04	1	
1.517630e-01	2.197787e-01	1.195100e-02	8.821909e-03	1.694189e-04	1	
4.990775e-01	2.867043e-01	7.233707e-01	0.000000e+00	1.949312e-04	0	
2.021628e-01	2.681187e-01	8.175435e-01	9.153720e-01	2.427628e-04	2	
4.355806e-01	3.466873e-01	5.975090e-01	7.962497e-02	1.915093e-04	1	
7.759224e-01	7.228942e-01	1.849132e-01	8.649310e-02	1.716685e-04	2	
3.098428e-01	3.095879e-01	7.800793e-01	7.255226e-01	3.060081e-04	4	
6.890245e-01	7.145505e-01	1.020551e-01	1.474897e-01	3.398043e-04	3	
6.160617e-01	3.430344e-01	3.333640e-01	0.000000e+00	6.626458e-04	0	
5.898814e-01	4.335178e-01	9.614057e-01	9.017566e-01	9.263988e-04	7	
7.315896e-01	6.507189e-01	7.087724e-01	7.815485e-01	1.063144e-03	9	
7.271172e-01	7.246482e-01	3.462937e-02	2.032233e-02	1.139350e-03	7	
3.618126e-01	3.059342e-01	2.364302e-01	4.390722e-01	1.261203e-03	7	
5.665867e-01	5.011208e-01	3.898105e-01	2.746804e-01	1.569258e-03	12	
5.479053e-01	6.315939e-01	8.335870e-01	8.866461e-01	3.173346e-03	20	
5.609705e-01	6.153627e-01	9.194997e-02	2.500978e-02	2.591953e-03	11	
1.400678e-01	1.684736e-01	1.815463e-01	1.081099e-01	1.525667e-03	9	
1.933977e-01	2.009255e-01	1.248825e-02	4.461199e-03	1.481673e-03	13	
3.906556e-01	4.518496e-01	2.360857e-01	1.587398e-01	1.131123e-03	13	
5.505029e-01	5.382728e-01	5.276477e-01	5.028515e-01	1.431849e-03	10	
5.044153e-01	4.551382e-01	7.535109e-01	7.761186e-01	9.428877e-04	3	
3.283329e-01	4.213351e-01	5.317215e-01	6.820344e-01	1.277169e-03	8	
5.101286e-01	5.615575e-01	4.766460e-02	3.341245e-02	1.718618e-03	8	
3.985933e-01	3.254919e-01	7.901501e-01	6.477302e-01	2.016399e-03	11	
5.484692e-01	3.552867e-01	9.448325e-01	8.358792e-01	1.524631e-03	11	
4.539621e-01	3.460437e-01	3.224490e-01	3.750929e-01	1.345227e-03	8	
3.347305e-01	3.715256e-01	9.257676e-01	9.470174e-01	1.356587e-03	12	
4.774100e-01	4.988921e-01	7.190169e-02	5.314110e-02	8.958815e-04	9	
3.761893e-01	3.975713e-01	1.297571e-01	1.611306e-01	9.699596e-04	6	
6.921094e-01	7.399134e-01	2.778672e-01	3.491929e-01	1.278678e-03	15	
2.307589e-01	2.861005e-01	3.451405e-01	2.337969e-01	1.040683e-03	11	
3.061845e-01	3.016256e-01	2.411125e-01	3.116997e-01	8.500951e-04	9	
7.668260e-01	3.120624e-02	9.876793e-01	0.000000e+00	4.324293e-04	0	
5.502466e-01	3.943262e-01	6.320927e-01	6.048966e-01	5.237363e-04	2	
2.668157e-02	2.829383e-02	3.206779e-01	1.167580e-01	5.761179e-04	3	
4.286705e-01	5.202837e-01	7.612209e-01	8.258839e-01	6.947181e-04	5	
4.884667e-01	3.579497e-01	1.371869e-02	7.279830e-02	7.888512e-04	10	
7.124974e-01	6.347387e-01	1.311703e-01	9.380046e-02	6.731552e-04	5	
1.983226e-01	2.459213e-01	4.546454e-01	7.474300e-01	5.268174e-04	5	
3.418167e-01	4.500880e-01	3.638825e-01	6.441370e-01	8.280082e-04	7	
2.805263e-01	3.226262e-01	5.476095e-01	5.921592e-01	5.985480e-04	7	
5.416364e-01	5.098404e-01	4.952485e-01	1.514857e-01	8.581603e-04	4	
5.937900e-01	5.389535e-01	3.212855e-01	2.053496e-01	7.458235e-04	5	
5.843685e-01	6.215903e-01	2.577534e-02	2.226172e-02	5.281667e-04	3	
3.376572e-01	3.381713e-01	3.735377e-01	5.038753e-01	5.433923e-04	8	
3.501150e-01	3.819445e-01	8.846044e-01	9.064677e-01	6.789199e-04	5	
2.459372e-01	1.578373e-01	4.848825e-01	2.971825e-01	4.755829e-04	2	
2.515525e-01	2.030191e-01	2.115663e-01	6.055456e-02	4.635379e-04	2	
1.508919e-01	3.860703e-01	7.479360e-01	9.210803e-01	6.378107e-04	12	
8.005183e-01	4.789113e-01	8.197198e-01	1.562638e-01	4.917879e-04	1	
5.171075e-01	4.539700e-01	9.253642e-01	9.118384e-01	5.315301e-04	2	
6.496038e-01	6.305249e-01	3.163946e-01	2.805119e-01	4.516529e-04	1	
6.311031e-02	2.707810e-02	5.987185e-01	0.000000e+00	3.595718e-04	0	
2.315018e-01	2.540688e-01	1.826257e-01	1.787127e-01	2.993168e-04	3	
1.626652e-02	1.400353e-02	5.418204e-01	3.116418e-01	2.400433e-04	2	
4.587980e-01	2.398617e-01	9.491973e-01	8.730792e-01	3.172922e-04	1	
4.687277e-01	4.098830e-01	2.891630e-01	2.588933e-01	5.994710e-04	5	
4.688919e-01	5.302348e-01	6.655108e-01	7.757354e-01	5.715664e-04	10	
3.099722e-01	3.145698e-01	6.597186e-02	1.529966e-02	3.814690e-04	2	
2.096401e-01	8.064836e-02	5.684232e-01	0.000000e+00	2.722040e-04	0	
5.323913e-01	5.961503e-01	2.468680e-01	2.125279e-01	2.779432e-04	3	
3.128000e-01	1.873805e-01	5.013029e-01	2.326546e-01	2.537749e-04	1	
5.084658e-01	4.516844e-01	1.824312e-01	1.963292e-02	3.450369e-04	1	
3.790605e-01	4.483213e-01	8.308006e-01	8.817678e-01	5.013645e-04	6	
5.662126e-01	5.899934e-01	1.288986e-02	1.973529e-02	5.389337e-04	2	
1.968069e-01	2.004226e-01	1.919470e-01	1.349184e-01	3.542406e-04	1	
3.615040e-01	3.115036e-01	7.096229e-02	1.570790e-01	3.485872e-04	5	
4.376809e-01	2.877622e-01	9.119423e-01	8.457200e-01	2.553443e-04	1	
8.007425e-01	7.697099e-01	1.205151e-01	2.457298e-01	2.979549e-04	5	
2.915229e-01	5.722322e-01	4.191723e-01	8.366211e-01	2.276943e-04	4	
5.090771e-01	4.862521e-01	1.165470e-01	7.254140e-03	3.348482e-04	2	
9.060090e-01	8.733119e-01	1.514869e-02	3.162902e-02	3.928842e-04	5	
4.036969e-01	3.444181e-01	3.227119e-01	2.559096e-01	2.330263e-04	1	
1.856544e-01	2.281653e-01	1.883829e-01	0.000000e+00	2.184419e-04	0	
4.089662e-01	3.875081e-01	4.857459e-01	4.424732e-01	3.796452e-04	2	
1.214440e-01	1.349919e-01	1.813493e-01	3.014307e-01	2.675877e-04	3	
4.676516e-01	4.061967e-01	8.551434e-02	1.068959e-01	2.618033e-04	2	
6.736804e-01	5.913143e-01	1.741839e-01	5.957944e-02	2.498443e-04	1	
6.143266e-01	4.881024e-01	7.057321e-01	3.519267e-01	4.306610e-04	2	
4.556979e-01	4.198224e-01	6.505547e-01	4.648604e-01	5.523975e-04	5	
3.980286e-01	4.095525e-01	2.750642e-01	2.237750e-02	4.966745e-04	2	
2.926450e-01	3.387194e-01	4.639446e-02	3.587713e-02	2.980370e-04	2	
2.403992e-01	2.870886e-01	2.877259e-01	3.257898e-01	3.029261e-04	5	
5.310500e-01	6.032614e-01	2.523670e-01	4.643784e-01	2.426666e-04	2	
6.272807e-01	3.088081e-01	7.801604e-01	1.625846e-01	2.066024e-04	1	
3.962623e-01	2.809112e-01	4.572311e-01	1.448167e-03	2.648075e-04	1	
6.032406e-01	6.080124e-01	4.303347e-03	3.254752e-03	4.806653e-04	2	
4.143691e-01	4.437613e-01	1.025475e-01	1.255951e-01	5.628086e-04	6	
3.127634e-01	4.560168e-01	4.040540e-01	6.076434e-01	7.369120e-04	7	
2.394438e-01	3.066974e-01	2.677323e-01	2.948579e-01	1.056049e-03	12	
7.315789e-01	6.626439e-01	3.412430e-01	2.683374e-01	8.861239e-04	6	
7.140670e-01	2.843900e-01	9.461617e-01	7.892476e-01	1.101600e-03	9	
7.061071e-01	7.060964e-01	3.923803e-01	3.874971e-01	1.588305e-03	14	
6.642020e-01	6.916618e-01	5.184021e-01	6.630894e-01	1.701341e-03	15	
5.642479e-01	6.033418e-01	8.434921e-01	8.955181e-01	1.600664e-03	10	
4.972907e-01	4.587269e-01	1.191452e-01	6.290306e-02	2.017440e-03	8	
3.672205e-01	4.031252e-01	4.516694e-01	6.594615e-01	1.557440e-03	15	
3.714373e-01	2.652142e-01	9.147221e-01	8.258343e-01	2.326522e-03	15	
5.122149e-01	4.687384e-01	7.199591e-01	6.808165e-01	2.532406e-03	23	
1.785732e-01	2.065541e-01	9.568360e-01	9.731353e-01	3.589797e-03	27	
6.581791e-01	5.923398e-01	5.638412e-01	4.318643e-01	4.259629e-03	23	
1.501862e-01	1.516720e-01	2.783763e-01	1.640782e-01	4.008919e-03	25	
3.307487e-01	3.476785e-01	3.464663e-01	3.746521e-01	4.141117e-03	26	
4.095559e-01	4.041516e-01	2.347583e-01	3.080654e-01	4.294922e-03	29	
4.756737e-01	4.625507e-01	1.215041e-01	1.027786e-01	3.703085e-03	25	
2.097092e-01	1.972655e-01	8.603441e-01	8.794268e-01	3.300089e-03	23	
6.546265e-01	6.628218e-01	2.801993e-01	3.941384e-01	3.087723e-03	24	
3.839206e-01	2.692294e-01	7.911450e-01	5.610663e-01	2.435199e-03	12	
8.004315e-01	6.501539e-01	5.967229e-01	3.470612e-01	2.468390e-03	9	
2.547146e-01	4.674722e-01	9.448748e-01	9.828165e-01	1.397560e-03	15	
3.410687e-01	3.326017e-01	1.742728e-01	2.110133e-01	1.153264e-03	9	
5.497512e-01	5.762263e-01	3.132887e-01	2.261176e-01	1.027325e-03	7	
4.190714e-01	3.411270e-01	3.129540e-01	6.966377e-03	1.025036e-03	4	
5.961723e-01	6.381898e-01	6.185043e-01	6.574322e-01	1.383375e-03	11	
7.455040e-02	9.073093e-02	8.035134e-01	9.095298e-01	1.293830e-03	13	
4.649861e-01	4.375738e-01	2.822276e-01	2.205347e-01	9.953408e-04	10	
1.026757e-01	1.599939e-01	8.285070e-01	8.818822e-01	1.187822e-03	9	
1.039690e-01	9.262877e-02	2.960955e-01	3.638414e-01	7.609849e-04	7	
3.980516e-01	4.054272e-01	4.739296e-01	5.739622e-01	6.351405e-04	5	
1.873468e-01	1.855248e-01	2.958913e-01	1.382633e-01	7.089303e-04	5	
1.794251e-01	2.460713e-01	6.923389e-01	6.171901e-01	6.265547e-04	7	
4.500960e-01	4.765246e-01	6.601391e-01	6.362867e-01	8.942353e-04	9	
4.210561e-01	5.577338e-01	7.109137e-01	7.847788e-01	3.846372e-04	3	
6.843970e-01	6.873593e-01	1.164251e-01	3.306992e-02	3.888761e-04	1	
5.964043e-01	3.324093e-01	7.015910e-01	4.622768e-01	5.934429e-04	4	
8.688663e-01	8.193730e-01	3.174704e-01	1.425704e-01	6.256953e-04	2	
5.178887e-01	3.630687e-01	7.580496e-01	5.103884e-01	7.615991e-04	4	
4.775831e-01	5.104152e-01	1.652816e-01	2.473083e-01	1.358002e-03	9	
1.078516e-01	9.050592e-02	8.572160e-01	8.719377e-01	1.444412e-03	8	
2.925669e-01	4.265618e-01	8.208140e-01	8.728425e-01	9.370332e-04	5	
5.213105e-01	5.743383e-01	3.016774e-02	8.929505e-03	1.232154e-03	6	
2.775580e-01	2.544560e-01	5.279031e-02	4.722104e-02	1.271676e-03	5	
3.865755e-01	3.192189e-01	8.808366e-01	8.593520e-01	8.932077e-04	7	
3.204538e-01	3.791482e-01	6.472970e-02	9.470082e-02	1.205999e-03	8	
4.127389e-01	2.263102e-01	9.769012e-01	9.450980e-01	1.177303e-03	7	
6.260396e-01	4.164861e-01	7.816443e-01	5.689998e-01	8.970637e-04	7	
1.870580e-01	3.020688e-01	7.259723e-01	8.222308e-01	7.266164e-04	9	
3.425404e-01	3.533389e-01	6.965877e-01	6.623415e-01	5.467689e-04	5	
1.475976e-01	2.279297e-01	8.046418e-01	8.855226e-01	5.519078e-04	2	
1.518478e-01	3.159055e-01	9.784493e-01	9.921387e-01	4.268536e-04	3	
4.715077e-01	3.937310e-01	5.484220e-01	4.071834e-01	4.114739e-04	2	
6.686533e-01	5.409757e-01	2.091619e-01	0.000000e+00	3.744631e-04	0	
3.258015e-01	2.795236e-01	1.069155e-01	3.773140e-02	6.678974e-04	3	
4.689126e-01	3.174995e-01	6.867366e-01	3.276266e-01	5.478906e-04	1	
4.390953e-01	4.373222e-01	2.336300e-01	2.803760e-01	5.955648e-04	7	
4.795962e-01	3.929932e-01	1.828536e-01	5.035712e-02	5.022636e-04	2	
1.222570e-01	4.875514e-02	5.573845e-01	1.737036e-01	5.627514e-04	1	
7.369572e-01	5.147840e-01	7.576729e-01	6.409412e-01	8.262392e-04	6	
3.652523e-01	3.768581e-01	3.307351e-01	3.995538e-01	6.571812e-04	8	
3.437167e-01	2.182592e-01	5.255079e-01	2.127484e-02	6.688314e-04	2	
4.828481e-01	5.325225e-01	1.086475e-01	1.180560e-02	6.678610e-04	3	
6.058418e-01	5.388580e-01	3.800297e-01	1.156861e-01	4.486197e-04	2	
4.166791e-01	2.096362e-01	6.496157e-01	1.098510e-02	3.579526e-04	2	
8.812909e-01	3.841814e-01	8.894303e-01	4.223601e-02	2.055168e-04	1	
