# File Name: 2024-01-150-Bdh.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 384-Well Block
# Instrument Name: Bridgeslab
# Instrument Serial Number: 272530351
# Heated Cover Serial Number: 
# Block serial number: 
# Run Start Date/Time: 2024-01-15 07:14:21 PM UTC
# Run End Data/Time: 2024-01-15 09:00:56 PM UTC
# Run Duration: 106 minutes 34 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-01-15 11:58:20 PM UTC
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported By: guest
# Exported On: 2024-01-15 11:58:47 PM UTC
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"88","D16","FALSE","4095","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5556682386381295","","","31.965322643142457","0.9723815697952013","31.518878981732655","0.590360387340641","TRUE","0.2933691948703539","TRUE","3","26","82.88150024414062","","",""
"89","D17","FALSE","4116","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5368320427987765","","","27.019197771817105","0.9174507949993208","27.056056676158505","0.03194630332479481","TRUE","0.2933691948703539","TRUE","3","22","82.72428894042969","","",""
"90","D18","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","85.18696594238281","65.93331146240234","87.64964294433594","82.05265045166016"
"91","D19","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","78.6944580078125","82.38847351074219","93.58245849609375","87.08995056152344"
"92","D20","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","91.67948150634766","81.71683502197266","87.64964294433594","64.14227294921875"
"93","D21","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","84.13188934326172","63.79921340942383","87.03656005859375","89.71778869628906"
"94","D22","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","63.12890625","87.59515380859375","65.92185974121094","74.41242218017578"
"95","D23","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","78.76942443847656","84.24360656738281","87.37171173095703","81.78581237792969"
"96","D24","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","82.90299224853516","67.70934295654297","87.93030548095703","81.5623779296875"
"97","E1","FALSE","1750","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.548202191630976","","","28.022131211783062","0.9736255906779637","27.338018385704288","1.5186786843076066","TRUE","0.2933691948703539","TRUE","3","23","82.67193603515625","","",""
"98","E2","FALSE","4086","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5281497436297415","","","28.848888126299677","0.9308408874555836","28.838234939923307","0.07873314685429691","TRUE","0.2933691948703539","TRUE","3","24","82.44747161865234","","",""
"99","E3","FALSE","4108","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5417384969225547","","","30.068173883007034","0.9849692814745834","29.593172390789515","0.7981897949169204","TRUE","0.2933691948703539","TRUE","3","25","82.55970764160156","","",""
"100","E4","FALSE","4105","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5471924672168336","","","29.605321159334416","0.9881070339056907","29.429114666941427","0.230559186284605","TRUE","0.2933691948703539","TRUE","3","24","82.55970764160156","","",""
"101","E5","FALSE","4112","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5463045766336319","","","28.944945739213836","0.9785058764419272","28.941050949248837","0.27116727962594417","TRUE","0.2933691948703539","TRUE","3","23","82.70277404785156","","",""
"102","E6","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","79.21882629394531","67.30595397949219","75.95964050292969","87.64773559570312"
"103","E7","FALSE","1750","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5446006563681995","","","28.394309989814566","0.97889789037308","27.338018385704288","1.5186786843076066","TRUE","0.2933691948703539","TRUE","3","23","82.70277404785156","","",""
"104","E8","FALSE","4086","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.545900585817611","","","28.75471761436416","0.942105061927086","28.838234939923307","0.07873314685429691","TRUE","0.2933691948703539","TRUE","3","24","82.81515502929688","","",""
"105","E9","FALSE","4108","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5545328571464514","","","30.77486044399233","0.984687024092414","29.593172390789515","0.7981897949169204","TRUE","0.2933691948703539","TRUE","3","24","82.80122375488281","","",""
"106","E10","FALSE","4105","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.563214445764482","","","29.513843687434132","0.9861768938409876","29.429114666941427","0.230559186284605","TRUE","0.2933691948703539","TRUE","3","24","82.80122375488281","","",""
"107","E11","FALSE","4112","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5519698940424167","","","29.21024985517736","0.9863209341244122","28.941050949248837","0.27116727962594417","TRUE","0.2933691948703539","TRUE","3","24","82.80122375488281","","",""
"108","E12","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","91.78661346435547","78.42085266113281","87.40623474121094","73.36656951904297"
"109","E13","FALSE","1750","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5407614842703148","","","25.59761395551523","0.6492621851839422","27.338018385704288","1.5186786843076066","TRUE","0.2933691948703539","TRUE","3","18","82.65718078613281","","",""
"110","E14","FALSE","4086","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.547478018881634","","","28.911099079106073","0.924434101558296","28.838234939923307","0.07873314685429691","TRUE","0.2933691948703539","TRUE","3","23","82.76934814453125","","",""
"111","E15","FALSE","4108","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5467692781364473","","","29.958249917786922","0.9846798129147808","29.593172390789515","0.7981897949169204","TRUE","0.2933691948703539","TRUE","3","24","82.65718078613281","","",""
"112","E16","FALSE","4105","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5543991554462342","","","29.16817915405573","0.9916073164399635","29.429114666941427","0.230559186284605","TRUE","0.2933691948703539","TRUE","3","23","82.88150024414062","","",""
"113","E17","FALSE","4112","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5393069195496003","","","28.667957253355326","0.983230633556181","28.941050949248837","0.27116727962594417","TRUE","0.2933691948703539","TRUE","3","23","82.61235046386719","","",""
"114","E18","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","71.30642700195312","82.38847351074219","87.42576599121094","90.4481430053711"
"115","E19","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","88.545166015625","66.71688842773438","70.18702697753906","73.65716552734375"
"116","E20","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","78.13475799560547","66.82882690429688","81.38101196289062","71.75418090820312"
"117","E21","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","88.04202270507812","76.87022399902344","73.85383605957031","84.35533142089844"
"118","E22","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","67.48590850830078","86.14281463623047","82.00924682617188","91.17012023925781"
"119","E23","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","87.03656005859375","69.38511657714844","80.8920669555664","75.97647857666016"
"120","E24","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","71.28431701660156","64.24608612060547","86.70140075683594","83.34986877441406"
"121","F1","FALSE","4092","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5336463181723032","","","26.533958482687048","0.9243616420640721","26.62722770679404","0.09813680859776461","TRUE","0.2933691948703539","TRUE","3","20","82.78416442871094","","",""
"122","F2","FALSE","1742","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5448668238328067","","","30.572622554516002","0.9778951960623966","30.624803558490658","0.09425773518707002","TRUE","0.2933691948703539","TRUE","3","25","82.55970764160156","","",""
"123","F3","FALSE","4106","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5380298501084948","","","30.77148589006196","0.9780601182496907","30.952012233358705","0.2586212067331448","TRUE","0.2933691948703539","TRUE","3","25","82.55970764160156","","",""
"124","F4","FALSE","1747","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5404719083480078","","","28.884563882628115","0.9856096850831132","28.92362652920671","0.19226683708328957","TRUE","0.2933691948703539","TRUE","3","22","82.55970764160156","","",""
"125","F5","FALSE","4091","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5548663143669317","","","28.59492038649016","0.9849845740489056","28.673295175570946","0.06792187671444454","TRUE","0.2933691948703539","TRUE","3","23","82.70277404785156","","",""
"126","F6","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","82.25323486328125","75.84725952148438","78.99404907226562","69.66605377197266"
"127","F7","FALSE","4092","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.536588241614811","","","26.618126584550538","0.936060471452435","26.62722770679404","0.09813680859776461","TRUE","0.2933691948703539","TRUE","3","22","82.70277404785156","","",""
"128","F8","FALSE","1742","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5567954028222792","","","30.568175394140944","0.9915886956269899","30.624803558490658","0.09425773518707002","TRUE","0.2933691948703539","TRUE","3","24","82.81515502929688","","",""
"129","F9","FALSE","4106","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5215463064618497","","","30.836259366544667","0.9867244744496868","30.952012233358705","0.2586212067331448","TRUE","0.2933691948703539","TRUE","3","25","82.68890380859375","","",""
"130","F10","FALSE","1747","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5631718083152375","","","28.75389053129723","0.9889250015546956","28.92362652920671","0.19226683708328957","TRUE","0.2933691948703539","TRUE","3","23","82.80122375488281","","",""
"131","F11","FALSE","4091","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5677277273787855","","","28.715017459341816","0.9872857794418209","28.673295175570946","0.06792187671444454","TRUE","0.2933691948703539","TRUE","3","23","82.80122375488281","","",""
"132","F12","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","92.01124572753906","85.49684143066406","75.8375473022461","73.36656951904297"
"133","F13","FALSE","4092","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.535107953972917","","","26.729598053144535","0.9319931322015212","26.62722770679404","0.09813680859776461","TRUE","0.2933691948703539","TRUE","3","22","82.76934814453125","","",""
"134","F14","FALSE","1742","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5632868918455938","","","30.73361272681504","0.988658587646703","30.624803558490658","0.09425773518707002","TRUE","0.2933691948703539","TRUE","3","24","82.88150024414062","","",""
"135","F15","FALSE","4106","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5546519661127307","","","31.248291443469498","0.9769667918086502","30.952012233358705","0.2586212067331448","TRUE","0.2933691948703539","TRUE","3","26","82.88150024414062","","",""
"136","F16","FALSE","1747","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.55743275501034","","","29.132425173694777","0.9875361349357902","28.92362652920671","0.19226683708328957","TRUE","0.2933691948703539","TRUE","3","24","82.76934814453125","","",""
"137","F17","FALSE","4091","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5571906625403826","","","28.709947680880873","0.9846868960676751","28.673295175570946","0.06792187671444454","TRUE","0.2933691948703539","TRUE","3","22","82.72428894042969","","",""
"138","F18","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","63.02287673950195","85.74666595458984","67.2765884399414","82.83622741699219"
"139","F19","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","83.17205047607422","62.57511520385742","65.48554992675781","77.91087341308594"
"140","F20","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","75.33625793457031","72.98551940917969","64.92585754394531","81.49295043945312"
"141","F21","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","79.55145263671875","68.82652282714844","72.84837341308594","65.47498321533203"
"142","F22","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","89.38263702392578","74.85929870605469","79.32801818847656","67.82106018066406"
"143","F23","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","63.35234069824219","66.4804458618164","69.38511657714844","85.47250366210938"
"144","F24","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","73.18352508544922","79.55145263671875","75.97647857666016","92.06387329101562"
"145","G1","FALSE","1748","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5389161888774905","","","28.3332429097363","0.9784178412771256","28.323165130704457","0.03991586999068107","TRUE","0.2933691948703539","TRUE","3","22","82.67193603515625","","",""
"146","G2","FALSE","4104","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.540374648764775","","","29.02105508940806","0.9685064208645483","28.80368417444163","0.14455469782756133","TRUE","0.2933691948703539","TRUE","3","23","82.55970764160156","","",""
"147","G3","FALSE","4110","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5371721483302834","","","29.22512254187592","0.9735830057281811","29.428633753339536","0.18045386250190018","TRUE","0.2933691948703539","TRUE","3","23","82.55970764160156","","",""
"148","G4","FALSE","4094","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5258319445366373","","","24.375479721800794","0.9075311590483891","24.340495718021867","0.047992523173263385","TRUE","0.2933691948703539","TRUE","3","20","82.55970764160156","","",""
"149","G5","FALSE","1739","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5427908475929577","","","27.03407208482431","0.9623284172865388","27.15140895928309","0.17670913904205784","TRUE","0.2933691948703539","TRUE","3","21","82.70277404785156","","",""
"150","G6","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","74.27385711669922","85.4000244140625","79.21882629394531","76.746337890625"
"151","G7","FALSE","1748","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5470857625637267","","","28.279176203265465","0.9860862930301344","28.323165130704457","0.03991586999068107","TRUE","0.2933691948703539","TRUE","3","23","82.70277404785156","","",""
"152","G8","FALSE","4104","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5452476269198243","","","28.77708494035202","0.9693613162072461","28.80368417444163","0.14455469782756133","TRUE","0.2933691948703539","TRUE","3","23","82.70277404785156","","",""
"153","G9","FALSE","4110","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5623239990658697","","","29.5691319273692","0.9825637410253761","29.428633753339536","0.18045386250190018","TRUE","0.2933691948703539","TRUE","3","24","82.80122375488281","","",""
"154","G10","FALSE","4094","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5417850232163401","","","24.28578313190367","0.8980182489052574","24.340495718021867","0.047992523173263385","TRUE","0.2933691948703539","TRUE","3","19","82.80122375488281","","",""
"155","G11","FALSE","1739","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5492496994029417","","","27.065508508988266","0.9762547477830276","27.15140895928309","0.17670913904205784","TRUE","0.2933691948703539","TRUE","3","21","82.57659149169922","","",""
"156","G12","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","76.06217956542969","64.94276428222656","88.52941131591797","93.24674224853516"
"157","G13","FALSE","1748","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5505105996419428","","","28.35707627911161","0.98300287893514","28.323165130704457","0.03991586999068107","TRUE","0.2933691948703539","TRUE","3","23","82.76934814453125","","",""
"158","G14","FALSE","4104","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5599658195017607","","","28.705341110453304","0.968282254701222","28.80368417444163","0.14455469782756133","TRUE","0.2933691948703539","TRUE","3","23","82.76934814453125","","",""
"159","G15","FALSE","4110","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5601148624117276","","","29.491646790773487","0.9785083820891967","29.428633753339536","0.18045386250190018","TRUE","0.2933691948703539","TRUE","3","24","82.76934814453125","","",""
"160","G16","FALSE","4094","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5404528617074893","","","24.360224300361125","0.8852978382518198","24.340495718021867","0.047992523173263385","TRUE","0.2933691948703539","TRUE","3","19","82.88150024414062","","",""
"161","G17","FALSE","1739","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5454348700149942","","","27.35464628403669","0.9701163564779084","27.15140895928309","0.17670913904205784","TRUE","0.2933691948703539","TRUE","3","21","82.72428894042969","","",""
"162","G18","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","73.88104248046875","85.52278900146484","91.67948150634766","80.93325805664062"
"163","G19","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","87.31382751464844","76.45565795898438","70.9706039428711","79.36609649658203"
"164","G20","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","89.66456604003906","79.81385803222656","68.61986541748047","92.01530456542969"
"165","G21","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","88.71232604980469","79.99832153320312","73.29524230957031","92.3990249633789"
"166","G22","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","88.4888916015625","78.88114929199219","64.35780334472656","69.49683380126953"
"167","G23","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","87.81858825683594","92.84589385986328","74.30070495605469","66.25701141357422"
"168","G24","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","85.80766296386719","61.90000915527344","68.37965393066406","82.90299224853516"
"169","H1","FALSE","4115","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5405173106055408","","","28.175532306371494","0.9637119605254988","28.184358202264047","0.14549125044110334","TRUE","0.2933691948703539","TRUE","3","24","82.67193603515625","","",""
"170","H2","FALSE","4103","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.541917702407701","","","29.85226918169562","0.9783687663711925","30.05890752903474","0.2039049766032171","TRUE","0.2933691948703539","TRUE","3","24","82.67193603515625","","",""
"171","H3","FALSE","1752","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5419645210498851","","","31.80298211185717","0.9838584474726979","31.558508981932192","0.5549900408015384","TRUE","0.2933691948703539","TRUE","3","26","82.55970764160156","","",""
"172","H4","FALSE","4107","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5340672898607757","","","27.220781233575636","0.9639808639771186","27.07974235691648","0.1313223545538879","TRUE","0.2933691948703539","TRUE","3","22","82.55970764160156","","",""
"173","H5","FALSE","4097","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.540854506719913","","","25.168746208563533","0.89964800214151","25.173389731222148","0.04694189991910306","TRUE","0.2933691948703539","TRUE","3","20","82.81515502929688","","",""
"174","H6","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","87.76012420654297","73.4871597290039","63.1476936340332","93.60417175292969"
"175","H7","FALSE","4115","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5429041128354302","","","28.33406148583512","0.9797928120575712","28.184358202264047","0.14549125044110334","TRUE","0.2933691948703539","TRUE","3","22","82.70277404785156","","",""
"176","H8","FALSE","4103","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.555510949205047","","","30.064488866936955","0.9820380968281816","30.05890752903474","0.2039049766032171","TRUE","0.2933691948703539","TRUE","3","25","82.70277404785156","","",""
"177","H9","FALSE","1752","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5626761569411216","","","31.949291531571667","0.9913388139677813","31.558508981932192","0.5549900408015384","TRUE","0.2933691948703539","TRUE","3","26","82.68890380859375","","",""
"178","H10","FALSE","4107","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5523431617134","","","26.960988208482284","0.9619499444436348","27.07974235691648","0.1313223545538879","TRUE","0.2933691948703539","TRUE","3","21","82.80122375488281","","",""
"179","H11","FALSE","4097","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5481753616022171","","","25.128942162418298","0.9094444428762907","25.173389731222148","0.04694189991910306","TRUE","0.2933691948703539","TRUE","3","20","82.80122375488281","","",""
"180","H12","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","63.145687103271484","76.84840393066406","73.70352172851562","70.10935974121094"
"181","H13","FALSE","4115","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.557233267479707","","","28.04348081458552","0.9661714005385141","28.184358202264047","0.14549125044110334","TRUE","0.2933691948703539","TRUE","3","22","82.76934814453125","","",""
"182","H14","FALSE","4103","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5412754193728764","","","30.259964538471642","0.9822224978702742","30.05890752903474","0.2039049766032171","TRUE","0.2933691948703539","TRUE","3","25","82.76934814453125","73.23583984375","",""
"183","H15","FALSE","1752","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5582319955853516","","","30.923253302367748","0.9878438445561297","31.558508981932192","0.5549900408015384","TRUE","0.2933691948703539","TRUE","3","25","82.65718078613281","","",""
"184","H16","FALSE","4107","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5497703808801653","","","27.057457628691516","0.9579829477043658","27.07974235691648","0.1313223545538879","TRUE","0.2933691948703539","TRUE","3","22","82.88150024414062","","",""
"185","H17","FALSE","4097","Bdh1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.5447592648472426","","","25.22248082268461","0.8971286468707835","25.173389731222148","0.04694189991910306","TRUE","0.2933691948703539","TRUE","3","20","82.83622741699219","","",""
"186","H18","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","77.46311950683594","88.4332275390625","68.7318115234375","83.06011199951172"
"187","H19","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","1.4366945295094156","","","37.095736763780195","0.42757104744198604","","","TRUE","0.2933691948703539","TRUE","3","36","78.58251953125","87.08995056152344","66.26913452148438","73.09746551513672"
"188","H20","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","79.25415802001953","72.87358093261719","82.05265045166016","75.89595794677734"
"189","H21","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","88.93576049804688","91.28184509277344","79.77488708496094","83.68502044677734"
"190","H22","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","82.79127502441406","68.49137115478516","72.73665618896484","64.91639709472656"
"191","H23","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","73.29524230957031","65.13983154296875","91.84043884277344","88.71232604980469"
"192","H24","FALSE",,"Bdh1","UNKNOWN","SYBR","NFQ-MGB","NO_AMP","0.0","","","UNDETERMINED","0.0","","","TRUE","0.2933691948703539","TRUE","3","39","73.18352508544922","67.93277740478516","77.4288101196289","91.9521484375"
"193","I1","FALSE","1753","Oxct1","UNKNOWN","SYBR","NFQ-MGB","AMP","1.4773590395388623","","","28.966255811573937","0.9886659315974975","29.057153128109007","0.0918673317614586","TRUE","0.28401459774596743","TRUE","3","22","80.8762435913086","","",""
