Gene Name,ENSEMBL Gene ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Vstm2a,ENSMUSG00000048834,0.36756472389312,-0.060667249306033,1.51646951726946,-0.0400055844282777,0.96808867412889,NA
Ghdc,ENSMUSG00000017747,28.8739388629283,-0.0603632606474389,0.185412663410407,-0.325561693236811,0.744755998795014,0.8538742360862
C4b,ENSMUSG00000073418,150.442535807558,0.0591226946783386,0.327462127717143,0.180548190688506,0.856722225244018,0.9239418848568
Psap,ENSMUSG00000004207,3913.93593991184,0.0589433439461208,0.0957563321629888,0.615555573346232,0.538187880384229,0.702232006262013
Endog,ENSMUSG00000015337,12.6860717301543,0.0587778306746021,0.28983392340603,0.202798312854013,0.839292676684792,0.913314492280485
Plbd1,ENSMUSG00000030214,206.316096619116,-0.0587053194095189,0.176815579387161,-0.332014405138904,0.739878381693483,0.850535122563802
1600012H06Rik,ENSMUSG00000050088,44.1059943277127,0.0568621657064386,0.143071945030238,0.39743756677398,0.691044817564377,0.818077253167984
Hint2,ENSMUSG00000028470,118.111713164679,0.0564736521393047,0.207024340830582,0.272787498864783,0.785016569713084,0.879347666143536
Adamts2,ENSMUSG00000036545,60.0318428859267,0.0551415194239431,0.212315740486652,0.259714702723181,0.795083850585639,0.885950478936902
Col5a3,ENSMUSG00000004098,72.8027216157685,0.0549987794557973,0.270568911693935,0.203270875103387,0.838923318598064,0.913211126970212
Fgl1,ENSMUSG00000031594,0.12624819224146,-0.0506751406161594,2.72675164202153,-0.0185844357202222,0.98517261918907,NA
Bpifa2,ENSMUSG00000042459,0.151973826824243,-0.0506748924293317,2.59686895469176,-0.0195138427519715,0.984431194226949,NA
Reg3g,ENSMUSG00000030017,0.157009220317639,-0.0506748515011134,2.57482089911346,-0.0196809228628528,0.984297909183226,NA
Prss33,ENSMUSG00000049620,0.176521173170279,-0.0506747108721855,2.49758110254269,-0.0202895156520024,0.983812419364619,NA
Oxct2a,ENSMUSG00000076436,0.137043985496552,-0.0506743941776167,2.31421722152882,-0.0218969912185426,0.982530124860629,NA
Pate2,ENSMUSG00000074452,0.147807032840051,-0.050674325431327,2.27245995317361,-0.022299326049974,0.982209186483785,NA
Luzp2,ENSMUSG00000063297,0.152556687664536,-0.0506742942287804,2.25325186069857,-0.0224894052514263,0.982057563248715,NA
Hgf,ENSMUSG00000028864,0.156665545383952,-0.0506742704437395,2.23849923287443,-0.0226376090282011,0.981939343840764,NA
Spaca5,ENSMUSG00000037167,0.159527978299394,-0.0506742544318253,2.22851287041698,-0.0227390449947653,0.981858430477336,NA
Pzp,ENSMUSG00000030359,0.166086435796337,-0.0506742193513235,2.20647576578483,-0.0229661345649536,0.981677286522316,NA
Cxcl17,ENSMUSG00000060188,0.172913264612279,-0.0506741850185866,2.18469317211309,-0.0231951038550522,0.9814946441159,NA
Ecm1,ENSMUSG00000028108,252.463450174417,-0.0506615178931178,0.192079369755212,-0.263753041035492,0.791970221348575,0.884338804322743
Edn3,ENSMUSG00000027524,1.07933686687736,-0.0505689613409067,0.841692711444388,-0.060080075131134,0.952091859034062,0.976505954222272
Fbln5,ENSMUSG00000021186,67.618324485898,-0.0500413818124639,0.194633790964201,-0.257105313340314,0.797097475942399,0.887246656319689
Pi16,ENSMUSG00000024011,174.37212431347,-0.0491415563698418,0.195451731811678,-0.251425535677477,0.801485127034502,0.890251872809644
Stc1,ENSMUSG00000014813,5.08333644694595,0.0484678403959943,0.411670971479237,0.117734413533792,0.906278098343999,0.952376293235485
Uri1,ENSMUSG00000030421,109.562021968192,0.0480346166240106,0.157775323942119,0.304449488195205,0.760785469845348,0.864151947881536
Lama2,ENSMUSG00000019899,260.899064744492,-0.0453328246539081,0.160525437864788,-0.282402747233697,0.777634708705027,0.874813133046664
Rnase13,ENSMUSG00000068392,1.43724027341905,0.0447922122890548,0.817743956616866,0.0547753510455365,0.95631743792936,0.978639628641304
A1bg,ENSMUSG00000022347,2.83566832021112,0.0435327913659197,0.562861454508195,0.0773419302694246,0.938351535252274,0.969744992000923
Chil1,ENSMUSG00000064246,1.39766936100096,-0.04175297429087,0.88530653499493694,-0.0471621665947702,0.962383980633634,0.980981895592434
Gm525,ENSMUSG00000072553,0.995764247014967,0.03862854433239,1.00897844131336,0.0382848064445344,0.969460604606459,0.984138834185607
Ino80e,ENSMUSG00000030689,28.6657066896989,-0.0385251787988647,0.187187996733882,-0.205810091838498,0.836939257811613,0.912288728758824
Endod1,ENSMUSG00000037419,20.5157790694274,0.0384184463839059,0.233104989687103,0.164811771877878,0.869092138136193,0.93090515888185
Cpa6,ENSMUSG00000042501,9.11596009653512,-0.0381293876803367,0.512731059875837,-0.074365277753156,0.940719736614449,0.970914671492039
Emc8,ENSMUSG00000031819,57.2260061244361,-0.0368494279556326,0.142055082672555,-0.25940238999102,0.795324785867286,0.886150046910946
Adck1,ENSMUSG00000021044,96.2841018221986,-0.0364322350959454,0.149225241630679,-0.244142577340317,0.807120398089162,0.893353336011642
Otogl,ENSMUSG00000091455,0.28714784495236,0.0364031340082805,1.85909263873745,0.0195811296595756,0.984377517298307,NA
Hars2,ENSMUSG00000019143,70.7804788754975,-0.0363168490172388,0.124746467662677,-0.291125269498147,0.770955514272745,0.870148145878868
Mex3c,ENSMUSG00000037253,132.208739976925,-0.0335375700872597,0.143829564388051,-0.233175774604834,0.815624916473556,0.898859556356565
Fgf7,ENSMUSG00000027208,9.57168189295873,0.0329437505852456,0.360146868690857,0.0914731001410535,0.927116679587049,0.96380896297237
Hmcn1,ENSMUSG00000066842,8.46329911244452,-0.0309415532221157,0.337344567084859,-0.0917209175458053,0.9269197776462,0.96380896297237
Kdelc1,ENSMUSG00000026047,33.5005351729889,0.0308174128848777,0.212097067154504,0.145298628115534,0.884475097836962,0.940193914471246
Fkbp14,ENSMUSG00000038074,23.5821977328999,0.0281444128596473,0.209209335604067,0.134527518948348,0.892985451893584,0.945237491991176
Cnpy2,ENSMUSG00000025381,235.952601504579,-0.026526533793029,0.12898914595679,-0.205649348216594,0.837064827008054,0.912288728758824
Dennd3,ENSMUSG00000036661,20.8759632936487,0.0254584902254514,0.23571933204154,0.108003403899706,0.913992992085183,0.957383449336104
Cfp,ENSMUSG00000001128,38.9799292048789,-0.0252236377350677,0.186091758307505,-0.135544088381321,0.892181708378169,0.944975844359633
Pla2g12a,ENSMUSG00000027999,342.605177954963,-0.0247442088561721,0.237526948480295,-0.104174322174753,0.917031011017038,0.958662605905896
Spock2,ENSMUSG00000058297,60.6664425454716,0.0238733612139924,0.240217189109091,0.0993824018278338,0.920834654891461,0.960497351372697
Robo1,ENSMUSG00000022883,6.78262682059668,-0.0228920395647291,0.392882772637833,-0.0582668448683328,0.953536076591079,0.97719475558598
Olfml3,ENSMUSG00000027848,49.6196348860823,-0.0198088487768392,0.210609326398952,-0.0940549457877082,0.925065509714081,0.962412520861931
Oaz1,ENSMUSG00000035242,495.92273865998,-0.0190944985888799,0.171384988918186,-0.111412899749319,0.911288931225484,0.955678525638704
Angptl1,ENSMUSG00000033544,18.306219280977,0.0181512568695776,0.319003187788133,0.0568999231494602,0.9546249155333,0.977559543122403
Adamts20,ENSMUSG00000022449,14.7563130925722,-0.0168197366965171,0.327361352441682,-0.0513797263209726,0.959022939484571,0.979152443476897
Hemk1,ENSMUSG00000032579,43.9088779410273,-0.0166660158971388,0.215199023175012,-0.0774446633225892,0.938269811254202,0.969744992000923
Col6a1,ENSMUSG00000001119,239.228511596498,0.0162804818458288,0.149902640603898,0.108607038410006,0.913514177937591,0.957298429838493
Tpsab1,ENSMUSG00000024173,4.57949196212311,0.015932956714101,0.557153275475371,0.0285970798619226,0.977185941066026,0.988464784444063
Wisp2,ENSMUSG00000027656,13.6391519841359,-0.0151277408282255,0.293066541066594,-0.0516187920093818,0.958832445442434,0.979152443476897
Npff,ENSMUSG00000023052,4.28945324062514,0.0147300727236258,0.483139062666822,0.0304882669646272,0.975677650638478,0.987613976919152
Islr,ENSMUSG00000037206,70.2316891356496,-0.0145098608301119,0.219322944477185,-0.0661575142751253,0.947252421329557,0.973527633540158
Mid1,ENSMUSG00000035299,44.4007588049656,-0.0143609162877455,0.265908718963908,-0.0540069402150545,0.956929634821594,0.978732067269811
Retnlg,ENSMUSG00000022651,0.632056105245591,0.0126052779685288,1.25584540844165,0.0100372847516084,0.991991539936037,0.995530364622175
Mrpl2,ENSMUSG00000002767,281.696688173331,0.0113398364362834,0.119830308983719,0.0946324559492218,0.924606769391217,0.962203487676275
